s,m3/s,m3/s,m/s,
Time,"flow_in","flow_out","error","iter"
 2.5774356E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.5863210E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.5952065E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.6040919E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.6129773E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.6218628E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.6307482E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.6396337E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.6485191E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.6574046E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.6662900E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.6751755E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.6840609E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.6929464E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.7018318E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.7107173E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.7196027E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.7284882E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.7373736E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.7462591E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.7551445E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.7640300E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.7729154E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.7818008E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 2.7906863E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.7995717E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.8084572E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 2.8173426E+001, 1.0000000E+000, 9.9999998E-001, 2.2204460E-016, 1.0000000E+000
 2.8262281E+001, 1.0000000E+000, 9.9999997E-001, 2.2204460E-016, 1.0000000E+000
 2.8351135E+001, 1.0000000E+000, 9.9999996E-001, 2.2204460E-016, 1.0000000E+000
 2.8439990E+001, 1.0000000E+000, 9.9999993E-001, 2.2204460E-016, 1.0000000E+000
 2.8528844E+001, 1.0000000E+000, 9.9999991E-001, 2.2204460E-016, 1.0000000E+000
 2.8617699E+001, 1.0000000E+000, 9.9999989E-001, 2.2204460E-016, 1.0000000E+000
 2.8706553E+001, 1.0000000E+000, 9.9999988E-001, 2.2204460E-016, 1.0000000E+000
 2.8795408E+001, 1.0000000E+000, 9.9999990E-001, 2.2204460E-016, 1.0000000E+000
 2.8884262E+001, 1.0000000E+000, 9.9999994E-001, 2.2204460E-016, 1.0000000E+000
 2.8973117E+001, 1.0000000E+000, 9.9999999E-001, 4.4408921E-016, 1.0000000E+000
 2.9061971E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 2.9150826E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 2.9239680E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 2.9328535E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 2.9417389E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 2.9506243E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 2.9595098E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 2.9683952E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 2.9772807E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 2.9861661E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 2.9950516E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.0039370E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.0128225E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.0217079E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.0305934E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.0394788E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.0483643E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 3.0572497E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.0661352E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 3.0750206E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.0839061E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.0927915E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.1016769E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.1105624E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.1194478E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.1283333E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.1372187E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.1461042E+001, 1.0000000E+000, 9.9999999E-001, 4.4408921E-016, 1.0000000E+000
 3.1549896E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 3.1638751E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 3.1727605E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 3.1816460E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 3.1905314E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 3.1994169E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 3.2083023E+001, 1.0000000E+000, 9.9999999E-001, 4.4408921E-016, 1.0000000E+000
 3.2171878E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 3.2260732E+001, 1.0000000E+000, 9.9999998E-001, 2.2204460E-016, 1.0000000E+000
 3.2349587E+001, 1.0000000E+000, 9.9999997E-001, 2.2204460E-016, 1.0000000E+000
 3.2438441E+001, 1.0000000E+000, 9.9999995E-001, 2.2204460E-016, 1.0000000E+000
 3.2527296E+001, 1.0000000E+000, 9.9999991E-001, 2.2204460E-016, 1.0000000E+000
 3.2616150E+001, 1.0000000E+000, 9.9999982E-001, 2.2204460E-016, 1.0000000E+000
 3.2705004E+001, 1.0000000E+000, 9.9999971E-001, 2.2204460E-016, 1.0000000E+000
 3.2793859E+001, 1.0000000E+000, 9.9999969E-001, 2.2204460E-016, 1.0000000E+000
 3.2882713E+001, 1.0000000E+000, 9.9999977E-001, 4.4408921E-016, 1.0000000E+000
 3.2971568E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.3060422E+001, 1.0000000E+000, 1.0000010E+000, 2.2204460E-016, 1.0000000E+000
 3.3149277E+001, 1.0000000E+000, 1.0000028E+000, 2.2204460E-016, 1.0000000E+000
 3.3238131E+001, 1.0000000E+000, 1.0000064E+000, 2.2204460E-016, 1.0000000E+000
 3.3326986E+001, 1.0000000E+000, 1.0000126E+000, 4.4408921E-016, 1.0000000E+000
 3.3415840E+001, 1.0000000E+000, 1.0000214E+000, 4.4408921E-016, 1.0000000E+000
 3.3504695E+001, 1.0000000E+000, 1.0000335E+000, 2.2204460E-016, 1.0000000E+000
 3.3593549E+001, 1.0000000E+000, 1.0000487E+000, 2.2204460E-016, 1.0000000E+000
 3.3682404E+001, 1.0000000E+000, 1.0000648E+000, 2.2204460E-016, 1.0000000E+000
 3.3771258E+001, 1.0000000E+000, 1.0000826E+000, 4.4408921E-016, 1.0000000E+000
 3.3860113E+001, 1.0000000E+000, 1.0001040E+000, 4.4408921E-016, 1.0000000E+000
 3.3948967E+001, 1.0000000E+000, 1.0001290E+000, 2.2204460E-016, 1.0000000E+000
 3.4037822E+001, 1.0000000E+000, 1.0001640E+000, 2.2204460E-016, 1.0000000E+000
 3.4126676E+001, 1.0000000E+000, 1.0001988E+000, 2.2204460E-016, 1.0000000E+000
 3.4215531E+001, 1.0000000E+000, 1.0002000E+000, 2.2204460E-016, 1.0000000E+000
 3.4304385E+001, 1.0000000E+000, 1.0000981E+000, 4.4408921E-016, 1.0000000E+000
 3.4393239E+001, 1.0000000E+000, 9.9986390E-001, 2.2204460E-016, 1.0000000E+000
 3.4482094E+001, 1.0000000E+000, 9.9958175E-001, 2.2204460E-016, 1.0000000E+000
 3.4570948E+001, 1.0000000E+000, 9.9941625E-001, 2.2204460E-016, 1.0000000E+000
 3.4659803E+001, 1.0000000E+000, 9.9946060E-001, 2.2204460E-016, 1.0000000E+000
 3.4748657E+001, 1.0000000E+000, 9.9964557E-001, 2.2204460E-016, 1.0000000E+000
 3.4837512E+001, 1.0000000E+000, 9.9983781E-001, 2.2204460E-016, 1.0000000E+000
 3.4926366E+001, 1.0000000E+000, 9.9994587E-001, 4.4408921E-016, 1.0000000E+000
 3.5015221E+001, 1.0000000E+000, 9.9997155E-001, 2.2204460E-016, 1.0000000E+000
 3.5104075E+001, 1.0000000E+000, 9.9996069E-001, 2.2204460E-016, 1.0000000E+000
 3.5192930E+001, 1.0000000E+000, 9.9995326E-001, 2.2204460E-016, 1.0000000E+000
 3.5281784E+001, 1.0000000E+000, 9.9995938E-001, 4.4408921E-016, 1.0000000E+000
 3.5370639E+001, 1.0000000E+000, 9.9997096E-001, 2.2204460E-016, 1.0000000E+000
 3.5459493E+001, 1.0000000E+000, 9.9998084E-001, 2.2204460E-016, 1.0000000E+000
 3.5548348E+001, 1.0000000E+000, 9.9998794E-001, 2.2204460E-016, 1.0000000E+000
 3.5637202E+001, 1.0000000E+000, 9.9999251E-001, 2.2204460E-016, 1.0000000E+000
 3.5726057E+001, 1.0000000E+000, 9.9999506E-001, 2.2204460E-016, 1.0000000E+000
 3.5814911E+001, 1.0000000E+000, 9.9999650E-001, 2.2204460E-016, 1.0000000E+000
 3.5903765E+001, 1.0000000E+000, 9.9999747E-001, 2.2204460E-016, 1.0000000E+000
 3.5992620E+001, 1.0000000E+000, 9.9999823E-001, 2.2204460E-016, 1.0000000E+000
 3.6081474E+001, 1.0000000E+000, 9.9999878E-001, 2.2204460E-016, 1.0000000E+000
 3.6170329E+001, 1.0000000E+000, 9.9999919E-001, 2.2204460E-016, 1.0000000E+000
 3.6259183E+001, 1.0000000E+000, 9.9999950E-001, 2.2204460E-016, 1.0000000E+000
 3.6348038E+001, 1.0000000E+000, 9.9999972E-001, 2.2204460E-016, 1.0000000E+000
 3.6436892E+001, 1.0000000E+000, 9.9999986E-001, 2.2204460E-016, 1.0000000E+000
 3.6525747E+001, 1.0000000E+000, 9.9999996E-001, 2.2204460E-016, 1.0000000E+000
 3.6614601E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 3.6703456E+001, 1.0000000E+000, 1.0000001E+000, 2.2204460E-016, 1.0000000E+000
 3.6792310E+001, 1.0000000E+000, 1.0000001E+000, 2.2204460E-016, 1.0000000E+000
 3.6881165E+001, 1.0000000E+000, 1.0000001E+000, 2.2204460E-016, 1.0000000E+000
 3.6970019E+001, 1.0000000E+000, 1.0000001E+000, 2.2204460E-016, 1.0000000E+000
 3.7058874E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.7147728E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.7236583E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 3.7325437E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 3.7414292E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.7503146E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.7592000E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 3.7680855E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.7769709E+001, 1.0000000E+000, 1.0000001E+000, 2.2204460E-016, 1.0000000E+000
 3.7858564E+001, 1.0000000E+000, 1.0000001E+000, 2.2204460E-016, 1.0000000E+000
 3.7947418E+001, 1.0000000E+000, 1.0000001E+000, 4.4408921E-016, 1.0000000E+000
 3.8036273E+001, 1.0000000E+000, 1.0000001E+000, 4.4408921E-016, 1.0000000E+000
 3.8125127E+001, 1.0000000E+000, 1.0000001E+000, 2.2204460E-016, 1.0000000E+000
 3.8213982E+001, 1.0000000E+000, 1.0000001E+000, 2.2204460E-016, 1.0000000E+000
 3.8302836E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.8391691E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.8480545E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.8569400E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.8658254E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.8747109E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 3.8835963E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.8924818E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 3.9013672E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.9102527E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 3.9191381E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 3.9280235E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 3.9369090E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 3.9457944E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 3.9546799E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 3.9635653E+001, 1.0000000E+000, 9.9999999E-001, 4.4408921E-016, 1.0000000E+000
 3.9724508E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 3.9813362E+001, 1.0000000E+000, 9.9999999E-001, 4.4408921E-016, 1.0000000E+000
 3.9902217E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 3.9991071E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 4.0079926E+001, 1.0000000E+000, 9.9999999E-001, 4.4408921E-016, 1.0000000E+000
 4.0168780E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 4.0257635E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 4.0346489E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 4.0435344E+001, 1.0000000E+000, 9.9999999E-001, 4.4408921E-016, 1.0000000E+000
 4.0524198E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 4.0613053E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 4.0701907E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 4.0790762E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 4.0879616E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 4.0968470E+001, 1.0000000E+000, 9.9999998E-001, 2.2204460E-016, 1.0000000E+000
 4.1057325E+001, 1.0000000E+000, 9.9999998E-001, 4.4408921E-016, 1.0000000E+000
 4.1146179E+001, 1.0000000E+000, 9.9999998E-001, 2.2204460E-016, 1.0000000E+000
 4.1235034E+001, 1.0000000E+000, 9.9999998E-001, 4.4408921E-016, 1.0000000E+000
 4.1323888E+001, 1.0000000E+000, 9.9999998E-001, 4.4408921E-016, 1.0000000E+000
 4.1412743E+001, 1.0000000E+000, 9.9999998E-001, 2.2204460E-016, 1.0000000E+000
 4.1501597E+001, 1.0000000E+000, 9.9999998E-001, 2.2204460E-016, 1.0000000E+000
 4.1590452E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 4.1679306E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 4.1768161E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 4.1857015E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 4.1945870E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.2034724E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.2123579E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.2212433E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.2301288E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.2390142E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 4.2478996E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 4.2567851E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 4.2656705E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.2745560E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.2834414E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.2923269E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.3012123E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 4.3100978E+001, 1.0000000E+000, 9.9999997E-001, 2.2204460E-016, 1.0000000E+000
 4.3189832E+001, 1.0000000E+000, 9.9999995E-001, 2.2204460E-016, 1.0000000E+000
 4.3278687E+001, 1.0000000E+000, 9.9999992E-001, 2.2204460E-016, 1.0000000E+000
 4.3367541E+001, 1.0000000E+000, 9.9999988E-001, 2.2204460E-016, 1.0000000E+000
 4.3456396E+001, 1.0000000E+000, 9.9999985E-001, 4.4408921E-016, 1.0000000E+000
 4.3545250E+001, 1.0000000E+000, 9.9999984E-001, 2.2204460E-016, 1.0000000E+000
 4.3634105E+001, 1.0000000E+000, 9.9999983E-001, 2.2204460E-016, 1.0000000E+000
 4.3722959E+001, 1.0000000E+000, 9.9999983E-001, 2.2204460E-016, 1.0000000E+000
 4.3811814E+001, 1.0000000E+000, 9.9999982E-001, 2.2204460E-016, 1.0000000E+000
 4.3900668E+001, 1.0000000E+000, 9.9999981E-001, 4.4408921E-016, 1.0000000E+000
 4.3989523E+001, 1.0000000E+000, 9.9999980E-001, 2.2204460E-016, 1.0000000E+000
 4.4078377E+001, 1.0000000E+000, 9.9999979E-001, 4.4408921E-016, 1.0000000E+000
 4.4167231E+001, 1.0000000E+000, 9.9999978E-001, 2.2204460E-016, 1.0000000E+000
 4.4256086E+001, 1.0000000E+000, 9.9999972E-001, 2.2204460E-016, 1.0000000E+000
 4.4344940E+001, 1.0000000E+000, 9.9999961E-001, 2.2204460E-016, 1.0000000E+000
 4.4433795E+001, 1.0000000E+000, 9.9999947E-001, 4.4408921E-016, 1.0000000E+000
 4.4522649E+001, 1.0000000E+000, 9.9999933E-001, 2.2204460E-016, 1.0000000E+000
 4.4611504E+001, 1.0000000E+000, 9.9999920E-001, 2.2204460E-016, 1.0000000E+000
 4.4700358E+001, 1.0000000E+000, 9.9999908E-001, 2.2204460E-016, 1.0000000E+000
 4.4789213E+001, 1.0000000E+000, 9.9999899E-001, 4.4408921E-016, 1.0000000E+000
 4.4878067E+001, 1.0000000E+000, 9.9999894E-001, 2.2204460E-016, 1.0000000E+000
 4.4966922E+001, 1.0000000E+000, 9.9999892E-001, 2.2204460E-016, 1.0000000E+000
 4.5055776E+001, 1.0000000E+000, 9.9999890E-001, 4.4408921E-016, 1.0000000E+000
 4.5144631E+001, 1.0000000E+000, 9.9999887E-001, 2.2204460E-016, 1.0000000E+000
 4.5233485E+001, 1.0000000E+000, 9.9999884E-001, 2.2204460E-016, 1.0000000E+000
 4.5322340E+001, 1.0000000E+000, 9.9999882E-001, 2.2204460E-016, 1.0000000E+000
 4.5411194E+001, 1.0000000E+000, 9.9999883E-001, 2.2204460E-016, 1.0000000E+000
 4.5500049E+001, 1.0000000E+000, 9.9999886E-001, 2.2204460E-016, 1.0000000E+000
 4.5588903E+001, 1.0000000E+000, 9.9999892E-001, 2.2204460E-016, 1.0000000E+000
 4.5677758E+001, 1.0000000E+000, 9.9999899E-001, 2.2204460E-016, 1.0000000E+000
 4.5766612E+001, 1.0000000E+000, 9.9999908E-001, 2.2204460E-016, 1.0000000E+000
 4.5855466E+001, 1.0000000E+000, 9.9999921E-001, 2.2204460E-016, 1.0000000E+000
 4.5944321E+001, 1.0000000E+000, 9.9999941E-001, 4.4408921E-016, 1.0000000E+000
 4.6033175E+001, 1.0000000E+000, 9.9999964E-001, 2.2204460E-016, 1.0000000E+000
 4.6122030E+001, 1.0000000E+000, 9.9999980E-001, 4.4408921E-016, 1.0000000E+000
 4.6201937E+001, 1.0000000E+000, 9.9999986E-001, 4.4408921E-016, 1.0000000E+000
 4.6281844E+001, 1.0000000E+000, 9.9999987E-001, 4.4408921E-016, 1.0000000E+000
 4.6361751E+001, 1.0000000E+000, 9.9999989E-001, 2.2204460E-016, 1.0000000E+000
 4.6441658E+001, 1.0000000E+000, 9.9999991E-001, 2.2204460E-016, 1.0000000E+000
 4.6521565E+001, 1.0000000E+000, 9.9999994E-001, 2.2204460E-016, 1.0000000E+000
 4.6601472E+001, 1.0000000E+000, 9.9999996E-001, 2.2204460E-016, 1.0000000E+000
 4.6681379E+001, 1.0000000E+000, 9.9999998E-001, 4.4408921E-016, 1.0000000E+000
 4.6761286E+001, 1.0000000E+000, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000
 4.6841193E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.6921100E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.7001007E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 4.7080914E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.7160821E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 4.7240728E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.7320636E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.7400543E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.7480450E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.7560357E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.7640264E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.7720171E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.7800078E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 4.7879985E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.7959892E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 4.8039799E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.8119706E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.8199613E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.8279520E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 4.8359427E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.8439334E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.8519241E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.8599148E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.8679055E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.8758962E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.8838869E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.8918776E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 4.8998683E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.9078590E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 4.9158498E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 4.9238405E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 4.9318312E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 4.9398219E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.9478126E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 4.9558033E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.9637940E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.9717847E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.9797754E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.9877661E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
 4.9957568E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000
 5.0037475E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000
