,,s,s,s
Time Step,Wall Time,Step Size,Simulation Time,CPU Time
      1,2020-07-15T15:52:04.396+02:00,   0.200E-02,   0.00200,   2.59970
      2,2020-07-15T15:52:04.476+02:00,   0.200E-02,   0.00400,   2.75998
      3,2020-07-15T15:52:04.483+02:00,   0.200E-02,   0.00600,   2.77323
      4,2020-07-15T15:52:04.498+02:00,   0.200E-02,   0.00800,   2.80130
      5,2020-07-15T15:52:04.511+02:00,   0.200E-02,   0.01000,   2.82837
      6,2020-07-15T15:52:04.535+02:00,   0.200E-02,   0.01200,   2.86571
      7,2020-07-15T15:52:04.549+02:00,   0.200E-02,   0.01400,   2.89180
      8,2020-07-15T15:52:04.562+02:00,   0.200E-02,   0.01600,   2.91855
      9,2020-07-15T15:52:04.575+02:00,   0.200E-02,   0.01800,   2.94378
     10,2020-07-15T15:52:04.589+02:00,   0.200E-02,   0.02000,   2.96952
     20,2020-07-15T15:52:04.720+02:00,   0.200E-02,   0.04000,   3.22452
     30,2020-07-15T15:52:04.965+02:00,   0.200E-02,   0.06000,   3.69067
     40,2020-07-15T15:52:05.060+02:00,   0.200E-02,   0.08000,   3.87241
     50,2020-07-15T15:52:05.152+02:00,   0.200E-02,   0.10000,   4.04754
     60,2020-07-15T15:52:05.268+02:00,   0.200E-02,   0.12000,   4.26252
     70,2020-07-15T15:52:05.343+02:00,   0.200E-02,   0.14000,   4.40697
     80,2020-07-15T15:52:05.471+02:00,   0.200E-02,   0.16000,   4.64563
     90,2020-07-15T15:52:05.546+02:00,   0.200E-02,   0.18000,   4.78918
    100,2020-07-15T15:52:05.635+02:00,   0.200E-02,   0.20000,   4.95001
    200,2020-07-15T15:52:06.819+02:00,   0.200E-02,   0.40000,   7.21194
    250,2020-07-15T15:52:07.355+02:00,   0.200E-02,   0.50000,   8.23075
