s,m/s,m/s,m/s,Pa,m/s,,,,
Time,"u-vel","v-vel","w-vel","pres","error","iter","scarc-iter","scarc-rate","scarc-res"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.8350926E-003, 1.6342547E-001, 0.0000000E+000, 1.1359518E-002, 5.8580496E+000, 2.6116126E-001, 1.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.6701851E-003, 2.8202317E-001, 0.0000000E+000, 2.9959916E-002, 6.5494096E+000, 7.9802132E-002, 1.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 8.5052777E-003, 3.3736416E-001, 0.0000000E+000, 4.4048197E-002, 3.6602858E+000, 8.7364387E-002, 1.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.1340370E-002, 3.5178599E-001, 0.0000000E+000, 4.9377865E-002, 1.4660286E+000, 7.8060389E-002, 1.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.4175463E-002, 3.3865606E-001, 0.0000000E+000, 4.7783564E-002,-1.8665791E-002, 6.4129982E-002, 1.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.7010555E-002, 3.1123063E-001, 0.0000000E+000, 4.2569083E-002,-8.7221613E-001, 3.7617554E-002, 1.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.0129157E-002, 2.7952293E-001, 0.0000000E+000, 3.6384486E-002,-1.0591889E+000, 7.5981105E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.3559619E-002, 2.5606921E-001, 0.0000000E+000, 3.1903928E-002,-7.6038822E-001, 2.6169235E-002, 1.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.6990081E-002, 2.4726569E-001, 0.0000000E+000, 3.0639949E-002,-2.6586172E-001, 3.1700726E-002, 1.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.0420543E-002, 2.5019563E-001, 0.0000000E+000, 3.2081779E-002, 1.6737884E-001, 2.5723998E-002, 1.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.4194051E-002, 2.5618694E-001, 0.0000000E+000, 3.4388943E-002, 2.6795345E-001, 1.5008898E-002, 5.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.7967560E-002, 2.6221220E-001, 0.0000000E+000, 3.6747915E-002, 2.7334639E-001, 7.2362315E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.2118419E-002, 2.6783225E-001, 0.0000000E+000, 3.9259623E-002, 2.5158891E-001, 1.0593515E-002, 2.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.6269278E-002, 2.6948774E-001, 0.0000000E+000, 4.1090447E-002, 1.3383351E-001, 1.5390840E-002, 5.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.0420137E-002, 2.6692745E-001, 0.0000000E+000, 4.1982935E-002,-1.6177938E-002, 1.9181636E-002, 5.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.4570996E-002, 2.5532566E-001, 0.0000000E+000, 4.1030639E-002,-2.9451890E-001, 1.9062205E-002, 1.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.8721855E-002, 2.4069654E-001, 0.0000000E+000, 3.9382282E-002,-4.6563908E-001, 1.1536971E-002, 4.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 6.3287800E-002, 2.2444017E-001, 0.0000000E+000, 3.7505268E-002,-4.6829687E-001, 5.9705566E-003, 2.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 6.7853744E-002, 2.0852668E-001, 0.0000000E+000, 3.5672315E-002,-4.5838688E-001, 9.9755227E-003, 2.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 7.2419689E-002, 1.9454157E-001, 0.0000000E+000, 3.4217223E-002,-4.0231319E-001, 1.2313454E-002, 4.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 7.6985634E-002, 1.8335192E-001, 0.0000000E+000, 3.3371053E-002,-3.2353064E-001, 1.3147003E-002, 5.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 8.1551579E-002, 1.7462916E-001, 0.0000000E+000, 3.3068957E-002,-2.2995669E-001, 1.2430986E-002, 4.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 8.6117524E-002, 1.6695403E-001, 0.0000000E+000, 3.2994461E-002,-1.8200725E-001, 1.2493162E-002, 2.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 9.0683469E-002, 1.5993031E-001, 0.0000000E+000, 3.3057880E-002,-1.5699758E-001, 9.5515908E-003, 2.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
