,,s,s,s
Time Step,Wall Time,Step Size,Simulation Time,CPU Time
      1,2020-07-15T15:58:03.090+02:00,   0.395E-02,   0.00395,   2.54184
      2,2020-07-15T15:58:03.190+02:00,   0.395E-02,   0.00791,   2.92741
      3,2020-07-15T15:58:03.281+02:00,   0.395E-02,   0.01186,   3.28490
      4,2020-07-15T15:58:03.371+02:00,   0.395E-02,   0.01581,   3.64417
      5,2020-07-15T15:58:03.462+02:00,   0.395E-02,   0.01976,   3.99663
      6,2020-07-15T15:58:03.552+02:00,   0.395E-02,   0.02372,   4.34490
      7,2020-07-15T15:58:03.643+02:00,   0.395E-02,   0.02767,   4.69853
      8,2020-07-15T15:58:03.725+02:00,   0.395E-02,   0.03162,   5.02730
      9,2020-07-15T15:58:03.814+02:00,   0.395E-02,   0.03558,   5.37241
     10,2020-07-15T15:58:03.912+02:00,   0.395E-02,   0.03953,   5.75284
     20,2020-07-15T15:58:05.615+02:00,   0.395E-02,   0.07906,  10.22267
     30,2020-07-15T15:58:06.702+02:00,   0.263E-02,   0.10926,  14.44610
     40,2020-07-15T15:58:07.688+02:00,   0.205E-02,   0.13247,  18.29376
     50,2020-07-15T15:58:08.714+02:00,   0.183E-02,   0.15208,  22.24284
     60,2020-07-15T15:58:09.995+02:00,   0.164E-02,   0.16959,  27.21012
     70,2020-07-15T15:58:11.745+02:00,   0.147E-02,   0.18581,  33.87987
     80,2020-07-15T15:58:13.759+02:00,   0.147E-02,   0.20053,  41.82560
     90,2020-07-15T15:58:14.953+02:00,   0.132E-02,   0.21467,  46.47350
    100,2020-07-15T15:58:15.903+02:00,   0.132E-02,   0.22791,  50.12478
    200,2020-07-15T15:58:27.370+02:00,   0.960E-03,   0.33864,  93.76385
    300,2020-07-15T15:58:34.602+02:00,   0.776E-03,   0.42728, 121.82327
    400,2020-07-15T15:58:40.840+02:00,   0.698E-03,   0.50272, 146.44789
    500,2020-07-15T15:58:46.929+02:00,   0.628E-03,   0.57079, 170.49759
    600,2020-07-15T15:58:52.185+02:00,   0.628E-03,   0.63358, 191.29136
    700,2020-07-15T15:58:57.123+02:00,   0.565E-03,   0.69065, 210.84141
    800,2020-07-15T15:59:02.087+02:00,   0.508E-03,   0.74620, 230.41877
    900,2020-07-15T15:59:07.590+02:00,   0.508E-03,   0.79704, 252.28963
   1000,2020-07-15T15:59:12.749+02:00,   0.508E-03,   0.84788, 272.77619
   1100,2020-07-15T15:59:17.692+02:00,   0.457E-03,   0.89496, 292.40600
   1200,2020-07-15T15:59:22.593+02:00,   0.457E-03,   0.94070, 311.86733
   1300,2020-07-15T15:59:27.467+02:00,   0.457E-03,   0.98645, 331.25519
   1400,2020-07-15T15:59:32.940+02:00,   0.412E-03,   1.03114, 353.00082
   1500,2020-07-15T15:59:37.068+02:00,   0.412E-03,   1.07230, 369.42130
   1600,2020-07-15T15:59:41.651+02:00,   0.412E-03,   1.11347, 387.56357
   1700,2020-07-15T15:59:46.265+02:00,   0.412E-03,   1.15463, 405.86848
   1800,2020-07-15T15:59:50.907+02:00,   0.412E-03,   1.19580, 424.35372
   1900,2020-07-15T15:59:56.216+02:00,   0.412E-03,   1.23697, 445.51097
   2000,2020-07-15T16:00:01.812+02:00,   0.370E-03,   1.27402, 467.82022
   2100,2020-07-15T16:00:08.086+02:00,   0.370E-03,   1.31099, 492.81611
   2200,2020-07-15T16:00:16.006+02:00,   0.332E-03,   1.34506, 524.38818
   2300,2020-07-15T16:00:24.199+02:00,   0.298E-03,   1.37683, 557.06170
   2400,2020-07-15T16:00:33.354+02:00,   0.298E-03,   1.40662, 592.99214
   2500,2020-07-15T16:00:43.192+02:00,   0.268E-03,   1.43364, 632.21430
   2600,2020-07-15T16:00:52.760+02:00,   0.268E-03,   1.46041, 670.33068
   2700,2020-07-15T16:01:02.595+02:00,   0.268E-03,   1.48719, 709.53460
   2800,2020-07-15T16:01:13.067+02:00,   0.268E-03,   1.51396, 751.34196
   2900,2020-07-15T16:01:22.797+02:00,   0.241E-03,   1.53865, 789.96977
   3000,2020-07-15T16:01:32.191+02:00,   0.265E-03,   1.56476, 827.41640
   3100,2020-07-15T16:01:41.893+02:00,   0.265E-03,   1.59123, 866.13682
   3200,2020-07-15T16:01:52.597+02:00,   0.265E-03,   1.61770, 908.76396
   3300,2020-07-15T16:02:01.980+02:00,   0.238E-03,   1.64228, 946.20065
   3400,2020-07-15T16:02:11.099+02:00,   0.262E-03,   1.66729, 982.42165
   3500,2020-07-15T16:02:20.697+02:00,   0.262E-03,   1.69349,1020.66177
   3600,2020-07-15T16:02:31.097+02:00,   0.262E-03,   1.71969,1062.10628
   3700,2020-07-15T16:02:40.383+02:00,   0.236E-03,   1.74413,1099.16056
   3800,2020-07-15T16:02:49.192+02:00,   0.259E-03,   1.76871,1134.25862
   3900,2020-07-15T16:02:58.749+02:00,   0.259E-03,   1.79464,1172.39948
