Time Step,Iteration,Total,Mesh,I,J,K,Velocity Error,Mesh,I,J,K,Pressure Error
      1,      1,      1,      1,     16,     13,     16,  0.12560375E+00,      5,     16,      1,      5,  0.64058149E-02
      1,      2,      2,      5,     15,     13,      4,  0.65545188E-01,      5,     16,      1,      5,  0.64058149E-02
      1,      3,      3,      5,     16,     13,      4,  0.35916135E-01,      5,     16,      1,      5,  0.64058149E-02
      1,      4,      4,      5,     16,     13,      4,  0.18701091E-01,      5,     16,      1,      5,  0.64058149E-02
      1,      5,      5,      5,     16,     13,      4,  0.94450904E-02,      5,     16,      1,      5,  0.64058149E-02
      1,      1,      6,      1,     16,     13,     16,  0.11092403E+00,      5,     16,      1,      5,  0.53651673E-01
      1,      2,      7,      5,     15,     13,      4,  0.57976671E-01,      5,     16,      1,      5,  0.53651673E-01
      1,      3,      8,      5,     16,     13,      4,  0.31761293E-01,      5,     16,      1,      5,  0.53651673E-01
      1,      4,      9,      5,     16,     13,      4,  0.16533449E-01,      5,     16,      1,      5,  0.53651673E-01
      1,      5,     10,      5,     16,     13,      4,  0.83492126E-02,      5,     16,      1,      5,  0.53651673E-01
      1,      1,     11,      5,     16,     13,      1,  0.64437240E-01,      5,     14,      1,      5,  0.18314816E+00
      1,      2,     12,      5,     15,     13,      4,  0.33912571E-01,      5,     14,      1,      5,  0.18314816E+00
      1,      3,     13,      5,     16,     13,      4,  0.18544788E-01,      5,     14,      1,      5,  0.18314816E+00
      1,      4,     14,      5,     16,     13,      4,  0.96381218E-02,      5,     14,      1,      5,  0.18314816E+00
      2,      1,     15,      1,     16,     13,     16,  0.11944492E+00,      5,     16,      1,      5,  0.53675411E-01
      2,      2,     16,      2,      4,     13,     14,  0.61216435E-01,      5,     16,      1,      5,  0.53675411E-01
      2,      3,     17,      5,     16,     13,      4,  0.33548405E-01,      5,     16,      1,      5,  0.53675411E-01
      2,      4,     18,      5,     16,     13,      4,  0.17540270E-01,      5,     16,      1,      5,  0.53675411E-01
      2,      5,     19,      5,     16,     13,      4,  0.88771694E-02,      5,     16,      1,      5,  0.53675411E-01
      2,      1,     20,      1,     16,     13,     16,  0.60810195E-01,      8,      4,      4,      4,  0.35889419E+00
      2,      2,     21,      2,      4,     13,     14,  0.31338161E-01,      8,      4,      4,      4,  0.35889419E+00
      2,      3,     22,      5,     16,     13,      4,  0.17197138E-01,      8,      4,      4,      4,  0.35889419E+00
      2,      4,     23,      5,     16,     13,      4,  0.89766010E-02,      8,      4,      4,      4,  0.35889419E+00
      3,      1,     24,      5,     16,     13,      4,  0.13674875E-01,      5,     16,     13,      4,  0.48994405E-03
      3,      2,     25,      5,     16,     13,      4,  0.68061475E-02,      5,     16,     13,      4,  0.48994405E-03
      3,      1,     26,      5,     16,     13,      4,  0.86804760E-02,      6,      1,     12,      2,  0.45795602E-02
      4,      1,     27,      5,     16,     13,      4,  0.30671353E-02,      5,     16,     13,      4,  0.23440443E-03
      4,      1,     28,      5,     16,     13,      4,  0.32435389E-02,      5,     13,     13,      1,  0.97334395E-03
      5,      1,     29,      5,     16,     13,      4,  0.15881700E-02,      5,     16,     13,      4,  0.31590168E-04
      5,      1,     30,      6,      1,     13,      4,  0.10919741E-02,      5,     13,     13,      2,  0.14003899E-02
      6,      1,     31,      6,      1,     13,      4,  0.29974562E-02,      5,     16,     13,      4,  0.56378771E-04
      6,      1,     32,      5,     16,     13,      4,  0.19780781E-02,      6,      1,     12,      2,  0.22435320E-02
      7,      1,     33,      6,      1,     13,      4,  0.20833401E-02,      5,     16,      1,      3,  0.93368135E-05
      7,      1,     34,      5,     16,     13,      4,  0.10013576E-02,      6,      1,     12,      2,  0.21657151E-02
      8,      1,     35,      6,      1,     13,      4,  0.63675591E-03,      5,     16,     13,      4,  0.45827936E-04
      8,      1,     36,      7,     13,      4,      1,  0.12265647E-03,      6,      1,     12,      2,  0.14976629E-02
      9,      1,     37,      4,      2,      3,     13,  0.19963727E-03,      5,     16,     13,      4,  0.45611079E-04
      9,      1,     38,      5,     16,     13,      4,  0.45048361E-03,      6,      1,     12,      2,  0.87810442E-03
     10,      1,     39,      4,      3,      2,     13,  0.20828291E-03,      5,     16,     13,      4,  0.25678361E-04
     10,      1,     40,      2,      4,     14,     15,  0.26564768E-03,      5,     13,     13,      4,  0.65307053E-03
     11,      1,     41,      5,     16,     13,      4,  0.21997071E-03,      5,     16,      1,      3,  0.10278270E-04
     11,      1,     42,      5,     16,     13,      4,  0.99055670E-04,      5,     13,     13,      4,  0.70006029E-03
     12,      1,     43,      5,     16,     13,      4,  0.44285746E-03,      5,     16,      1,      3,  0.10100455E-04
     12,      1,     44,      5,     16,     13,      4,  0.27009932E-03,      5,     13,     13,      4,  0.73799984E-03
     13,      1,     45,      5,     16,     13,      4,  0.47528124E-03,      6,      1,      2,      3,  0.98756946E-05
     13,      1,     46,      5,     16,     13,      4,  0.27094503E-03,      5,     13,     13,      4,  0.76204541E-03
     14,      1,     47,      5,     16,     13,      4,  0.41337077E-03,      6,      1,      2,      3,  0.94790331E-05
     14,      1,     48,      5,     16,     13,      4,  0.21036666E-03,      5,     13,     13,      4,  0.76673701E-03
     15,      1,     49,      5,     16,     13,      4,  0.38517519E-03,      5,     16,     13,      4,  0.87826649E-05
     15,      1,     50,      5,     16,     13,      4,  0.19245210E-03,      5,     13,     13,      4,  0.82351484E-03
     16,      1,     51,      1,     14,     16,     13,  0.27659975E-02,      1,     13,     13,      1,  0.82169799E-03
     16,      1,     52,      1,     13,     16,     13,  0.22090864E-02,      7,     13,      4,      4,  0.29505729E-02
     17,      1,     53,      3,     13,      1,     13,  0.31899946E-02,      1,     13,     13,      1,  0.80271758E-04
     17,      1,     54,      1,     13,     16,     13,  0.21104198E-02,      7,     13,      1,      4,  0.24451802E-02
     18,      1,     55,      1,     13,     16,     13,  0.16123965E-02,      1,     13,     16,     13,  0.22514939E-04
     18,      1,     56,      1,     13,     16,     13,  0.59858369E-03,      5,     13,     16,      4,  0.13665387E-02
     19,      1,     57,      5,     16,     13,      4,  0.42905681E-03,      3,     13,      1,     13,  0.43346785E-04
     19,      1,     58,      1,     13,     15,     13,  0.53760846E-03,      5,     13,     13,      4,  0.93416222E-03
     20,      1,     59,      5,     16,     13,      4,  0.70304463E-03,      3,     13,      1,     13,  0.32578586E-04
     20,      1,     60,      1,     13,     16,     13,  0.67757454E-03,      5,     13,     13,      4,  0.81667793E-03
     21,      1,     61,      5,     16,     13,      4,  0.66097875E-03,      5,      1,     13,      4,  0.40670067E-04
     21,      1,     62,      5,     16,     13,      4,  0.41770142E-03,      5,     13,     13,      4,  0.72091664E-03
     22,      1,     63,      6,      4,     13,      1,  0.45819384E-03,      6,      4,      2,      4,  0.44696025E-04
     22,      1,     64,      6,      4,     13,      1,  0.23618000E-03,      5,     13,     13,      4,  0.81911722E-03
     23,      1,     65,      2,      4,     13,     16,  0.40581495E-03,      6,      4,      2,      4,  0.18303371E-04
     23,      1,     66,      1,     13,     16,     13,  0.28649288E-03,      5,     13,     13,      4,  0.84223625E-03
     24,      1,     67,      2,      4,     13,     16,  0.47142417E-03,      5,      1,     13,      4,  0.48860128E-04
     24,      1,     68,      6,      4,     13,      1,  0.24271696E-03,      5,     13,     13,      4,  0.78202266E-03
     25,      1,     69,      6,      4,     13,      1,  0.44369220E-03,      6,      4,      2,      4,  0.51558756E-04
     25,      1,     70,      6,      4,     13,      1,  0.23040726E-03,      5,     13,     13,      4,  0.87425287E-03
     26,      1,     71,      6,      4,     13,      1,  0.51625431E-03,      5,      1,     13,      4,  0.52619107E-04
     26,      1,     72,      6,      4,     13,      1,  0.27595543E-03,      5,     13,     13,      4,  0.82437977E-03
     27,      1,     73,      3,     14,      4,     13,  0.75383421E-03,      5,     13,      3,      4,  0.63095362E-03
     27,      1,     74,      3,     14,      4,     13,  0.60686629E-03,      8,      4,      4,      4,  0.11587166E-02
     28,      1,     75,      3,     15,      4,     13,  0.84870551E-03,      5,     13,      3,      4,  0.80001051E-04
     28,      1,     76,      3,     15,      4,     13,  0.55501702E-03,      8,      4,      4,      4,  0.82481125E-03
     29,      1,     77,      3,     16,      4,     13,  0.36157052E-03,      1,     13,     13,      2,  0.58082705E-04
     29,      1,     78,      6,      4,     13,      4,  0.12697715E-03,      5,     13,     13,      4,  0.32809232E-03
     30,      1,     79,      6,      4,     13,      1,  0.38720663E-03,      6,      4,      3,      4,  0.80197783E-04
     30,      1,     80,      2,      4,     13,     16,  0.34028574E-03,      5,     13,     13,      4,  0.56665309E-03
