s,Pa,m/s,,s,,,
Time,"pres","error","iter","cpu","SCARC_ITE","SCARC_RES","SCARC_CONV"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5883811E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.9528471E-003, 5.7933749E-002, 0.0000000E+000, 1.0000000E+000, 2.0879451E+000, 3.8000000E+001, 9.6048889E-009, 4.9761811E-001
 7.9056942E-003, 5.7927390E-002, 0.0000000E+000, 1.0000000E+000, 2.4608639E+000, 3.9000000E+001, 6.8079605E-009, 5.3639630E-001
 1.1858541E-002, 5.7919221E-002, 0.0000000E+000, 1.0000000E+000, 2.8257710E+000, 3.9000000E+001, 9.1618397E-009, 5.3534479E-001
 1.5811388E-002, 5.7909244E-002, 0.0000000E+000, 1.0000000E+000, 3.1988450E+000, 3.9000000E+001, 9.2341276E-009, 5.3191536E-001
 1.9764235E-002, 5.7897460E-002, 0.0000000E+000, 1.0000000E+000, 3.5290681E+000, 3.9000000E+001, 9.9568805E-009, 5.3029552E-001
 2.3717082E-002, 5.7883871E-002, 0.0000000E+000, 1.0000000E+000, 3.9212040E+000, 4.0000000E+001, 2.4172014E-009, 5.1801542E-001
 2.7669930E-002, 5.7868477E-002, 0.0000000E+000, 1.0000000E+000, 4.2874368E+000, 4.0000000E+001, 2.0160904E-009, 5.1398029E-001
 3.1622777E-002, 5.7851282E-002, 0.0000000E+000, 1.0000000E+000, 4.6624402E+000, 3.9000000E+001, 4.4617910E-009, 5.1416199E-001
 3.5575624E-002, 5.7832286E-002, 0.0000000E+000, 1.0000000E+000, 4.9924182E+000, 3.9000000E+001, 6.8609300E-009, 5.1848504E-001
 3.9528471E-002, 5.7811493E-002, 0.0000000E+000, 1.0000000E+000, 5.3716000E+000, 3.9000000E+001, 7.5265019E-009, 5.1844387E-001
 4.3481318E-002, 5.7788905E-002, 0.0000000E+000, 1.0000000E+000, 5.7336358E+000, 3.9000000E+001, 9.8055529E-009, 5.2077283E-001
 4.7434165E-002, 5.7764525E-002, 0.0000000E+000, 1.0000000E+000, 6.1294011E+000, 4.0000000E+001, 1.8340651E-009, 5.0653115E-001
 5.1387012E-002, 5.7738356E-002, 0.0000000E+000, 1.0000000E+000, 6.4610108E+000, 4.0000000E+001, 2.6932265E-009, 5.1037832E-001
 5.5339859E-002, 5.7710402E-002, 0.0000000E+000, 1.0000000E+000, 6.8317608E+000, 3.9000000E+001, 9.2785119E-009, 5.1677489E-001
 5.9292706E-002, 5.7680664E-002, 3.4694470E-018, 1.0000000E+000, 7.1827749E+000, 3.9000000E+001, 8.2724476E-009, 5.1425163E-001
 6.3245553E-002, 5.7649149E-002, 6.9388939E-018, 1.0000000E+000, 7.6027139E+000, 3.9000000E+001, 7.0113873E-009, 5.1110577E-001
 6.7198400E-002, 5.7615858E-002, 0.0000000E+000, 1.0000000E+000, 7.9304975E+000, 3.9000000E+001, 8.7652654E-009, 5.1309403E-001
