,,s,s,s
Time Step,Wall Time,Step Size,Simulation Time,CPU Time
      1,2020-07-15T15:55:30.157+02:00,   0.395E-02,   0.00395,   1.20373
      2,2020-07-15T15:55:30.206+02:00,   0.395E-02,   0.00791,   1.38425
      3,2020-07-15T15:55:30.247+02:00,   0.395E-02,   0.01186,   1.53852
      4,2020-07-15T15:55:30.281+02:00,   0.395E-02,   0.01581,   1.67648
      5,2020-07-15T15:55:31.076+02:00,   0.395E-02,   0.01976,   2.34126
      6,2020-07-15T15:55:31.137+02:00,   0.395E-02,   0.02372,   2.57107
      7,2020-07-15T15:55:31.187+02:00,   0.395E-02,   0.02767,   2.75558
      8,2020-07-15T15:55:31.221+02:00,   0.395E-02,   0.03162,   2.89256
      9,2020-07-15T15:55:31.261+02:00,   0.395E-02,   0.03558,   3.04485
     10,2020-07-15T15:55:31.304+02:00,   0.395E-02,   0.03953,   3.20769
     20,2020-07-15T15:55:31.643+02:00,   0.395E-02,   0.07906,   4.50953
     30,2020-07-15T15:55:31.995+02:00,   0.257E-02,   0.11246,   5.86761
     40,2020-07-15T15:55:32.353+02:00,   0.204E-02,   0.13500,   7.23473
     50,2020-07-15T15:55:32.706+02:00,   0.164E-02,   0.15327,   8.58166
     60,2020-07-15T15:55:33.034+02:00,   0.164E-02,   0.16967,   9.83013
     70,2020-07-15T15:55:33.359+02:00,   0.147E-02,   0.18541,  11.07629
     80,2020-07-15T15:55:33.666+02:00,   0.147E-02,   0.20014,  12.26095
     90,2020-07-15T15:55:33.971+02:00,   0.147E-02,   0.21487,  13.44088
    100,2020-07-15T15:55:34.678+02:00,   0.132E-02,   0.22856,  15.28075
    200,2020-07-15T15:55:42.940+02:00,   0.957E-03,   0.33850,  36.63747
    300,2020-07-15T15:55:49.983+02:00,   0.774E-03,   0.42738,  56.19881
    400,2020-07-15T15:55:57.755+02:00,   0.697E-03,   0.50257,  74.08815
    500,2020-07-15T15:56:05.248+02:00,   0.627E-03,   0.57079,  92.67092
    600,2020-07-15T15:56:09.856+02:00,   0.627E-03,   0.63348, 106.91015
    700,2020-07-15T15:56:14.327+02:00,   0.564E-03,   0.69076, 121.41715
    800,2020-07-15T15:56:17.653+02:00,   0.507E-03,   0.74653, 133.91560
    900,2020-07-15T15:56:20.081+02:00,   0.507E-03,   0.79727, 143.44155
   1000,2020-07-15T15:56:22.709+02:00,   0.507E-03,   0.84801, 153.70985
   1100,2020-07-15T15:56:25.101+02:00,   0.457E-03,   0.89520, 163.17017
   1200,2020-07-15T15:56:27.732+02:00,   0.457E-03,   0.94086, 173.50183
   1300,2020-07-15T15:56:30.139+02:00,   0.457E-03,   0.98652, 182.96944
   1400,2020-07-15T15:56:33.454+02:00,   0.411E-03,   1.03141, 193.61346
   1500,2020-07-15T15:56:35.852+02:00,   0.411E-03,   1.07251, 203.07903
   1600,2020-07-15T15:56:38.239+02:00,   0.411E-03,   1.11361, 212.54006
   1700,2020-07-15T15:56:40.734+02:00,   0.411E-03,   1.15470, 222.42907
   1800,2020-07-15T15:56:43.184+02:00,   0.411E-03,   1.19580, 232.10836
   1900,2020-07-15T15:56:46.204+02:00,   0.411E-03,   1.23690, 242.80597
   2000,2020-07-15T15:56:48.783+02:00,   0.370E-03,   1.27444, 253.07761
   2100,2020-07-15T15:56:51.427+02:00,   0.370E-03,   1.31142, 263.59140
   2200,2020-07-15T15:56:54.123+02:00,   0.332E-03,   1.34592, 274.30974
   2300,2020-07-15T15:56:56.809+02:00,   0.298E-03,   1.37807, 284.99482
   2400,2020-07-15T15:56:59.680+02:00,   0.298E-03,   1.40790, 295.62804
   2500,2020-07-15T15:57:02.275+02:00,   0.267E-03,   1.43510, 305.91755
   2600,2020-07-15T15:57:05.802+02:00,   0.267E-03,   1.46185, 318.49776
   2700,2020-07-15T15:57:08.740+02:00,   0.267E-03,   1.48859, 329.72654
   2800,2020-07-15T15:57:12.214+02:00,   0.267E-03,   1.51533, 341.78917
   2900,2020-07-15T15:57:15.096+02:00,   0.240E-03,   1.54008, 353.15922
   3000,2020-07-15T15:57:18.114+02:00,   0.265E-03,   1.56605, 364.78977
   3100,2020-07-15T15:57:21.300+02:00,   0.265E-03,   1.59250, 377.17166
   3200,2020-07-15T15:57:24.262+02:00,   0.265E-03,   1.61895, 388.84273
   3300,2020-07-15T15:57:27.134+02:00,   0.238E-03,   1.64365, 400.16717
   3400,2020-07-15T15:57:30.032+02:00,   0.262E-03,   1.66869, 411.44037
   3500,2020-07-15T15:57:32.989+02:00,   0.262E-03,   1.69487, 423.17337
   3600,2020-07-15T15:57:36.149+02:00,   0.262E-03,   1.72105, 435.06029
   3700,2020-07-15T15:57:38.827+02:00,   0.235E-03,   1.74557, 445.69453
   3800,2020-07-15T15:57:41.506+02:00,   0.259E-03,   1.77005, 456.25101
   3900,2020-07-15T15:57:44.632+02:00,   0.259E-03,   1.79594, 468.43665
   4000,2020-07-15T15:57:47.556+02:00,   0.259E-03,   1.82184, 479.77735
   4100,2020-07-15T15:57:50.532+02:00,   0.233E-03,   1.84623, 491.31262
   4200,2020-07-15T15:57:53.232+02:00,   0.256E-03,   1.87030, 501.88789
   4300,2020-07-15T15:57:56.078+02:00,   0.256E-03,   1.89593, 513.18017
   4400,2020-07-15T15:57:58.743+02:00,   0.256E-03,   1.92157, 523.74480
   4500,2020-07-15T15:58:01.469+02:00,   0.230E-03,   1.94588, 534.52739
   4600,2020-07-15T15:58:04.063+02:00,   0.253E-03,   1.96954, 544.76322
   4700,2020-07-15T15:58:07.180+02:00,   0.253E-03,   1.99488, 556.60588
   4721,2020-07-15T15:58:07.738+02:00,   0.539E-04,   2.00000, 558.77979
