,,s,s,s
    600,2020-07-15T15:56:09.240+02:00,   0.628E-03,   0.63357, 122.46666
    700,2020-07-15T15:56:14.315+02:00,   0.565E-03,   0.69065, 140.12284
    800,2020-07-15T15:56:18.360+02:00,   0.508E-03,   0.74619, 155.57599
    900,2020-07-15T15:56:21.658+02:00,   0.508E-03,   0.79704, 168.64289
   1000,2020-07-15T15:56:25.058+02:00,   0.508E-03,   0.84788, 182.09945
   1100,2020-07-15T15:56:28.367+02:00,   0.457E-03,   0.89495, 195.20052
   1200,2020-07-15T15:56:31.637+02:00,   0.457E-03,   0.94070, 208.16923
   1300,2020-07-15T15:56:35.614+02:00,   0.457E-03,   0.98644, 222.37394
   1400,2020-07-15T15:56:38.907+02:00,   0.412E-03,   1.03113, 235.40403
   1500,2020-07-15T15:56:42.061+02:00,   0.412E-03,   1.07230, 247.93583
   1600,2020-07-15T15:56:45.934+02:00,   0.412E-03,   1.11346, 261.38534
   1700,2020-07-15T15:56:49.092+02:00,   0.412E-03,   1.15463, 273.93935
   1800,2020-07-15T15:56:52.218+02:00,   0.412E-03,   1.19580, 286.36390
   1900,2020-07-15T15:56:55.403+02:00,   0.412E-03,   1.23696, 299.03681
   2000,2020-07-15T15:56:58.632+02:00,   0.370E-03,   1.27402, 311.88271
   2100,2020-07-15T15:57:01.843+02:00,   0.370E-03,   1.31099, 324.67075
   2200,2020-07-15T15:57:05.173+02:00,   0.332E-03,   1.34506, 337.88946
   2300,2020-07-15T15:57:08.402+02:00,   0.298E-03,   1.37682, 350.76333
   2400,2020-07-15T15:57:11.903+02:00,   0.298E-03,   1.40661, 364.11739
   2500,2020-07-15T15:57:15.085+02:00,   0.268E-03,   1.43364, 376.75679
   2600,2020-07-15T15:57:18.676+02:00,   0.268E-03,   1.46042, 390.52714
   2700,2020-07-15T15:57:22.230+02:00,   0.268E-03,   1.48720, 404.53674
   2800,2020-07-15T15:57:25.853+02:00,   0.268E-03,   1.51398, 418.37763
   2900,2020-07-15T15:57:29.121+02:00,   0.241E-03,   1.53867, 431.29685
   3000,2020-07-15T15:57:32.704+02:00,   0.265E-03,   1.56482, 445.19139
   3100,2020-07-15T15:57:36.314+02:00,   0.265E-03,   1.59133, 459.47853
   3200,2020-07-15T15:57:40.057+02:00,   0.265E-03,   1.61784, 474.19620
   3300,2020-07-15T15:57:43.468+02:00,   0.238E-03,   1.64242, 487.59793
   3400,2020-07-15T15:57:46.781+02:00,   0.262E-03,   1.66745, 500.65061
   3500,2020-07-15T15:57:50.134+02:00,   0.262E-03,   1.69366, 513.94308
   3600,2020-07-15T15:57:53.399+02:00,   0.262E-03,   1.71988, 526.90633
   3700,2020-07-15T15:57:56.828+02:00,   0.236E-03,   1.74431, 540.53307
   3800,2020-07-15T15:58:00.152+02:00,   0.259E-03,   1.76891, 553.74978
   3900,2020-07-15T15:58:03.682+02:00,   0.234E-03,   1.79390, 567.63249
   4000,2020-07-15T15:58:07.652+02:00,   0.257E-03,   1.81830, 581.26746
   4100,2020-07-15T15:58:11.004+02:00,   0.257E-03,   1.84399, 594.54941
   4200,2020-07-15T15:58:14.246+02:00,   0.257E-03,   1.86968, 607.43309
   4300,2020-07-15T15:58:17.433+02:00,   0.231E-03,   1.89451, 620.10657
   4400,2020-07-15T15:58:20.619+02:00,   0.254E-03,   1.91856, 632.76709
   4500,2020-07-15T15:58:23.812+02:00,   0.254E-03,   1.94397, 645.47295
   4600,2020-07-15T15:58:26.998+02:00,   0.254E-03,   1.96938, 658.14554
   4700,2020-07-15T15:58:30.228+02:00,   0.254E-03,   1.99479, 670.98253
   4721,2020-07-15T15:58:30.895+02:00,   0.126E-03,   2.00000, 673.63283
