Time Step,Iteration,Total,Mesh,I,J,K,Velocity Error,Mesh,I,J,K,Pressure Error
      1,      1,      1,      1,     16,     13,     16,  0.12560381E+00,      1,     16,      1,     21,  0.64058151E-02
      1,      2,      2,      1,     15,     13,     20,  0.65545199E-01,      1,     16,      1,     21,  0.64058151E-02
      1,      3,      3,      1,     16,     13,     20,  0.35916139E-01,      1,     16,      1,     21,  0.64058151E-02
      1,      4,      4,      1,     16,     13,     20,  0.18701093E-01,      1,     16,      1,     21,  0.64058151E-02
      1,      5,      5,      1,     16,     13,     20,  0.94450917E-02,      1,     16,      1,     21,  0.64058151E-02
      1,      1,      6,      1,     16,     13,     16,  0.11092408E+00,      1,     16,      1,     21,  0.53651677E-01
      1,      2,      7,      1,     15,     13,     20,  0.57976681E-01,      1,     16,      1,     21,  0.53651677E-01
      1,      3,      8,      1,     16,     13,     20,  0.31761297E-01,      1,     16,      1,     21,  0.53651677E-01
      1,      4,      9,      1,     16,     13,     20,  0.16533451E-01,      1,     16,      1,     21,  0.53651677E-01
      1,      5,     10,      1,     16,     13,     20,  0.83492137E-02,      1,     16,      1,     21,  0.53651677E-01
      1,      1,     11,      1,     16,     13,     17,  0.64438891E-01,      1,     14,      1,     21,  0.18313057E+00
      1,      2,     12,      1,     15,     13,     20,  0.33913705E-01,      1,     14,      1,     21,  0.18313057E+00
      1,      3,     13,      1,     16,     13,     20,  0.18545287E-01,      1,     14,      1,     21,  0.18313057E+00
      1,      4,     14,      1,     16,     13,     20,  0.96383937E-02,      1,     14,      1,     21,  0.18313057E+00
      2,      1,     15,      1,     16,     13,     16,  0.11945093E+00,      1,     16,      1,     21,  0.53675937E-01
      2,      2,     16,      1,     20,     13,     14,  0.61213664E-01,      1,     16,      1,     21,  0.53675937E-01
      2,      3,     17,      1,     16,     13,     20,  0.33547446E-01,      1,     16,      1,     21,  0.53675937E-01
      2,      4,     18,      1,     16,     13,     20,  0.17539739E-01,      1,     16,      1,     21,  0.53675937E-01
      2,      5,     19,      1,     16,     13,     20,  0.88768940E-02,      1,     16,      1,     21,  0.53675937E-01
      2,      1,     20,      1,     16,     13,     16,  0.60801845E-01,      1,     20,     20,     20,  0.35889346E+00
      2,      2,     21,      1,     20,     13,     14,  0.31337836E-01,      1,     20,     20,     20,  0.35889346E+00
      2,      3,     22,      1,     16,     13,     20,  0.17196985E-01,      1,     20,     20,     20,  0.35889346E+00
      2,      4,     23,      1,     16,     13,     20,  0.89765706E-02,      1,     20,     20,     20,  0.35889346E+00
      3,      1,     24,      1,     16,     13,     20,  0.13666592E-01,      1,     16,     13,     20,  0.48999824E-03
      3,      2,     25,      1,     16,     13,     20,  0.68046773E-02,      1,     16,     13,     20,  0.48999824E-03
      3,      1,     26,      1,     16,     13,     20,  0.86812063E-02,      1,     17,     12,     18,  0.45774766E-02
      4,      1,     27,      1,     16,     13,     20,  0.30677264E-02,      1,     16,     13,     20,  0.23440233E-03
      4,      1,     28,      1,     16,     13,     20,  0.32452606E-02,      1,     13,     13,     17,  0.96343978E-03
      5,      1,     29,      1,     17,     13,     20,  0.15901227E-02,      1,     16,     13,     20,  0.31597383E-04
      5,      1,     30,      1,     17,     13,     20,  0.10940168E-02,      1,     13,     13,     18,  0.13906098E-02
      6,      1,     31,      1,     17,     13,     20,  0.30009015E-02,      1,     16,     13,     20,  0.56413156E-04
      6,      1,     32,      1,     16,     13,     20,  0.19768531E-02,      1,     17,     12,     18,  0.22440949E-02
