s,m/s,m/s,m/s,Pa,m/s,,,,
Time,"u-vel","v-vel","w-vel","pres","error","iter","scarc-iter","scarc-rate","scarc-res"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.6395047E-003, 2.9301984E-001, 0.0000000E+000, 3.5225462E-002, 1.6784538E+001, 9.8409441E-006, 2.8000000E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.2790093E-003, 2.9157242E-001, 0.0000000E+000, 3.5401456E-002,-9.2455154E-002, 9.8029210E-006, 2.8000000E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 7.9185140E-003, 2.9000860E-001, 0.0000000E+000, 3.5572307E-002,-9.6520013E-002, 9.7069152E-006, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0558019E-002, 2.8834270E-001, 0.0000000E+000, 3.5742164E-002,-9.9520897E-002, 9.7395888E-006, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.3461474E-002, 2.8640264E-001, 0.0000000E+000, 3.5930744E-002,-1.0164049E-001, 9.7857866E-006, 2.9000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.6364929E-002, 2.8434242E-001, 0.0000000E+000, 3.6120908E-002,-1.0435897E-001, 9.5192024E-006, 2.8000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.9558730E-002, 2.8193150E-001, 0.0000000E+000, 3.6330841E-002,-1.0718443E-001, 9.8533911E-006, 2.8000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.2752530E-002, 2.7936718E-001, 0.0000000E+000, 3.6541377E-002,-1.1040697E-001, 9.9302279E-006, 2.8000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.6265711E-002, 2.7636841E-001, 0.0000000E+000, 3.6773606E-002,-1.1348609E-001, 9.7191913E-006, 3.1000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.9778892E-002, 2.7318311E-001, 0.0000000E+000, 3.7006444E-002,-1.1694852E-001, 9.8643584E-006, 3.1000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.3643390E-002, 2.6946550E-001, 0.0000000E+000, 3.7263013E-002,-1.2020598E-001, 9.6798457E-006, 3.4000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.7507889E-002, 2.6552671E-001, 0.0000000E+000, 3.7519833E-002,-1.2385593E-001, 9.7026639E-006, 3.4000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.1372388E-002, 2.6137111E-001, 0.0000000E+000, 3.7776613E-002,-1.2741756E-001, 9.7207279E-006, 3.4000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.5236887E-002, 2.5700433E-001, 0.0000000E+000, 3.8033104E-002,-1.3085047E-001, 9.6605308E-006, 3.4000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.9487835E-002, 2.5196443E-001, 0.0000000E+000, 3.8314526E-002,-1.3397756E-001, 9.9988712E-006, 3.6000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.3738784E-002, 2.4372383E-001, 0.0000000E+000, 3.8022490E-002,-2.4484153E-001, 9.8836145E-006, 1.2200000E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.7989733E-002, 2.3503022E-001, 0.0000000E+000, 3.7660661E-002,-2.5737424E-001, 9.9416940E-006, 6.5000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 6.2240681E-002, 2.2622388E-001, 0.0000000E+000, 3.7288252E-002,-2.5808467E-001, 9.9516999E-006, 2.9000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 6.6916725E-002, 2.1633224E-001, 0.0000000E+000, 3.6846041E-002,-2.6143433E-001, 9.5174015E-006, 4.6000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 7.1592768E-002, 2.0636538E-001, 0.0000000E+000, 3.6390632E-002,-2.6150431E-001, 9.6018625E-006, 3.1000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 7.6268812E-002, 1.9650160E-001, 0.0000000E+000, 3.5949960E-002,-2.5633021E-001, 9.7752136E-006, 4.6000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 8.0944855E-002, 1.8649339E-001, 0.0000000E+000, 3.5474102E-002,-2.5965342E-001, 9.3689013E-006, 4.7000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 8.5620899E-002, 1.7662479E-001, 0.0000000E+000, 3.5009397E-002,-2.5466143E-001, 9.6384493E-006, 4.2000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 9.0296942E-002, 1.6666507E-001, 0.0000000E+000, 3.4509978E-002,-2.5739573E-001, 9.5326570E-006, 4.6000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
