Time Step,Iteration,Total,Mesh,I,J,K,Velocity Error,Mesh,I,J,K,Pressure Error
      1,      1,      1,      1,     17,      2,      1,  0.13877788E-16,      1,     13,     13,     13,  0.12567385E+05
      1,      1,      2,      1,     17,      2,      1,  0.13877788E-16,      1,     13,     13,     13,  0.10521048E+06
      1,      2,      3,      1,     17,      1,      1,  0.13877788E-16,      1,     13,     13,     13,  0.10520964E+06
      1,      3,      4,      1,     17,      3,      1,  0.13877788E-16,      1,     13,     13,     13,  0.10520964E+06
      1,      4,      5,      1,     17,      3,      1,  0.13877788E-16,      1,     13,     13,     13,  0.10520964E+06
      1,      5,      6,      1,     17,      3,      1,  0.13877788E-16,      1,     13,     13,     13,  0.10520964E+06
      1,      6,      7,      1,     17,      1,      1,  0.13877788E-16,      1,     13,     13,     13,  0.10520964E+06
      1,      7,      8,      1,     17,      1,      1,  0.13877788E-16,      1,     13,     13,     13,  0.10520964E+06
      1,      8,      9,      1,     17,      2,      1,  0.13877788E-16,      1,     13,     13,     13,  0.10520964E+06
      1,      9,     10,      1,     17,     11,      2,  0.13877788E-16,      1,     13,     13,     13,  0.10520964E+06
      1,     10,     11,      1,     17,      3,      1,  0.13877788E-16,      1,     13,     13,     13,  0.10520964E+06
      1,      1,     12,      1,     17,     14,      1,  0.13877788E-16,      1,     13,     13,     13,  0.10546611E+06
      1,      2,     13,      1,     17,     11,      1,  0.13877788E-16,      1,     13,     13,     13,  0.10546611E+06
      1,      3,     14,      1,     17,      5,      3,  0.13877788E-16,      1,     13,     13,     13,  0.10546611E+06
      1,      4,     15,      1,     17,      5,      3,  0.13877788E-16,      1,     13,     13,     13,  0.10546611E+06
      1,      5,     16,      1,     17,      5,      3,  0.13877788E-16,      1,     13,     13,     13,  0.10546611E+06
      1,      6,     17,      1,     17,      5,      3,  0.13877788E-16,      1,     13,     13,     13,  0.10546611E+06
      1,      7,     18,      1,     17,      5,      3,  0.13877788E-16,      1,     13,     13,     13,  0.10546611E+06
