s,m/s,m/s,m/s,Pa,m/s,,,,
Time,"u-vel","v-vel","w-vel","pres","error","iter","scarc-iter","scarc-rate","scarc-res"
 3.4761799E-001, 7.7020449E-002, 0.0000000E+000, 6.0379529E-002, 2.0094935E-001, 4.9349964E-003, 1.0000000E+000, 1.0000000E+001, 7.6053054E-002, 5.4766807E-009
 3.5089062E-001, 8.1553766E-002, 0.0000000E+000, 6.1106795E-002, 1.8996013E-001, 4.9243615E-003, 1.0000000E+000, 1.0000000E+001, 7.6144888E-002, 5.5769713E-009
 3.5416326E-001, 8.4686152E-002, 0.0000000E+000, 6.1618990E-002, 1.2405071E-001, 4.8234914E-003, 1.0000000E+000, 1.0000000E+001, 7.6355183E-002, 5.5116271E-009
 3.5743589E-001, 8.7753206E-002, 0.0000000E+000, 6.2130110E-002, 1.2168983E-001, 4.8903274E-003, 1.0000000E+000, 1.0000000E+001, 7.6422896E-002, 5.6488883E-009
 3.6070853E-001, 9.0762099E-002, 0.0000000E+000, 6.2644192E-002, 1.1971628E-001, 4.9800826E-003, 1.0000000E+000, 1.0000000E+001, 7.6474533E-002, 5.8176306E-009
 3.6398116E-001, 9.3905508E-002, 0.0000000E+000, 6.3171730E-002, 1.2605660E-001, 5.0243268E-003, 1.0000000E+000, 1.0000000E+001, 7.6523598E-002, 5.9961645E-009
 3.6725380E-001, 9.6787843E-002, 0.0000000E+000, 6.3692574E-002, 1.1549325E-001, 5.1523215E-003, 1.0000000E+000, 1.0000000E+001, 7.6575941E-002, 6.1762311E-009
 3.7052643E-001, 9.9600624E-002, 0.0000000E+000, 6.4216265E-002, 1.1314987E-001, 5.2449845E-003, 1.0000000E+000, 1.0000000E+001, 7.6627895E-002, 6.3626403E-009
 3.7379907E-001, 1.0234128E-001, 0.0000000E+000, 6.4742805E-002, 1.1075494E-001, 5.3307826E-003, 1.0000000E+000, 1.0000000E+001, 7.6680333E-002, 6.5539455E-009
 3.7707170E-001, 1.0500605E-001, 0.0000000E+000, 6.5272054E-002, 1.0824530E-001, 5.4133317E-003, 1.0000000E+000, 1.0000000E+001, 7.6733315E-002, 6.7499695E-009
 3.8034434E-001, 1.0778607E-001, 0.0000000E+000, 6.5814066E-002, 1.1398784E-001, 5.4457433E-003, 1.0000000E+000, 1.0000000E+001, 7.6785085E-002, 6.9529683E-009
 3.8361697E-001, 1.1028532E-001, 0.0000000E+000, 6.6348615E-002, 1.0280917E-001, 5.5599875E-003, 1.0000000E+000, 1.0000000E+001, 7.6840621E-002, 7.1564984E-009
 3.8688961E-001, 1.1269525E-001, 0.0000000E+000, 6.6885216E-002, 9.9850182E-002, 5.6372827E-003, 1.0000000E+000, 1.0000000E+001, 7.6895378E-002, 7.3668653E-009
 3.9016224E-001, 1.1501313E-001, 0.0000000E+000, 6.7423859E-002, 9.6834364E-002, 5.7061653E-003, 1.0000000E+000, 1.0000000E+001, 7.6950612E-002, 7.5827835E-009
 3.9343488E-001, 1.1742999E-001, 0.0000000E+000, 6.7974605E-002, 1.0207133E-001, 5.7232896E-003, 1.0000000E+000, 1.0000000E+001, 7.7004674E-002, 7.8072243E-009
 3.9670751E-001, 1.1954983E-001, 0.0000000E+000, 6.8517245E-002, 9.0381639E-002, 5.8212272E-003, 1.0000000E+000, 1.0000000E+001, 7.7063469E-002, 8.0328384E-009
 3.9998015E-001, 1.2156432E-001, 0.0000000E+000, 6.9061322E-002, 8.6919333E-002, 5.8814106E-003, 1.0000000E+000, 1.0000000E+001, 7.7121990E-002, 8.2675393E-009
 4.0325278E-001, 1.2167117E-001, 0.0000000E+000, 6.9306474E-002,-2.5090254E-003, 5.6970355E-003, 1.0000000E+000, 1.0000000E+001, 7.7385620E-002, 8.2025750E-009
 4.0652542E-001, 1.2166843E-001, 0.0000000E+000, 6.9540562E-002,-6.4310551E-003, 5.6998649E-003, 1.0000000E+000, 1.0000000E+001, 7.7470598E-002, 8.3896783E-009
 4.0979805E-001, 1.2166832E-001, 0.0000000E+000, 6.9763208E-002,-5.9228451E-003, 5.7840831E-003, 1.0000000E+000, 1.0000000E+001, 7.7544420E-002, 8.6048910E-009
 4.1307069E-001, 1.2149280E-001, 0.0000000E+000, 6.9989770E-002,-1.2026697E-002, 5.8661113E-003, 1.0000000E+000, 1.0000000E+001, 7.7598746E-002, 8.8597599E-009
 4.1634332E-001, 1.2123029E-001, 0.0000000E+000, 7.0213116E-002,-1.4874170E-002, 5.9714917E-003, 1.0000000E+000, 1.0000000E+001, 7.7662169E-002, 9.1131886E-009
 4.1961596E-001, 1.2088031E-001, 0.0000000E+000, 7.0433065E-002,-1.7739561E-002, 6.0817629E-003, 1.0000000E+000, 1.0000000E+001, 7.7727496E-002, 9.3735865E-009
 4.2288859E-001, 1.2053017E-001, 0.0000000E+000, 7.0641977E-002,-1.7365750E-002, 6.2237943E-003, 1.0000000E+000, 1.0000000E+001, 7.7802049E-002, 9.6266946E-009
 4.2616123E-001, 1.2000087E-001, 0.0000000E+000, 7.0854686E-002,-2.3668896E-002, 6.3149519E-003, 1.0000000E+000, 1.0000000E+001, 7.7858385E-002, 9.9129557E-009
 4.2943387E-001, 1.1938125E-001, 0.0000000E+000, 7.1064033E-002,-2.6711724E-002, 6.4287286E-003, 1.0000000E+000, 1.1000000E+001, 7.7173763E-002, 7.1458054E-010
 4.3270650E-001, 1.1867124E-001, 0.0000000E+000, 7.1269841E-002,-2.9768103E-002, 6.5466270E-003, 1.0000000E+000, 1.1000000E+001, 7.7188105E-002, 7.3040939E-010
 4.3597914E-001, 1.1787039E-001, 0.0000000E+000, 7.1472056E-002,-3.2867426E-002, 6.6657170E-003, 1.0000000E+000, 1.1000000E+001, 7.7199284E-002, 7.4619741E-010
 4.3925177E-001, 1.1706618E-001, 0.0000000E+000, 7.1663035E-002,-3.2727588E-002, 6.8143405E-003, 1.0000000E+000, 1.1000000E+001, 7.7209265E-002, 7.6033114E-010
 4.4252441E-001, 1.1607989E-001, 0.0000000E+000, 7.1857600E-002,-3.9272823E-002, 6.9093478E-003, 1.0000000E+000, 1.1000000E+001, 7.7210082E-002, 7.7689456E-010
 4.4579704E-001, 1.1500067E-001, 0.0000000E+000, 7.2048582E-002,-4.2556225E-002, 7.0235927E-003, 1.0000000E+000, 1.1000000E+001, 7.7208227E-002, 7.9191382E-010
 4.4906968E-001, 1.1382854E-001, 0.0000000E+000, 7.2235793E-002,-4.5860600E-002, 7.1380086E-003, 1.0000000E+000, 1.1000000E+001, 7.7200961E-002, 8.0607335E-010
 4.5234231E-001, 1.1125175E-001, 0.0000000E+000, 7.2205825E-002,-1.1177256E-001, 7.0207875E-003, 1.0000000E+000, 1.1000000E+001, 7.7222354E-002, 7.9386123E-010
 4.5561495E-001, 1.0804227E-001, 0.0000000E+000, 7.2103617E-002,-1.4015235E-001, 6.9705758E-003, 1.0000000E+000, 1.1000000E+001, 7.7211314E-002, 7.9454895E-010
 4.5888758E-001, 1.0477710E-001, 0.0000000E+000, 7.1992428E-002,-1.4251942E-001, 7.0350108E-003, 1.0000000E+000, 1.1000000E+001, 7.7183742E-002, 8.0210111E-010
