s,m/s,m/s,m/s,Pa,m/s,,,,
Time,"u-vel","v-vel","w-vel","pres","error","iter","scarc-iter","scarc-rate","scarc-res"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.6448060E-003, 2.9005484E-001, 0.0000000E+000, 3.4313816E-002, 1.6455434E+001, 1.5410693E-001, 1.0000000E+001, 1.1000000E+001, 6.4605641E-002, 2.5212590E-009
 5.2896120E-003, 2.9100289E-001, 0.0000000E+000, 3.5232533E-002, 4.1840406E-002, 4.1669233E-002, 1.0000000E+001, 1.0000000E+001, 5.7722683E-002, 3.0740190E-009
 7.9344180E-003, 2.8987302E-001, 0.0000000E+000, 3.5527520E-002,-7.3308624E-002, 1.1145795E-002, 1.0000000E+000, 1.0000000E+001, 5.7746759E-002, 7.8734404E-010
 1.0579224E-002, 2.8830631E-001, 0.0000000E+000, 3.5725380E-002,-9.4393344E-002, 3.6424370E-003, 1.0000000E+000, 9.0000000E+000, 5.9500403E-002, 5.4426387E-009
 1.3488511E-002, 2.8638340E-001, 0.0000000E+000, 3.5920492E-002,-1.0109034E-001, 2.0151568E-003, 1.0000000E+000, 9.0000000E+000, 6.3312975E-002, 4.4884319E-009
 1.6397797E-002, 2.8432127E-001, 0.0000000E+000, 3.6111999E-002,-1.0479863E-001, 1.7060060E-003, 1.0000000E+000, 9.0000000E+000, 6.4336377E-002, 4.3179413E-009
 1.9598013E-002, 2.8190195E-001, 0.0000000E+000, 3.6321887E-002,-1.0792986E-001, 1.8455101E-003, 1.0000000E+000, 9.0000000E+000, 6.4596294E-002, 4.3971001E-009
 2.2798228E-002, 2.7932918E-001, 0.0000000E+000, 3.6532554E-002,-1.1116361E-001, 1.9738726E-003, 1.0000000E+000, 9.0000000E+000, 6.4639144E-002, 4.7124409E-009
 2.6318465E-002, 2.7631833E-001, 0.0000000E+000, 3.6764532E-002,-1.1437307E-001, 2.2706960E-003, 1.0000000E+000, 9.0000000E+000, 6.4630852E-002, 4.9230398E-009
 2.9838701E-002, 2.7312180E-001, 0.0000000E+000, 3.6997445E-002,-1.1782400E-001, 2.4619203E-003, 1.0000000E+000, 9.0000000E+000, 6.4588841E-002, 5.2870374E-009
 3.3710962E-002, 2.6938851E-001, 0.0000000E+000, 3.7253615E-002,-1.2123228E-001, 2.8430015E-003, 1.0000000E+000, 9.0000000E+000, 6.4514757E-002, 5.4969312E-009
 3.7583222E-002, 2.6543520E-001, 0.0000000E+000, 3.7510431E-002,-1.2486994E-001, 3.0875991E-003, 1.0000000E+000, 9.0000000E+000, 6.4446278E-002, 5.8931844E-009
 4.1455483E-002, 2.6126464E-001, 0.0000000E+000, 3.7767267E-002,-1.2846893E-001, 3.3026239E-003, 1.0000000E+000, 9.0000000E+000, 6.4370029E-002, 6.2257729E-009
 4.5327743E-002, 2.5688215E-001, 0.0000000E+000, 3.8023807E-002,-1.3196317E-001, 3.5148188E-003, 1.0000000E+000, 9.0000000E+000, 6.4290313E-002, 6.5445577E-009
 4.9587230E-002, 2.5182075E-001, 0.0000000E+000, 3.8304634E-002,-1.3528353E-001, 4.0313181E-003, 1.0000000E+000, 9.0000000E+000, 6.4176813E-002, 6.7305445E-009
 5.3846716E-002, 2.4357854E-001, 0.0000000E+000, 3.8024279E-002,-2.4421422E-001, 3.3076554E-003, 1.0000000E+000, 9.0000000E+000, 6.5441584E-002, 8.5454234E-009
 5.8106203E-002, 2.3472986E-001, 0.0000000E+000, 3.7639075E-002,-2.6216409E-001, 4.4582360E-003, 1.0000000E+000, 1.0000000E+001, 5.9018900E-002, 2.4741302E-010
 6.2365689E-002, 2.2591700E-001, 0.0000000E+000, 3.7268088E-002,-2.5761158E-001, 4.6018864E-003, 1.0000000E+000, 1.0000000E+001, 5.8966202E-002, 2.5575681E-010
 6.6625176E-002, 2.1687253E-001, 0.0000000E+000, 3.6859209E-002,-2.6310617E-001, 4.8368232E-003, 1.0000000E+000, 1.0000000E+001, 5.8952575E-002, 2.6902469E-010
 7.1310611E-002, 2.0704603E-001, 0.0000000E+000, 3.6434283E-002,-2.5649026E-001, 5.1273535E-003, 1.0000000E+000, 1.0000000E+001, 5.8888436E-002, 2.6219085E-010
 7.5996046E-002, 1.9702822E-001, 0.0000000E+000, 3.5969481E-002,-2.6089025E-001, 5.4723183E-003, 1.0000000E+000, 1.0000000E+001, 5.8869744E-002, 2.7729110E-010
 8.0681481E-002, 1.8714251E-001, 0.0000000E+000, 3.5519989E-002,-2.5538020E-001, 5.4915348E-003, 1.0000000E+000, 1.0000000E+001, 5.8813951E-002, 2.7943879E-010
 8.5366917E-002, 1.7711917E-001, 0.0000000E+000, 3.5031340E-002,-2.5924061E-001, 5.7732721E-003, 1.0000000E+000, 1.0000000E+001, 5.8795054E-002, 2.9148814E-010
 9.0052352E-002, 1.6713333E-001, 0.0000000E+000, 3.4530340E-002,-2.5801082E-001, 5.9485101E-003, 1.0000000E+000, 1.0000000E+001, 5.8759026E-002, 2.9963514E-010
