Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 2.286E-01, 3.844E-01, 1.543E-01, 4.903E-01, 2.833E+00, 2.157E-01, 1.034E+00, 0.000E+00, 3.158E-01, 0.000E+00, 1.773E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.834E+00
    1, 3.068E-01, 3.593E-01, 1.353E-01, 4.229E-01, 2.819E+00, 1.634E-01, 9.585E-01, 0.000E+00, 3.011E-01, 0.000E+00, 3.713E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.838E+00
    2, 2.044E-01, 3.753E-01, 1.532E-01, 4.665E-01, 2.832E+00, 2.129E-01, 1.066E+00, 0.000E+00, 3.072E-01, 0.000E+00, 2.211E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.838E+00
    3, 2.740E-01, 3.495E-01, 1.349E-01, 4.034E-01, 2.819E+00, 1.571E-01, 9.940E-01, 0.000E+00, 2.958E-01, 0.000E+00, 4.101E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.838E+00
    4, 2.137E-01, 3.791E-01, 1.546E-01, 4.701E-01, 2.833E+00, 2.138E-01, 1.040E+00, 0.000E+00, 3.015E-01, 0.000E+00, 2.321E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.838E+00
    5, 3.484E-01, 3.478E-01, 1.344E-01, 4.075E-01, 2.817E+00, 1.567E-01, 9.384E-01, 0.000E+00, 2.817E-01, 0.000E+00, 4.064E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.838E+00
    6, 2.211E-01, 3.804E-01, 1.529E-01, 4.500E-01, 2.829E+00, 2.188E-01, 1.043E+00, 0.000E+00, 2.993E-01, 0.000E+00, 2.437E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.838E+00
    7, 2.668E-01, 3.635E-01, 1.530E-01, 4.311E-01, 2.827E+00, 2.297E-01, 1.004E+00, 0.000E+00, 2.928E-01, 0.000E+00, 2.695E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.838E+00
