s,s
Time,"cpu"
 1.1559342E+001, 1.3938826E+003
 1.1580073E+001, 1.3984667E+003
 1.1611171E+001, 1.4028637E+003
 1.1642268E+001, 1.4082102E+003
 1.1673365E+001, 1.4131512E+003
 1.1704462E+001, 1.4181374E+003
 1.1735559E+001, 1.4226497E+003
 1.1768729E+001, 1.4276592E+003
 1.1791534E+001, 1.4318027E+003
 1.1825740E+001, 1.4355207E+003
 1.1859947E+001, 1.4399734E+003
 1.1882752E+001, 1.4437513E+003
 1.1920379E+001, 1.4474665E+003
 1.1946719E+001, 1.4508163E+003
 1.1974312E+001, 1.4538729E+003
 1.2001906E+001, 1.4574421E+003
 1.2043296E+001, 1.4614529E+003
 1.2070889E+001, 1.4650777E+003
 1.2098483E+001, 1.4680043E+003
 1.2121892E+001, 1.4716142E+003
 1.2158677E+001, 1.4760159E+003
 1.2183200E+001, 1.4799783E+003
 1.2219986E+001, 1.4839579E+003
 1.2244509E+001, 1.4879341E+003
 1.2281295E+001, 1.4919767E+003
 1.2305818E+001, 1.4963723E+003
 1.2330342E+001, 1.4997395E+003
 1.2367127E+001, 1.5040876E+003
 1.2391651E+001, 1.5079275E+003
 1.2428436E+001, 1.5120346E+003
 1.2452959E+001, 1.5162363E+003
 1.2489745E+001, 1.5201501E+003
 1.2514268E+001, 1.5245206E+003
 1.2551054E+001, 1.5283860E+003
 1.2575577E+001, 1.5323566E+003
 1.2602553E+001, 1.5349440E+003
 1.2643017E+001, 1.5382611E+003
 1.2669993E+001, 1.5421657E+003
 1.2696969E+001, 1.5456800E+003
 1.2721180E+001, 1.5498656E+003
 1.2757497E+001, 1.5539525E+003
 1.2781708E+001, 1.5577202E+003
 1.2818025E+001, 1.5613044E+003
 1.2842237E+001, 1.5647807E+003
 1.2878554E+001, 1.5687781E+003
 1.2902765E+001, 1.5727731E+003
 1.2939082E+001, 1.5769060E+003
 1.2963293E+001, 1.5809530E+003
 1.2997990E+001, 1.5854190E+003
 1.3029446E+001, 1.5910911E+003
 1.3050417E+001, 1.5957250E+003
 1.3081873E+001, 1.5996949E+003
 1.3113330E+001, 1.6043790E+003
 1.3146883E+001, 1.6101574E+003
 1.3181485E+001, 1.6152490E+003
 1.3205706E+001, 1.6195056E+003
