s,m3/s,m3/s,m/s,,s
Time,"flow_in","flow_out","error","iter","cpu"
 1.3620623E+001, 9.9988719E-001, 9.7905606E-001, 9.2438234E-004, 1.0000000E+001, 2.7470847E+001
 1.3709282E+001, 9.9983733E-001, 9.7688919E-001, 9.9479627E-004, 1.2000000E+001, 2.7540809E+001
 1.3797940E+001, 9.9981095E-001, 9.7503771E-001, 9.9994281E-004, 2.1500000E+002, 2.7943526E+001
 1.3886599E+001, 9.9980904E-001, 9.7363185E-001, 9.9941165E-004, 7.2000000E+001, 2.8116468E+001
 1.3975258E+001, 9.9981138E-001, 9.7238404E-001, 9.9120683E-004, 1.0000000E+001, 2.8158704E+001
 1.4063916E+001, 9.9981619E-001, 9.7171579E-001, 9.7230281E-004, 1.1000000E+001, 2.8203735E+001
 1.4152575E+001, 9.9982379E-001, 9.7187226E-001, 9.3910013E-004, 1.1000000E+001, 2.8249314E+001
 1.4241234E+001, 9.9983346E-001, 9.7276070E-001, 9.7065097E-004, 1.0000000E+001, 2.8292354E+001
 1.4329892E+001, 9.9984381E-001, 9.7419126E-001, 9.7845989E-004, 1.0000000E+001, 2.8335822E+001
 1.4418551E+001, 9.9985477E-001, 9.7588866E-001, 9.9755741E-004, 1.9000000E+001, 2.8398627E+001
 1.4507210E+001, 9.9986807E-001, 9.7728138E-001, 9.8777204E-004, 1.8000000E+001, 2.8456359E+001
 1.4595869E+001, 9.9987956E-001, 9.7809939E-001, 9.8809219E-004, 1.8000000E+001, 2.8568891E+001
 1.4684527E+001, 9.9988505E-001, 9.7829903E-001, 9.9847490E-004, 1.9000000E+001, 2.8643481E+001
 1.4773186E+001, 9.9988234E-001, 9.7802694E-001, 9.9153882E-004, 2.0000000E+001, 2.8711434E+001
 1.4861845E+001, 9.9987371E-001, 9.7747661E-001, 9.8957195E-004, 2.0000000E+001, 2.8773635E+001
 1.4950503E+001, 9.9986381E-001, 9.7677397E-001, 9.9677833E-004, 1.9000000E+001, 2.8833602E+001
 1.5039162E+001, 9.9985727E-001, 9.7597954E-001, 9.7524428E-004, 1.8000000E+001, 2.8891370E+001
 1.5127821E+001, 9.9985680E-001, 9.7515740E-001, 9.7518960E-004, 1.6000000E+001, 2.8946447E+001
 1.5216480E+001, 9.9986319E-001, 9.7439248E-001, 9.8770400E-004, 1.4000000E+001, 2.8998677E+001
 1.5305138E+001, 9.9987565E-001, 9.7382604E-001, 9.6376877E-004, 1.3000000E+001, 2.9048003E+001
 1.5393797E+001, 9.9989290E-001, 9.7362061E-001, 9.5212631E-004, 1.2000000E+001, 2.9095620E+001
 1.5482456E+001, 9.9991557E-001, 9.7412332E-001, 9.9380662E-004, 2.0000000E+001, 2.9148200E+001
 1.5571114E+001, 9.9994581E-001, 9.7594611E-001, 9.9526174E-004, 3.4000000E+001, 2.9219978E+001
 1.5659773E+001, 9.9997919E-001, 9.7868335E-001, 9.9420845E-004, 2.6000000E+001, 2.9287177E+001
 1.5748432E+001, 1.0000109E+000, 9.8207793E-001, 9.9985835E-004, 2.1000000E+001, 2.9347806E+001
 1.5837091E+001, 1.0000374E+000, 9.8595745E-001, 9.7871975E-004, 1.8000000E+001, 2.9454724E+001
 1.5925749E+001, 1.0000568E+000, 9.9014041E-001, 9.5837893E-004, 1.5000000E+001, 2.9521413E+001
 1.6014408E+001, 1.0000689E+000, 9.9449941E-001, 9.6003463E-004, 1.3000000E+001, 2.9578782E+001
 1.6103067E+001, 1.0000748E+000, 9.9891393E-001, 9.7879012E-004, 1.1000000E+001, 2.9629443E+001
 1.6191725E+001, 1.0000755E+000, 1.0034314E+000, 9.2472784E-004, 1.2000000E+001, 2.9679708E+001
 1.6280384E+001, 1.0000728E+000, 1.0080313E+000, 9.6452856E-004, 1.2000000E+001, 2.9740842E+001
 1.6369043E+001, 1.0000694E+000, 1.0125514E+000, 9.8497510E-004, 1.0000000E+001, 2.9927318E+001
 1.6457702E+001, 1.0000669E+000, 1.0168210E+000, 9.5621214E-004, 9.0000000E+000, 3.0064239E+001
 1.6546360E+001, 1.0000658E+000, 1.0206656E+000, 9.2507715E-004, 9.0000000E+000, 3.0143443E+001
 1.6635019E+001, 1.0000668E+000, 1.0239124E+000, 9.3194282E-004, 9.0000000E+000, 3.0238031E+001
 1.6723678E+001, 1.0000697E+000, 1.0263512E+000, 9.6872825E-004, 1.3000000E+001, 3.0387721E+001
