Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 9.024E-01, 3.883E-01, 1.507E-01, 5.161E-01, 2.204E+01, 1.557E-01, 7.298E-01, 0.000E+00, 3.164E-01, 0.000E+00, 6.456E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.585E+01
    1, 8.289E-01, 3.870E-01, 1.489E-01, 4.823E-01, 2.224E+01, 1.510E-01, 7.438E-01, 0.000E+00, 3.107E-01, 0.000E+00, 5.649E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.585E+01
    2, 8.121E-01, 3.903E-01, 1.527E-01, 4.957E-01, 2.221E+01, 1.635E-01, 7.563E-01, 0.000E+00, 3.168E-01, 0.000E+00, 5.590E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.585E+01
    3, 1.733E-01, 4.165E-01, 1.517E-01, 4.568E-01, 2.228E+01, 1.509E-01, 1.541E+00, 0.000E+00, 3.137E-01, 0.000E+00, 3.644E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.585E+01
    4, 8.303E-01, 3.942E-01, 1.534E-01, 4.966E-01, 2.223E+01, 1.629E-01, 7.393E-01, 0.000E+00, 3.221E-01, 0.000E+00, 5.282E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.585E+01
    5, 1.850E-01, 3.786E-01, 1.456E-01, 4.606E-01, 2.229E+01, 1.454E-01, 1.523E+00, 0.000E+00, 3.128E-01, 0.000E+00, 4.114E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.585E+01
    6, 7.690E-01, 3.975E-01, 1.526E-01, 4.740E-01, 2.227E+01, 1.607E-01, 8.006E-01, 0.000E+00, 3.310E-01, 0.000E+00, 4.945E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.585E+01
    7, 1.292E-01, 3.730E-01, 1.484E-01, 4.287E-01, 2.227E+01, 1.437E-01, 1.585E+00, 0.000E+00, 3.169E-01, 0.000E+00, 4.581E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.585E+01
