,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2020-02-19T19:10:09.634+01:00,   0.200E-02,   0.00200
      2,2020-02-19T19:10:09.656+01:00,   0.200E-02,   0.00400
      3,2020-02-19T19:10:09.678+01:00,   0.200E-02,   0.00600
      4,2020-02-19T19:10:09.700+01:00,   0.200E-02,   0.00800
      5,2020-02-19T19:10:09.724+01:00,   0.200E-02,   0.01000
      6,2020-02-19T19:10:09.745+01:00,   0.200E-02,   0.01200
      7,2020-02-19T19:10:09.767+01:00,   0.200E-02,   0.01400
      8,2020-02-19T19:10:09.804+01:00,   0.200E-02,   0.01600
      9,2020-02-19T19:10:09.826+01:00,   0.200E-02,   0.01800
     10,2020-02-19T19:10:09.850+01:00,   0.200E-02,   0.02000
     20,2020-02-19T19:10:10.069+01:00,   0.200E-02,   0.04000
     30,2020-02-19T19:10:10.289+01:00,   0.200E-02,   0.06000
     40,2020-02-19T19:10:10.525+01:00,   0.200E-02,   0.08000
     50,2020-02-19T19:10:10.748+01:00,   0.200E-02,   0.10000
     60,2020-02-19T19:10:10.969+01:00,   0.200E-02,   0.12000
     70,2020-02-19T19:10:11.198+01:00,   0.200E-02,   0.14000
     80,2020-02-19T19:10:11.414+01:00,   0.200E-02,   0.16000
     90,2020-02-19T19:10:11.631+01:00,   0.200E-02,   0.18000
    100,2020-02-19T19:10:11.854+01:00,   0.200E-02,   0.20000
    200,2020-02-19T19:10:14.112+01:00,   0.200E-02,   0.40000
    300,2020-02-19T19:10:16.666+01:00,   0.200E-02,   0.60000
    400,2020-02-19T19:10:19.290+01:00,   0.200E-02,   0.80000
    500,2020-02-19T19:10:21.567+01:00,   0.200E-02,   1.00000
    600,2020-02-19T19:10:24.088+01:00,   0.200E-02,   1.20000
    700,2020-02-19T19:10:26.777+01:00,   0.200E-02,   1.40000
    800,2020-02-19T19:10:29.791+01:00,   0.200E-02,   1.60000
    900,2020-02-19T19:10:32.363+01:00,   0.200E-02,   1.80000
   1000,2020-02-19T19:10:35.354+01:00,   0.200E-02,   2.00000
   1100,2020-02-19T19:10:38.363+01:00,   0.200E-02,   2.20000
   1200,2020-02-19T19:10:41.222+01:00,   0.200E-02,   2.40000
   1300,2020-02-19T19:10:44.215+01:00,   0.200E-02,   2.60000
   1400,2020-02-19T19:10:47.203+01:00,   0.200E-02,   2.80000
   1500,2020-02-19T19:10:50.223+01:00,   0.200E-02,   3.00000
   1600,2020-02-19T19:10:52.835+01:00,   0.200E-02,   3.20000
   1700,2020-02-19T19:10:55.600+01:00,   0.200E-02,   3.40000
   1800,2020-02-19T19:10:58.524+01:00,   0.200E-02,   3.60000
   1900,2020-02-19T19:11:01.308+01:00,   0.200E-02,   3.80000
   2000,2020-02-19T19:11:04.454+01:00,   0.200E-02,   4.00000
   2100,2020-02-19T19:11:07.379+01:00,   0.200E-02,   4.20000
   2200,2020-02-19T19:11:10.479+01:00,   0.200E-02,   4.40000
   2300,2020-02-19T19:11:13.221+01:00,   0.200E-02,   4.60000
   2400,2020-02-19T19:11:16.176+01:00,   0.200E-02,   4.80000
   2500,2020-02-19T19:11:19.180+01:00,   0.200E-02,   5.00000
   2501,2020-02-19T19:11:19.204+01:00,   0.329E-12,   5.00000
