s,Pa,m/s,,s,,,
Time,"pres","error","iter","cpu","SCARC_ITE","SCARC_RES","SCARC_CONV"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2224710E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.9528471E-003, 5.7933749E-002, 0.0000000E+000, 1.0000000E+000, 1.6567960E+000, 3.9000000E+001, 4.1124700E-009, 4.9570373E-001
 7.9056942E-003, 5.7927390E-002, 0.0000000E+000, 1.0000000E+000, 2.0549570E+000, 3.9000000E+001, 4.6750354E-009, 5.3125170E-001
 1.1858541E-002, 5.7919221E-002, 0.0000000E+000, 1.0000000E+000, 2.4426430E+000, 3.9000000E+001, 8.0907867E-009, 5.3364098E-001
 1.5811388E-002, 5.7909244E-002, 0.0000000E+000, 1.0000000E+000, 2.8468340E+000, 3.9000000E+001, 8.6500050E-009, 5.3102486E-001
 1.9764235E-002, 5.7897460E-002, 0.0000000E+000, 1.0000000E+000, 3.1995231E+000, 3.9000000E+001, 7.5529643E-009, 5.2655154E-001
 2.3717082E-002, 5.7883871E-002, 0.0000000E+000, 1.0000000E+000, 3.6098610E+000, 4.0000000E+001, 2.5172070E-009, 5.1854069E-001
 2.7669930E-002, 5.7868477E-002, 0.0000000E+000, 1.0000000E+000, 4.0423101E+000, 4.0000000E+001, 2.2162775E-009, 5.1519818E-001
 3.1622777E-002, 5.7851282E-002, 0.0000000E+000, 1.0000000E+000, 4.4482821E+000, 3.9000000E+001, 9.7411160E-009, 5.2455959E-001
 3.5575624E-002, 5.7832286E-002, 0.0000000E+000, 1.0000000E+000, 4.8038982E+000, 4.0000000E+001, 1.1722643E-009, 5.0429410E-001
 3.9528471E-002, 5.7811493E-002, 0.0000000E+000, 1.0000000E+000, 5.2052368E+000, 3.9000000E+001, 9.7968834E-009, 5.2196035E-001
 4.3481318E-002, 5.7788905E-002, 0.0000000E+000, 1.0000000E+000, 5.5917910E+000, 3.9000000E+001, 7.0712185E-009, 5.1642571E-001
