s,Pa,m/s,,s,,,
Time,"pres","error","iter","cpu","scarc-iter","scarc-res","scarc-rate"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5606900E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.9528471E-003, 5.7933749E-002, 3.4694470E-018, 1.0000000E+000, 5.5367902E-001, 1.0200000E+002, 8.9630660E-009, 7.7052104E-001
 7.9056942E-003, 5.7927390E-002, 4.3368087E-018, 1.0000000E+000, 6.9373402E-001, 9.7000000E+001, 9.8933102E-009, 7.8146584E-001
 1.1858541E-002, 5.7919221E-002, 3.4694470E-018, 1.0000000E+000, 8.2784298E-001, 9.7000000E+001, 9.5562338E-009, 7.7818457E-001
 1.5811388E-002, 5.7909244E-002, 3.4694470E-018, 1.0000000E+000, 9.8510197E-001, 9.7000000E+001, 9.5352042E-009, 7.7609590E-001
 1.9764235E-002, 5.7897460E-002, 5.2041704E-018, 1.0000000E+000, 1.1194070E+000, 9.7000000E+001, 9.7438884E-009, 7.7471571E-001
 2.3717082E-002, 5.7883871E-002, 5.2041704E-018, 1.0000000E+000, 1.2572840E+000, 9.8000000E+001, 6.6083321E-009, 7.7243529E-001
 2.7669930E-002, 5.7868477E-002, 5.2041704E-018, 1.0000000E+000, 1.4084961E+000, 9.8000000E+001, 6.6147296E-009, 7.7140828E-001
 3.1622777E-002, 5.7851282E-002, 3.4694470E-018, 1.0000000E+000, 1.5466399E+000, 9.8000000E+001, 6.4497836E-009, 7.7030479E-001
 3.5575624E-002, 5.7832286E-002, 3.4694470E-018, 1.0000000E+000, 1.6813020E+000, 9.8000000E+001, 6.4588173E-009, 7.6950068E-001
 3.9528471E-002, 5.7811493E-002, 3.4694470E-018, 1.0000000E+000, 1.8530200E+000, 9.8000000E+001, 6.7019496E-009, 7.6903966E-001
 4.3481318E-002, 5.7788905E-002, 3.4694470E-018, 1.0000000E+000, 1.9878840E+000, 9.8000000E+001, 7.1161453E-009, 7.6880626E-001
 4.7434165E-002, 5.7764525E-002, 3.4694470E-018, 1.0000000E+000, 2.1250681E+000, 9.8000000E+001, 7.4871873E-009, 7.6853703E-001
 5.1387012E-002, 5.7738356E-002, 3.4694470E-018, 1.0000000E+000, 2.2782370E+000, 9.8000000E+001, 8.1141110E-009, 7.6852812E-001
 5.5339859E-002, 5.7710402E-002, 6.9388939E-018, 1.0000000E+000, 2.4157330E+000, 9.8000000E+001, 8.9900703E-009, 7.6871563E-001
 5.9292706E-002, 5.7680664E-002, 6.9388939E-018, 1.0000000E+000, 2.5500421E+000, 9.9000000E+001, 6.5603893E-009, 7.6772115E-001
 6.3245553E-002, 5.7649149E-002, 6.9388939E-018, 1.0000000E+000, 2.6885120E+000, 9.9000000E+001, 6.9974516E-009, 7.6764811E-001
 6.7198400E-002, 5.7615858E-002, 6.9388939E-018, 1.0000000E+000, 2.9092559E+000, 9.9000000E+001, 7.5679702E-009, 7.6769881E-001
 7.1151247E-002, 5.7580797E-002, 6.9388939E-018, 1.0000000E+000, 3.0494169E+000, 9.9000000E+001, 8.2541031E-009, 7.6783081E-001
 7.5104094E-002, 5.7543970E-002, 6.9388939E-018, 1.0000000E+000, 3.1847230E+000, 9.9000000E+001, 9.0265494E-009, 7.6800059E-001
