Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 1.997E+01, 2.121E+00, 8.983E-01, 3.520E+00, 1.687E+01, 1.136E+00, 1.285E+01, 0.000E+00, 4.203E-03, 0.000E+00, 2.803E+00, 0.000E+00, 4.900E-02, 0.000E+00, 0.000E+00, 6.023E+01
    1, 2.066E+01, 2.056E+00, 8.995E-01, 3.567E+00, 1.687E+01, 9.476E-01, 1.200E+01, 0.000E+00, 3.465E-03, 0.000E+00, 3.206E+00, 0.000E+00, 3.293E-02, 0.000E+00, 0.000E+00, 6.024E+01
    2, 2.211E+01, 2.135E+00, 9.140E-01, 3.614E+00, 1.695E+01, 1.121E+00, 1.049E+01, 0.000E+00, 3.673E-03, 0.000E+00, 2.857E+00, 0.000E+00, 4.032E-02, 0.000E+00, 0.000E+00, 6.024E+01
    3, 2.161E+01, 2.009E+00, 8.717E-01, 3.457E+00, 1.690E+01, 9.240E-01, 1.103E+01, 0.000E+00, 3.520E-03, 0.000E+00, 3.401E+00, 0.000E+00, 3.285E-02, 0.000E+00, 0.000E+00, 6.024E+01
    4, 2.242E+01, 2.277E+00, 8.983E-01, 3.323E+00, 1.704E+01, 1.028E+00, 1.043E+01, 0.000E+00, 3.669E-03, 0.000E+00, 2.781E+00, 0.000E+00, 3.891E-02, 0.000E+00, 0.000E+00, 6.024E+01
    5, 2.102E+01, 1.975E+00, 8.688E-01, 3.453E+00, 1.692E+01, 9.185E-01, 1.153E+01, 0.000E+00, 3.383E-03, 0.000E+00, 3.519E+00, 0.000E+00, 3.160E-02, 0.000E+00, 0.000E+00, 6.024E+01
    6, 2.367E+01, 2.148E+00, 9.226E-01, 3.646E+00, 1.699E+01, 1.158E+00, 8.916E+00, 0.000E+00, 3.691E-03, 0.000E+00, 2.752E+00, 0.000E+00, 4.002E-02, 0.000E+00, 0.000E+00, 6.024E+01
    7, 2.194E+01, 2.158E+00, 9.213E-01, 3.596E+00, 1.698E+01, 1.152E+00, 1.063E+01, 0.000E+00, 3.855E-03, 0.000E+00, 2.808E+00, 0.000E+00, 3.874E-02, 0.000E+00, 0.000E+00, 6.024E+01
