,,s,s,s
Time Step,Wall Time,Step Size,Simulation Time,CPU Time
      1,2020-06-26T16:17:48.366+02:00,   0.125E+00,   0.12500,   1.10615
      2,2020-06-26T16:17:48.606+02:00,   0.125E+00,   0.25000,   1.58434
      3,2020-06-26T16:17:48.868+02:00,   0.125E+00,   0.37500,   2.08614
      4,2020-06-26T16:17:49.096+02:00,   0.125E+00,   0.50000,   2.54188
      5,2020-06-26T16:17:49.323+02:00,   0.125E+00,   0.62500,   2.99547
      6,2020-06-26T16:17:49.550+02:00,   0.125E+00,   0.75000,   3.44872
      7,2020-06-26T16:17:49.777+02:00,   0.125E+00,   0.87500,   3.90255
      8,2020-06-26T16:17:50.004+02:00,   0.125E+00,   1.00000,   4.35671
      9,2020-06-26T16:17:50.232+02:00,   0.125E+00,   1.12500,   4.81255
     10,2020-06-26T16:17:50.465+02:00,   0.125E+00,   1.25000,   5.27436
     20,2020-06-26T16:17:50.976+02:00,   0.112E+00,   2.47411,   6.27851
     30,2020-06-26T16:17:51.367+02:00,   0.993E-01,   3.58191,   7.03864
     40,2020-06-26T16:17:51.729+02:00,   0.993E-01,   4.57491,   7.75454
     50,2020-06-26T16:17:52.108+02:00,   0.993E-01,   5.56790,   8.49541
     60,2020-06-26T16:17:52.493+02:00,   0.993E-01,   6.56090,   9.24312
     70,2020-06-26T16:17:52.883+02:00,   0.889E-01,   7.47033,  10.00175
     80,2020-06-26T16:17:53.248+02:00,   0.889E-01,   8.35888,  10.72587
     90,2020-06-26T16:17:53.628+02:00,   0.889E-01,   9.24742,  11.46665
    100,2020-06-26T16:17:54.038+02:00,   0.889E-01,  10.13597,  12.25071
    200,2020-06-26T16:18:03.075+02:00,   0.889E-01,  19.02142,  23.60825
    300,2020-06-26T16:18:10.898+02:00,   0.889E-01,  27.90686,  37.56329
    400,2020-06-26T16:18:19.017+02:00,   0.889E-01,  36.79231,  52.58871
    500,2020-06-26T16:18:28.194+02:00,   0.889E-01,  45.67776,  69.14820
    600,2020-06-26T16:18:39.534+02:00,   0.799E-01,  53.71320,  89.45570
    679,2020-06-26T16:18:48.512+02:00,   0.541E-01,  60.00000, 105.64823
