,,s,s,s
Time Step,Wall Time,Step Size,Simulation Time,CPU Time
      1,2020-06-23T17:55:56.537+02:00,   0.200E-02,   0.00200,   2.63522
      2,2020-06-23T17:55:56.607+02:00,   0.200E-02,   0.00400,   2.77592
      3,2020-06-23T17:55:56.631+02:00,   0.200E-02,   0.00600,   2.82371
      4,2020-06-23T17:55:56.655+02:00,   0.200E-02,   0.00800,   2.87225
      5,2020-06-23T17:55:56.679+02:00,   0.200E-02,   0.01000,   2.92037
      6,2020-06-23T17:55:56.715+02:00,   0.200E-02,   0.01200,   2.98306
      7,2020-06-23T17:55:56.740+02:00,   0.200E-02,   0.01400,   3.03279
      8,2020-06-23T17:55:56.764+02:00,   0.200E-02,   0.01600,   3.08146
      9,2020-06-23T17:55:56.789+02:00,   0.200E-02,   0.01800,   3.13021
     10,2020-06-23T17:55:56.813+02:00,   0.200E-02,   0.02000,   3.17896
     20,2020-06-23T17:55:57.065+02:00,   0.200E-02,   0.04000,   3.68089
     30,2020-06-23T17:55:57.317+02:00,   0.200E-02,   0.06000,   4.17334
     40,2020-06-23T17:55:57.521+02:00,   0.200E-02,   0.08000,   4.58196
     50,2020-06-23T17:55:57.703+02:00,   0.200E-02,   0.10000,   4.94494
     60,2020-06-23T17:55:57.902+02:00,   0.200E-02,   0.12000,   5.33151
     70,2020-06-23T17:55:58.094+02:00,   0.200E-02,   0.14000,   5.71436
     80,2020-06-23T17:55:58.332+02:00,   0.200E-02,   0.16000,   6.17877
     90,2020-06-23T17:55:58.522+02:00,   0.200E-02,   0.18000,   6.55951
    100,2020-06-23T17:55:58.744+02:00,   0.200E-02,   0.20000,   6.99338
    200,2020-06-23T17:56:01.527+02:00,   0.200E-02,   0.40000,  12.38716
    250,2020-06-23T17:56:02.673+02:00,   0.200E-02,   0.50000,  14.65679
