s,Pa,m/s,,s,,,
Time,"pres","error","iter","cpu","SCARC_ITE","SCARC_RES","SCARC_CONV"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4688020E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.9528471E-003, 5.7933749E-002, 8.3893894E-006, 2.0000000E+001, 2.4283459E+000, 2.4000000E+001, 5.8537447E-009, 4.0006576E-001
 7.9056942E-003, 5.7927390E-002, 8.6432871E-006, 6.0000000E+000, 3.0343339E+000, 3.0000000E+001, 6.0535591E-009, 4.8037679E-001
 1.1858541E-002, 5.7919221E-002, 9.5677989E-006, 5.0000000E+000, 3.4393790E+000, 3.0000000E+001, 9.9315808E-009, 4.8645692E-001
 1.5811388E-002, 5.7909244E-002, 9.8499348E-006, 5.0000000E+000, 3.8334000E+000, 3.1000000E+001, 4.8353099E-009, 4.8600688E-001
 1.9764235E-002, 5.7897460E-002, 9.7118674E-006, 5.0000000E+000, 4.1635978E+000, 3.1000000E+001, 6.1921706E-009, 4.9007898E-001
 2.3717082E-002, 5.7883871E-002, 9.9300699E-006, 5.0000000E+000, 4.6562111E+000, 3.1000000E+001, 4.3896568E-009, 4.8427583E-001
 2.7669930E-002, 5.7868477E-002, 9.6021664E-006, 5.0000000E+000, 5.0214250E+000, 3.1000000E+001, 3.3709706E-009, 4.8058704E-001
 3.1622777E-002, 5.7851282E-002, 7.9677362E-006, 6.0000000E+000, 5.3923390E+000, 2.8000000E+001, 7.9790014E-009, 4.6154959E-001
 3.5575624E-002, 5.7832286E-002, 9.1847808E-006, 5.0000000E+000, 5.7217200E+000, 3.2000000E+001, 2.6159859E-009, 4.8824917E-001
 3.9528471E-002, 5.7811493E-002, 8.4149547E-006, 6.0000000E+000, 6.1134889E+000, 2.9000000E+001, 8.0178537E-009, 4.7310375E-001
 4.3481318E-002, 5.7788905E-002, 8.2427803E-006, 6.0000000E+000, 6.4937918E+000, 2.8000000E+001, 8.9786486E-009, 4.6275343E-001
 4.7434165E-002, 5.7764525E-002, 8.7113456E-006, 6.0000000E+000, 7.5783422E+000, 2.8000000E+001, 9.5781063E-009, 4.6286264E-001
 5.1387012E-002, 5.7738356E-002, 9.2904866E-006, 6.0000000E+000, 7.9501979E+000, 3.1000000E+001, 3.4667680E-009, 4.8156900E-001
 5.5339859E-002, 5.7710402E-002, 9.6118787E-006, 6.0000000E+000, 8.3563278E+000, 3.0000000E+001, 8.9464538E-009, 4.8446589E-001
 5.9292706E-002, 5.7680664E-002, 8.0616297E-006, 7.0000000E+000, 8.7677228E+000, 2.8000000E+001, 6.7031977E-009, 4.5853081E-001
 6.3245553E-002, 5.7649149E-002, 7.9752624E-006, 7.0000000E+000, 9.1928413E+000, 2.7000000E+001, 9.4317472E-009, 4.5129240E-001
 6.7198400E-002, 5.7615858E-002, 8.4855128E-006, 7.0000000E+000, 9.5910661E+000, 2.9000000E+001, 6.3268393E-009, 4.6921903E-001
 7.1151247E-002, 5.7580797E-002, 8.9777526E-006, 7.0000000E+000, 1.0029941E+001, 2.8000000E+001, 5.7212700E-009, 4.5415124E-001
 7.5104094E-002, 5.7543970E-002, 9.4207781E-006, 7.0000000E+000, 1.0439119E+001, 2.8000000E+001, 6.9630421E-009, 4.5655846E-001
 7.9056942E-002, 5.7505381E-002, 9.6745794E-006, 7.0000000E+000, 1.0886014E+001, 2.8000000E+001, 6.1357535E-009, 4.5405854E-001
 8.2484780E-002, 5.7480026E-002, 7.9222096E-006, 7.0000000E+000, 1.1369926E+001, 2.8000000E+001, 7.3655334E-009, 4.5798958E-001
 8.5912619E-002, 5.7444230E-002, 8.0053673E-006, 7.0000000E+000, 1.1778641E+001, 2.8000000E+001, 9.4846403E-009, 4.6196182E-001
 8.9340457E-002, 5.7407120E-002, 8.3576846E-006, 7.0000000E+000, 1.2188308E+001, 2.8000000E+001, 6.9720409E-009, 4.5621700E-001
 9.2350075E-002, 5.7382031E-002, 8.7561937E-006, 6.0000000E+000, 1.2646712E+001, 3.2000000E+001, 2.6128244E-009, 4.8491651E-001
 9.5359692E-002, 5.7347641E-002, 9.5868441E-006, 6.0000000E+000, 1.3028823E+001, 3.1000000E+001, 9.1718656E-009, 4.9193794E-001
 9.8369309E-002, 5.7312244E-002, 9.6298971E-006, 6.0000000E+000, 1.3405974E+001, 3.1000000E+001, 2.3346118E-009, 4.7061493E-001
 1.0137893E-001, 5.7275842E-002, 7.8112247E-006, 7.0000000E+000, 1.3819103E+001, 2.8000000E+001, 6.4770002E-009, 4.5405768E-001
 1.0400592E-001, 5.7252136E-002, 9.5793007E-006, 5.0000000E+000, 1.4258779E+001, 3.1000000E+001, 8.7677122E-009, 4.8791820E-001
 1.0663292E-001, 5.7219006E-002, 9.0489844E-006, 6.0000000E+000, 1.4641235E+001, 3.2000000E+001, 3.6078600E-009, 4.8744862E-001
 1.0925992E-001, 5.7185115E-002, 8.5609860E-006, 6.0000000E+000, 1.5244794E+001, 3.2000000E+001, 2.5821120E-009, 4.8317242E-001
 1.1188691E-001, 5.7150466E-002, 8.7321093E-006, 6.0000000E+000, 1.5825023E+001, 3.1000000E+001, 4.1534106E-009, 4.7895970E-001
 1.1451391E-001, 5.7115061E-002, 9.0797990E-006, 6.0000000E+000, 1.6257171E+001, 3.0000000E+001, 9.7348234E-009, 4.8021082E-001
 1.1682229E-001, 5.7091662E-002, 9.5146229E-006, 5.0000000E+000, 1.6842142E+001, 3.2000000E+001, 2.6486049E-009, 4.7926943E-001
 1.1913066E-001, 5.7059508E-002, 8.0369411E-006, 6.0000000E+000, 1.7203493E+001, 3.1000000E+001, 6.8803479E-009, 4.8620893E-001
 1.2143904E-001, 5.7026775E-002, 9.6432910E-006, 5.0000000E+000, 1.7572159E+001, 3.1000000E+001, 6.5859898E-009, 4.8178443E-001
 1.2374741E-001, 5.6993462E-002, 8.5741679E-006, 6.0000000E+000, 1.7967832E+001, 3.1000000E+001, 5.5276152E-009, 4.8181566E-001
 1.2605579E-001, 5.6959571E-002, 8.0793352E-006, 6.0000000E+000, 1.8355236E+001, 3.1000000E+001, 5.4018229E-009, 4.8234494E-001
 1.2836416E-001, 5.6925104E-002, 8.2795998E-006, 6.0000000E+000, 1.8721184E+001, 3.2000000E+001, 2.9672590E-009, 4.8394839E-001
 1.3041656E-001, 5.6901455E-002, 8.8491237E-006, 5.0000000E+000, 1.9191444E+001, 3.2000000E+001, 3.1705750E-009, 4.8152009E-001
 1.3246896E-001, 5.6869989E-002, 9.8709088E-006, 5.0000000E+000, 1.9565618E+001, 3.1000000E+001, 5.9726378E-009, 4.7846668E-001
 1.3452135E-001, 5.6838069E-002, 9.7759985E-006, 5.0000000E+000, 1.9930483E+001, 3.1000000E+001, 3.8756642E-009, 4.7197093E-001
 1.3657375E-001, 5.6805698E-002, 8.0345017E-006, 6.0000000E+000, 2.0310484E+001, 3.2000000E+001, 2.1507757E-009, 4.7790413E-001
 1.3862614E-001, 5.6772877E-002, 9.0938211E-006, 5.0000000E+000, 2.0636995E+001, 3.2000000E+001, 3.0070447E-009, 4.8033970E-001
 1.4067854E-001, 5.6739606E-002, 8.0944122E-006, 6.0000000E+000, 2.1049028E+001, 3.0000000E+001, 9.9593271E-009, 4.7867718E-001
 1.4273094E-001, 5.6705886E-002, 9.7981983E-006, 5.0000000E+000, 2.1413007E+001, 3.1000000E+001, 6.6776123E-009, 4.8029149E-001
 1.4478333E-001, 5.6671720E-002, 8.5792527E-006, 6.0000000E+000, 2.1809913E+001, 3.2000000E+001, 4.5240772E-009, 4.8816371E-001
 1.4660868E-001, 5.6648400E-002, 8.2776108E-006, 5.0000000E+000, 2.2187036E+001, 3.2000000E+001, 3.8977094E-009, 4.8409105E-001
 1.4843402E-001, 5.6617375E-002, 9.0784474E-006, 5.0000000E+000, 2.2829784E+001, 3.1000000E+001, 9.4569071E-009, 4.8526165E-001
 1.5025937E-001, 5.6585998E-002, 9.3139754E-006, 5.0000000E+000, 2.3176502E+001, 3.2000000E+001, 1.5281433E-009, 4.6852579E-001
 1.5208471E-001, 5.6554271E-002, 9.3384168E-006, 5.0000000E+000, 2.3533495E+001, 3.1000000E+001, 9.0486642E-009, 4.8416535E-001
 1.5391005E-001, 5.6522193E-002, 9.4184741E-006, 5.0000000E+000, 2.3844515E+001, 3.1000000E+001, 4.6686447E-009, 4.7381763E-001
 1.5573540E-001, 5.6489767E-002, 9.5571358E-006, 5.0000000E+000, 2.4159122E+001, 3.1000000E+001, 8.4059988E-009, 4.8267989E-001
 1.5756074E-001, 5.6456992E-002, 9.3980998E-006, 5.0000000E+000, 2.4521805E+001, 3.2000000E+001, 3.6623873E-009, 4.8137064E-001
 1.5938609E-001, 5.6423870E-002, 9.9775842E-006, 5.0000000E+000, 2.4890301E+001, 3.2000000E+001, 2.3299800E-009, 4.7378978E-001
