,,s,s,s
Time Step,Wall Time,Step Size,Simulation Time,CPU Time
      1,2020-06-26T16:17:56.815+02:00,   0.158E+00,   0.15811,   7.44476
      2,2020-06-26T16:17:57.008+02:00,   0.158E+00,   0.31623,   7.81776
      3,2020-06-26T16:17:57.212+02:00,   0.158E+00,   0.47434,   8.22570
      4,2020-06-26T16:17:57.592+02:00,   0.676E-01,   0.54189,   8.97301
      5,2020-06-26T16:17:57.802+02:00,   0.743E-01,   0.61620,   9.39234
      6,2020-06-26T16:17:58.021+02:00,   0.817E-01,   0.69794,   9.82992
      7,2020-06-26T16:17:58.280+02:00,   0.817E-01,   0.77968,  10.33622
      8,2020-06-26T16:17:58.544+02:00,   0.733E-01,   0.85293,  10.84678
      9,2020-06-26T16:17:58.731+02:00,   0.733E-01,   0.92619,  11.21170
     10,2020-06-26T16:17:58.994+02:00,   0.733E-01,   0.99945,  11.73673
     20,2020-06-26T16:18:01.460+02:00,   0.332E-01,   1.42076,  16.58492
     30,2020-06-26T16:18:04.180+02:00,   0.280E-01,   1.73227,  21.98052
     40,2020-06-26T16:18:08.647+02:00,   0.249E-01,   1.98397,  30.65950
     50,2020-06-26T16:18:12.386+02:00,   0.191E-01,   2.19804,  38.03550
     60,2020-06-26T16:18:15.379+02:00,   0.170E-01,   2.38662,  43.97138
     70,2020-06-26T16:18:18.307+02:00,   0.129E-01,   2.52963,  49.80149
     80,2020-06-26T16:18:20.969+02:00,   0.142E-01,   2.66106,  55.10182
     90,2020-06-26T16:18:23.600+02:00,   0.142E-01,   2.80280,  60.34145
    100,2020-06-26T16:18:26.361+02:00,   0.126E-01,   2.94300,  65.76486
    200,2020-06-26T16:18:59.001+02:00,   0.111E-01,   4.22935, 130.58648
    300,2020-06-26T16:19:26.997+02:00,   0.130E-01,   5.44690, 185.95948
    400,2020-06-26T16:19:55.680+02:00,   0.141E-01,   6.69625, 243.08585
    500,2020-06-26T16:20:24.319+02:00,   0.127E-01,   7.91722, 300.05992
    600,2020-06-26T16:20:52.715+02:00,   0.116E-01,   9.16159, 356.53454
    700,2020-06-26T16:21:20.155+02:00,   0.114E-01,  10.33263, 411.13243
    800,2020-06-26T16:21:46.718+02:00,   0.133E-01,  11.57797, 463.88463
    900,2020-06-26T16:22:13.415+02:00,   0.138E-01,  12.81572, 517.01595
   1000,2020-06-26T16:22:47.208+02:00,   0.136E-01,  14.13590, 584.17536
   1100,2020-06-26T16:23:15.387+02:00,   0.140E-01,  15.42475, 640.28051
   1200,2020-06-26T16:23:44.326+02:00,   0.140E-01,  16.76039, 697.79665
   1300,2020-06-26T16:24:13.279+02:00,   0.177E-01,  18.30986, 755.40349
   1400,2020-06-26T16:24:42.316+02:00,   0.152E-01,  19.80448, 813.14121
   1500,2020-06-26T16:25:12.624+02:00,   0.141E-01,  21.25056, 873.33625
   1600,2020-06-26T16:25:41.242+02:00,   0.125E-01,  22.60314, 930.05717
   1700,2020-06-26T16:26:10.862+02:00,   0.132E-01,  23.96556, 989.00624
   1800,2020-06-26T16:26:40.555+02:00,   0.119E-01,  25.33443,1048.11855
   1900,2020-06-26T16:27:09.949+02:00,   0.116E-01,  26.63577,1106.65566
   2000,2020-06-26T16:27:39.329+02:00,   0.139E-01,  28.00283,1165.17116
   2100,2020-06-26T16:28:08.277+02:00,   0.153E-01,  29.51142,1222.75189
   2134,2020-06-26T16:28:18.148+02:00,   0.313E-02,  30.00000,1242.33215
