s,m3/s,m3/s,m/s,,s
Time,"flow_in","flow_out","error","iter","cpu"
 0.0000000E+000, 2.0896396E-003, 2.1388555E-003, 0.0000000E+000, 0.0000000E+000, 4.9135402E-001
 1.2500000E-001, 1.5217147E-005, 2.2160045E-003, 7.1490648E-004, 3.0000000E+000, 7.0160100E-001
 2.5000000E-001, 1.2362680E-001, 2.1470395E-002, 1.9578967E-003, 1.0000000E+003, 2.3655252E+001
 3.7500000E-001, 2.4404106E-001, 1.0897117E-001, 2.3654748E-003, 1.0000000E+003, 4.5097062E+001
 5.0000000E-001, 3.5770202E-001, 2.5559333E-001, 1.7664387E-003, 1.0000000E+003, 6.6592328E+001
 6.2500000E-001, 4.6217338E-001, 4.1480535E-001, 9.8962778E-004, 9.0000000E+000, 7.6898351E+001
 7.5000000E-001, 5.5496804E-001, 5.7375676E-001, 9.9954535E-004, 1.2600000E+002, 7.8706258E+001
 8.7500000E-001, 6.3563165E-001, 7.0750971E-001, 1.3011688E-003, 1.0000000E+003, 9.9453359E+001
 1.0000000E+000, 7.0448720E-001, 7.9445163E-001, 1.5676006E-003, 1.0000000E+003, 1.2017934E+002
 1.1250000E+000, 7.6210538E-001, 8.4044625E-001, 1.3779493E-003, 1.0000000E+003, 1.4089076E+002
 1.2500000E+000, 8.0967196E-001, 8.6506119E-001, 9.9977583E-004, 6.2600000E+002, 1.5747165E+002
 1.3750000E+000, 8.4865260E-001, 8.8613883E-001, 9.9959242E-004, 6.6000000E+001, 1.6099756E+002
 1.5000000E+000, 8.8019538E-001, 9.0594154E-001, 9.9889392E-004, 8.7000000E+001, 1.6393838E+002
 1.6250000E+000, 9.0551671E-001, 9.2527700E-001, 9.9823950E-004, 8.1000000E+001, 1.6672091E+002
 1.7370971E+000, 9.2570285E-001, 9.4118639E-001, 9.8362520E-004, 1.3000000E+001, 1.6853482E+002
 1.8491943E+000, 9.4025710E-001, 9.5742595E-001, 9.9816722E-004, 6.9000000E+001, 1.7006848E+002
 1.9612914E+000, 9.5203755E-001, 9.7211854E-001, 9.9798009E-004, 4.3000000E+001, 1.7136870E+002
 2.0733886E+000, 9.6155504E-001, 9.8565194E-001, 9.9732598E-004, 3.6000000E+001, 1.7241408E+002
 2.1854857E+000, 9.6922956E-001, 9.9835304E-001, 9.9770573E-004, 3.9000000E+001, 1.7355290E+002
 2.2975829E+000, 9.7540646E-001, 1.0104315E+000, 9.9796543E-004, 4.9000000E+001, 1.7514497E+002
 2.4096800E+000, 9.8037082E-001, 1.0214223E+000, 9.9927414E-004, 5.6000000E+001, 1.7742939E+002
 2.5217772E+000, 9.8435559E-001, 1.0304593E+000, 9.9979766E-004, 5.1000000E+001, 1.8003599E+002
 2.6338743E+000, 9.8755051E-001, 1.0374312E+000, 9.9876978E-004, 3.9000000E+001, 1.8201378E+002
 2.7459715E+000, 9.9011105E-001, 1.0428532E+000, 9.9974794E-004, 2.9000000E+001, 1.8316963E+002
 2.8580686E+000, 9.9216225E-001, 1.0470169E+000, 9.9970034E-004, 2.6000000E+001, 1.8408471E+002
 2.9701658E+000, 9.9380603E-001, 1.0497172E+000, 9.9975132E-004, 3.0000000E+001, 1.8537230E+002
 3.0705295E+000, 9.9511840E-001, 1.0508227E+000, 9.9745103E-004, 1.9000000E+001, 1.8716697E+002
 3.1708933E+000, 9.9607462E-001, 1.0505615E+000, 9.9967237E-004, 5.0000000E+001, 1.8868208E+002
 3.2712571E+000, 9.9685338E-001, 1.0498541E+000, 9.9942842E-004, 2.6000000E+001, 1.8973744E+002
 3.3716208E+000, 9.9748708E-001, 1.0490712E+000, 9.9953019E-004, 1.6000000E+001, 1.9019812E+002
 3.4719846E+000, 9.9799729E-001, 1.0479249E+000, 9.9004658E-004, 1.7000000E+001, 1.9065918E+002
 3.5723484E+000, 9.9840831E-001, 1.0465134E+000, 9.9016392E-004, 1.4000000E+001, 1.9105789E+002
 3.6727121E+000, 9.9873966E-001, 1.0448182E+000, 9.8422797E-004, 1.2000000E+001, 1.9139543E+002
 3.7730759E+000, 9.9900680E-001, 1.0428261E+000, 9.7473293E-004, 1.0000000E+001, 1.9169056E+002
 3.8626145E+000, 9.9922163E-001, 1.0407594E+000, 9.9600733E-004, 7.0000000E+000, 1.9194189E+002
 3.9521531E+000, 9.9937802E-001, 1.0382360E+000, 9.7192148E-004, 7.0000000E+000, 1.9214534E+002
 4.0416917E+000, 9.9950182E-001, 1.0353043E+000, 9.8002032E-004, 6.0000000E+000, 1.9232771E+002
 4.1312303E+000, 9.9959738E-001, 1.0319773E+000, 9.3601108E-004, 6.0000000E+000, 1.9249972E+002
 4.2207689E+000, 9.9966672E-001, 1.0283495E+000, 9.8419656E-004, 5.0000000E+000, 1.9265172E+002
 4.3103075E+000, 9.9971445E-001, 1.0244351E+000, 9.3914852E-004, 5.0000000E+000, 1.9280380E+002
 4.3998461E+000, 9.9974381E-001, 1.0203430E+000, 9.9801533E-004, 5.0000000E+000, 1.9295540E+002
 4.4893847E+000, 9.9976086E-001, 1.0162481E+000, 8.1376808E-004, 6.0000000E+000, 1.9318249E+002
 4.5789233E+000, 9.9977133E-001, 1.0122143E+000, 7.7980226E-004, 6.0000000E+000, 1.9355078E+002
 4.6684619E+000, 9.9978015E-001, 1.0083562E+000, 7.8628933E-004, 6.0000000E+000, 1.9373884E+002
 4.7580005E+000, 9.9978852E-001, 1.0047449E+000, 8.9960138E-004, 6.0000000E+000, 1.9393490E+002
 4.8475391E+000, 9.9979542E-001, 1.0013272E+000, 7.9357172E-004, 7.0000000E+000, 1.9414398E+002
 4.9370777E+000, 9.9979824E-001, 9.9801128E-001, 9.0727589E-004, 7.0000000E+000, 1.9434750E+002
 5.0266163E+000, 9.9979799E-001, 9.9473361E-001, 8.6017141E-004, 8.0000000E+000, 1.9455104E+002
 5.1161549E+000, 9.9979780E-001, 9.9148221E-001, 9.2371307E-004, 8.0000000E+000, 1.9476472E+002
 5.2056935E+000, 9.9980172E-001, 9.8826429E-001, 9.8397132E-004, 8.0000000E+000, 1.9498864E+002
 5.2952321E+000, 9.9981166E-001, 9.8508719E-001, 8.6074464E-004, 9.0000000E+000, 1.9522476E+002
 5.3847707E+000, 9.9982658E-001, 9.8205475E-001, 9.1207095E-004, 9.0000000E+000, 1.9560637E+002
 5.4743093E+000, 9.9984438E-001, 9.7923914E-001, 9.9548362E-004, 9.0000000E+000, 1.9584112E+002
 5.5638479E+000, 9.9986256E-001, 9.7670473E-001, 9.2883623E-004, 1.0000000E+001, 1.9609602E+002
 5.6533865E+000, 9.9988000E-001, 9.7448884E-001, 9.7698099E-004, 1.0000000E+001, 1.9636090E+002
 5.7429251E+000, 9.9989639E-001, 9.7265229E-001, 9.4135476E-004, 1.1000000E+001, 1.9664447E+002
 5.8324637E+000, 9.9991282E-001, 9.7124785E-001, 9.1462248E-004, 1.2000000E+001, 1.9701715E+002
 5.9220023E+000, 9.9992932E-001, 9.7029729E-001, 9.3044023E-004, 1.2000000E+001, 1.9733204E+002
 6.0115409E+000, 9.9994540E-001, 9.6980190E-001, 9.2775522E-004, 1.2000000E+001, 1.9769191E+002
 6.1010795E+000, 9.9996018E-001, 9.6969947E-001, 9.4582742E-004, 1.1000000E+001, 1.9811134E+002
 6.1906181E+000, 9.9997240E-001, 9.6987930E-001, 9.9449470E-004, 9.0000000E+000, 1.9849943E+002
 6.2801567E+000, 9.9998041E-001, 9.7032630E-001, 9.6371097E-004, 1.0000000E+001, 1.9876706E+002
 6.3696953E+000, 9.9998344E-001, 9.7093009E-001, 9.9037928E-004, 9.0000000E+000, 1.9901263E+002
 6.4592339E+000, 9.9998222E-001, 9.7164417E-001, 9.2061199E-004, 9.0000000E+000, 1.9925862E+002
 6.5487725E+000, 9.9997854E-001, 9.7244881E-001, 9.4280603E-004, 8.0000000E+000, 1.9948408E+002
 6.6383111E+000, 9.9997471E-001, 9.7330781E-001, 9.0418255E-004, 8.0000000E+000, 1.9969970E+002
 6.7278497E+000, 9.9997075E-001, 9.7423879E-001, 9.3091013E-004, 7.0000000E+000, 1.9990484E+002
 6.8173883E+000, 9.9996548E-001, 9.7521765E-001, 9.9612228E-004, 6.0000000E+000, 2.0008969E+002
 6.9069269E+000, 9.9995728E-001, 9.7603041E-001, 9.4718736E-004, 7.0000000E+000, 2.0028431E+002
 6.9964655E+000, 9.9994304E-001, 9.7667876E-001, 9.4871571E-004, 7.0000000E+000, 2.0047871E+002
 7.0860041E+000, 9.9991972E-001, 9.7706372E-001, 9.6300074E-004, 7.0000000E+000, 2.0076050E+002
