,,s,s,s
Time Step,Wall Time,Step Size,Simulation Time,CPU Time
      1,2020-06-26T16:17:49.317+02:00,   0.395E-02,   0.00395,  13.14924
      2,2020-06-26T16:17:49.731+02:00,   0.395E-02,   0.00791,  14.79379
      3,2020-06-26T16:17:49.817+02:00,   0.395E-02,   0.01186,  15.12952
      4,2020-06-26T16:17:49.877+02:00,   0.395E-02,   0.01581,  15.36832
      5,2020-06-26T16:17:49.938+02:00,   0.395E-02,   0.01976,  15.59994
      6,2020-06-26T16:17:49.994+02:00,   0.395E-02,   0.02372,  15.81248
      7,2020-06-26T16:17:50.046+02:00,   0.395E-02,   0.02767,  16.01116
      8,2020-06-26T16:17:50.087+02:00,   0.395E-02,   0.03162,  16.17607
      9,2020-06-26T16:17:50.135+02:00,   0.395E-02,   0.03558,  16.35806
     10,2020-06-26T16:17:50.185+02:00,   0.395E-02,   0.03953,  16.54658
     20,2020-06-26T16:17:50.812+02:00,   0.395E-02,   0.07906,  18.99891
     30,2020-06-26T16:17:51.591+02:00,   0.263E-02,   0.10926,  22.06154
     40,2020-06-26T16:17:52.456+02:00,   0.205E-02,   0.13248,  25.42619
     50,2020-06-26T16:17:52.972+02:00,   0.183E-02,   0.15209,  27.43705
     60,2020-06-26T16:17:53.772+02:00,   0.164E-02,   0.16960,  30.59505
     70,2020-06-26T16:17:54.879+02:00,   0.147E-02,   0.18582,  34.80995
     80,2020-06-26T16:17:55.621+02:00,   0.147E-02,   0.20054,  37.68872
     90,2020-06-26T16:17:56.070+02:00,   0.132E-02,   0.21467,  39.43740
    100,2020-06-26T16:17:56.793+02:00,   0.132E-02,   0.22792,  42.19549
    200,2020-06-26T16:18:02.287+02:00,   0.960E-03,   0.33865,  63.31315
    300,2020-06-26T16:18:06.851+02:00,   0.776E-03,   0.42729,  80.96955
    400,2020-06-26T16:18:11.368+02:00,   0.698E-03,   0.50274,  98.42866
    500,2020-06-26T16:18:14.941+02:00,   0.628E-03,   0.57080, 112.16868
    600,2020-06-26T16:18:18.545+02:00,   0.628E-03,   0.63359, 126.02757
    700,2020-06-26T16:18:21.852+02:00,   0.565E-03,   0.69067, 139.00197
    800,2020-06-26T16:18:24.907+02:00,   0.508E-03,   0.74621, 150.96513
    900,2020-06-26T16:18:28.023+02:00,   0.508E-03,   0.79706, 163.17126
   1000,2020-06-26T16:18:31.607+02:00,   0.508E-03,   0.84790, 177.40029
   1100,2020-06-26T16:18:35.519+02:00,   0.457E-03,   0.89497, 192.96988
   1200,2020-06-26T16:18:39.136+02:00,   0.457E-03,   0.94072, 207.36652
   1300,2020-06-26T16:18:42.495+02:00,   0.457E-03,   0.98646, 220.73973
   1400,2020-06-26T16:18:45.856+02:00,   0.412E-03,   1.03115, 234.09482
   1500,2020-06-26T16:18:48.823+02:00,   0.412E-03,   1.07232, 245.89845
   1600,2020-06-26T16:18:51.792+02:00,   0.412E-03,   1.11348, 257.72096
   1700,2020-06-26T16:18:55.151+02:00,   0.412E-03,   1.15465, 271.09924
   1800,2020-06-26T16:18:59.610+02:00,   0.412E-03,   1.19581, 288.88397
   1900,2020-06-26T16:19:04.853+02:00,   0.412E-03,   1.23698, 309.75700
   2000,2020-06-26T16:19:11.719+02:00,   0.370E-03,   1.27407, 337.17349
   2100,2020-06-26T16:19:19.614+02:00,   0.370E-03,   1.31111, 368.64077
   2200,2020-06-26T16:19:26.941+02:00,   0.333E-03,   1.34519, 397.88859
   2300,2020-06-26T16:19:35.053+02:00,   0.299E-03,   1.37699, 430.23090
   2400,2020-06-26T16:19:41.484+02:00,   0.299E-03,   1.40684, 455.48390
   2500,2020-06-26T16:19:50.302+02:00,   0.268E-03,   1.43386, 490.64298
   2600,2020-06-26T16:19:58.011+02:00,   0.268E-03,   1.46066, 521.31595
   2700,2020-06-26T16:20:03.551+02:00,   0.268E-03,   1.48746, 543.35842
   2800,2020-06-26T16:20:11.591+02:00,   0.268E-03,   1.51426, 575.34911
   2900,2020-06-26T16:20:27.062+02:00,   0.241E-03,   1.53892, 637.00985
   3000,2020-06-26T16:20:45.260+02:00,   0.265E-03,   1.56509, 709.63566
   3100,2020-06-26T16:21:04.947+02:00,   0.265E-03,   1.59160, 788.19993
   3200,2020-06-26T16:21:14.843+02:00,   0.265E-03,   1.61811, 827.60704
   3300,2020-06-26T16:21:25.540+02:00,   0.238E-03,   1.64266, 870.31071
   3400,2020-06-26T16:21:45.274+02:00,   0.262E-03,   1.66771, 949.04759
   3500,2020-06-26T16:22:02.066+02:00,   0.262E-03,   1.69392,1016.11519
   3600,2020-06-26T16:22:13.019+02:00,   0.262E-03,   1.72014,1059.70775
   3700,2020-06-26T16:22:21.064+02:00,   0.236E-03,   1.74454,1091.76876
   3800,2020-06-26T16:22:31.306+02:00,   0.259E-03,   1.76917,1132.65058
   3900,2020-06-26T16:22:45.691+02:00,   0.234E-03,   1.79413,1190.04343
   4000,2020-06-26T16:22:58.098+02:00,   0.257E-03,   1.81856,1239.46411
   4100,2020-06-26T16:23:14.545+02:00,   0.257E-03,   1.84424,1305.18473
   4200,2020-06-26T16:23:22.768+02:00,   0.257E-03,   1.86993,1337.88108
   4300,2020-06-26T16:23:32.016+02:00,   0.231E-03,   1.89474,1374.79923
   4400,2020-06-26T16:23:37.980+02:00,   0.254E-03,   1.91881,1398.51370
   4500,2020-06-26T16:23:45.269+02:00,   0.254E-03,   1.94422,1427.58978
   4600,2020-06-26T16:23:53.569+02:00,   0.254E-03,   1.96963,1460.72470
   4700,2020-06-26T16:24:03.279+02:00,   0.254E-03,   1.99504,1499.43709
   4720,2020-06-26T16:24:04.429+02:00,   0.130E-03,   2.00000,1503.96637
