Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,Total T_USED (s)
    0, 4.066E+01, 1.898E+00, 6.130E-01, 1.619E+00, 3.004E-01, 1.397E+00, 6.057E+00, 0.000E+00, 6.544E-01, 0.000E+00, 2.365E+01, 0.000E+00, 0.000E+00, 0.000E+00, 7.686E+01
    1, 4.066E+01, 1.475E+00, 5.423E-01, 1.489E+00, 2.634E-01, 1.101E+00, 7.250E+00, 0.000E+00, 6.535E-01, 0.000E+00, 2.343E+01, 0.000E+00, 0.000E+00, 0.000E+00, 7.686E+01
    2, 4.066E+01, 1.879E+00, 6.128E-01, 1.614E+00, 3.059E-01, 1.391E+00, 6.711E+00, 0.000E+00, 6.640E-01, 0.000E+00, 2.302E+01, 0.000E+00, 0.000E+00, 0.000E+00, 7.686E+01
    3, 4.066E+01, 1.471E+00, 5.461E-01, 1.472E+00, 2.663E-01, 1.090E+00, 6.949E+00, 0.000E+00, 6.425E-01, 0.000E+00, 2.377E+01, 0.000E+00, 0.000E+00, 0.000E+00, 7.686E+01
    4, 4.067E+01, 1.841E+00, 6.221E-01, 1.614E+00, 3.014E-01, 1.445E+00, 6.124E+00, 0.000E+00, 6.669E-01, 0.000E+00, 2.358E+01, 0.000E+00, 0.000E+00, 0.000E+00, 7.686E+01
    5, 4.066E+01, 1.517E+00, 5.679E-01, 1.470E+00, 2.652E-01, 1.213E+00, 6.186E+00, 0.000E+00, 6.502E-01, 0.000E+00, 2.434E+01, 0.000E+00, 0.000E+00, 0.000E+00, 7.686E+01
    6, 4.068E+01, 1.848E+00, 6.082E-01, 1.613E+00, 2.987E-01, 1.404E+00, 7.354E+00, 0.000E+00, 6.667E-01, 0.000E+00, 2.239E+01, 0.000E+00, 0.000E+00, 0.000E+00, 7.686E+01
    7, 4.067E+01, 1.412E+00, 5.379E-01, 1.491E+00, 2.614E-01, 1.127E+00, 6.472E+00, 0.000E+00, 6.519E-01, 0.000E+00, 2.424E+01, 0.000E+00, 0.000E+00, 0.000E+00, 7.686E+01
    8, 4.068E+01, 1.858E+00, 6.127E-01, 1.611E+00, 2.973E-01, 1.427E+00, 6.330E+00, 0.000E+00, 6.692E-01, 0.000E+00, 2.338E+01, 0.000E+00, 0.000E+00, 0.000E+00, 7.686E+01
    9, 4.068E+01, 1.449E+00, 5.445E-01, 1.478E+00, 2.618E-01, 1.111E+00, 6.762E+00, 0.000E+00, 6.583E-01, 0.000E+00, 2.392E+01, 0.000E+00, 0.000E+00, 0.000E+00, 7.686E+01
   10, 4.067E+01, 1.818E+00, 6.229E-01, 1.596E+00, 3.048E-01, 1.474E+00, 7.783E+00, 0.000E+00, 6.584E-01, 0.000E+00, 2.194E+01, 0.000E+00, 0.000E+00, 0.000E+00, 7.686E+01
   11, 4.066E+01, 1.432E+00, 5.514E-01, 1.486E+00, 2.633E-01, 1.126E+00, 6.925E+00, 0.000E+00, 6.622E-01, 0.000E+00, 2.375E+01, 0.000E+00, 0.000E+00, 0.000E+00, 7.686E+01
   12, 4.067E+01, 1.859E+00, 6.135E-01, 1.607E+00, 2.984E-01, 1.473E+00, 6.405E+00, 0.000E+00, 6.573E-01, 0.000E+00, 2.328E+01, 0.000E+00, 0.000E+00, 0.000E+00, 7.686E+01
   13, 4.066E+01, 1.454E+00, 5.577E-01, 1.487E+00, 2.709E-01, 1.140E+00, 7.781E+00, 0.000E+00, 6.534E-01, 0.000E+00, 2.285E+01, 0.000E+00, 0.000E+00, 0.000E+00, 7.686E+01
   14, 4.068E+01, 1.831E+00, 6.041E-01, 1.624E+00, 2.945E-01, 1.410E+00, 5.976E+00, 0.000E+00, 6.799E-01, 0.000E+00, 2.376E+01, 0.000E+00, 0.000E+00, 0.000E+00, 7.686E+01
   15, 4.069E+01, 1.764E+00, 6.089E-01, 1.596E+00, 2.942E-01, 1.380E+00, 6.696E+00, 0.000E+00, 6.895E-01, 0.000E+00, 2.315E+01, 0.000E+00, 0.000E+00, 0.000E+00, 7.686E+01
