,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2020-02-21T10:37:49.215+01:00,   0.395E-02,   0.00395
      2,2020-02-21T10:37:49.285+01:00,   0.395E-02,   0.00791
      3,2020-02-21T10:37:49.367+01:00,   0.395E-02,   0.01186
      4,2020-02-21T10:37:49.436+01:00,   0.395E-02,   0.01581
      5,2020-02-21T10:37:49.503+01:00,   0.395E-02,   0.01976
      6,2020-02-21T10:37:49.586+01:00,   0.395E-02,   0.02372
      7,2020-02-21T10:37:49.654+01:00,   0.395E-02,   0.02767
      8,2020-02-21T10:37:49.723+01:00,   0.395E-02,   0.03162
      9,2020-02-21T10:37:49.804+01:00,   0.395E-02,   0.03558
     10,2020-02-21T10:37:49.883+01:00,   0.395E-02,   0.03953
     20,2020-02-21T10:37:50.654+01:00,   0.395E-02,   0.07906
     30,2020-02-21T10:37:51.475+01:00,   0.263E-02,   0.10926
     40,2020-02-21T10:37:52.284+01:00,   0.205E-02,   0.13247
     50,2020-02-21T10:37:53.061+01:00,   0.183E-02,   0.15208
     60,2020-02-21T10:37:53.836+01:00,   0.164E-02,   0.16959
     70,2020-02-21T10:37:54.933+01:00,   0.147E-02,   0.18581
     80,2020-02-21T10:37:55.692+01:00,   0.147E-02,   0.20053
     90,2020-02-21T10:37:56.582+01:00,   0.132E-02,   0.21466
    100,2020-02-21T10:37:57.516+01:00,   0.132E-02,   0.22791
    200,2020-02-21T10:38:07.841+01:00,   0.960E-03,   0.33864
    300,2020-02-21T10:38:17.653+01:00,   0.776E-03,   0.42727
    400,2020-02-21T10:38:27.000+01:00,   0.698E-03,   0.50272
    500,2020-02-21T10:38:37.245+01:00,   0.628E-03,   0.57078
    600,2020-02-21T10:38:46.132+01:00,   0.628E-03,   0.63357
    700,2020-02-21T10:38:55.429+01:00,   0.565E-03,   0.69065
    800,2020-02-21T10:39:03.975+01:00,   0.508E-03,   0.74619
    900,2020-02-21T10:39:12.820+01:00,   0.508E-03,   0.79704
   1000,2020-02-21T10:39:21.282+01:00,   0.508E-03,   0.84788
   1100,2020-02-21T10:39:29.655+01:00,   0.457E-03,   0.89495
   1200,2020-02-21T10:39:38.388+01:00,   0.457E-03,   0.94070
   1300,2020-02-21T10:39:47.179+01:00,   0.457E-03,   0.98644
   1400,2020-02-21T10:39:55.502+01:00,   0.412E-03,   1.03113
   1500,2020-02-21T10:40:04.259+01:00,   0.412E-03,   1.07230
   1600,2020-02-21T10:40:13.265+01:00,   0.412E-03,   1.11346
   1700,2020-02-21T10:40:22.031+01:00,   0.412E-03,   1.15463
   1800,2020-02-21T10:40:31.444+01:00,   0.412E-03,   1.19580
   1900,2020-02-21T10:40:40.697+01:00,   0.412E-03,   1.23696
   2000,2020-02-21T10:40:49.458+01:00,   0.370E-03,   1.27402
   2100,2020-02-21T10:40:57.659+01:00,   0.370E-03,   1.31099
   2200,2020-02-21T10:41:05.968+01:00,   0.332E-03,   1.34506
   2300,2020-02-21T10:41:14.031+01:00,   0.298E-03,   1.37682
   2400,2020-02-21T10:41:22.035+01:00,   0.298E-03,   1.40661
   2500,2020-02-21T10:41:29.930+01:00,   0.268E-03,   1.43364
   2600,2020-02-21T10:41:38.026+01:00,   0.268E-03,   1.46042
   2700,2020-02-21T10:41:46.078+01:00,   0.268E-03,   1.48720
   2800,2020-02-21T10:41:54.126+01:00,   0.268E-03,   1.51398
   2900,2020-02-21T10:42:02.421+01:00,   0.241E-03,   1.53867
   3000,2020-02-21T10:42:10.518+01:00,   0.265E-03,   1.56482
   3100,2020-02-21T10:42:18.518+01:00,   0.265E-03,   1.59133
   3200,2020-02-21T10:42:26.510+01:00,   0.265E-03,   1.61784
   3300,2020-02-21T10:42:34.577+01:00,   0.238E-03,   1.64242
   3400,2020-02-21T10:42:42.801+01:00,   0.262E-03,   1.66745
   3500,2020-02-21T10:42:50.896+01:00,   0.262E-03,   1.69366
   3600,2020-02-21T10:42:58.938+01:00,   0.262E-03,   1.71988
   3700,2020-02-21T10:43:07.134+01:00,   0.236E-03,   1.74431
   3800,2020-02-21T10:43:15.199+01:00,   0.259E-03,   1.76891
   3900,2020-02-21T10:43:23.212+01:00,   0.234E-03,   1.79390
   4000,2020-02-21T10:43:31.369+01:00,   0.257E-03,   1.81830
   4100,2020-02-21T10:43:39.311+01:00,   0.257E-03,   1.84399
   4200,2020-02-21T10:43:47.339+01:00,   0.257E-03,   1.86968
   4300,2020-02-21T10:43:55.415+01:00,   0.231E-03,   1.89451
   4400,2020-02-21T10:44:03.529+01:00,   0.254E-03,   1.91856
   4500,2020-02-21T10:44:11.514+01:00,   0.254E-03,   1.94397
   4600,2020-02-21T10:44:19.502+01:00,   0.254E-03,   1.96938
   4700,2020-02-21T10:44:27.480+01:00,   0.254E-03,   1.99479
   4721,2020-02-21T10:44:29.185+01:00,   0.126E-03,   2.00000
