,,s,s,s
Time Step,Wall Time,Step Size,Simulation Time,CPU Time
      1,2020-06-26T16:17:46.213+02:00,   0.395E-02,   0.00395,   1.50558
      2,2020-06-26T16:17:46.270+02:00,   0.395E-02,   0.00791,   1.72362
      3,2020-06-26T16:17:46.311+02:00,   0.395E-02,   0.01186,   1.87695
      4,2020-06-26T16:17:46.344+02:00,   0.395E-02,   0.01581,   2.00824
      5,2020-06-26T16:17:46.383+02:00,   0.395E-02,   0.01976,   2.15687
      6,2020-06-26T16:17:46.426+02:00,   0.395E-02,   0.02372,   2.32050
      7,2020-06-26T16:17:46.466+02:00,   0.395E-02,   0.02767,   2.46966
      8,2020-06-26T16:17:46.499+02:00,   0.395E-02,   0.03162,   2.60147
      9,2020-06-26T16:17:46.539+02:00,   0.395E-02,   0.03558,   2.75210
     10,2020-06-26T16:17:46.582+02:00,   0.395E-02,   0.03953,   2.91510
     20,2020-06-26T16:17:46.995+02:00,   0.395E-02,   0.07906,   4.49220
     30,2020-06-26T16:17:47.422+02:00,   0.263E-02,   0.10932,   6.12684
     40,2020-06-26T16:17:47.851+02:00,   0.205E-02,   0.13257,   7.78637
     50,2020-06-26T16:17:48.324+02:00,   0.183E-02,   0.15220,   9.62990
     60,2020-06-26T16:17:48.700+02:00,   0.164E-02,   0.16972,  11.09520
     70,2020-06-26T16:17:49.384+02:00,   0.147E-02,   0.18594,  13.67413
     80,2020-06-26T16:17:49.886+02:00,   0.147E-02,   0.20067,  15.55990
     90,2020-06-26T16:17:50.768+02:00,   0.132E-02,   0.21480,  19.00439
    100,2020-06-26T16:17:51.596+02:00,   0.132E-02,   0.22805,  22.16443
    200,2020-06-26T16:17:59.542+02:00,   0.960E-03,   0.33878,  53.33137
    300,2020-06-26T16:18:08.501+02:00,   0.776E-03,   0.42741,  88.47898
    400,2020-06-26T16:18:17.369+02:00,   0.698E-03,   0.50284, 123.56055
    500,2020-06-26T16:18:26.182+02:00,   0.628E-03,   0.57090, 158.41111
    600,2020-06-26T16:18:34.881+02:00,   0.628E-03,   0.63368, 192.81986
    700,2020-06-26T16:18:43.748+02:00,   0.565E-03,   0.69075, 227.79684
    800,2020-06-26T16:18:52.175+02:00,   0.508E-03,   0.74629, 261.22117
    900,2020-06-26T16:19:01.063+02:00,   0.508E-03,   0.79713, 296.39512
   1000,2020-06-26T16:19:09.516+02:00,   0.508E-03,   0.84797, 329.96008
   1100,2020-06-26T16:19:17.783+02:00,   0.457E-03,   0.89504, 362.83543
   1200,2020-06-26T16:19:26.350+02:00,   0.457E-03,   0.94078, 396.81299
   1300,2020-06-26T16:19:34.816+02:00,   0.457E-03,   0.98652, 430.51376
   1400,2020-06-26T16:19:40.790+02:00,   0.412E-03,   1.03121, 454.27890
   1500,2020-06-26T16:19:47.475+02:00,   0.412E-03,   1.07238, 480.87254
   1600,2020-06-26T16:19:55.483+02:00,   0.412E-03,   1.11354, 512.70331
   1700,2020-06-26T16:20:02.257+02:00,   0.412E-03,   1.15470, 539.66840
   1800,2020-06-26T16:20:07.882+02:00,   0.412E-03,   1.19587, 562.05007
   1900,2020-06-26T16:20:13.854+02:00,   0.412E-03,   1.23703, 585.72848
   2000,2020-06-26T16:20:19.399+02:00,   0.370E-03,   1.27411, 607.73888
   2100,2020-06-26T16:20:25.149+02:00,   0.370E-03,   1.31114, 630.64594
   2200,2020-06-26T16:20:30.676+02:00,   0.333E-03,   1.34521, 652.64447
   2300,2020-06-26T16:20:36.318+02:00,   0.299E-03,   1.37699, 675.11759
   2400,2020-06-26T16:20:45.778+02:00,   0.299E-03,   1.40685, 712.24712
   2500,2020-06-26T16:20:54.463+02:00,   0.268E-03,   1.43384, 746.82099
   2600,2020-06-26T16:21:04.725+02:00,   0.268E-03,   1.46062, 787.62371
   2700,2020-06-26T16:21:10.717+02:00,   0.268E-03,   1.48739, 811.41809
   2800,2020-06-26T16:21:15.233+02:00,   0.268E-03,   1.51417, 829.33871
