Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,Total T_USED (s)
    0, 1.012E+02, 1.067E+01, 4.321E+00, 1.350E+01, 3.090E+00, 8.255E+00, 1.130E+01, 0.000E+00, 4.161E+00, 0.000E+00, 4.104E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.976E+02
    1, 1.008E+02, 1.062E+01, 4.198E+00, 1.355E+01, 3.371E+00, 8.348E+00, 9.954E+00, 0.000E+00, 4.116E+00, 0.000E+00, 4.262E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.976E+02
    2, 1.009E+02, 1.041E+01, 4.201E+00, 1.352E+01, 3.235E+00, 8.364E+00, 9.256E+00, 0.000E+00, 4.079E+00, 0.000E+00, 4.363E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.976E+02
    3, 1.007E+02, 1.065E+01, 4.231E+00, 1.380E+01, 3.343E+00, 8.264E+00, 1.085E+01, 0.000E+00, 4.126E+00, 0.000E+00, 4.159E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.976E+02
    4, 1.014E+02, 1.031E+01, 4.296E+00, 1.311E+01, 2.988E+00, 8.433E+00, 1.108E+01, 0.000E+00, 4.042E+00, 0.000E+00, 4.193E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.976E+02
    5, 1.010E+02, 1.062E+01, 4.321E+00, 1.360E+01, 3.182E+00, 8.509E+00, 1.594E+01, 0.000E+00, 4.128E+00, 0.000E+00, 3.626E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.976E+02
    6, 1.009E+02, 1.067E+01, 4.222E+00, 1.363E+01, 3.268E+00, 8.412E+00, 1.427E+01, 0.000E+00, 4.164E+00, 0.000E+00, 3.804E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.976E+02
    7, 1.013E+02, 1.070E+01, 4.340E+00, 1.325E+01, 3.056E+00, 8.597E+00, 1.556E+01, 0.000E+00, 4.108E+00, 0.000E+00, 3.663E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.976E+02
    8, 1.014E+02, 1.049E+01, 4.265E+00, 1.323E+01, 3.017E+00, 8.433E+00, 1.146E+01, 0.000E+00, 4.117E+00, 0.000E+00, 4.111E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.976E+02
    9, 1.007E+02, 1.067E+01, 4.302E+00, 1.350E+01, 3.365E+00, 8.421E+00, 1.212E+01, 0.000E+00, 4.104E+00, 0.000E+00, 4.036E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.976E+02
