,,s,s,s
Time Step,Wall Time,Step Size,Simulation Time,CPU Time
      1,2020-06-23T17:41:08.782+02:00,   0.200E-02,   0.00200,   3.03437
      2,2020-06-23T17:41:08.796+02:00,   0.200E-02,   0.00400,   3.08967
      3,2020-06-23T17:41:08.809+02:00,   0.200E-02,   0.00600,   3.13158
      4,2020-06-23T17:41:08.818+02:00,   0.200E-02,   0.00800,   3.16968
      5,2020-06-23T17:41:08.826+02:00,   0.200E-02,   0.01000,   3.20087
      6,2020-06-23T17:41:08.836+02:00,   0.200E-02,   0.01200,   3.23825
      7,2020-06-23T17:41:08.847+02:00,   0.200E-02,   0.01400,   3.27741
      8,2020-06-23T17:41:08.858+02:00,   0.200E-02,   0.01600,   3.31556
      9,2020-06-23T17:41:08.866+02:00,   0.200E-02,   0.01800,   3.34651
     10,2020-06-23T17:41:08.876+02:00,   0.200E-02,   0.02000,   3.38398
     20,2020-06-23T17:41:08.978+02:00,   0.200E-02,   0.04000,   3.77503
     30,2020-06-23T17:41:09.078+02:00,   0.200E-02,   0.06000,   4.16081
     40,2020-06-23T17:41:09.174+02:00,   0.200E-02,   0.08000,   4.53143
     50,2020-06-23T17:41:09.275+02:00,   0.200E-02,   0.10000,   4.91729
     60,2020-06-23T17:41:09.375+02:00,   0.200E-02,   0.12000,   5.30135
     70,2020-06-23T17:41:09.470+02:00,   0.200E-02,   0.14000,   5.66982
     80,2020-06-23T17:41:09.570+02:00,   0.200E-02,   0.16000,   6.05154
     90,2020-06-23T17:41:09.670+02:00,   0.200E-02,   0.18000,   6.43671
    100,2020-06-23T17:41:09.770+02:00,   0.200E-02,   0.20000,   6.82068
    200,2020-06-23T17:41:10.769+02:00,   0.200E-02,   0.40000,  10.65998
    250,2020-06-23T17:41:11.295+02:00,   0.200E-02,   0.50000,  12.66043
