Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,Total T_USED (s)
    0, 3.411E+02, 5.947E+00, 2.411E+00, 5.968E+00, 1.270E+00, 1.825E+00, 5.962E+00, 0.000E+00, 1.117E-02, 0.000E+00, 9.120E+00, 0.000E+00, 0.000E+00, 0.000E+00, 3.736E+02
    1, 3.410E+02, 5.509E+00, 2.262E+00, 5.616E+00, 1.260E+00, 1.714E+00, 6.169E+00, 0.000E+00, 1.124E-02, 0.000E+00, 1.002E+01, 0.000E+00, 0.000E+00, 0.000E+00, 3.736E+02
    2, 3.410E+02, 5.578E+00, 2.267E+00, 5.850E+00, 1.358E+00, 1.749E+00, 5.420E+00, 0.000E+00, 9.693E-03, 0.000E+00, 1.039E+01, 0.000E+00, 0.000E+00, 0.000E+00, 3.736E+02
    3, 3.412E+02, 5.888E+00, 2.360E+00, 5.608E+00, 1.305E+00, 1.652E+00, 5.565E+00, 0.000E+00, 1.103E-02, 0.000E+00, 1.001E+01, 0.000E+00, 0.000E+00, 0.000E+00, 3.736E+02
