,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2020-02-21T17:38:14.084+01:00,   0.158E+00,   0.15811
      2,2020-02-21T17:38:15.463+01:00,   0.158E+00,   0.31623
      3,2020-02-21T17:38:17.196+01:00,   0.158E+00,   0.47434
      4,2020-02-21T17:38:19.160+01:00,   0.257E-01,   0.50000
