s,Pa,m/s,,s,,,
Time,"pres","error","iter","cpu","scarc-iter","scarc-res","scarc-rate"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3148391E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.9528471E-003, 5.7933749E-002, 4.7562192E-004, 5.0000000E+000, 2.6822601E+000, 2.0000000E+001, 4.5276672E-009, 2.6854467E-001
 7.9056942E-003, 5.7927390E-002, 4.3583675E-004, 2.0000000E+000, 3.2401181E+000, 2.0000000E+001, 4.1010241E-009, 2.6841000E-001
 1.1858541E-002, 5.7919221E-002, 3.0072739E-004, 1.0000000E+000, 3.4748321E+000, 2.0000000E+001, 4.1681084E-009, 2.7209380E-001
 1.5811388E-002, 5.7909244E-002, 1.4506274E-004, 1.0000000E+000, 3.7402981E+000, 2.0000000E+001, 3.5493418E-009, 2.7403857E-001
 1.9764235E-002, 5.7897460E-002, 7.5295833E-005, 1.0000000E+000, 3.9745260E+000, 2.0000000E+001, 2.6263755E-009, 2.7055926E-001
 2.3717082E-002, 5.7883871E-002, 7.0010863E-005, 1.0000000E+000, 4.2124868E+000, 2.0000000E+001, 3.1271016E-009, 2.7111728E-001
 2.7669930E-002, 5.7868477E-002, 6.8767491E-005, 1.0000000E+000, 4.4639402E+000, 2.0000000E+001, 3.6094006E-009, 2.7147601E-001
 3.1622777E-002, 5.7851282E-002, 7.0539318E-005, 1.0000000E+000, 4.7014451E+000, 2.0000000E+001, 3.7170655E-009, 2.7046071E-001
 3.5575624E-002, 5.7832286E-002, 1.0073213E-004, 1.0000000E+000, 4.9353662E+000, 2.0000000E+001, 3.4595373E-009, 2.6786603E-001
 3.9528471E-002, 5.7811493E-002, 1.3530967E-004, 1.0000000E+000, 5.1871539E+000, 2.0000000E+001, 4.3619434E-009, 2.6927043E-001
 4.3481318E-002, 5.7788905E-002, 1.7188955E-004, 1.0000000E+000, 5.4349070E+000, 2.0000000E+001, 5.0971208E-009, 2.6984550E-001
 4.7434165E-002, 5.7764525E-002, 1.9873762E-004, 1.0000000E+000, 5.6747780E+000, 2.0000000E+001, 5.5135572E-009, 2.6964233E-001
 5.1387012E-002, 5.7738356E-002, 2.1846169E-004, 1.0000000E+000, 5.9775682E+000, 2.0000000E+001, 5.5250054E-009, 2.6859405E-001
 5.5339859E-002, 5.7710402E-002, 2.3567467E-004, 1.0000000E+000, 6.2141958E+000, 2.0000000E+001, 6.1596416E-009, 2.6906172E-001
 5.9292706E-002, 5.7680664E-002, 2.5473573E-004, 1.0000000E+000, 6.4477082E+000, 2.0000000E+001, 7.6925467E-009, 2.7108578E-001
 6.3245553E-002, 5.7649149E-002, 2.7826863E-004, 1.0000000E+000, 6.6851211E+000, 2.0000000E+001, 9.1644422E-009, 2.7248625E-001
 6.7198400E-002, 5.7615858E-002, 2.6390381E-004, 1.0000000E+000, 7.0460320E+000, 2.1000000E+001, 4.4223058E-009, 2.7940778E-001
 7.1151247E-002, 5.7580797E-002, 3.3451777E-004, 1.0000000E+000, 7.2955490E+000, 2.1000000E+001, 5.3603538E-009, 2.8071708E-001
 7.5104094E-002, 5.7543970E-002, 3.3389281E-004, 1.0000000E+000, 7.6472550E+000, 2.1000000E+001, 6.0783007E-009, 2.8167972E-001
 7.9056942E-002, 5.7505381E-002, 3.6040678E-004, 1.0000000E+000, 8.0178256E+000, 2.1000000E+001, 7.2388079E-009, 2.8315401E-001
 8.2493122E-002, 5.7479788E-002, 3.1249465E-004, 1.0000000E+000, 8.4767433E+000, 2.1000000E+001, 7.5773970E-009, 2.8450173E-001
 8.5929302E-002, 5.7443894E-002, 3.5450716E-004, 1.0000000E+000, 8.7229772E+000, 2.1000000E+001, 8.9264305E-009, 2.8597830E-001
 8.9365482E-002, 5.7406679E-002, 3.3146061E-004, 1.0000000E+000, 9.0882221E+000, 2.1000000E+001, 9.9338116E-009, 2.8708505E-001
 9.2381828E-002, 5.7381535E-002, 2.8969787E-004, 1.0000000E+000, 9.4626785E+000, 2.2000000E+001, 1.8222812E-009, 2.8216841E-001
 9.5398174E-002, 5.7347052E-002, 3.1160885E-004, 1.0000000E+000, 9.7190366E+000, 2.2000000E+001, 2.0398365E-009, 2.8313465E-001
 9.8414520E-002, 5.7311557E-002, 3.2625297E-004, 1.0000000E+000, 9.9922758E+000, 2.2000000E+001, 2.2840416E-009, 2.8409738E-001
 1.0143087E-001, 5.7275053E-002, 2.7402460E-004, 1.0000000E+000, 1.0352609E+001, 2.2000000E+001, 2.3940116E-009, 2.8467794E-001
 1.0406190E-001, 5.7251344E-002, 2.3265790E-004, 1.0000000E+000, 1.0733235E+001, 2.2000000E+001, 2.3991888E-009, 2.8587997E-001
 1.0669293E-001, 5.7218144E-002, 2.5202187E-004, 1.0000000E+000, 1.1003855E+001, 2.2000000E+001, 2.6335731E-009, 2.8668929E-001
 1.0932397E-001, 5.7184181E-002, 2.6409230E-004, 1.0000000E+000, 1.1271274E+001, 2.2000000E+001, 2.8962525E-009, 2.8751385E-001
 1.1195500E-001, 5.7149457E-002, 2.6469647E-004, 1.0000000E+000, 1.1537348E+001, 2.2000000E+001, 3.1661801E-009, 2.8844870E-001
 1.1458604E-001, 5.7113974E-002, 2.6379622E-004, 1.0000000E+000, 1.1813431E+001, 2.2000000E+001, 3.4667619E-009, 2.8945462E-001
 1.1689781E-001, 5.7090530E-002, 1.8925178E-004, 1.0000000E+000, 1.2194212E+001, 2.2000000E+001, 3.3015677E-009, 2.9027073E-001
 1.1920959E-001, 5.7058308E-002, 1.9647507E-004, 1.0000000E+000, 1.2450813E+001, 2.2000000E+001, 3.5742618E-009, 2.9123317E-001
 1.2152136E-001, 5.7025504E-002, 2.1125734E-004, 1.0000000E+000, 1.2704647E+001, 2.2000000E+001, 3.9185055E-009, 2.9203836E-001
 1.2383314E-001, 5.6992119E-002, 2.1591191E-004, 1.0000000E+000, 1.2978412E+001, 2.2000000E+001, 4.2551826E-009, 2.9287649E-001
 1.2614491E-001, 5.6958155E-002, 2.1549201E-004, 1.0000000E+000, 1.3233797E+001, 2.2000000E+001, 4.6069731E-009, 2.9380166E-001
 1.2845669E-001, 5.6923612E-002, 2.1621277E-004, 1.0000000E+000, 1.3499842E+001, 2.2000000E+001, 4.9967840E-009, 2.9476206E-001
 1.3051111E-001, 5.6899957E-002, 1.5696277E-004, 1.0000000E+000, 1.3883621E+001, 2.2000000E+001, 4.7147352E-009, 2.9538641E-001
 1.3256552E-001, 5.6868437E-002, 1.6506633E-004, 1.0000000E+000, 1.4141640E+001, 2.2000000E+001, 5.0819869E-009, 2.9635947E-001
 1.3461994E-001, 5.6836464E-002, 1.7755806E-004, 1.0000000E+000, 1.4395211E+001, 2.2000000E+001, 5.5251516E-009, 2.9715487E-001
 1.3667435E-001, 5.6804038E-002, 1.8121522E-004, 1.0000000E+000, 1.4666339E+001, 2.2000000E+001, 5.9266277E-009, 2.9792992E-001
 1.3872877E-001, 5.6771161E-002, 1.8087200E-004, 1.0000000E+000, 1.4920540E+001, 2.2000000E+001, 6.3265123E-009, 2.9875275E-001
 1.4078319E-001, 5.6737834E-002, 1.8146979E-004, 1.0000000E+000, 1.5176847E+001, 2.2000000E+001, 6.7583186E-009, 2.9958478E-001
 1.4283760E-001, 5.6704057E-002, 1.8369182E-004, 1.0000000E+000, 1.5454406E+001, 2.2000000E+001, 7.2222276E-009, 3.0038538E-001
 1.4489202E-001, 5.6669832E-002, 1.8601990E-004, 1.0000000E+000, 1.5718860E+001, 2.2000000E+001, 7.7068048E-009, 3.0114995E-001
 1.4671868E-001, 5.6646497E-002, 1.3448482E-004, 1.0000000E+000, 1.6088030E+001, 2.2000000E+001, 7.1465774E-009, 3.0155109E-001
 1.4854535E-001, 5.6615427E-002, 1.3807513E-004, 1.0000000E+000, 1.6356572E+001, 2.2000000E+001, 7.5872279E-009, 3.0243984E-001
 1.5037202E-001, 5.6584006E-002, 1.4588723E-004, 1.0000000E+000, 1.6627286E+001, 2.2000000E+001, 8.1143268E-009, 3.0313155E-001
 1.5219868E-001, 5.6552233E-002, 1.4809115E-004, 1.0000000E+000, 1.6883942E+001, 2.2000000E+001, 8.5744844E-009, 3.0379960E-001
 1.5402535E-001, 5.6520110E-002, 1.4842522E-004, 1.0000000E+000, 1.7139164E+001, 2.2000000E+001, 9.0265432E-009, 3.0450163E-001
 1.5585202E-001, 5.6487638E-002, 1.5007777E-004, 1.0000000E+000, 1.7414067E+001, 2.2000000E+001, 9.5094949E-009, 3.0519125E-001
 1.5767868E-001, 5.6454816E-002, 1.5284343E-004, 1.0000000E+000, 1.7671902E+001, 2.3000000E+001, 6.6742771E-009, 3.1636330E-001
 1.5950535E-001, 5.6421647E-002, 1.5509285E-004, 1.0000000E+000, 1.8027152E+001, 2.3000000E+001, 7.0259577E-009, 3.1697047E-001
 1.6133201E-001, 5.6388131E-002, 1.5583658E-004, 1.0000000E+000, 1.8390774E+001, 2.3000000E+001, 7.4049332E-009, 3.1760560E-001
 1.6315868E-001, 5.6354269E-002, 1.5525344E-004, 1.0000000E+000, 1.8704455E+001, 2.3000000E+001, 7.8038615E-009, 3.1826031E-001
 1.6479788E-001, 5.6330464E-002, 1.1164970E-004, 1.0000000E+000, 1.9081477E+001, 2.3000000E+001, 7.3812267E-009, 3.1886831E-001
 1.6643709E-001, 5.6299570E-002, 1.1427747E-004, 1.0000000E+000, 1.9348692E+001, 2.3000000E+001, 7.7203887E-009, 3.1960764E-001
 1.6807629E-001, 5.6268399E-002, 1.2097059E-004, 1.0000000E+000, 1.9642136E+001, 2.3000000E+001, 8.0822440E-009, 3.2004828E-001
 1.6971549E-001, 5.6236951E-002, 1.2365789E-004, 1.0000000E+000, 1.9994620E+001, 2.3000000E+001, 8.4228101E-009, 3.2055018E-001
 1.7135470E-001, 5.6205228E-002, 1.2503467E-004, 1.0000000E+000, 2.0257481E+001, 2.3000000E+001, 8.7492814E-009, 3.2107094E-001
 1.7299390E-001, 5.6173230E-002, 1.2724721E-004, 1.0000000E+000, 2.0816914E+001, 2.3000000E+001, 9.0711746E-009, 3.2153070E-001
 1.7463310E-001, 5.6140958E-002, 1.2985055E-004, 1.0000000E+000, 2.1099429E+001, 2.3000000E+001, 9.4145935E-009, 3.2195978E-001
 1.7627231E-001, 5.6108412E-002, 1.3149592E-004, 1.0000000E+000, 2.1367960E+001, 2.3000000E+001, 9.7859940E-009, 3.2240185E-001
 1.7791151E-001, 5.6075593E-002, 1.3154998E-004, 1.0000000E+000, 2.1644347E+001, 2.4000000E+001, 1.8228042E-009, 3.1503989E-001
 1.7955071E-001, 5.6042502E-002, 1.3040488E-004, 1.0000000E+000, 2.1919285E+001, 2.4000000E+001, 1.8853732E-009, 3.1542885E-001
 1.8118992E-001, 5.6009139E-002, 1.2893691E-004, 1.0000000E+000, 2.2227885E+001, 2.4000000E+001, 1.9504957E-009, 3.1583262E-001
 1.8282912E-001, 5.5975506E-002, 1.2790118E-004, 1.0000000E+000, 2.2524754E+001, 2.4000000E+001, 2.0169062E-009, 3.1623108E-001
 1.8446832E-001, 5.5941602E-002, 1.2764662E-004, 1.0000000E+000, 2.2800389E+001, 2.4000000E+001, 2.0840103E-009, 3.1661368E-001
 1.8594105E-001, 5.5917749E-002, 9.2647464E-005, 1.0000000E+000, 2.3190848E+001, 2.4000000E+001, 1.9277075E-009, 3.1686754E-001
 1.8741378E-001, 5.5886891E-002, 9.5979255E-005, 1.0000000E+000, 2.3471524E+001, 2.4000000E+001, 2.0045770E-009, 3.1750445E-001
 1.8888651E-001, 5.5855816E-002, 1.0253710E-004, 1.0000000E+000, 2.3973916E+001, 2.4000000E+001, 2.0726904E-009, 3.1776088E-001
 1.9035925E-001, 5.5824525E-002, 1.0543082E-004, 1.0000000E+000, 2.4366139E+001, 2.4000000E+001, 2.1246660E-009, 3.1800499E-001
 1.9183198E-001, 5.5793019E-002, 1.0675527E-004, 1.0000000E+000, 2.4718680E+001, 2.4000000E+001, 2.1708756E-009, 3.1825895E-001
 1.9330471E-001, 5.5761297E-002, 1.0831636E-004, 1.0000000E+000, 2.4991150E+001, 2.4000000E+001, 2.2204208E-009, 3.1850180E-001
 1.9477744E-001, 5.5729360E-002, 1.0991481E-004, 1.0000000E+000, 2.5297770E+001, 2.4000000E+001, 2.2784658E-009, 3.1875898E-001
 1.9625017E-001, 5.5697210E-002, 1.1064895E-004, 1.0000000E+000, 2.5614235E+001, 2.4000000E+001, 2.3440140E-009, 3.1905175E-001
 1.9772290E-001, 5.5664846E-002, 1.1016925E-004, 1.0000000E+000, 2.5913436E+001, 2.4000000E+001, 2.4144217E-009, 3.1938179E-001
 1.9919563E-001, 5.5632268E-002, 1.0889013E-004, 1.0000000E+000, 2.6187443E+001, 2.4000000E+001, 2.4876539E-009, 3.1973523E-001
 2.0066836E-001, 5.5599478E-002, 1.0753879E-004, 1.0000000E+000, 2.6517138E+001, 2.4000000E+001, 2.5615651E-009, 3.2008872E-001
 2.0214109E-001, 5.5566477E-002, 1.0668055E-004, 1.0000000E+000, 2.6849181E+001, 2.4000000E+001, 2.6343012E-009, 3.2042234E-001
 2.0361382E-001, 5.5533263E-002, 1.0652125E-004, 1.0000000E+000, 2.7126793E+001, 2.4000000E+001, 2.7050068E-009, 3.2072712E-001
 2.0508655E-001, 5.5499839E-002, 1.0695532E-004, 1.0000000E+000, 2.7400183E+001, 2.4000000E+001, 2.7738722E-009, 3.2100422E-001
 2.0655928E-001, 5.5466205E-002, 1.0771664E-004, 1.0000000E+000, 2.7762835E+001, 2.4000000E+001, 2.8417597E-009, 3.2126095E-001
 2.0803201E-001, 5.5432360E-002, 1.0852352E-004, 1.0000000E+000, 2.8126687E+001, 2.4000000E+001, 2.9096959E-009, 3.2150650E-001
 2.0950474E-001, 5.5398307E-002, 1.0917253E-004, 1.0000000E+000, 2.8515481E+001, 2.4000000E+001, 2.9784263E-009, 3.2174834E-001
 2.1082958E-001, 5.5374307E-002, 7.9887698E-005, 1.0000000E+000, 2.8898421E+001, 2.4000000E+001, 2.7384816E-009, 3.2187312E-001
 2.1215442E-001, 5.5343364E-002, 8.1468926E-005, 1.0000000E+000, 2.9179692E+001, 2.4000000E+001, 2.8248503E-009, 3.2244767E-001
 2.1347926E-001, 5.5312253E-002, 8.5889892E-005, 1.0000000E+000, 2.9619147E+001, 2.4000000E+001, 2.8978382E-009, 3.2263932E-001
 2.1480411E-001, 5.5280974E-002, 8.7806627E-005, 1.0000000E+000, 2.9897505E+001, 2.4000000E+001, 2.9443711E-009, 3.2277953E-001
 2.1612895E-001, 5.5249528E-002, 8.8910393E-005, 1.0000000E+000, 3.0352919E+001, 2.4000000E+001, 2.9793639E-009, 3.2289982E-001
 2.1745379E-001, 5.5217915E-002, 9.0479413E-005, 1.0000000E+000, 3.0800946E+001, 2.4000000E+001, 3.0171909E-009, 3.2300162E-001
 2.1877863E-001, 5.5186135E-002, 9.2125920E-005, 1.0000000E+000, 3.1072930E+001, 2.4000000E+001, 3.0647109E-009, 3.2311848E-001
 2.2010347E-001, 5.5154190E-002, 9.2953325E-005, 1.0000000E+000, 3.1371249E+001, 2.4000000E+001, 3.1197704E-009, 3.2327109E-001
 2.2142831E-001, 5.5122078E-002, 9.2609451E-005, 1.0000000E+000, 3.1679350E+001, 2.4000000E+001, 3.1788941E-009, 3.2346136E-001
 2.2275315E-001, 5.5089801E-002, 9.1447024E-005, 1.0000000E+000, 3.1955960E+001, 2.4000000E+001, 3.2403009E-009, 3.2367805E-001
 2.2407799E-001, 5.5057360E-002, 9.0123920E-005, 1.0000000E+000, 3.2240822E+001, 2.4000000E+001, 3.3020245E-009, 3.2389975E-001
 2.2540283E-001, 5.5024754E-002, 8.9180272E-005, 1.0000000E+000, 3.2539437E+001, 2.4000000E+001, 3.3618183E-009, 3.2410578E-001
 2.2672767E-001, 5.4991984E-002, 8.8848238E-005, 1.0000000E+000, 3.2811398E+001, 2.4000000E+001, 3.4184279E-009, 3.2428549E-001
 2.2805251E-001, 5.4959050E-002, 8.9075215E-005, 1.0000000E+000, 3.3088955E+001, 2.4000000E+001, 3.4720083E-009, 3.2443908E-001
 2.2937735E-001, 5.4925953E-002, 8.9645120E-005, 1.0000000E+000, 3.3372174E+001, 2.4000000E+001, 3.5236479E-009, 3.2457361E-001
