s,s
Time,"cpu"
 1.9359073E+001, 4.2738710E+003
 1.9385304E+001, 4.2793715E+003
 1.9411535E+001, 4.2850256E+003
 1.9450881E+001, 4.2921195E+003
 1.9477112E+001, 4.2991615E+003
 1.9503343E+001, 4.3047858E+003
 1.9542690E+001, 4.3126846E+003
 1.9568921E+001, 4.3208534E+003
 1.9595152E+001, 4.3269665E+003
 1.9621383E+001, 4.3335126E+003
 1.9660729E+001, 4.3412936E+003
 1.9686960E+001, 4.3481664E+003
 1.9714502E+001, 4.3530528E+003
 1.9743356E+001, 4.3593498E+003
 1.9772210E+001, 4.3654084E+003
 1.9801065E+001, 4.3705976E+003
 1.9844346E+001, 4.3777383E+003
 1.9873200E+001, 4.3851728E+003
 1.9902054E+001, 4.3909999E+003
 1.9930908E+001, 4.3972436E+003
 1.9959762E+001, 4.4032785E+003
 1.9988616E+001, 4.4094059E+003
 2.0017470E+001, 4.4152756E+003
 2.0046324E+001, 4.4212223E+003
 2.0075178E+001, 4.4272087E+003
 2.0104032E+001, 4.4327001E+003
 2.0132886E+001, 4.4386874E+003
 2.0161740E+001, 4.4430292E+003
 2.0190594E+001, 4.4472880E+003
 2.0233875E+001, 4.4530934E+003
 2.0262729E+001, 4.4588388E+003
 2.0291583E+001, 4.4639538E+003
 2.0320437E+001, 4.4694025E+003
 2.0349291E+001, 4.4745961E+003
 2.0378145E+001, 4.4794167E+003
 2.0406999E+001, 4.4844985E+003
 2.0435853E+001, 4.4893732E+003
 2.0461008E+001, 4.4960956E+003
 2.0498740E+001, 4.5026092E+003
 2.0523895E+001, 4.5082524E+003
 2.0551565E+001, 4.5136471E+003
 2.0582002E+001, 4.5187160E+003
 2.0612440E+001, 4.5237634E+003
 2.0642877E+001, 4.5286991E+003
 2.0673314E+001, 4.5339933E+003
 2.0703752E+001, 4.5392948E+003
 2.0734189E+001, 4.5444133E+003
 2.0764626E+001, 4.5514821E+003
 2.0795063E+001, 4.5591205E+003
 2.0825501E+001, 4.5667294E+003
 2.0855938E+001, 4.5736999E+003
