Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,Total T_USED (s)
    0, 9.339E+01, 2.094E+00, 6.903E-01, 1.628E+00, 3.340E-01, 1.543E+00, 7.089E+00, 0.000E+00, 6.742E-01, 0.000E+00, 2.115E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.286E+02
    1, 9.338E+01, 1.272E+00, 4.826E-01, 1.381E+00, 2.651E-01, 9.224E-01, 7.627E+00, 0.000E+00, 6.456E-01, 0.000E+00, 2.262E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.286E+02
    2, 9.338E+01, 2.056E+00, 6.778E-01, 1.610E+00, 3.330E-01, 1.544E+00, 5.621E+00, 0.000E+00, 7.542E-01, 0.000E+00, 2.262E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.286E+02
    3, 9.338E+01, 1.265E+00, 4.867E-01, 1.356E+00, 2.663E-01, 9.352E-01, 5.259E+00, 0.000E+00, 6.303E-01, 0.000E+00, 2.502E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.286E+02
    4, 9.338E+01, 2.077E+00, 6.803E-01, 1.657E+00, 3.335E-01, 1.666E+00, 6.494E+00, 0.000E+00, 6.996E-01, 0.000E+00, 2.161E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.286E+02
    5, 9.339E+01, 1.259E+00, 4.953E-01, 1.382E+00, 2.646E-01, 9.928E-01, 6.716E+00, 0.000E+00, 6.484E-01, 0.000E+00, 2.345E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.286E+02
    6, 9.339E+01, 2.115E+00, 6.762E-01, 1.631E+00, 3.276E-01, 1.618E+00, 5.649E+00, 0.000E+00, 6.799E-01, 0.000E+00, 2.251E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.286E+02
    7, 9.340E+01, 1.246E+00, 4.972E-01, 1.356E+00, 2.557E-01, 9.701E-01, 5.860E+00, 0.000E+00, 6.361E-01, 0.000E+00, 2.438E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.286E+02
    8, 9.340E+01, 2.129E+00, 6.825E-01, 1.626E+00, 3.330E-01, 1.662E+00, 7.249E+00, 0.000E+00, 6.766E-01, 0.000E+00, 2.084E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.286E+02
    9, 9.340E+01, 1.246E+00, 4.964E-01, 1.352E+00, 2.555E-01, 9.586E-01, 6.588E+00, 0.000E+00, 6.411E-01, 0.000E+00, 2.366E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.286E+02
   10, 9.337E+01, 2.045E+00, 6.871E-01, 1.611E+00, 3.325E-01, 1.649E+00, 4.981E+00, 0.000E+00, 6.616E-01, 0.000E+00, 2.326E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.286E+02
   11, 9.339E+01, 1.199E+00, 4.814E-01, 1.378E+00, 2.586E-01, 9.492E-01, 5.608E+00, 0.000E+00, 6.370E-01, 0.000E+00, 2.470E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.286E+02
   12, 9.339E+01, 2.040E+00, 6.671E-01, 1.626E+00, 3.446E-01, 1.619E+00, 5.339E+00, 0.000E+00, 6.808E-01, 0.000E+00, 2.289E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.286E+02
   13, 9.338E+01, 2.102E+00, 6.763E-01, 1.635E+00, 3.290E-01, 1.639E+00, 6.501E+00, 0.000E+00, 6.780E-01, 0.000E+00, 2.165E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.286E+02
   14, 9.342E+01, 2.030E+00, 6.775E-01, 1.634E+00, 3.285E-01, 1.555E+00, 6.099E+00, 0.000E+00, 6.899E-01, 0.000E+00, 2.216E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.286E+02
   15, 9.341E+01, 2.039E+00, 6.698E-01, 1.626E+00, 3.235E-01, 1.563E+00, 5.578E+00, 0.000E+00, 6.881E-01, 0.000E+00, 2.270E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.286E+02
