s,Pa,m/s,,s
Time,"pres","error","iter","cpu"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2030450E+000
 3.9528471E-003, 5.7933749E-002, 0.0000000E+000, 1.0000000E+000, 1.4806610E+000
 7.9056942E-003, 5.7927390E-002, 0.0000000E+000, 1.0000000E+000, 1.6726110E+000
 1.1858541E-002, 5.7919221E-002, 0.0000000E+000, 1.0000000E+000, 1.8500450E+000
 1.5811388E-002, 5.7909244E-002, 0.0000000E+000, 1.0000000E+000, 2.0347950E+000
 1.9764235E-002, 5.7897460E-002, 0.0000000E+000, 1.0000000E+000, 2.1624851E+000
 2.3717082E-002, 5.7883871E-002, 0.0000000E+000, 1.0000000E+000, 2.3503289E+000
 2.7669930E-002, 5.7868477E-002, 0.0000000E+000, 1.0000000E+000, 2.5342560E+000
 3.1622777E-002, 5.7851282E-002, 0.0000000E+000, 1.0000000E+000, 2.7229330E+000
 3.5575624E-002, 5.7832286E-002, 0.0000000E+000, 1.0000000E+000, 2.8506660E+000
 3.9528471E-002, 5.7811493E-002, 0.0000000E+000, 1.0000000E+000, 3.0289869E+000
 4.3481318E-002, 5.7788905E-002, 0.0000000E+000, 1.0000000E+000, 3.1977379E+000
 4.7434165E-002, 5.7764525E-002, 0.0000000E+000, 1.0000000E+000, 3.3768179E+000
 5.1387012E-002, 5.7738356E-002, 0.0000000E+000, 1.0000000E+000, 3.6094470E+000
 5.5339859E-002, 5.7710402E-002, 0.0000000E+000, 1.0000000E+000, 3.8118949E+000
 5.9292706E-002, 5.7680664E-002, 0.0000000E+000, 1.0000000E+000, 4.0141802E+000
 6.3245553E-002, 5.7649149E-002, 0.0000000E+000, 1.0000000E+000, 4.1783762E+000
 6.7198400E-002, 5.7615858E-002, 0.0000000E+000, 1.0000000E+000, 4.2945232E+000
 7.1151247E-002, 5.7580797E-002, 0.0000000E+000, 1.0000000E+000, 4.4541349E+000
 7.5104094E-002, 5.7543970E-002, 0.0000000E+000, 1.0000000E+000, 4.6115150E+000
 7.9056942E-002, 5.7505381E-002, 0.0000000E+000, 1.0000000E+000, 4.7837272E+000
 8.2484486E-002, 5.7480034E-002, 0.0000000E+000, 1.0000000E+000, 4.9792170E+000
 8.5912031E-002, 5.7444242E-002, 0.0000000E+000, 1.0000000E+000, 5.1078701E+000
 8.9339576E-002, 5.7407135E-002, 0.0000000E+000, 1.0000000E+000, 5.2578821E+000
 9.2349007E-002, 5.7382047E-002, 0.0000000E+000, 1.0000000E+000, 5.4567032E+000
 9.5358437E-002, 5.7347660E-002, 0.0000000E+000, 1.0000000E+000, 5.6046958E+000
 9.8367868E-002, 5.7312265E-002, 0.0000000E+000, 1.0000000E+000, 5.7337022E+000
 1.0137730E-001, 5.7275867E-002, 0.0000000E+000, 1.0000000E+000, 5.8816161E+000
 1.0400420E-001, 5.7252160E-002, 0.0000000E+000, 1.0000000E+000, 6.0786719E+000
 1.0663110E-001, 5.7219031E-002, 0.0000000E+000, 1.0000000E+000, 6.2305102E+000
 1.0925800E-001, 5.7185143E-002, 0.0000000E+000, 1.0000000E+000, 6.3592701E+000
 1.1188490E-001, 5.7150496E-002, 0.0000000E+000, 1.0000000E+000, 6.7941398E+000
 1.1451180E-001, 5.7115092E-002, 0.0000000E+000, 1.0000000E+000, 6.9801950E+000
 1.1682008E-001, 5.7091695E-002, 0.0000000E+000, 1.0000000E+000, 7.3066978E+000
 1.1912836E-001, 5.7059543E-002, 6.9388939E-018, 1.0000000E+000, 7.6419391E+000
 1.2143664E-001, 5.7026812E-002, 6.9388939E-018, 1.0000000E+000, 7.9323711E+000
 1.2374492E-001, 5.6993501E-002, 6.9388939E-018, 1.0000000E+000, 8.2879171E+000
 1.2605319E-001, 5.6959612E-002, 1.3877788E-017, 1.0000000E+000, 9.1048059E+000
 1.2836147E-001, 5.6925147E-002, 1.3877788E-017, 1.0000000E+000, 9.2545919E+000
 1.3041382E-001, 5.6901498E-002, 0.0000000E+000, 1.0000000E+000, 9.4458322E+000
