Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,Total T_USED (s)
    0, 9.224E+00, 2.107E+00, 6.670E-01, 1.618E+00, 3.120E-01, 1.601E+00, 6.581E+00, 0.000E+00, 6.738E-01, 0.000E+00, 2.385E+01, 0.000E+00, 0.000E+00, 0.000E+00, 4.663E+01
    1, 9.256E+00, 1.211E+00, 4.705E-01, 1.331E+00, 2.457E-01, 8.554E-01, 5.959E+00, 0.000E+00, 6.403E-01, 0.000E+00, 2.667E+01, 0.000E+00, 0.000E+00, 0.000E+00, 4.664E+01
    2, 9.237E+00, 2.017E+00, 6.641E-01, 1.597E+00, 3.192E-01, 1.546E+00, 6.648E+00, 0.000E+00, 6.790E-01, 0.000E+00, 2.393E+01, 0.000E+00, 0.000E+00, 0.000E+00, 4.664E+01
    3, 9.256E+00, 1.180E+00, 4.718E-01, 1.317E+00, 2.544E-01, 8.654E-01, 6.684E+00, 0.000E+00, 6.348E-01, 0.000E+00, 2.597E+01, 0.000E+00, 0.000E+00, 0.000E+00, 4.664E+01
    4, 9.240E+00, 2.102E+00, 6.690E-01, 1.679E+00, 3.205E-01, 1.685E+00, 8.138E+00, 0.000E+00, 7.147E-01, 0.000E+00, 2.209E+01, 0.000E+00, 0.000E+00, 0.000E+00, 4.664E+01
    5, 9.378E+00, 1.280E+00, 4.759E-01, 1.458E+00, 2.691E-01, 8.908E-01, 1.261E+01, 0.000E+00, 7.148E-01, 0.000E+00, 1.956E+01, 0.000E+00, 0.000E+00, 0.000E+00, 4.664E+01
    6, 9.244E+00, 2.047E+00, 6.470E-01, 1.629E+00, 3.147E-01, 1.593E+00, 7.236E+00, 0.000E+00, 6.958E-01, 0.000E+00, 2.323E+01, 0.000E+00, 0.000E+00, 0.000E+00, 4.664E+01
    7, 9.268E+00, 1.186E+00, 4.793E-01, 1.329E+00, 2.460E-01, 8.575E-01, 7.507E+00, 0.000E+00, 6.575E-01, 0.000E+00, 2.511E+01, 0.000E+00, 0.000E+00, 0.000E+00, 4.664E+01
    8, 9.350E+00, 2.071E+00, 6.376E-01, 1.609E+00, 3.152E-01, 1.713E+00, 5.959E+00, 0.000E+00, 6.846E-01, 0.000E+00, 2.430E+01, 0.000E+00, 0.000E+00, 0.000E+00, 4.664E+01
    9, 9.278E+00, 1.249E+00, 4.849E-01, 1.414E+00, 2.576E-01, 8.850E-01, 9.901E+00, 0.000E+00, 7.020E-01, 0.000E+00, 2.246E+01, 0.000E+00, 0.000E+00, 0.000E+00, 4.664E+01
   10, 9.229E+00, 2.108E+00, 6.874E-01, 1.607E+00, 3.193E-01, 1.748E+00, 7.657E+00, 0.000E+00, 7.013E-01, 0.000E+00, 2.258E+01, 0.000E+00, 0.000E+00, 0.000E+00, 4.664E+01
   11, 9.361E+00, 1.147E+00, 4.577E-01, 1.322E+00, 2.517E-01, 8.321E-01, 7.170E+00, 0.000E+00, 6.339E-01, 0.000E+00, 2.546E+01, 0.000E+00, 0.000E+00, 0.000E+00, 4.663E+01
   12, 9.235E+00, 2.079E+00, 6.611E-01, 1.605E+00, 3.185E-01, 1.631E+00, 6.431E+00, 0.000E+00, 6.808E-01, 0.000E+00, 2.400E+01, 0.000E+00, 0.000E+00, 0.000E+00, 4.664E+01
   13, 9.268E+00, 2.064E+00, 6.670E-01, 1.729E+00, 3.189E-01, 1.691E+00, 9.768E+00, 0.000E+00, 7.383E-01, 0.000E+00, 2.039E+01, 0.000E+00, 0.000E+00, 0.000E+00, 4.664E+01
   14, 9.245E+00, 2.086E+00, 6.626E-01, 1.601E+00, 3.142E-01, 1.606E+00, 7.078E+00, 0.000E+00, 6.933E-01, 0.000E+00, 2.335E+01, 0.000E+00, 0.000E+00, 0.000E+00, 4.664E+01
   15, 9.249E+00, 2.012E+00, 6.565E-01, 1.630E+00, 3.106E-01, 1.588E+00, 7.294E+00, 0.000E+00, 6.978E-01, 0.000E+00, 2.320E+01, 0.000E+00, 0.000E+00, 0.000E+00, 4.664E+01
