s,m/s,m/s,Pa,m/s,,,,,m3/s,m3/s
 6.3000000E-001, 5.4749549E-002, 6.3631705E-002, 4.0548469E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4352000E-002, 0.0000000E+000
 6.3600000E-001, 5.6418308E-002, 6.5565579E-002, 4.0556989E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4792000E-002, 0.0000000E+000
 6.4000000E-001, 5.8087024E-002, 6.7499656E-002, 4.0565674E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5232000E-002, 0.0000000E+000
 6.4600000E-001, 5.9755685E-002, 6.9433965E-002, 4.0574548E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5672000E-002, 0.0000000E+000
 6.5000000E-001, 6.1424294E-002, 7.1368476E-002, 4.0583593E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6112000E-002, 0.0000000E+000
 6.5600000E-001, 6.2609146E-002, 7.2744960E-002, 2.5925210E-001, 3.7007434E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6424000E-002, 0.0000000E+000
 6.6000000E-001, 6.3673044E-002, 7.3982027E-002, 2.5931259E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6704000E-002, 0.0000000E+000
 6.6600000E-001, 6.4736913E-002, 7.5219253E-002, 2.5937298E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6984000E-002, 0.0000000E+000
 6.7000000E-001, 6.5800760E-002, 7.6456621E-002, 2.5943408E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7264000E-002, 0.0000000E+000
 6.7600000E-001, 6.6864587E-002, 7.7694149E-002, 2.5949598E-001, 3.7007434E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7544000E-002, 0.0000000E+000
 6.8000000E-001, 6.7928404E-002, 7.8931819E-002, 2.5955861E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7824000E-002, 0.0000000E+000
 6.8600000E-001, 6.8992215E-002, 8.0169649E-002, 2.5962207E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8104000E-002, 0.0000000E+000
 6.9000000E-001, 7.0056032E-002, 8.1407617E-002, 2.5968625E-001, 4.1633363E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8384000E-002, 0.0000000E+000
 6.9600000E-001, 7.1119865E-002, 8.2645741E-002, 2.5975127E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8664000E-002, 0.0000000E+000
 7.0000000E-001, 7.2183723E-002, 8.3883999E-002, 2.5981704E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8944000E-002, 0.0000000E+000
 7.0600000E-001, 7.2703472E-002, 8.4494372E-002, 9.4878755E-002, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9080000E-002, 0.0000000E+000
 7.1000000E-001, 7.3087270E-002, 8.4947817E-002, 9.4903364E-002, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9180000E-002, 0.0000000E+000
 7.1600000E-001, 7.3471182E-002, 8.5401340E-002, 9.4927035E-002, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9280000E-002, 0.0000000E+000
 7.2000000E-001, 7.3855202E-002, 8.5854925E-002, 9.4950769E-002, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9380000E-002, 0.0000000E+000
 7.2600000E-001, 7.4239354E-002, 8.6308576E-002, 9.4974577E-002, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9480000E-002, 0.0000000E+000
 7.3000000E-001, 7.4623631E-002, 8.6762280E-002, 9.4998448E-002, 4.1633363E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9580000E-002, 0.0000000E+000
 7.3600000E-001, 7.5008063E-002, 8.7216034E-002, 9.5022385E-002, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9680000E-002, 0.0000000E+000
 7.4000000E-001, 7.5392640E-002, 8.7669824E-002, 9.5046374E-002, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9780000E-002, 0.0000000E+000
 7.4600000E-001, 7.5777398E-002, 8.8123643E-002, 9.5070410E-002, 4.6259293E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9880000E-002, 0.0000000E+000
 7.5000000E-001, 7.6162327E-002, 8.8577475E-002, 9.5094477E-002, 4.1633363E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9980000E-002, 0.0000000E+000
 7.5600000E-001, 7.5942855E-002, 8.8333493E-002,-8.8218268E-002, 4.6259293E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9920000E-002, 0.0000000E+000
 7.6000000E-001, 7.5572465E-002, 8.7914998E-002,-8.8243982E-002, 4.1633363E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9820000E-002, 0.0000000E+000
 7.6600000E-001, 7.5202352E-002, 8.7496407E-002,-8.8270968E-002, 5.5511151E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9720000E-002, 0.0000000E+000
 7.7000000E-001, 7.4832477E-002, 8.7077721E-002,-8.8298062E-002, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9620000E-002, 0.0000000E+000
 7.7600000E-001, 7.4462856E-002, 8.6658921E-002,-8.8325239E-002, 3.7007434E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9520000E-002, 0.0000000E+000
 7.8000000E-001, 7.4093433E-002, 8.6240025E-002,-8.8352460E-002, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9420000E-002, 0.0000000E+000
 7.8600000E-001, 7.3724192E-002, 8.5821033E-002,-8.8379735E-002, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9320000E-002, 0.0000000E+000
 7.9000000E-001, 7.3355068E-002, 8.5401969E-002,-8.8407097E-002, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9220000E-002, 0.0000000E+000
 7.9600000E-001, 7.2986028E-002, 8.4982832E-002,-8.8434623E-002, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9120000E-002, 0.0000000E+000
 8.0000000E-001, 7.2617021E-002, 8.4563634E-002,-8.8462323E-002, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9020000E-002, 0.0000000E+000
 8.0600000E-001, 7.1703853E-002, 8.3516337E-002,-2.5349603E-001, 3.7007434E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8776000E-002, 0.0000000E+000
 8.1000000E-001, 7.0654634E-002, 8.2311927E-002,-2.5356773E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8496000E-002, 0.0000000E+000
 8.1600000E-001, 6.9605376E-002, 8.1107362E-002,-2.5364020E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8216000E-002, 0.0000000E+000
 8.2000000E-001, 6.8556079E-002, 7.9902626E-002,-2.5371250E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7936000E-002, 0.0000000E+000
 8.2600000E-001, 6.7506751E-002, 7.8697637E-002,-2.5378459E-001, 3.7007434E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7656000E-002, 0.0000000E+000
 8.3000000E-001, 6.6457430E-002, 7.7492372E-002,-2.5385639E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7376000E-002, 0.0000000E+000
 8.3600000E-001, 6.5408168E-002, 7.6286741E-002,-2.5392754E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7096000E-002, 0.0000000E+000
 8.4000000E-001, 6.4358995E-002, 7.5080775E-002,-2.5399767E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6816000E-002, 0.0000000E+000
 8.4600000E-001, 6.3309937E-002, 7.3874468E-002,-2.5406609E-001, 3.7007434E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6536000E-002, 0.0000000E+000
 8.5000000E-001, 6.2260954E-002, 7.2667944E-002,-2.5413265E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6256000E-002, 0.0000000E+000
 8.5600000E-001, 6.0728295E-002, 7.0903045E-002,-4.0087461E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5848000E-002, 0.0000000E+000
 8.6000000E-001, 5.9074664E-002, 6.8998554E-002,-4.0097191E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5408000E-002, 0.0000000E+000
 8.6600000E-001, 5.7420880E-002, 6.7094139E-002,-4.0106716E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4968000E-002, 0.0000000E+000
 8.7000000E-001, 5.5766872E-002, 6.5189879E-002,-4.0116010E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4528000E-002, 0.0000000E+000
 8.7600000E-001, 5.4112497E-002, 6.3285879E-002,-4.0125075E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4088000E-002, 0.0000000E+000
 8.8000000E-001, 5.2457707E-002, 6.1382157E-002,-4.0133972E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3648000E-002, 0.0000000E+000
 8.8600000E-001, 5.0802347E-002, 5.9478771E-002,-4.0142723E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3208000E-002, 0.0000000E+000
 8.9000000E-001, 4.9146430E-002, 5.7575654E-002,-4.0151394E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2768000E-002, 0.0000000E+000
 8.9600000E-001, 4.7489857E-002, 5.5672743E-002,-4.0160032E-001, 2.3129646E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2328000E-002, 0.0000000E+000
 9.0000000E-001, 4.5832737E-002, 5.3769868E-002,-4.0168687E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1888000E-002, 0.0000000E+000
 9.0600000E-001, 4.3812298E-002, 5.1448118E-002,-5.1178886E-001, 1.8503717E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1352000E-002, 0.0000000E+000
 9.1000000E-001, 4.1700792E-002, 4.9021280E-002,-5.1189782E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0792000E-002, 0.0000000E+000
 9.1600000E-001, 3.9589001E-002, 4.6593717E-002,-5.1200646E-001, 2.3129646E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0232000E-002, 0.0000000E+000
 9.2000000E-001, 3.7477081E-002, 4.4165342E-002,-5.1211361E-001, 2.7755576E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.6720000E-003, 0.0000000E+000
 9.2600000E-001, 3.5365124E-002, 4.1735914E-002,-5.1221815E-001, 1.8503717E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.1120000E-003, 0.0000000E+000
 9.3000000E-001, 3.3253199E-002, 3.9305530E-002,-5.1231952E-001, 1.3877788E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.5520000E-003, 0.0000000E+000
 9.3600000E-001, 3.1141337E-002, 3.6874101E-002,-5.1241638E-001, 1.3877788E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.9920000E-003, 0.0000000E+000
 9.4000000E-001, 2.9029521E-002, 3.4441859E-002,-5.1250877E-001, 1.3877788E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.4320000E-003, 0.0000000E+000
 9.4600000E-001, 2.6917719E-002, 3.2008836E-002,-5.1259577E-001, 1.3877788E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.8720000E-003, 0.0000000E+000
 9.5000000E-001, 2.4805888E-002, 2.9575267E-002,-5.1267812E-001, 1.3877788E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3120000E-003, 0.0000000E+000
 9.5600000E-001, 2.2512587E-002, 2.6931863E-002,-5.6776704E-001, 1.1564823E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.7040000E-003, 0.0000000E+000
 9.6000000E-001, 2.0173837E-002, 2.4235766E-002,-5.6784785E-001, 1.3877788E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0840000E-003, 0.0000000E+000
 9.6600000E-001, 1.7834969E-002, 2.1539318E-002,-5.6792401E-001, 1.1564823E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4640000E-003, 0.0000000E+000
 9.7000000E-001, 1.5496014E-002, 1.8842587E-002,-5.6799611E-001, 1.3877788E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8440000E-003, 0.0000000E+000
 9.7600000E-001, 1.3156993E-002, 1.6145529E-002,-5.6806390E-001, 6.9388939E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2240000E-003, 0.0000000E+000
 9.8000000E-001, 1.0817945E-002, 1.3448166E-002,-5.6812813E-001, 6.9388939E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6040000E-003, 0.0000000E+000
 9.8600000E-001, 8.4788956E-003, 1.0750428E-002,-5.6818843E-001, 6.9388939E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9840000E-003, 0.0000000E+000
 9.9000000E-001, 6.1398598E-003, 8.0523390E-003,-5.6824538E-001, 5.2041704E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3640000E-003, 2.6666787E-007
 9.9600000E-001, 3.8008392E-003, 5.3538352E-003,-5.6829852E-001, 3.4694470E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.4400000E-004, 1.2100171E-005
 1.0000000E+000, 1.4618188E-003, 2.6549642E-003,-5.6834876E-001, 3.4694470E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2400000E-004, 9.9225660E-005
 1.0060000E+000, 9.9726649E-004, 2.1189302E-003, 1.0142454E-004, 6.9388939E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4091387E-038, 1.3592332E-004
 1.0100000E+000, 1.0015791E-003, 2.1235686E-003, 9.9431405E-005, 3.4694470E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3674885E-089, 1.3588977E-004
 1.0160000E+000, 1.0062015E-003, 2.1281105E-003, 1.0111407E-004, 6.9388939E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.1770584E-123, 1.3585641E-004
 1.0200000E+000, 1.0110736E-003, 2.1325916E-003, 1.0296793E-004, 6.9388939E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7346374E-173, 1.3582320E-004
 1.0260000E+000, 1.0162069E-003, 2.1370327E-003, 1.0505695E-004, 5.7824116E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.5437928E-208, 1.3579013E-004
 1.0300000E+000, 1.0215486E-003, 2.1414656E-003, 1.0738019E-004, 6.9388939E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3575716E-004
 1.0360000E+000, 1.0271051E-003, 2.1459222E-003, 1.1000507E-004, 9.2518585E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3572429E-004
 1.0400000E+000, 1.0328270E-003, 2.1504320E-003, 1.1293226E-004, 5.2041704E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3569148E-004
 1.0460000E+000, 1.0387057E-003, 2.1550474E-003, 1.1626605E-004, 5.7824116E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3565870E-004
 1.0500000E+000, 1.0446863E-003, 2.1598033E-003, 1.2002454E-004, 8.6736174E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3562592E-004
 1.0560000E+000, 1.0507303E-003, 2.1647884E-003, 1.2436252E-004, 4.6259293E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3559308E-004
 1.0600000E+000, 1.0567724E-003, 2.1700467E-003, 1.2929569E-004, 2.0816682E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3556013E-004
 1.0660000E+000, 1.0627320E-003, 2.1757156E-003, 1.3500590E-004, 4.6259293E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3552699E-004
 1.0700000E+000, 1.0685385E-003, 2.1818413E-003, 1.4146869E-004, 8.6736174E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3549360E-004
 1.0760000E+000, 1.0740664E-003, 2.1886119E-003, 1.4885025E-004, 4.6259293E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3545983E-004
 1.0800000E+000, 1.0792533E-003, 2.1960599E-003, 1.5706184E-004, 5.2041704E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3542566E-004
 1.0860000E+000, 1.0839354E-003, 2.2044145E-003, 1.6621634E-004, 1.5034270E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3539091E-004
 1.0900000E+000, 1.0880750E-003, 2.2136761E-003, 1.7616044E-004, 3.4694470E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3535557E-004
 1.0960000E+000, 1.0914839E-003, 2.2240969E-003, 1.8692698E-004, 5.7824116E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3531947E-004
 1.1000000E+000, 1.0941642E-003, 2.2356284E-003, 1.9831086E-004, 6.9388939E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3528262E-004
 1.1060000E+000, 1.0959246E-003, 2.2485207E-003, 2.1024435E-004, 2.0816682E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3524485E-004
 1.1100000E+000, 1.0968194E-003, 2.2626640E-003, 2.2249404E-004, 1.5612511E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3520622E-004
 1.1160000E+000, 1.0966795E-003, 2.2782770E-003, 2.3489058E-004, 2.0816682E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3516658E-004
 1.1200000E+000, 1.0956161E-003, 2.2951855E-003, 2.4721707E-004, 6.9388939E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3512605E-004
 1.1260000E+000, 1.0935042E-003, 2.3135536E-003, 2.5923876E-004, 4.6259293E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3508451E-004
 1.1300000E+000, 1.0905024E-003, 2.3331554E-003, 2.7081117E-004, 2.9490299E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3504213E-004
 1.1360000E+000, 1.0865387E-003, 2.3540909E-003, 2.8169037E-004, 2.3129646E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3499884E-004
 1.1400000E+000, 1.0817979E-003, 2.3761083E-003, 2.9183415E-004, 4.1633363E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3495481E-004
 1.1460000E+000, 1.0762592E-003, 2.3992471E-003, 3.0102560E-004, 2.1973164E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3491003E-004
 1.1500000E+000, 1.0701115E-003, 2.4232553E-003, 3.0931216E-004, 3.1225023E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3486467E-004
 1.1560000E+000, 1.0633802E-003, 2.4481188E-003, 3.1651131E-004, 5.5511151E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3481877E-004
 1.1600000E+000, 1.0562434E-003, 2.4736042E-003, 3.2273382E-004, 6.9388939E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3477247E-004
 1.1660000E+000, 1.0487690E-003, 2.4996513E-003, 3.2783951E-004, 6.9388939E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3472585E-004
 1.1700000E+000, 1.0411121E-003, 2.5260594E-003, 3.3199373E-004, 5.2041704E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3467904E-004
 1.1760000E+000, 1.0333743E-003, 2.5527358E-003, 3.3512818E-004, 5.7824116E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3463213E-004
 1.1800000E+000, 1.0256720E-003, 2.5795295E-003, 3.3746292E-004, 6.9388939E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3458523E-004
 1.1860000E+000, 1.0181195E-003, 2.6063399E-003, 3.3902833E-004, 5.7824116E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3453842E-004
 1.1900000E+000, 1.0107785E-003, 2.6330807E-003, 3.4007098E-004, 6.9388939E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3449176E-004
 1.1960000E+000, 1.0037493E-003, 2.6596714E-003, 3.4070086E-004, 5.7824116E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3444532E-004
 1.2000000E+000, 9.9703442E-004, 2.6860909E-003, 3.4112533E-004, 6.9388939E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3439912E-004
 1.2060000E+000, 9.9070262E-004, 2.7122943E-003, 3.4146593E-004, 6.9388939E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3435320E-004
 1.2100000E+000, 9.8471005E-004, 2.7383072E-003, 3.4183067E-004, 5.2041704E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3430754E-004
 1.2160000E+000, 9.7909347E-004, 2.7641155E-003, 3.4228395E-004, 6.9388939E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3426214E-004
 1.2200000E+000, 9.7378659E-004, 2.7897632E-003, 3.4282791E-004, 6.9388939E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3421698E-004
 1.2260000E+000, 9.6880528E-004, 2.8152505E-003, 3.4344951E-004, 6.9388939E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3417205E-004
 1.2300000E+000, 9.6408218E-004, 2.8406168E-003, 3.4409406E-004, 6.9388939E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3412732E-004
 1.2360000E+000, 9.5962412E-004, 2.8658622E-003, 3.4470128E-004, 5.7824116E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3408279E-004
 1.2400000E+000, 9.5537317E-004, 2.8910130E-003, 3.4522201E-004, 6.9388939E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3403842E-004
 1.2460000E+000, 9.5133273E-004, 2.9160636E-003, 3.4559552E-004, 6.9388939E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3399423E-004
 1.2500000E+000, 9.4745489E-004, 2.9410314E-003, 3.4581376E-004, 1.3877788E-017, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3395019E-004
 1.2560000E+000, 9.4373903E-004, 2.9659084E-003, 3.4584612E-004, 9.2518585E-018, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3390631E-004
