s,Pa,m/s,
Time,"pres","error","iter"
 6.9657483E-001, 4.4123168E-002, 5.6082887E-004, 4.0000000E+000
 6.9831105E-001, 4.6908339E-002, 4.7661041E-004, 2.0000000E+000
 7.0004727E-001, 4.7845379E-002, 4.6152212E-004, 1.6666667E+000
 7.0236222E-001, 4.8347642E-002, 4.4084934E-004, 1.2500000E+000
 7.0409844E-001, 4.8404655E-002, 3.6393270E-004, 1.0000000E+000
 7.0641339E-001, 4.8412684E-002, 3.9584294E-004, 1.2500000E+000
 7.0814961E-001, 4.8212703E-002, 3.2570236E-004, 1.6666667E+000
 7.1046456E-001, 4.7819376E-002, 3.8184883E-004, 1.5000000E+000
 7.1202603E-001, 4.7187773E-002, 4.0913268E-004, 1.3333333E+000
 7.1410799E-001, 4.6308217E-002, 4.1971319E-004, 1.7500000E+000
 7.1618995E-001, 4.4914124E-002, 4.2596601E-004, 2.0000000E+000
 7.1827190E-001, 4.2760976E-002, 4.7984291E-004, 2.5000000E+000
 7.2035386E-001, 3.8907666E-002, 5.6078539E-004, 4.0000000E+000
 7.2243582E-001, 3.4191188E-002, 6.0763458E-004, 4.0000000E+000
 7.2451778E-001, 2.9128902E-002, 6.1994654E-004, 4.0000000E+000
 7.2607924E-001, 2.4664639E-002, 6.0549362E-004, 4.0000000E+000
 7.2816120E-001, 2.0343513E-002, 5.7648023E-004, 4.0000000E+000
 7.3024316E-001, 1.5642283E-002, 5.3942212E-004, 4.0000000E+000
 7.3232512E-001, 1.1709441E-002, 5.0001108E-004, 3.0000000E+000
 7.3440707E-001, 9.8914537E-003, 4.7203129E-004, 1.2500000E+000
 7.3648903E-001, 8.6301140E-003, 4.4651759E-004, 1.2500000E+000
 7.3805050E-001, 7.9328916E-003, 3.8446017E-004, 1.0000000E+000
 7.4013246E-001, 7.3173769E-003, 4.1358654E-004, 1.0000000E+000
 7.4221442E-001, 6.8928679E-003, 4.1113300E-004, 1.0000000E+000
 7.4429637E-001, 6.6318103E-003, 3.6478733E-004, 1.0000000E+000
 7.4637833E-001, 6.5512230E-003, 3.4978878E-004, 1.0000000E+000
 7.4846029E-001, 6.5763144E-003, 2.8475935E-004, 1.0000000E+000
 7.5002176E-001, 6.6825981E-003, 2.1917678E-004, 1.0000000E+000
 7.5210371E-001, 6.8710933E-003, 2.5512740E-004, 1.0000000E+000
 7.5418567E-001, 7.1760418E-003, 3.3955790E-004, 1.0000000E+000
 7.5626763E-001, 7.5720059E-003, 4.1887900E-004, 1.0000000E+000
 7.5834959E-001, 8.7330135E-003, 4.8877450E-004, 1.7500000E+000
 7.6043155E-001, 1.2733849E-002, 5.3260318E-004, 4.0000000E+000
 7.6251350E-001, 1.6792172E-002, 5.2959216E-004, 4.0000000E+000
 7.6407497E-001, 2.0203319E-002, 5.3570293E-004, 4.0000000E+000
 7.6615693E-001, 2.3729483E-002, 5.3599548E-004, 4.0000000E+000
 7.6823889E-001, 2.7918998E-002, 5.2282347E-004, 4.0000000E+000
 7.7032084E-001, 3.2051504E-002, 5.2015585E-004, 4.0000000E+000
 7.7240280E-001, 3.5045685E-002, 4.8009375E-004, 1.5000000E+000
 7.7448476E-001, 3.5950971E-002, 4.5285808E-004, 1.0000000E+000
 7.7604623E-001, 3.6505603E-002, 4.3759884E-004, 1.0000000E+000
 7.7812819E-001, 3.6839462E-002, 3.8394251E-004, 1.0000000E+000
 7.8021014E-001, 3.7221043E-002, 3.6992728E-004, 1.0000000E+000
 7.8229210E-001, 3.7514673E-002, 4.0003011E-004, 1.0000000E+000
 7.8437406E-001, 3.7651084E-002, 4.0719218E-004, 1.0000000E+000
 7.8645602E-001, 3.7613222E-002, 4.1169527E-004, 1.0000000E+000
 7.8801748E-001, 3.7432608E-002, 4.4410585E-004, 1.0000000E+000
 7.9009944E-001, 3.7114782E-002, 4.2315566E-004, 1.2500000E+000
 7.9218140E-001, 3.6535854E-002, 3.9870686E-004, 1.2500000E+000
 7.9426336E-001, 3.5781343E-002, 4.2105856E-004, 1.2500000E+000
 7.9634531E-001, 3.4753969E-002, 4.5813996E-004, 1.5000000E+000
 7.9842727E-001, 3.3553438E-002, 4.6153773E-004, 1.5000000E+000
 8.0050923E-001, 3.1949334E-002, 4.5093626E-004, 1.7500000E+000
 8.0207070E-001, 3.0032469E-002, 4.5802609E-004, 2.0000000E+000
 8.0415266E-001, 2.7791578E-002, 4.6683902E-004, 2.0000000E+000
 8.0623461E-001, 2.5111958E-002, 4.8180160E-004, 2.2500000E+000
 8.0831657E-001, 2.2185742E-002, 4.8439171E-004, 2.2500000E+000
 8.1039853E-001, 1.9030955E-002, 4.8383663E-004, 2.2500000E+000
 8.1248049E-001, 1.6058680E-002, 4.8020848E-004, 2.2500000E+000
 8.1404195E-001, 1.3677880E-002, 4.8385040E-004, 2.0000000E+000
 8.1612391E-001, 1.1417915E-002, 4.6937737E-004, 2.0000000E+000
 8.1820587E-001, 9.2497497E-003, 4.5128875E-004, 2.0000000E+000
 8.2028783E-001, 7.4668367E-003, 4.7254322E-004, 1.5000000E+000
 8.2236979E-001, 6.0840461E-003, 4.6763851E-004, 1.5000000E+000
 8.2445174E-001, 5.1039882E-003, 4.4152955E-004, 1.5000000E+000
 8.2601321E-001, 4.4294235E-003, 4.4159369E-004, 1.3333333E+000
 8.2809517E-001, 3.9548043E-003, 4.4373723E-004, 1.2500000E+000
 8.3017713E-001, 3.5648914E-003, 4.4872292E-004, 1.0000000E+000
 8.3225908E-001, 3.3496352E-003, 4.8502359E-004, 1.0000000E+000
 8.3423694E-001, 3.2609120E-003, 4.6177663E-004, 1.0000000E+000
 8.3611069E-001, 3.2731718E-003, 4.1011415E-004, 1.0000000E+000
 8.3845288E-001, 3.3965663E-003, 3.7003082E-004, 1.0000000E+000
 8.4032663E-001, 3.6174474E-003, 3.7886768E-004, 1.0000000E+000
 8.4220038E-001, 3.9452950E-003, 3.6170363E-004, 1.0000000E+000
 8.4407413E-001, 4.3173412E-003, 3.6932200E-004, 1.0000000E+000
 8.4641631E-001, 4.8771886E-003, 3.7647096E-004, 1.0000000E+000
 8.4829006E-001, 5.6538568E-003, 3.9904003E-004, 1.0000000E+000
 8.5016381E-001, 6.4439738E-003, 4.4941885E-004, 1.0000000E+000
 8.5203756E-001, 7.2650233E-003, 4.1740692E-004, 1.2500000E+000
 8.5437975E-001, 8.5111208E-003, 4.6622230E-004, 1.2000000E+000
 8.5625350E-001, 1.0049045E-002, 4.6432402E-004, 1.2500000E+000
 8.5812725E-001, 1.1366952E-002, 4.7998636E-004, 1.2500000E+000
 8.6000100E-001, 1.4485659E-002, 4.9704067E-004, 1.2500000E+000
 8.6234319E-001, 1.9247904E-002, 4.9704121E-004, 1.6000000E+000
 8.6421694E-001, 2.2169147E-002, 4.8321885E-004, 1.5000000E+000
 8.6609069E-001, 2.3796537E-002, 4.7366921E-004, 1.2500000E+000
 8.6843288E-001, 2.5315972E-002, 4.7573286E-004, 1.2000000E+000
 8.7030663E-001, 2.6657405E-002, 4.6102072E-004, 1.0000000E+000
 8.7218038E-001, 2.7790056E-002, 4.3750762E-004, 1.2500000E+000
 8.7405413E-001, 2.8752913E-002, 4.3155107E-004, 1.0000000E+000
 8.7639632E-001, 2.9852575E-002, 4.1734629E-004, 1.2000000E+000
 8.7827007E-001, 3.0664376E-002, 4.1563678E-004, 1.0000000E+000
 8.8014382E-001, 3.1433745E-002, 4.7086137E-004, 1.0000000E+000
 8.8201757E-001, 3.1855487E-002, 3.4605472E-004, 1.2500000E+000
 8.8435975E-001, 3.2309419E-002, 4.2179095E-004, 1.0000000E+000
 8.8623350E-001, 3.2602228E-002, 4.5779473E-004, 1.0000000E+000
 8.8810725E-001, 3.2724758E-002, 4.5271822E-004, 1.0000000E+000
 8.9044944E-001, 3.2684048E-002, 4.4782773E-004, 1.0000000E+000
 8.9232319E-001, 3.2462463E-002, 4.6178602E-004, 1.0000000E+000
 8.9419694E-001, 3.2113637E-002, 4.8149146E-004, 1.0000000E+000
 8.9607069E-001, 3.1673009E-002, 4.0427654E-004, 1.2500000E+000
 8.9841288E-001, 3.1032676E-002, 4.5902064E-004, 1.0000000E+000
 9.0028663E-001, 3.0262643E-002, 4.2890786E-004, 1.2500000E+000
 9.0216038E-001, 2.9566966E-002, 4.3592320E-004, 1.5000000E+000
 9.0403413E-001, 2.8753888E-002, 4.4039771E-004, 1.2500000E+000
 9.0637632E-001, 2.7709020E-002, 4.3399279E-004, 1.6000000E+000
 9.0825007E-001, 2.6474515E-002, 4.5638153E-004, 1.5000000E+000
 9.1012382E-001, 2.5113456E-002, 4.7084754E-004, 1.5000000E+000
 9.1246601E-001, 2.3330679E-002, 4.7300992E-004, 1.6000000E+000
 9.1433976E-001, 2.1361269E-002, 4.6498599E-004, 1.7500000E+000
 9.1621351E-001, 1.9468190E-002, 4.4007178E-004, 2.0000000E+000
 9.1808726E-001, 1.7294161E-002, 4.4591142E-004, 2.0000000E+000
 9.2042944E-001, 1.4788342E-002, 4.6550030E-004, 2.0000000E+000
 9.2230319E-001, 1.2351216E-002, 4.7554202E-004, 2.0000000E+000
 9.2417694E-001, 1.0311162E-002, 4.7404200E-004, 2.0000000E+000
 9.2605070E-001, 8.4364449E-003, 4.6037215E-004, 2.0000000E+000
 9.2839288E-001, 6.5902518E-003, 4.3481350E-004, 2.0000000E+000
 9.3026663E-001, 5.2271206E-003, 4.1601544E-004, 2.0000000E+000
 9.3214038E-001, 4.3512721E-003, 4.6734746E-004, 1.5000000E+000
 9.3401413E-001, 3.8189770E-003, 4.2330845E-004, 1.7500000E+000
 9.3635632E-001, 3.6172650E-003, 4.3311015E-004, 1.6000000E+000
 9.3823007E-001, 3.7070950E-003, 4.3455063E-004, 1.5000000E+000
 9.4010382E-001, 3.9690641E-003, 4.1053836E-004, 1.5000000E+000
 9.4244601E-001, 4.4791025E-003, 3.8655574E-004, 1.4000000E+000
 9.4431976E-001, 5.1759829E-003, 3.6863482E-004, 1.5000000E+000
 9.4619351E-001, 5.8979352E-003, 3.3977071E-004, 1.2500000E+000
 9.4806726E-001, 6.6127953E-003, 3.6865598E-004, 1.2500000E+000
 9.5040945E-001, 7.5466890E-003, 3.8679556E-004, 1.2000000E+000
 9.5228320E-001, 8.3142042E-003, 3.4054796E-004, 1.0000000E+000
 9.5415695E-001, 9.0641402E-003, 4.1703699E-004, 1.0000000E+000
 9.5603070E-001, 9.8100699E-003, 3.9692218E-004, 1.0000000E+000
 9.5837289E-001, 1.0636002E-002, 4.0868746E-004, 1.0000000E+000
 9.6024664E-001, 1.1373555E-002, 4.3647855E-004, 1.0000000E+000
 9.6212039E-001, 1.1931097E-002, 4.6037487E-004, 1.0000000E+000
 9.6446257E-001, 1.2756741E-002, 4.8196749E-004, 1.0000000E+000
 9.6633632E-001, 1.5329196E-002, 4.9499250E-004, 1.2500000E+000
 9.6821007E-001, 1.8385684E-002, 4.9732671E-004, 1.0000000E+000
 9.7008382E-001, 1.9357919E-002, 4.8258621E-004, 1.2500000E+000
 9.7242601E-001, 2.0288284E-002, 4.8080305E-004, 1.0000000E+000
 9.7429976E-001, 2.1219139E-002, 4.7809358E-004, 1.0000000E+000
 9.7617351E-001, 2.1926932E-002, 4.6572884E-004, 1.0000000E+000
 9.7804726E-001, 2.2357851E-002, 4.5308122E-004, 1.0000000E+000
 9.8038945E-001, 2.2839526E-002, 4.3750555E-004, 1.0000000E+000
 9.8226320E-001, 2.3304179E-002, 4.0260480E-004, 1.0000000E+000
 9.8413695E-001, 2.3689543E-002, 3.6016936E-004, 1.0000000E+000
 9.8601070E-001, 2.4042978E-002, 3.3079475E-004, 1.0000000E+000
 9.8825906E-001, 2.4539403E-002, 3.3410885E-004, 1.0000000E+000
 9.9036668E-001, 2.5215851E-002, 3.3314037E-004, 1.0000000E+000
 9.9205278E-001, 2.5658830E-002, 3.0987806E-004, 1.0000000E+000
 9.9416040E-001, 2.6163264E-002, 2.7939904E-004, 1.0000000E+000
 9.9626802E-001, 2.6682527E-002, 2.8069274E-004, 1.0000000E+000
 9.9837564E-001, 2.7052425E-002, 3.2349439E-004, 1.0000000E+000
 1.0000617E+000, 2.7249505E-002, 3.6272534E-004, 1.0000000E+000
 1.0021694E+000, 2.7276118E-002, 3.8467359E-004, 1.0000000E+000
 1.0042770E+000, 2.7080151E-002, 4.5245732E-004, 1.0000000E+000
 1.0063846E+000, 2.6678200E-002, 4.0682935E-004, 1.2000000E+000
 1.0080707E+000, 2.6183890E-002, 4.2990254E-004, 1.2500000E+000
 1.0101783E+000, 2.5698222E-002, 4.1420921E-004, 1.2000000E+000
 1.0122859E+000, 2.5125580E-002, 3.8931057E-004, 1.6000000E+000
 1.0143936E+000, 2.4504067E-002, 4.1852784E-004, 1.4000000E+000
 1.0160797E+000, 2.3829592E-002, 4.3196929E-004, 1.5000000E+000
 1.0181873E+000, 2.2913342E-002, 4.2598254E-004, 1.6000000E+000
 1.0202949E+000, 2.1822471E-002, 4.5953846E-004, 1.4000000E+000
 1.0224025E+000, 2.0613714E-002, 4.3939050E-004, 1.6000000E+000
 1.0240886E+000, 1.9595991E-002, 4.3059111E-004, 1.5000000E+000
 1.0261962E+000, 1.8401211E-002, 4.2536490E-004, 1.6000000E+000
 1.0283039E+000, 1.7170210E-002, 4.2915376E-004, 1.6000000E+000
 1.0304115E+000, 1.5884871E-002, 4.3738299E-004, 1.6000000E+000
 1.0320976E+000, 1.4692805E-002, 4.3785617E-004, 1.5000000E+000
 1.0342052E+000, 1.3477942E-002, 4.2333755E-004, 1.4000000E+000
 1.0363128E+000, 1.2115933E-002, 3.7414514E-004, 1.6000000E+000
 1.0384205E+000, 1.0838160E-002, 4.1203508E-004, 1.2000000E+000
 1.0401065E+000, 9.8587852E-003, 3.9843274E-004, 1.2500000E+000
 1.0422142E+000, 9.0616927E-003, 3.7473600E-004, 1.2000000E+000
 1.0443218E+000, 8.3866114E-003, 4.6300188E-004, 1.0000000E+000
 1.0460079E+000, 7.8611106E-003, 4.8026386E-004, 1.0000000E+000
 1.0481155E+000, 7.4645641E-003, 4.7067617E-004, 1.0000000E+000
 1.0502231E+000, 7.1746294E-003, 4.7997000E-004, 1.0000000E+000
 1.0523308E+000, 7.0155159E-003, 4.7835612E-004, 1.0000000E+000
 1.0540169E+000, 7.0017632E-003, 4.7286314E-004, 1.0000000E+000
 1.0561245E+000, 7.1067740E-003, 4.6608485E-004, 1.0000000E+000
 1.0582321E+000, 7.3468071E-003, 4.6521222E-004, 1.0000000E+000
 1.0603397E+000, 7.6710041E-003, 3.3810099E-004, 1.2000000E+000
 1.0620258E+000, 8.0768764E-003, 3.5019589E-004, 1.2500000E+000
 1.0641334E+000, 8.5580985E-003, 3.9726613E-004, 1.2000000E+000
 1.0662411E+000, 9.1525063E-003, 4.0362675E-004, 1.2000000E+000
 1.0683487E+000, 9.7737782E-003, 3.9508535E-004, 1.2000000E+000
 1.0700348E+000, 1.0376796E-002, 3.9249427E-004, 1.2500000E+000
 1.0721424E+000, 1.1060736E-002, 4.1247648E-004, 1.2000000E+000
 1.0742500E+000, 1.1893062E-002, 4.1161392E-004, 1.2000000E+000
 1.0763576E+000, 1.2759989E-002, 4.1598328E-004, 1.2000000E+000
 1.0780437E+000, 1.3554221E-002, 4.1337026E-004, 1.2500000E+000
 1.0801514E+000, 1.4337912E-002, 3.8499467E-004, 1.4000000E+000
 1.0822590E+000, 1.5256976E-002, 3.8631620E-004, 1.4000000E+000
 1.0843666E+000, 1.6308737E-002, 3.7813478E-004, 1.4000000E+000
 1.0860527E+000, 1.7234148E-002, 3.5165880E-004, 1.5000000E+000
 1.0881603E+000, 1.8126306E-002, 3.7258717E-004, 1.4000000E+000
 1.0902679E+000, 1.9060460E-002, 3.4591947E-004, 1.6000000E+000
 1.0923756E+000, 1.9921437E-002, 3.5787736E-004, 1.4000000E+000
 1.0940617E+000, 2.0620515E-002, 3.2991268E-004, 1.5000000E+000
 1.0961693E+000, 2.1227706E-002, 3.1113450E-004, 1.6000000E+000
 1.0982769E+000, 2.1778431E-002, 3.2113427E-004, 1.4000000E+000
 1.1003845E+000, 2.2167415E-002, 3.1862675E-004, 1.6000000E+000
 1.1020706E+000, 2.2361206E-002, 3.9011251E-004, 1.5000000E+000
 1.1041782E+000, 2.2394272E-002, 4.1568233E-004, 1.6000000E+000
 1.1062859E+000, 2.2169540E-002, 4.1832741E-004, 1.8000000E+000
 1.1083935E+000, 2.1662186E-002, 4.2144355E-004, 2.0000000E+000
 1.1100796E+000, 2.0955922E-002, 4.4910217E-004, 2.2500000E+000
 1.1121872E+000, 2.0046230E-002, 4.3880395E-004, 2.2000000E+000
 1.1142948E+000, 1.8719705E-002, 4.4413616E-004, 2.4000000E+000
 1.1164024E+000, 1.7213814E-002, 4.3888871E-004, 2.6000000E+000
 1.1180885E+000, 1.5698518E-002, 4.4721213E-004, 2.5000000E+000
 1.1201962E+000, 1.4060817E-002, 4.5996809E-004, 2.4000000E+000
 1.1223038E+000, 1.2325994E-002, 4.3296875E-004, 2.6000000E+000
 1.1244114E+000, 1.0716304E-002, 4.3027044E-004, 2.6000000E+000
 1.1260975E+000, 9.2834383E-003, 4.4579796E-004, 2.2500000E+000
 1.1282051E+000, 7.9197263E-003, 4.5000311E-004, 2.4000000E+000
 1.1303128E+000, 6.4555616E-003, 4.3359089E-004, 2.4000000E+000
 1.1324204E+000, 5.1141462E-003, 4.4670873E-004, 2.4000000E+000
 1.1341065E+000, 4.1144202E-003, 4.3479910E-004, 2.5000000E+000
 1.1362141E+000, 3.3210261E-003, 4.4819648E-004, 2.4000000E+000
 1.1383217E+000, 2.7074399E-003, 4.5169111E-004, 2.4000000E+000
 1.1400078E+000, 2.4323043E-003, 4.4319551E-004, 2.2500000E+000
 1.1421154E+000, 2.3816717E-003, 4.3431648E-004, 2.2000000E+000
 1.1442231E+000, 2.5146093E-003, 4.2413174E-004, 2.2000000E+000
 1.1463307E+000, 2.6800719E-003, 4.5023658E-004, 2.0000000E+000
 1.1480168E+000, 2.9123690E-003, 3.9612814E-004, 2.0000000E+000
 1.1501244E+000, 3.2152217E-003, 3.7753890E-004, 2.0000000E+000
 1.1522320E+000, 3.5953370E-003, 4.0022066E-004, 2.0000000E+000
 1.1543396E+000, 4.0002582E-003, 4.1515016E-004, 2.0000000E+000
 1.1560257E+000, 4.3555517E-003, 4.3059479E-004, 2.0000000E+000
 1.1581334E+000, 4.6446006E-003, 4.4891468E-004, 2.0000000E+000
 1.1602410E+000, 4.8238101E-003, 4.6927164E-004, 2.0000000E+000
 1.1623486E+000, 4.8550487E-003, 4.8277593E-004, 2.0000000E+000
 1.1640347E+000, 4.8028063E-003, 4.5837016E-004, 2.2500000E+000
 1.1661423E+000, 4.6339141E-003, 4.4219052E-004, 2.6000000E+000
 1.1682499E+000, 4.2325000E-003, 3.9277137E-004, 3.0000000E+000
 1.1703576E+000, 3.4223845E-003, 4.5011809E-004, 3.0000000E+000
 1.1720015E+000, 2.1306426E-003, 4.7738362E-004, 3.0000000E+000
 1.1742777E+000, 4.9689712E-005, 4.5571051E-004, 2.8333333E+000
 1.1761746E+000,-2.7280210E-003, 4.6495395E-004, 2.8000000E+000
 1.1780714E+000,-5.7672824E-003, 4.0253034E-004, 3.0000000E+000
 1.1803477E+000,-9.5874926E-003, 3.9216821E-004, 3.0000000E+000
 1.1822445E+000,-1.3806694E-002, 4.1164786E-004, 3.0000000E+000
 1.1841414E+000,-1.8029128E-002, 4.2590038E-004, 3.0000000E+000
 1.1860383E+000,-2.2423750E-002, 4.4843616E-004, 3.0000000E+000
 1.1883145E+000,-2.7475054E-002, 4.6101130E-004, 3.0000000E+000
 1.1902113E+000,-3.2599699E-002, 4.6557474E-004, 3.0000000E+000
 1.1921082E+000,-3.7120200E-002, 4.8108001E-004, 3.0000000E+000
 1.1940051E+000,-4.1396426E-002, 4.7763165E-004, 3.0000000E+000
 1.1962813E+000,-4.5585001E-002, 4.7909453E-004, 3.0000000E+000
 1.1981781E+000,-4.9178667E-002, 4.6885703E-004, 3.0000000E+000
 1.2000750E+000,-5.1885989E-002, 4.7175586E-004, 3.2000000E+000
 1.2023512E+000,-5.4017626E-002, 4.6176975E-004, 3.5000000E+000
 1.2042481E+000,-5.5576961E-002, 4.5954854E-004, 3.8000000E+000
 1.2061449E+000,-5.6852271E-002, 4.5041463E-004, 4.0000000E+000
 1.2080418E+000,-5.8513101E-002, 4.5833311E-004, 4.0000000E+000
 1.2103180E+000,-6.0796505E-002, 4.4230132E-004, 4.0000000E+000
 1.2122149E+000,-6.3371413E-002, 4.5619557E-004, 3.6000000E+000
 1.2141117E+000,-6.6083942E-002, 4.4727116E-004, 3.4000000E+000
 1.2160086E+000,-6.9215161E-002, 4.2773350E-004, 3.0000000E+000
 1.2182848E+000,-7.3467837E-002, 4.5937531E-004, 2.5000000E+000
 1.2201817E+000,-7.8511498E-002, 4.6468142E-004, 2.8000000E+000
 1.2220786E+000,-8.4047913E-002, 4.4290962E-004, 3.0000000E+000
 1.2243548E+000,-9.0810584E-002, 4.6358926E-004, 3.1666667E+000
 1.2262516E+000,-9.8097689E-002, 4.6535323E-004, 3.4000000E+000
 1.2281485E+000,-1.0484672E-001, 4.6241286E-004, 4.2000000E+000
 1.2300454E+000,-1.1193964E-001, 4.5681337E-004, 5.0000000E+000
 1.2323216E+000,-1.1969440E-001, 4.6765869E-004, 5.6666667E+000
 1.2342184E+000,-1.2736098E-001, 4.5896995E-004, 6.0000000E+000
 1.2361153E+000,-1.3325550E-001, 4.5446879E-004, 6.0000000E+000
 1.2380122E+000,-1.3718235E-001, 4.6174403E-004, 5.6000000E+000
 1.2402884E+000,-1.3896797E-001, 4.5570287E-004, 5.0000000E+000
 1.2421852E+000,-1.3819111E-001, 4.5988306E-004, 4.6000000E+000
 1.2440821E+000,-1.3592989E-001, 4.4388379E-004, 5.0000000E+000
 1.2463583E+000,-1.3203559E-001, 4.7709574E-004, 5.1666667E+000
 1.2480637E+000,-1.2705061E-001, 4.4732215E-004, 5.0000000E+000
 1.2501102E+000,-1.2169190E-001, 4.3709483E-004, 5.0000000E+000
 1.2521567E+000,-1.1581604E-001, 4.7420200E-004, 4.3333333E+000
 1.2542032E+000,-1.1039832E-001, 4.7892015E-004, 4.3333333E+000
 1.2562497E+000,-1.0500822E-001, 4.8592249E-004, 4.5000000E+000
 1.2582961E+000,-1.0079387E-001, 4.8697489E-004, 5.0000000E+000
 1.2600015E+000,-9.9414091E-002, 4.7166085E-004, 5.4000000E+000
 1.2620480E+000,-1.0087495E-001, 4.7316693E-004, 5.1666667E+000
 1.2640945E+000,-1.0423320E-001, 4.7161286E-004, 4.8333333E+000
 1.2661410E+000,-1.0870811E-001, 4.5560143E-004, 4.3333333E+000
 1.2681875E+000,-1.1390241E-001, 4.8739956E-004, 4.0000000E+000
 1.2702340E+000,-1.1971543E-001, 4.6198928E-004, 4.1666667E+000
 1.2722804E+000,-1.2675097E-001, 4.7726969E-004, 4.0000000E+000
 1.2743269E+000,-1.3507843E-001, 4.9045362E-004, 3.5000000E+000
 1.2760323E+000,-1.4299942E-001, 4.5867729E-004, 3.8000000E+000
 1.2780788E+000,-1.5004889E-001, 4.6374316E-004, 4.0000000E+000
 1.2801253E+000,-1.5566958E-001, 4.7084133E-004, 4.6666667E+000
 1.2821718E+000,-1.5839879E-001, 4.5808592E-004, 5.0000000E+000
 1.2842183E+000,-1.5884286E-001, 4.5956951E-004, 5.0000000E+000
 1.2862647E+000,-1.5753392E-001, 4.5266966E-004, 5.0000000E+000
 1.2883112E+000,-1.5589413E-001, 4.6992240E-004, 5.5000000E+000
 1.2900166E+000,-1.5338145E-001, 4.8739347E-004, 5.0000000E+000
 1.2920631E+000,-1.4870690E-001, 4.7076194E-004, 4.6666667E+000
 1.2941096E+000,-1.4158563E-001, 4.7503261E-004, 4.0000000E+000
 1.2961561E+000,-1.3393162E-001, 4.8075607E-004, 3.3333333E+000
 1.2982025E+000,-1.2794526E-001, 4.5484483E-004, 3.3333333E+000
 1.3002490E+000,-1.2524653E-001, 4.6123395E-004, 4.0000000E+000
 1.3022955E+000,-1.2472956E-001, 4.6000011E-004, 5.0000000E+000
 1.3040009E+000,-1.2248360E-001, 4.7360702E-004, 5.4000000E+000
 1.3060474E+000,-1.1884752E-001, 4.5791801E-004, 6.0000000E+000
 1.3080939E+000,-1.1697004E-001, 4.7333463E-004, 6.0000000E+000
 1.3101404E+000,-1.1881431E-001, 4.6452285E-004, 5.5000000E+000
 1.3121868E+000,-1.2168914E-001, 4.6131815E-004, 4.5000000E+000
 1.3142333E+000,-1.2310234E-001, 4.8163562E-004, 4.1666667E+000
 1.3162798E+000,-1.2223738E-001, 4.7498029E-004, 4.5000000E+000
 1.3183263E+000,-1.2302020E-001, 4.7654884E-004, 4.3333333E+000
 1.3200317E+000,-1.2741655E-001, 4.7103876E-004, 4.4000000E+000
 1.3220782E+000,-1.3553745E-001, 4.8805632E-004, 4.0000000E+000
 1.3241247E+000,-1.4719388E-001, 4.7346154E-004, 4.0000000E+000
 1.3261711E+000,-1.6018349E-001, 4.3526438E-004, 3.8333333E+000
 1.3280099E+000,-1.7386955E-001, 4.3170961E-004, 2.8333333E+000
 1.3301552E+000,-1.8748324E-001, 4.5518617E-004, 2.8571429E+000
 1.3323004E+000,-2.0314923E-001, 4.5349141E-004, 3.4285714E+000
 1.3341392E+000,-2.1800297E-001, 4.3478940E-004, 4.0000000E+000
 1.3362845E+000,-2.3231451E-001, 4.5266030E-004, 4.4285714E+000
 1.3381233E+000,-2.4447408E-001, 4.3412533E-004, 5.0000000E+000
 1.3402685E+000,-2.5152583E-001, 4.6406660E-004, 5.0000000E+000
 1.3421073E+000,-2.5290426E-001, 4.5733874E-004, 5.0000000E+000
 1.3442526E+000,-2.4931265E-001, 4.6110552E-004, 4.5714286E+000
 1.3460914E+000,-2.4294954E-001, 4.8190691E-004, 4.1666667E+000
 1.3482366E+000,-2.3514667E-001, 4.8610165E-004, 4.0000000E+000
 1.3500754E+000,-2.2529715E-001, 4.7260340E-004, 4.0000000E+000
 1.3522207E+000,-2.1292070E-001, 4.5414308E-004, 3.7142857E+000
 1.3540594E+000,-1.9732754E-001, 4.6791723E-004, 3.1666667E+000
 1.3562047E+000,-1.8036522E-001, 4.2507100E-004, 3.0000000E+000
 1.3580435E+000,-1.6550942E-001, 4.1907562E-004, 3.0000000E+000
 1.3601887E+000,-1.5485834E-001, 4.6031471E-004, 3.2857143E+000
 1.3620275E+000,-1.4673925E-001, 4.7271106E-004, 3.5000000E+000
 1.3641728E+000,-1.3886263E-001, 4.4278393E-004, 4.0000000E+000
 1.3660116E+000,-1.2944541E-001, 4.5374417E-004, 4.0000000E+000
 1.3681568E+000,-1.1867673E-001, 4.6330487E-004, 4.4285714E+000
 1.3703021E+000,-1.0643733E-001, 4.7254074E-004, 5.0000000E+000
 1.3721409E+000,-9.7544254E-002, 4.8459595E-004, 5.0000000E+000
 1.3742861E+000,-9.2519473E-002, 4.6807489E-004, 4.8571429E+000
 1.3761249E+000,-8.9527178E-002, 4.6555748E-004, 5.0000000E+000
 1.3782702E+000,-8.7789695E-002, 4.6888519E-004, 4.5714286E+000
 1.3801090E+000,-9.0739674E-002, 4.7055744E-004, 3.8333333E+000
 1.3822542E+000,-1.0006916E-001, 4.6473548E-004, 3.1428571E+000
 1.3840930E+000,-1.1366710E-001, 4.4191750E-004, 3.6666667E+000
 1.3862383E+000,-1.3104199E-001, 3.8490638E-004, 4.0000000E+000
 1.3880770E+000,-1.5102479E-001, 3.7324619E-004, 4.0000000E+000
 1.3902223E+000,-1.7213220E-001, 4.6258694E-004, 4.1428571E+000
 1.3920611E+000,-1.9331178E-001, 4.7628784E-004, 5.1666667E+000
