,,s,s,s
Time Step,Wall Time,Step Size,Simulation Time,CPU Time
      1,2020-06-23T17:54:56.293+02:00,   0.200E-02,   0.00200,   2.67428
      2,2020-06-23T17:54:56.372+02:00,   0.200E-02,   0.00400,   2.83220
      3,2020-06-23T17:54:56.378+02:00,   0.200E-02,   0.00600,   2.84364
      4,2020-06-23T17:54:56.391+02:00,   0.200E-02,   0.00800,   2.86996
      5,2020-06-23T17:54:56.404+02:00,   0.200E-02,   0.01000,   2.89530
      6,2020-06-23T17:54:56.428+02:00,   0.200E-02,   0.01200,   2.93192
      7,2020-06-23T17:54:56.440+02:00,   0.200E-02,   0.01400,   2.95630
      8,2020-06-23T17:54:56.452+02:00,   0.200E-02,   0.01600,   2.98038
      9,2020-06-23T17:54:56.464+02:00,   0.200E-02,   0.01800,   3.00414
     10,2020-06-23T17:54:56.476+02:00,   0.200E-02,   0.02000,   3.02862
     20,2020-06-23T17:54:56.596+02:00,   0.200E-02,   0.04000,   3.26661
     30,2020-06-23T17:54:56.737+02:00,   0.200E-02,   0.06000,   3.54041
     40,2020-06-23T17:54:56.821+02:00,   0.200E-02,   0.08000,   3.70545
     50,2020-06-23T17:54:56.900+02:00,   0.200E-02,   0.10000,   3.86298
     60,2020-06-23T17:54:57.012+02:00,   0.200E-02,   0.12000,   4.07074
     70,2020-06-23T17:54:57.077+02:00,   0.200E-02,   0.14000,   4.19882
     80,2020-06-23T17:54:57.190+02:00,   0.200E-02,   0.16000,   4.41726
     90,2020-06-23T17:54:57.254+02:00,   0.200E-02,   0.18000,   4.54444
    100,2020-06-23T17:54:57.332+02:00,   0.200E-02,   0.20000,   4.69071
    200,2020-06-23T17:54:58.409+02:00,   0.200E-02,   0.40000,   6.80265
    250,2020-06-23T17:54:58.889+02:00,   0.200E-02,   0.50000,   7.74257
