,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2020-02-21T11:00:03.858+01:00,   0.395E-02,   0.00395
      2,2020-02-21T11:00:04.137+01:00,   0.395E-02,   0.00791
      3,2020-02-21T11:00:04.268+01:00,   0.395E-02,   0.01186
      4,2020-02-21T11:00:04.395+01:00,   0.395E-02,   0.01581
      5,2020-02-21T11:00:04.512+01:00,   0.395E-02,   0.01976
      6,2020-02-21T11:00:04.645+01:00,   0.395E-02,   0.02372
      7,2020-02-21T11:00:04.763+01:00,   0.395E-02,   0.02767
      8,2020-02-21T11:00:04.882+01:00,   0.395E-02,   0.03162
      9,2020-02-21T11:00:05.012+01:00,   0.395E-02,   0.03558
     10,2020-02-21T11:00:05.131+01:00,   0.395E-02,   0.03953
     20,2020-02-21T11:00:06.578+01:00,   0.395E-02,   0.07906
     30,2020-02-21T11:00:08.226+01:00,   0.263E-02,   0.10932
     40,2020-02-21T11:00:09.688+01:00,   0.205E-02,   0.13257
     50,2020-02-21T11:00:11.078+01:00,   0.183E-02,   0.15220
     60,2020-02-21T11:00:12.649+01:00,   0.164E-02,   0.16972
     70,2020-02-21T11:00:14.264+01:00,   0.147E-02,   0.18594
     80,2020-02-21T11:00:15.977+01:00,   0.147E-02,   0.20067
     90,2020-02-21T11:00:17.735+01:00,   0.132E-02,   0.21480
    100,2020-02-21T11:00:19.260+01:00,   0.132E-02,   0.22805
    200,2020-02-21T11:00:36.129+01:00,   0.960E-03,   0.33878
    300,2020-02-21T11:00:51.962+01:00,   0.776E-03,   0.42741
    400,2020-02-21T11:01:07.423+01:00,   0.698E-03,   0.50284
    500,2020-02-21T11:01:22.426+01:00,   0.628E-03,   0.57090
    600,2020-02-21T11:01:37.768+01:00,   0.628E-03,   0.63368
    700,2020-02-21T11:01:52.694+01:00,   0.565E-03,   0.69075
    800,2020-02-21T11:02:07.939+01:00,   0.508E-03,   0.74629
    900,2020-02-21T11:02:22.768+01:00,   0.508E-03,   0.79713
   1000,2020-02-21T11:02:37.869+01:00,   0.508E-03,   0.84797
   1100,2020-02-21T11:02:52.824+01:00,   0.457E-03,   0.89504
   1200,2020-02-21T11:03:07.780+01:00,   0.457E-03,   0.94078
   1300,2020-02-21T11:03:22.474+01:00,   0.457E-03,   0.98652
   1400,2020-02-21T11:03:37.306+01:00,   0.412E-03,   1.03121
   1500,2020-02-21T11:03:52.328+01:00,   0.412E-03,   1.07238
   1600,2020-02-21T11:04:07.754+01:00,   0.412E-03,   1.11354
   1700,2020-02-21T11:04:23.637+01:00,   0.412E-03,   1.15470
   1800,2020-02-21T11:04:39.786+01:00,   0.412E-03,   1.19587
   1900,2020-02-21T11:04:56.612+01:00,   0.412E-03,   1.23703
   2000,2020-02-21T11:05:13.555+01:00,   0.370E-03,   1.27411
   2100,2020-02-21T11:05:30.548+01:00,   0.370E-03,   1.31114
   2200,2020-02-21T11:05:47.478+01:00,   0.333E-03,   1.34521
   2300,2020-02-21T11:06:05.875+01:00,   0.299E-03,   1.37699
   2400,2020-02-21T11:06:28.864+01:00,   0.299E-03,   1.40685
   2500,2020-02-21T11:06:49.147+01:00,   0.268E-03,   1.43384
   2600,2020-02-21T11:07:12.625+01:00,   0.268E-03,   1.46062
   2700,2020-02-21T11:07:33.574+01:00,   0.268E-03,   1.48739
   2800,2020-02-21T11:07:58.988+01:00,   0.268E-03,   1.51417
   2900,2020-02-21T11:08:18.353+01:00,   0.241E-03,   1.53883
   3000,2020-02-21T11:08:40.962+01:00,   0.265E-03,   1.56496
   3100,2020-02-21T11:09:01.882+01:00,   0.265E-03,   1.59143
   3200,2020-02-21T11:09:28.502+01:00,   0.265E-03,   1.61790
   3300,2020-02-21T11:09:47.965+01:00,   0.238E-03,   1.64247
   3400,2020-02-21T11:10:09.554+01:00,   0.262E-03,   1.66750
   3500,2020-02-21T11:10:30.628+01:00,   0.262E-03,   1.69371
   3600,2020-02-21T11:10:57.716+01:00,   0.262E-03,   1.71991
   3700,2020-02-21T11:11:17.969+01:00,   0.236E-03,   1.74432
   3800,2020-02-21T11:11:39.447+01:00,   0.259E-03,   1.76893
   3900,2020-02-21T11:12:01.008+01:00,   0.259E-03,   1.79485
   4000,2020-02-21T11:12:28.161+01:00,   0.259E-03,   1.82077
   4100,2020-02-21T11:12:49.179+01:00,   0.233E-03,   1.84505
   4200,2020-02-21T11:13:10.057+01:00,   0.257E-03,   1.86926
   4300,2020-02-21T11:13:31.265+01:00,   0.231E-03,   1.89414
   4400,2020-02-21T11:13:57.157+01:00,   0.254E-03,   1.91815
   4500,2020-02-21T11:14:20.262+01:00,   0.254E-03,   1.94353
   4600,2020-02-21T11:14:42.013+01:00,   0.254E-03,   1.96892
   4700,2020-02-21T11:15:04.029+01:00,   0.254E-03,   1.99431
   4723,2020-02-21T11:15:09.727+01:00,   0.108E-03,   2.00000
