s,m3/s,m3/s,m/s,,s
Time,"flow_in","flow_out","error","iter","cpu"
 5.7667844E+000, 9.9997610E-001, 9.9997610E-001, 2.2204460E-016, 1.0000000E+000, 7.1772148E+000
 5.8660961E+000, 9.9998041E-001, 9.9998041E-001, 2.2204460E-016, 1.0000000E+000, 7.2381651E+000
 5.9654078E+000, 9.9998394E-001, 9.9998394E-001, 2.2204460E-016, 1.0000000E+000, 7.2986681E+000
 6.0647195E+000, 9.9998683E-001, 9.9998683E-001, 2.2204460E-016, 1.0000000E+000, 7.3594638E+000
 6.1640312E+000, 9.9998920E-001, 9.9998920E-001, 2.2204460E-016, 1.0000000E+000, 7.4625370E+000
 6.2633430E+000, 9.9999115E-001, 9.9999115E-001, 2.2204460E-016, 1.0000000E+000, 7.5340921E+000
 6.3626547E+000, 9.9999274E-001, 9.9999274E-001, 2.2204460E-016, 1.0000000E+000, 7.6837160E+000
 6.4619664E+000, 9.9999405E-001, 9.9999405E-001, 2.2204460E-016, 1.0000000E+000, 7.7602378E+000
 6.5612781E+000, 9.9999512E-001, 9.9999512E-001, 2.2204460E-016, 1.0000000E+000, 7.8535120E+000
 6.6605898E+000, 9.9999600E-001, 9.9999600E-001, 2.2204460E-016, 1.0000000E+000, 7.9154522E+000
 6.7599015E+000, 9.9999672E-001, 9.9999672E-001, 2.2204460E-016, 1.0000000E+000, 7.9765026E+000
 6.8487317E+000, 9.9999731E-001, 9.9999731E-001, 2.2204460E-016, 1.0000000E+000, 8.0601732E+000
 6.9375618E+000, 9.9999775E-001, 9.9999775E-001, 2.2204460E-016, 1.0000000E+000, 8.1211788E+000
 7.0263919E+000, 9.9999812E-001, 9.9999812E-001, 2.2204460E-016, 1.0000000E+000, 8.1819898E+000
 7.1152221E+000, 9.9999842E-001, 9.9999842E-001, 2.2204460E-016, 1.0000000E+000, 8.2430507E+000
 7.2040522E+000, 9.9999868E-001, 9.9999868E-001, 2.2204460E-016, 1.0000000E+000, 8.3040887E+000
 7.2928823E+000, 9.9999889E-001, 9.9999889E-001, 2.2204460E-016, 1.0000000E+000, 8.3651315E+000
 7.3817124E+000, 9.9999907E-001, 9.9999907E-001, 2.2204460E-016, 1.0000000E+000, 8.4258663E+000
 7.4705426E+000, 9.9999922E-001, 9.9999922E-001, 4.4408921E-016, 1.0000000E+000, 8.5261804E+000
 7.5593727E+000, 9.9999935E-001, 9.9999935E-001, 2.2204460E-016, 1.0000000E+000, 8.5940877E+000
 7.6482028E+000, 9.9999946E-001, 9.9999946E-001, 2.2204460E-016, 1.0000000E+000, 8.6788131E+000
 7.7370330E+000, 9.9999955E-001, 9.9999955E-001, 2.2204460E-016, 1.0000000E+000, 8.8375207E+000
 7.8258631E+000, 9.9999962E-001, 9.9999962E-001, 2.2204460E-016, 1.0000000E+000, 8.9122421E+000
 7.9146932E+000, 9.9999968E-001, 9.9999968E-001, 2.2204460E-016, 1.0000000E+000, 8.9877998E+000
 8.0035234E+000, 9.9999973E-001, 9.9999973E-001, 2.2204460E-016, 1.0000000E+000, 9.0540754E+000
 8.0923535E+000, 9.9999978E-001, 9.9999978E-001, 2.2204460E-016, 1.0000000E+000, 9.1159383E+000
 8.1811836E+000, 9.9999981E-001, 9.9999981E-001, 2.2204460E-016, 1.0000000E+000, 9.1745721E+000
 8.2700137E+000, 9.9999984E-001, 9.9999984E-001, 2.2204460E-016, 1.0000000E+000, 9.2330495E+000
 8.3588439E+000, 9.9999987E-001, 9.9999987E-001, 4.4408921E-016, 1.0000000E+000, 9.2909643E+000
 8.4476740E+000, 9.9999989E-001, 9.9999989E-001, 2.2204460E-016, 1.0000000E+000, 9.3579189E+000
 8.5365041E+000, 9.9999991E-001, 9.9999991E-001, 2.2204460E-016, 1.0000000E+000, 9.4328662E+000
 8.6253343E+000, 9.9999992E-001, 9.9999992E-001, 2.2204460E-016, 1.0000000E+000, 9.4995834E+000
 8.7141644E+000, 9.9999994E-001, 9.9999994E-001, 2.2204460E-016, 1.0000000E+000, 9.6640750E+000
 8.8029945E+000, 9.9999995E-001, 9.9999995E-001, 2.2204460E-016, 1.0000000E+000, 9.7574684E+000
 8.8918247E+000, 9.9999995E-001, 9.9999995E-001, 2.2204460E-016, 1.0000000E+000, 9.8246376E+000
 8.9806548E+000, 9.9999996E-001, 9.9999996E-001, 2.2204460E-016, 1.0000000E+000, 9.8859998E+000
 9.0694849E+000, 9.9999997E-001, 9.9999997E-001, 2.2204460E-016, 1.0000000E+000, 9.9442321E+000
 9.1583151E+000, 9.9999997E-001, 9.9999997E-001, 2.2204460E-016, 1.0000000E+000, 1.0003790E+001
 9.2471452E+000, 9.9999998E-001, 9.9999998E-001, 2.2204460E-016, 1.0000000E+000, 1.0067804E+001
 9.3359753E+000, 9.9999998E-001, 9.9999998E-001, 2.2204460E-016, 1.0000000E+000, 1.0126199E+001
 9.4248054E+000, 9.9999998E-001, 9.9999998E-001, 2.2204460E-016, 1.0000000E+000, 1.0189037E+001
 9.5136356E+000, 9.9999999E-001, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000, 1.0247179E+001
 9.6024657E+000, 9.9999999E-001, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000, 1.0313125E+001
 9.6912958E+000, 9.9999999E-001, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000, 1.0407231E+001
 9.7801260E+000, 9.9999999E-001, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000, 1.0473170E+001
 9.8689561E+000, 9.9999999E-001, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000, 1.0534794E+001
 9.9577862E+000, 9.9999999E-001, 9.9999999E-001, 2.2204460E-016, 1.0000000E+000, 1.0631697E+001
 1.0046616E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.0695379E+001
 1.0135446E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.0755710E+001
 1.0224277E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.0829621E+001
 1.0313107E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.0906594E+001
 1.0401937E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.0977203E+001
 1.0490767E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.1041215E+001
 1.0579597E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.1101638E+001
 1.0668427E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.1161404E+001
 1.0757257E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.1221059E+001
 1.0846088E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.1280901E+001
 1.0934918E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.1341614E+001
 1.1023748E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.1416219E+001
 1.1112578E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000, 1.1480673E+001
 1.1201408E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.1576629E+001
 1.1290238E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000, 1.1653825E+001
 1.1379068E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000, 1.1732368E+001
 1.1467898E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.1801015E+001
 1.1556729E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.1863878E+001
 1.1645559E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000, 1.1924266E+001
 1.1734389E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.2000389E+001
 1.1823219E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.2070559E+001
 1.1912049E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.2146962E+001
 1.2000879E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.2218985E+001
 1.2089709E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.2285484E+001
 1.2178539E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.2346300E+001
 1.2267370E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.2406160E+001
 1.2356200E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.2474395E+001
 1.2445030E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.2663042E+001
 1.2533860E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.2742572E+001
 1.2622690E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.2835841E+001
 1.2711520E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.2906263E+001
 1.2800350E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.2974405E+001
 1.2889181E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.3051839E+001
 1.2978011E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.3123571E+001
 1.3066841E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.3188382E+001
 1.3155671E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.3248117E+001
 1.3244501E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.3306361E+001
 1.3333331E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.3372566E+001
 1.3422161E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.3434828E+001
 1.3510991E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.3493265E+001
 1.3599822E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.3551482E+001
 1.3688652E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.3643758E+001
 1.3777482E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.3711728E+001
 1.3866312E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.3773263E+001
 1.3955142E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.3832496E+001
 1.4043972E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.3890759E+001
 1.4132802E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.3949299E+001
 1.4221632E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.4013331E+001
 1.4310463E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.4071713E+001
 1.4399293E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.4134762E+001
 1.4488123E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.4192670E+001
 1.4576953E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.4251326E+001
 1.4665783E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.4311778E+001
 1.4754613E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.4370391E+001
 1.4843443E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.4441577E+001
 1.4932274E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.4533665E+001
 1.5021104E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.4599547E+001
 1.5109934E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.4660197E+001
 1.5198764E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.4719303E+001
 1.5287594E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.4778917E+001
 1.5376424E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.4838538E+001
 1.5465254E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.4898583E+001
 1.5554084E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.4958148E+001
 1.5642915E+001, 1.0000000E+000, 1.0000000E+000, 4.4408921E-016, 1.0000000E+000, 1.5017983E+001
 1.5731745E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.5079319E+001
 1.5820575E+001, 1.0000000E+000, 1.0000000E+000, 2.2204460E-016, 1.0000000E+000, 1.5139208E+001
