Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,Total T_USED (s)
    0, 2.396E+00, 1.135E+01, 4.551E+00, 1.377E+01, 2.336E+01, 9.602E+00, 1.380E+01, 0.000E+00, 4.164E+00, 0.000E+00, 3.872E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.217E+02
    1, 2.869E+00, 1.100E+01, 4.517E+00, 1.341E+01, 2.332E+01, 8.520E+00, 1.191E+01, 0.000E+00, 4.132E+00, 0.000E+00, 4.203E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.217E+02
    2, 2.398E+00, 1.130E+01, 4.401E+00, 1.384E+01, 2.336E+01, 9.402E+00, 1.316E+01, 0.000E+00, 4.199E+00, 0.000E+00, 3.964E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.217E+02
    3, 2.381E+00, 1.096E+01, 4.435E+00, 1.371E+01, 2.326E+01, 8.655E+00, 1.099E+01, 0.000E+00, 4.126E+00, 0.000E+00, 4.318E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.217E+02
    4, 2.384E+00, 1.114E+01, 4.401E+00, 1.366E+01, 2.340E+01, 9.248E+00, 1.271E+01, 0.000E+00, 4.185E+00, 0.000E+00, 4.058E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.217E+02
    5, 2.341E+00, 1.059E+01, 4.403E+00, 1.338E+01, 2.335E+01, 8.459E+00, 9.557E+00, 0.000E+00, 4.024E+00, 0.000E+00, 4.560E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.217E+02
    6, 2.393E+00, 1.113E+01, 4.568E+00, 1.326E+01, 2.334E+01, 9.525E+00, 1.262E+01, 0.000E+00, 4.110E+00, 0.000E+00, 4.076E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.217E+02
    7, 2.356E+00, 1.051E+01, 4.500E+00, 1.319E+01, 2.334E+01, 8.480E+00, 9.600E+00, 0.000E+00, 4.023E+00, 0.000E+00, 4.570E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.217E+02
    8, 2.396E+00, 1.142E+01, 4.612E+00, 1.332E+01, 2.342E+01, 9.719E+00, 1.435E+01, 0.000E+00, 4.165E+00, 0.000E+00, 3.830E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.217E+02
    9, 2.799E+00, 1.048E+01, 4.349E+00, 1.332E+01, 2.348E+01, 7.995E+00, 9.575E+00, 0.000E+00, 4.051E+00, 0.000E+00, 4.566E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.217E+02
