,,s,s,s
Time Step,Wall Time,Step Size,Simulation Time,CPU Time
      1,2020-06-26T16:17:50.149+02:00,   0.200E-02,   0.00200,   2.06714
      2,2020-06-26T16:17:50.277+02:00,   0.200E-02,   0.00400,   2.58159
      3,2020-06-26T16:17:50.415+02:00,   0.200E-02,   0.00600,   3.12087
      4,2020-06-26T16:17:50.546+02:00,   0.200E-02,   0.00800,   3.64320
      5,2020-06-26T16:17:50.679+02:00,   0.200E-02,   0.01000,   4.17531
      6,2020-06-26T16:17:50.804+02:00,   0.200E-02,   0.01200,   4.67564
      7,2020-06-26T16:17:50.929+02:00,   0.200E-02,   0.01400,   5.17539
      8,2020-06-26T16:17:51.054+02:00,   0.200E-02,   0.01600,   5.67718
      9,2020-06-26T16:17:51.403+02:00,   0.200E-02,   0.01800,   7.02390
     10,2020-06-26T16:17:51.530+02:00,   0.200E-02,   0.02000,   7.53085
     20,2020-06-26T16:17:52.820+02:00,   0.200E-02,   0.04000,  12.67065
     30,2020-06-26T16:17:54.186+02:00,   0.200E-02,   0.06000,  18.08664
     40,2020-06-26T16:17:55.525+02:00,   0.200E-02,   0.08000,  23.42317
     50,2020-06-26T16:17:56.889+02:00,   0.200E-02,   0.10000,  28.85788
     60,2020-06-26T16:17:58.375+02:00,   0.200E-02,   0.12000,  34.73682
     70,2020-06-26T16:17:59.775+02:00,   0.200E-02,   0.14000,  40.32040
     80,2020-06-26T16:18:01.181+02:00,   0.200E-02,   0.16000,  45.93544
     90,2020-06-26T16:18:02.751+02:00,   0.200E-02,   0.18000,  52.19791
    100,2020-06-26T16:18:04.288+02:00,   0.200E-02,   0.20000,  58.31214
    200,2020-06-26T16:18:18.233+02:00,   0.200E-02,   0.40000, 113.99354
    250,2020-06-26T16:18:25.627+02:00,   0.200E-02,   0.50000, 143.33251
