s,Pa,m/s,,s
 9.8376950E-002, 5.7225811E-002, 9.9311360E-006, 2.4000000E+001, 9.5189171E+000
 1.0138788E-001, 5.7266135E-002, 9.9955311E-006, 3.2000000E+001, 9.5965318E+000
 1.0401611E-001, 5.7269283E-002, 9.9951282E-006, 4.9000000E+001, 9.6791210E+000
 1.0664434E-001, 5.7269153E-002, 9.9988725E-006, 3.2000000E+001, 9.7610206E+000
 1.0927257E-001, 5.7253502E-002, 9.9955924E-006, 3.2000000E+001, 9.8247623E+000
 1.1190080E-001, 5.7215986E-002, 9.9732967E-006, 2.8000000E+001, 9.8769178E+000
 1.1452903E-001, 5.7169318E-002, 9.9126455E-006, 2.4000000E+001, 9.9270668E+000
 1.1683821E-001, 5.7130591E-002, 9.9853601E-006, 1.7000000E+001, 9.9907913E+000
 1.1914739E-001, 5.7088053E-002, 9.9085527E-006, 1.6000000E+001, 1.0035283E+001
 1.2145657E-001, 5.7042916E-002, 9.9674305E-006, 1.4000000E+001, 1.0072320E+001
 1.2376575E-001, 5.7001536E-002, 9.9315112E-006, 1.3000000E+001, 1.0130440E+001
 1.2607493E-001, 5.6972769E-002, 9.9488906E-006, 1.2000000E+001, 1.0171184E+001
 1.2838411E-001, 5.6929403E-002, 9.9218941E-006, 1.5000000E+001, 1.0212579E+001
 1.3043684E-001, 5.6895402E-002, 9.9841129E-006, 1.1000000E+001, 1.0271036E+001
 1.3248956E-001, 5.6855883E-002, 9.9330568E-006, 1.2000000E+001, 1.0309598E+001
 1.3454229E-001, 5.6816752E-002, 9.9253697E-006, 1.1000000E+001, 1.0345440E+001
 1.3659501E-001, 5.6775769E-002, 9.9662002E-006, 1.1000000E+001, 1.0401999E+001
 1.3864774E-001, 5.6732822E-002, 9.8584614E-006, 1.2000000E+001, 1.0437666E+001
 1.4070046E-001, 5.6687903E-002, 9.8094371E-006, 1.2000000E+001, 1.0476284E+001
 1.4275318E-001, 5.6639218E-002, 9.9916841E-006, 1.2000000E+001, 1.0527140E+001
 1.4480591E-001, 5.6590513E-002, 9.9649076E-006, 1.3000000E+001, 1.0569440E+001
 1.4663149E-001, 5.6552290E-002, 9.9445321E-006, 1.1000000E+001, 1.0618345E+001
 1.4845708E-001, 5.6510206E-002, 9.9430443E-006, 1.2000000E+001, 1.0656463E+001
 1.5028267E-001, 5.6470521E-002, 9.9618900E-006, 1.2000000E+001, 1.0707838E+001
 1.5210825E-001, 5.6431184E-002, 9.9865201E-006, 1.3000000E+001, 1.0749300E+001
 1.5393384E-001, 5.6392138E-002, 9.8570149E-006, 1.5000000E+001, 1.0787783E+001
 1.5575942E-001, 5.6355275E-002, 9.9219940E-006, 1.5000000E+001, 1.0826641E+001
 1.5758501E-001, 5.6318921E-002, 9.9050509E-006, 1.7000000E+001, 1.0882388E+001
 1.5941059E-001, 5.6285207E-002, 9.8916486E-006, 1.8000000E+001, 1.0927281E+001
 1.6123618E-001, 5.6252757E-002, 9.9914830E-006, 1.8000000E+001, 1.0969048E+001
 1.6306176E-001, 5.6223823E-002, 9.9829126E-006, 1.9000000E+001, 1.1031905E+001
 1.6470048E-001, 5.6204732E-002, 9.9602917E-006, 1.7000000E+001, 1.1080295E+001
 1.6633920E-001, 5.6182309E-002, 9.9424141E-006, 1.7000000E+001, 1.1124076E+001
 1.6797791E-001, 5.6159809E-002, 9.8978514E-006, 1.7000000E+001, 1.1182592E+001
 1.6961663E-001, 5.6134871E-002, 9.9586252E-006, 1.6000000E+001, 1.1222593E+001
 1.7125534E-001, 5.6109453E-002, 9.9449435E-006, 1.6000000E+001, 1.1262606E+001
 1.7289406E-001, 5.6083428E-002, 9.9805073E-006, 1.5000000E+001, 1.1305300E+001
 1.7453278E-001, 5.6054498E-002, 9.9608411E-006, 1.5000000E+001, 1.1361108E+001
 1.7617149E-001, 5.6022576E-002, 9.8843031E-006, 1.5000000E+001, 1.1402647E+001
 1.7781021E-001, 5.5987623E-002, 9.9151577E-006, 1.4000000E+001, 1.1439781E+001
 1.7944892E-001, 5.5951769E-002, 9.8685871E-006, 1.4000000E+001, 1.1477502E+001
 1.8108764E-001, 5.5912885E-002, 9.9426005E-006, 1.3000000E+001, 1.1514192E+001
 1.8272636E-001, 5.5873127E-002, 9.9449574E-006, 1.3000000E+001, 1.1568496E+001
 1.8436507E-001, 5.5832553E-002, 9.8723182E-006, 1.3000000E+001, 1.1605122E+001
 1.8583756E-001, 5.5798858E-002, 9.9958759E-006, 4.0000000E+000, 1.1646223E+001
 1.8731005E-001, 5.5770060E-002, 9.9192581E-006, 1.6000000E+001, 1.1681790E+001
 1.8878253E-001, 5.5726855E-002, 9.5823005E-006, 4.0000000E+000, 1.1733068E+001
 1.9025502E-001, 5.5692448E-002, 9.8278502E-006, 1.5000000E+001, 1.1769967E+001
 1.9172750E-001, 5.5650637E-002, 9.5946034E-006, 4.0000000E+000, 1.1803217E+001
 1.9319999E-001, 5.5615346E-002, 9.8525050E-006, 1.5000000E+001, 1.1836548E+001
 1.9467248E-001, 5.5572611E-002, 9.6272858E-006, 4.0000000E+000, 1.1886326E+001
 1.9614496E-001, 5.5538786E-002, 9.9095793E-006, 1.5000000E+001, 1.1923170E+001
 1.9761745E-001, 5.5495160E-002, 9.7470276E-006, 4.0000000E+000, 1.1956489E+001
 1.9908994E-001, 5.5462882E-002, 9.8728490E-006, 1.6000000E+001, 1.1991062E+001
 2.0056242E-001, 5.5418428E-002, 9.7055484E-006, 4.0000000E+000, 1.2048419E+001
 2.0203491E-001, 5.5387792E-002, 9.9792094E-006, 1.6000000E+001, 1.2091927E+001
 2.0350740E-001, 5.5347294E-002, 9.8246011E-006, 4.0000000E+000, 1.2130160E+001
 2.0497988E-001, 5.5318286E-002, 9.8719566E-006, 1.8000000E+001, 1.2166806E+001
 2.0645237E-001, 5.5276923E-002, 9.7186424E-006, 4.0000000E+000, 1.2200880E+001
 2.0792486E-001, 5.5249415E-002, 9.8630248E-006, 1.9000000E+001, 1.2265912E+001
 2.0939734E-001, 5.5211840E-002, 9.7384443E-006, 4.0000000E+000, 1.2298388E+001
 2.1072212E-001, 5.5197864E-002, 9.9447592E-006, 1.8000000E+001, 1.2345373E+001
 2.1204689E-001, 5.5167328E-002, 9.7154027E-006, 4.0000000E+000, 1.2379540E+001
 2.1337167E-001, 5.5149187E-002, 9.9200022E-006, 1.8000000E+001, 1.2438100E+001
 2.1469644E-001, 5.5122329E-002, 9.8003815E-006, 4.0000000E+000, 1.2470238E+001
 2.1602122E-001, 5.5107425E-002, 9.9445523E-006, 1.9000000E+001, 1.2633319E+001
 2.1734599E-001, 5.5078760E-002, 9.8361699E-006, 4.0000000E+000, 1.2720366E+001
 2.1867076E-001, 5.5061888E-002, 9.9026687E-006, 2.0000000E+001, 1.2761792E+001
 2.1999554E-001, 5.5031704E-002, 9.7862135E-006, 4.0000000E+000, 1.2845688E+001
 2.2132031E-001, 5.5013426E-002, 9.9329223E-006, 1.9000000E+001, 1.2883663E+001
 2.2264509E-001, 5.4979643E-002, 9.8303924E-006, 4.0000000E+000, 1.3056391E+001
 2.2396986E-001, 5.4957984E-002, 9.8888036E-006, 1.9000000E+001, 1.3153376E+001
 2.2529464E-001, 5.4921037E-002, 9.6874028E-006, 4.0000000E+000, 1.3191947E+001
 2.2661941E-001, 5.4896487E-002, 9.9637051E-006, 1.7000000E+001, 1.3268911E+001
 2.2794419E-001, 5.4859137E-002, 9.7778311E-006, 4.0000000E+000, 1.3421413E+001
 2.2926896E-001, 5.4831829E-002, 9.8955360E-006, 1.7000000E+001, 1.3466868E+001
 2.3059374E-001, 5.4791603E-002, 9.8439683E-006, 3.0000000E+000, 1.3613748E+001
 2.3191851E-001, 5.4761542E-002, 9.8498442E-006, 1.7000000E+001, 1.3827820E+001
 2.3324329E-001, 5.4718403E-002, 9.5678471E-006, 3.0000000E+000, 1.3865219E+001
 2.3456806E-001, 5.4688174E-002, 9.8542132E-006, 1.6000000E+001, 1.3946396E+001
 2.3589283E-001, 5.4642038E-002, 9.5614898E-006, 3.0000000E+000, 1.3980760E+001
 2.3721761E-001, 5.4611547E-002, 9.8473298E-006, 1.6000000E+001, 1.4015808E+001
 2.3854238E-001, 5.4564966E-002, 9.5100626E-006, 3.0000000E+000, 1.4048452E+001
 2.3986716E-001, 5.4531433E-002, 9.9891827E-006, 1.5000000E+001, 1.4101799E+001
 2.4105746E-001, 5.4497191E-002, 9.4286971E-006, 3.0000000E+000, 1.4137817E+001
 2.4224775E-001, 5.4468687E-002, 9.9747628E-006, 1.3000000E+001, 1.4190438E+001
 2.4343805E-001, 5.4401234E-002, 9.9443074E-006, 3.0000000E+000, 1.4217942E+001
 2.4462835E-001, 5.4392966E-002, 9.8442460E-006, 1.5000000E+001, 1.4253656E+001
 2.4581864E-001, 5.4324955E-002, 9.5211826E-006, 3.0000000E+000, 1.4296304E+001
 2.4700894E-001, 5.4310590E-002, 9.9901225E-006, 1.2000000E+001, 1.4330409E+001
 2.4819924E-001, 5.4272037E-002, 9.4657594E-006, 3.0000000E+000, 1.4468899E+001
 2.4938953E-001, 5.4248013E-002, 9.8426875E-006, 1.5000000E+001, 1.4615923E+001
 2.5057983E-001, 5.4208434E-002, 9.5011391E-006, 3.0000000E+000, 1.4650647E+001
 2.5177013E-001, 5.4185823E-002, 9.8623035E-006, 1.5000000E+001, 1.4756125E+001
 2.5296042E-001, 5.4147712E-002, 9.6255648E-006, 3.0000000E+000, 1.4785578E+001
 2.5415072E-001, 5.4126077E-002, 9.9384287E-006, 1.6000000E+001, 1.4934023E+001
 2.5534102E-001, 5.4089336E-002, 9.7590941E-006, 3.0000000E+000, 1.5011982E+001
 2.5653131E-001, 5.4068903E-002, 9.9009093E-006, 1.7000000E+001, 1.5047477E+001
 2.5772161E-001, 5.4033836E-002, 9.7500962E-006, 3.0000000E+000, 1.5143487E+001
 2.5891191E-001, 5.4012320E-002, 9.9150509E-006, 1.7000000E+001, 1.5179206E+001
 2.6010220E-001, 5.3976443E-002, 9.8062757E-006, 3.0000000E+000, 1.5307588E+001
 2.6129250E-001, 5.3954310E-002, 9.9635293E-006, 1.7000000E+001, 1.5464235E+001
 2.6248280E-001, 5.3918006E-002, 9.8256047E-006, 3.0000000E+000, 1.5502933E+001
 2.6367309E-001, 5.3895744E-002, 9.9407383E-006, 1.7000000E+001, 1.5565410E+001
 2.6486339E-001, 5.3856461E-002, 9.7977355E-006, 3.0000000E+000, 1.5597879E+001
 2.6605369E-001, 5.3834363E-002, 9.8819299E-006, 1.7000000E+001, 1.5637432E+001
 2.6724398E-001, 5.3795069E-002, 9.7055853E-006, 3.0000000E+000, 1.5672009E+001
 2.6843428E-001, 5.3770286E-002, 9.9294062E-006, 1.6000000E+001, 1.5706747E+001
 2.6962458E-001, 5.3730937E-002, 9.7250150E-006, 3.0000000E+000, 1.5739504E+001
 2.7081487E-001, 5.3706254E-002, 9.9170094E-006, 1.6000000E+001, 1.5774103E+001
 2.7200517E-001, 5.3663851E-002, 9.6856960E-006, 3.0000000E+000, 1.5823016E+001
 2.7438576E-001, 5.3614942E-002, 9.7340798E-006, 9.5000000E+000, 1.5874888E+001
 2.7676636E-001, 5.3544503E-002, 9.7617324E-006, 9.0000000E+000, 1.5940769E+001
 2.7890234E-001, 5.3472401E-002, 9.7576200E-006, 8.5000000E+000, 1.6025667E+001
 2.8103832E-001, 5.3396221E-002, 9.7307283E-006, 8.0000000E+000, 1.6086326E+001
 2.8210631E-001, 5.3353100E-002, 9.9301584E-006, 1.2000000E+001, 1.6134554E+001
 2.8424229E-001, 5.3301098E-002, 9.6081776E-006, 7.5000000E+000, 1.6200577E+001
 2.8637828E-001, 5.3239278E-002, 9.6671549E-006, 8.0000000E+000, 1.6397239E+001
 2.8851426E-001, 5.3176527E-002, 9.6986376E-006, 8.0000000E+000, 1.6525250E+001
 2.9065024E-001, 5.3112767E-002, 9.6934430E-006, 8.5000000E+000, 1.6638354E+001
 2.9278622E-001, 5.3046818E-002, 9.7360227E-006, 8.0000000E+000, 1.6818929E+001
 2.9492221E-001, 5.2982599E-002, 9.7509741E-006, 8.5000000E+000, 1.7071809E+001
 2.9705819E-001, 5.2914553E-002, 9.7651954E-006, 8.0000000E+000, 1.7185043E+001
 2.9812618E-001, 5.2862657E-002, 9.5794360E-006, 3.0000000E+000, 1.7233135E+001
 3.0026216E-001, 5.2815746E-002, 9.6938025E-006, 8.5000000E+000, 1.7282426E+001
 3.0239815E-001, 5.2748090E-002, 9.7501800E-006, 8.0000000E+000, 1.7345563E+001
 3.0453413E-001, 5.2680689E-002, 9.6893616E-006, 8.5000000E+000, 1.7428262E+001
 3.0667011E-001, 5.2613538E-002, 9.7280968E-006, 8.0000000E+000, 1.7491570E+001
 3.0880609E-001, 5.2546362E-002, 9.6849776E-006, 8.5000000E+000, 1.7556717E+001
 3.1094208E-001, 5.2480600E-002, 9.7717143E-006, 8.5000000E+000, 1.7633246E+001
 3.1201007E-001, 5.2432120E-002, 9.8812604E-006, 1.3000000E+001, 1.7682507E+001
 3.1414605E-001, 5.2379524E-002, 9.7196204E-006, 8.5000000E+000, 1.7731073E+001
 3.1628203E-001, 5.2312726E-002, 9.7388300E-006, 8.5000000E+000, 1.7811245E+001
 3.1841801E-001, 5.2244247E-002, 9.7867932E-006, 8.5000000E+000, 1.7875561E+001
 3.2044571E-001, 5.2179992E-002, 9.7867317E-006, 7.7863889E+000, 1.7942090E+001
 3.2236512E-001, 5.2120190E-002, 9.8596267E-006, 7.0000000E+000, 1.8024263E+001
 3.2428454E-001, 5.2060184E-002, 9.7956095E-006, 7.5000000E+000, 1.8090530E+001
 3.2620395E-001, 5.1998950E-002, 9.7930382E-006, 7.0000000E+000, 1.8311923E+001
 3.2812336E-001, 5.1938466E-002, 9.8796706E-006, 7.5000000E+000, 1.8611222E+001
 3.3004278E-001, 5.1873660E-002, 9.8324233E-006, 7.0000000E+000, 1.8795154E+001
 3.3292190E-001, 5.1792094E-002, 9.7424027E-006, 6.3333333E+000, 1.8971659E+001
 3.3484131E-001, 5.1707722E-002, 9.8268890E-006, 7.5000000E+000, 1.9253856E+001
 3.3676072E-001, 5.1641444E-002, 9.9624650E-006, 7.5000000E+000, 1.9427366E+001
 3.3868014E-001, 5.1573455E-002, 9.9739530E-006, 7.5000000E+000, 1.9566620E+001
 3.4059955E-001, 5.1501790E-002, 9.8317837E-006, 6.5000000E+000, 1.9755853E+001
 3.4251896E-001, 5.1433992E-002, 9.9506079E-006, 7.0000000E+000, 1.9965267E+001
 3.4443838E-001, 5.1365982E-002, 9.9407411E-006, 7.0000000E+000, 2.0091194E+001
 3.4635779E-001, 5.1297458E-002, 9.9166455E-006, 7.5000000E+000, 2.0320663E+001
 3.4827720E-001, 5.1228178E-002, 9.8928209E-006, 6.5000000E+000, 2.0430692E+001
 3.5019662E-001, 5.1163649E-002, 9.9689217E-006, 7.0000000E+000, 2.0644073E+001
 3.5211603E-001, 5.1096041E-002, 9.9589085E-006, 7.5000000E+000, 2.0808156E+001
 3.5403544E-001, 5.1027417E-002, 9.9499765E-006, 7.5000000E+000, 2.0932341E+001
 3.5691456E-001, 5.0945842E-002, 9.9646466E-006, 8.0000000E+000, 2.1116675E+001
 3.5883397E-001, 5.0862011E-002, 9.9583008E-006, 7.5000000E+000, 2.1348537E+001
 3.6075339E-001, 5.0796700E-002, 9.9467705E-006, 7.5000000E+000, 2.1540654E+001
 3.6267280E-001, 5.0728997E-002, 9.9209988E-006, 8.0000000E+000, 2.1738562E+001
 3.6459221E-001, 5.0661053E-002, 9.9601459E-006, 8.0000000E+000, 2.1988165E+001
 3.6651163E-001, 5.0593148E-002, 9.9320392E-006, 8.0000000E+000, 2.2395907E+001
 3.6833504E-001, 5.0527602E-002, 9.8695842E-006, 7.0000000E+000, 2.2604064E+001
 3.7006245E-001, 5.0466860E-002, 9.7153531E-006, 7.0000000E+000, 2.2735560E+001
 3.7265357E-001, 5.0389439E-002, 9.6284013E-006, 7.3333333E+000, 2.2868949E+001
 3.7438098E-001, 5.0306019E-002, 9.3201008E-006, 7.5000000E+000, 2.2982350E+001
 3.7610839E-001, 5.0237322E-002, 9.5006150E-006, 7.5000000E+000, 2.3347851E+001
 3.7869951E-001, 5.0148760E-002, 8.9002647E-006, 8.0000000E+000, 2.3492679E+001
 3.8042692E-001, 5.0057625E-002, 8.9195848E-006, 8.0000000E+000, 2.3631758E+001
 3.8215433E-001, 4.9988795E-002, 9.2600295E-006, 8.0000000E+000, 2.3829684E+001
 3.8474545E-001, 4.9902722E-002, 9.1945120E-006, 8.3333333E+000, 2.4094369E+001
 3.8647286E-001, 4.9813659E-002, 8.4072273E-006, 9.0000000E+000, 2.4226448E+001
 3.8820028E-001, 4.9741704E-002, 8.4192556E-006, 9.0000000E+000, 2.4540295E+001
 3.9079139E-001, 4.9655267E-002, 9.0268262E-006, 9.0000000E+000, 2.4913731E+001
 3.9251881E-001, 4.9565134E-002, 9.0120831E-006, 9.5000000E+000, 2.5118027E+001
 3.9424622E-001, 4.9492367E-002, 9.1692982E-006, 9.5000000E+000, 2.5334303E+001
 3.9683734E-001, 4.9404638E-002, 8.7131245E-006, 1.0000000E+001, 2.5506557E+001
 3.9856475E-001, 4.9312115E-002, 9.4537182E-006, 1.0000000E+001, 2.5648372E+001
 4.0029216E-001, 4.9238973E-002, 9.1357363E-006, 1.0500000E+001, 2.5841403E+001
 4.0201957E-001, 4.9164099E-002, 9.3886782E-006, 1.0500000E+001, 2.6049418E+001
 4.0461069E-001, 4.9065421E-002, 9.1187020E-006, 1.1000000E+001, 2.6236398E+001
 4.0633810E-001, 4.8966778E-002, 9.6147287E-006, 1.1000000E+001, 2.6548321E+001
 4.0806551E-001, 4.8887102E-002, 9.2663197E-006, 1.1500000E+001, 2.6797010E+001
 4.1065663E-001, 4.8784796E-002, 9.0303173E-006, 1.2000000E+001, 2.6978756E+001
 4.1238404E-001, 4.8684300E-002, 9.2836459E-006, 1.2000000E+001, 2.7231257E+001
 4.1411146E-001, 4.8602171E-002, 9.7085699E-006, 1.2000000E+001, 2.7443895E+001
 4.1670257E-001, 4.8498900E-002, 9.2140309E-006, 1.2666667E+001, 2.7661987E+001
 4.1842999E-001, 4.8396863E-002, 8.9468802E-006, 1.3000000E+001, 2.7905305E+001
 4.2015740E-001, 4.8316826E-002, 9.1152336E-006, 1.3000000E+001, 2.8053140E+001
 4.2266109E-001, 4.8220245E-002, 9.3390395E-006, 1.2689946E+001, 2.8221067E+001
 4.2421365E-001, 4.8137140E-002, 9.0992212E-006, 1.2000000E+001, 2.8480435E+001
 4.2654249E-001, 4.8055171E-002, 9.0763795E-006, 1.2000000E+001, 2.8712482E+001
 4.2809505E-001, 4.7972724E-002, 9.3079590E-006, 1.2000000E+001, 2.8973158E+001
 4.3042389E-001, 4.7891013E-002, 9.6181528E-006, 1.2000000E+001, 2.9303456E+001
 4.3275272E-001, 4.7795586E-002, 9.6030345E-006, 1.2333333E+001, 2.9432330E+001
 4.3430528E-001, 4.7719166E-002, 9.8697830E-006, 1.2000000E+001, 2.9604128E+001
 4.3663412E-001, 4.7645802E-002, 9.2979140E-006, 1.2666667E+001, 2.9765286E+001
 4.3818668E-001, 4.7572123E-002, 9.5462738E-006, 1.2500000E+001, 2.9944188E+001
 4.4051552E-001, 4.7498222E-002, 9.0451024E-006, 1.3000000E+001, 3.0153257E+001
 4.4206808E-001, 4.7422956E-002, 9.2930186E-006, 1.3000000E+001, 3.0323582E+001
 4.4439692E-001, 4.7347112E-002, 9.5207838E-006, 1.3000000E+001, 3.0526906E+001
 4.4672576E-001, 4.7256991E-002, 9.7615200E-006, 1.3000000E+001, 3.0670608E+001
 4.4827832E-001, 4.7181791E-002, 9.4514325E-006, 1.3500000E+001, 3.0874330E+001
 4.5060716E-001, 4.7103413E-002, 9.5943563E-006, 1.3333333E+001, 3.1156783E+001
 4.5215972E-001, 4.7022660E-002, 9.2056330E-006, 1.4000000E+001, 3.1463531E+001
 4.5448855E-001, 4.6939823E-002, 9.2324923E-006, 1.4000000E+001, 3.1600049E+001
 4.5604111E-001, 4.6858276E-002, 9.3199909E-006, 1.4000000E+001, 3.1825924E+001
 4.5836995E-001, 4.6775435E-002, 9.5077447E-006, 1.4000000E+001, 3.2094445E+001
 4.6069879E-001, 4.6672628E-002, 9.7423268E-006, 1.4000000E+001, 3.2293564E+001
 4.6225135E-001, 4.6585683E-002, 9.9141869E-006, 1.4000000E+001, 3.2471632E+001
 4.6458019E-001, 4.6498147E-002, 9.6239002E-006, 1.4333333E+001, 3.2637012E+001
 4.6613275E-001, 4.6409856E-002, 9.5684576E-006, 1.4500000E+001, 3.2757742E+001
 4.6846159E-001, 4.6321306E-002, 9.5584819E-006, 1.4333333E+001, 3.2959598E+001
 4.7001415E-001, 4.6233195E-002, 9.4668845E-006, 1.4500000E+001, 3.3196875E+001
 4.7234299E-001, 4.6146286E-002, 9.3735690E-006, 1.4666667E+001, 3.3350128E+001
 4.7467183E-001, 4.6043755E-002, 9.5758516E-006, 1.4333333E+001, 3.3586239E+001
 4.7622438E-001, 4.5959692E-002, 9.4218934E-006, 1.4500000E+001, 3.3890621E+001
 4.7855322E-001, 4.5877243E-002, 9.5979944E-006, 1.4333333E+001, 3.4310573E+001
 4.8010578E-001, 4.5796520E-002, 9.9481095E-006, 1.4000000E+001, 3.4440527E+001
 4.8243462E-001, 4.5717825E-002, 9.9742625E-006, 1.4000000E+001, 3.4634264E+001
 4.8460733E-001, 4.5634502E-002, 9.6009204E-006, 1.3357287E+001, 3.4873384E+001
 4.8600375E-001, 4.5571488E-002, 9.4858368E-006, 1.2500000E+001, 3.5153341E+001
 4.8809839E-001, 4.5503642E-002, 9.4982763E-006, 1.2666667E+001, 3.5297781E+001
 4.9019302E-001, 4.5422165E-002, 9.4813659E-006, 1.2666667E+001, 3.5442446E+001
 4.9228766E-001, 4.5340879E-002, 9.1796771E-006, 1.3000000E+001, 3.5628074E+001
 4.9438229E-001, 4.5257741E-002, 9.1594132E-006, 1.3000000E+001, 3.5817481E+001
 4.9647693E-001, 4.5171572E-002, 9.1656199E-006, 1.3000000E+001, 3.6065468E+001
 4.9857157E-001, 4.5083085E-002, 9.2497840E-006, 1.3000000E+001, 3.6193825E+001
 5.0066620E-001, 4.4995627E-002, 9.2789005E-006, 1.3000000E+001, 3.6368951E+001
 5.0206263E-001, 4.4919943E-002, 9.3665337E-006, 1.3000000E+001, 3.6497982E+001
 5.0415726E-001, 4.4841539E-002, 9.4264845E-006, 1.3000000E+001, 3.6671549E+001
 5.0625190E-001, 4.4745738E-002, 9.4440677E-006, 1.3000000E+001, 3.6804743E+001
 5.0834653E-001, 4.4648888E-002, 9.4593790E-006, 1.3000000E+001, 3.7150062E+001
 5.1044117E-001, 4.4549702E-002, 9.4780887E-006, 1.3000000E+001, 3.7354606E+001
 5.1253581E-001, 4.4451773E-002, 9.3946219E-006, 1.3000000E+001, 3.7549158E+001
 5.1463044E-001, 4.4353827E-002, 9.3438653E-006, 1.3000000E+001, 3.7800956E+001
 5.1602687E-001, 4.4271372E-002, 9.3106902E-006, 1.3000000E+001, 3.7985155E+001
 5.1812150E-001, 4.4190210E-002, 9.2046245E-006, 1.3000000E+001, 3.8147439E+001
 5.2021614E-001, 4.4095080E-002, 9.4766878E-006, 1.2666667E+001, 3.8314796E+001
 5.2231077E-001, 4.4002939E-002, 9.7078733E-006, 1.2333333E+001, 3.8488751E+001
 5.2440541E-001, 4.3913954E-002, 9.3640776E-006, 1.2666667E+001, 3.8654819E+001
 5.2650005E-001, 4.3826949E-002, 9.8580534E-006, 1.2000000E+001, 3.8822159E+001
 5.2859468E-001, 4.3742474E-002, 9.9396807E-006, 1.2000000E+001, 3.8960165E+001
 5.3068932E-001, 4.3660298E-002, 9.8513464E-006, 1.2000000E+001, 3.9082301E+001
 5.3208574E-001, 4.3592210E-002, 9.7740965E-006, 1.2000000E+001, 3.9225281E+001
 5.3418038E-001, 4.3520573E-002, 9.7905831E-006, 1.2000000E+001, 3.9367949E+001
 5.3627502E-001, 4.3436132E-002, 9.6891066E-006, 1.2000000E+001, 3.9547455E+001
 5.3836965E-001, 4.3350550E-002, 9.6871984E-006, 1.2000000E+001, 3.9772727E+001
 5.4046429E-001, 4.3264846E-002, 9.6267263E-006, 1.2000000E+001, 4.0004970E+001
 5.4255892E-001, 4.3176680E-002, 9.6573848E-006, 1.2000000E+001, 4.0187942E+001
 5.4465356E-001, 4.3087738E-002, 9.6456147E-006, 1.2000000E+001, 4.0601014E+001
 5.4604998E-001, 4.3012909E-002, 9.6719031E-006, 1.2000000E+001, 4.0909725E+001
 5.4814462E-001, 4.2936242E-002, 9.6841992E-006, 1.2000000E+001, 4.1036506E+001
 5.5023926E-001, 4.2843292E-002, 9.6666610E-006, 1.2000000E+001, 4.1251069E+001
 5.5233389E-001, 4.2747459E-002, 9.7289017E-006, 1.2000000E+001, 4.1475177E+001
 5.5442853E-001, 4.2651132E-002, 9.7300573E-006, 1.2000000E+001, 4.1626190E+001
 5.5638250E-001, 4.2561851E-002, 9.4408016E-006, 1.1357330E+001, 4.1811717E+001
