,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2020-02-21T10:37:47.573+01:00,   0.395E-02,   0.00395
      2,2020-02-21T10:37:47.613+01:00,   0.395E-02,   0.00791
      3,2020-02-21T10:37:47.651+01:00,   0.395E-02,   0.01186
      4,2020-02-21T10:37:47.677+01:00,   0.395E-02,   0.01581
      5,2020-02-21T10:37:47.701+01:00,   0.395E-02,   0.01976
      6,2020-02-21T10:37:47.740+01:00,   0.395E-02,   0.02372
      7,2020-02-21T10:37:47.769+01:00,   0.395E-02,   0.02767
      8,2020-02-21T10:37:47.794+01:00,   0.395E-02,   0.03162
      9,2020-02-21T10:37:47.833+01:00,   0.395E-02,   0.03558
     10,2020-02-21T10:37:47.863+01:00,   0.395E-02,   0.03953
     20,2020-02-21T10:37:48.233+01:00,   0.395E-02,   0.07906
     30,2020-02-21T10:37:48.627+01:00,   0.263E-02,   0.10928
     40,2020-02-21T10:37:48.999+01:00,   0.205E-02,   0.13249
     50,2020-02-21T10:37:49.346+01:00,   0.183E-02,   0.15211
     60,2020-02-21T10:37:49.952+01:00,   0.164E-02,   0.16962
     70,2020-02-21T10:37:50.391+01:00,   0.147E-02,   0.18584
     80,2020-02-21T10:37:50.909+01:00,   0.147E-02,   0.20057
     90,2020-02-21T10:37:51.363+01:00,   0.132E-02,   0.21471
    100,2020-02-21T10:37:51.797+01:00,   0.132E-02,   0.22795
    200,2020-02-21T10:37:56.118+01:00,   0.960E-03,   0.33869
    300,2020-02-21T10:38:00.404+01:00,   0.776E-03,   0.42732
    400,2020-02-21T10:38:03.934+01:00,   0.698E-03,   0.50277
    500,2020-02-21T10:38:07.471+01:00,   0.628E-03,   0.57083
    600,2020-02-21T10:38:11.646+01:00,   0.628E-03,   0.63362
    700,2020-02-21T10:38:15.637+01:00,   0.565E-03,   0.69069
    800,2020-02-21T10:38:19.365+01:00,   0.508E-03,   0.74624
    900,2020-02-21T10:38:23.024+01:00,   0.508E-03,   0.79708
   1000,2020-02-21T10:38:26.549+01:00,   0.508E-03,   0.84792
   1100,2020-02-21T10:38:30.276+01:00,   0.457E-03,   0.89500
   1200,2020-02-21T10:38:34.191+01:00,   0.457E-03,   0.94074
   1300,2020-02-21T10:38:37.694+01:00,   0.457E-03,   0.98648
   1400,2020-02-21T10:38:41.552+01:00,   0.412E-03,   1.03118
   1500,2020-02-21T10:38:44.798+01:00,   0.412E-03,   1.07234
   1600,2020-02-21T10:38:48.656+01:00,   0.412E-03,   1.11350
   1700,2020-02-21T10:38:51.974+01:00,   0.412E-03,   1.15467
   1800,2020-02-21T10:38:55.654+01:00,   0.412E-03,   1.19583
   1900,2020-02-21T10:38:59.403+01:00,   0.412E-03,   1.23700
   2000,2020-02-21T10:39:02.993+01:00,   0.370E-03,   1.27408
   2100,2020-02-21T10:39:06.468+01:00,   0.370E-03,   1.31112
   2200,2020-02-21T10:39:10.257+01:00,   0.333E-03,   1.34519
   2300,2020-02-21T10:39:15.008+01:00,   0.299E-03,   1.37697
   2400,2020-02-21T10:39:20.140+01:00,   0.299E-03,   1.40684
   2500,2020-02-21T10:39:25.105+01:00,   0.268E-03,   1.43384
   2600,2020-02-21T10:39:30.244+01:00,   0.268E-03,   1.46062
   2700,2020-02-21T10:39:35.083+01:00,   0.268E-03,   1.48740
   2800,2020-02-21T10:39:40.469+01:00,   0.268E-03,   1.51418
   2900,2020-02-21T10:39:44.795+01:00,   0.241E-03,   1.53884
   3000,2020-02-21T10:39:49.189+01:00,   0.265E-03,   1.56501
   3100,2020-02-21T10:39:54.301+01:00,   0.265E-03,   1.59151
   3200,2020-02-21T10:39:59.580+01:00,   0.265E-03,   1.61801
   3300,2020-02-21T10:40:04.045+01:00,   0.238E-03,   1.64257
   3400,2020-02-21T10:40:08.528+01:00,   0.262E-03,   1.66762
   3500,2020-02-21T10:40:13.151+01:00,   0.262E-03,   1.69383
   3600,2020-02-21T10:40:18.242+01:00,   0.262E-03,   1.72005
   3700,2020-02-21T10:40:22.043+01:00,   0.236E-03,   1.74445
   3800,2020-02-21T10:40:25.961+01:00,   0.260E-03,   1.76908
   3900,2020-02-21T10:40:30.035+01:00,   0.234E-03,   1.79404
   4000,2020-02-21T10:40:34.593+01:00,   0.257E-03,   1.81847
   4100,2020-02-21T10:40:38.764+01:00,   0.257E-03,   1.84416
   4200,2020-02-21T10:40:43.016+01:00,   0.257E-03,   1.86984
   4300,2020-02-21T10:40:47.179+01:00,   0.231E-03,   1.89465
   4400,2020-02-21T10:40:51.687+01:00,   0.254E-03,   1.91872
   4500,2020-02-21T10:40:55.943+01:00,   0.254E-03,   1.94413
   4600,2020-02-21T10:40:59.892+01:00,   0.254E-03,   1.96954
   4700,2020-02-21T10:41:04.113+01:00,   0.254E-03,   1.99496
   4720,2020-02-21T10:41:04.996+01:00,   0.217E-03,   2.00000
