s,m/s,m/s,m/s,Pa,m/s,,,,
Time,"u-vel","v-vel","w-vel","pres","error","iter","scarc-iter","scarc-rate","scarc-res"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.6394956E-003, 2.9302858E-001, 0.0000000E+000, 3.5227393E-002, 1.6785221E+001, 7.8058770E-006, 1.4000000E+001, 3.6000000E+001, 5.6810587E-001, 6.5703044E-009
 5.2789913E-003, 2.9156370E-001, 0.0000000E+000, 3.5399544E-002,-9.3697323E-002, 7.7669701E-006, 1.4000000E+001, 3.6000000E+001, 5.6809955E-001, 6.5398648E-009
 7.9184869E-003, 2.9000395E-001, 0.0000000E+000, 3.5570841E-002,-9.6279548E-002, 5.8871858E-006, 3.0000000E+000, 3.5000000E+001, 5.7186134E-001, 9.3374737E-009
 1.0557983E-002, 2.8834715E-001, 0.0000000E+000, 3.5742573E-002,-9.8872718E-002, 8.5971651E-006, 3.0000000E+000, 3.6000000E+001, 5.6711408E-001, 5.8542911E-009
 1.3461428E-002, 2.8640972E-001, 0.0000000E+000, 3.5932044E-002,-1.0142531E-001, 9.8050170E-006, 3.0000000E+000, 3.6000000E+001, 5.6697686E-001, 5.9965351E-009
 1.6364873E-002, 2.8434924E-001, 0.0000000E+000, 3.6122151E-002,-1.0433658E-001, 4.8141761E-006, 4.0000000E+000, 3.5000000E+001, 5.7320463E-001, 7.7450380E-009
 1.9558663E-002, 2.8193814E-001, 0.0000000E+000, 3.6331983E-002,-1.0716985E-001, 5.3340224E-006, 4.0000000E+000, 3.5000000E+001, 5.7317604E-001, 7.7621385E-009
 2.2752452E-002, 2.7937379E-001, 0.0000000E+000, 3.6542518E-002,-1.1037292E-001, 5.5224872E-006, 4.0000000E+000, 3.5000000E+001, 5.7317682E-001, 8.0328526E-009
 2.6265621E-002, 2.7637509E-001, 0.0000000E+000, 3.6774818E-002,-1.1344678E-001, 6.9195903E-006, 4.0000000E+000, 3.5000000E+001, 5.7318395E-001, 9.1507670E-009
 2.9778790E-002, 2.7318988E-001, 0.0000000E+000, 3.7007699E-002,-1.1690977E-001, 7.2089279E-006, 4.0000000E+000, 3.5000000E+001, 5.7314723E-001, 9.5085674E-009
 3.3643275E-002, 2.6947228E-001, 0.0000000E+000, 3.7264325E-002,-1.2017537E-001, 8.8274588E-006, 4.0000000E+000, 3.6000000E+001, 5.6762459E-001, 4.2755488E-009
 3.7507761E-002, 2.6553347E-001, 0.0000000E+000, 3.7521168E-002,-1.2382928E-001, 9.1970131E-006, 4.0000000E+000, 3.6000000E+001, 5.6761810E-001, 4.4494963E-009
 4.1372247E-002, 2.6137782E-001, 0.0000000E+000, 3.7777964E-002,-1.2737848E-001, 9.4005512E-006, 4.0000000E+000, 3.6000000E+001, 5.6760737E-001, 4.5386627E-009
 4.5236732E-002, 2.5701093E-001, 0.0000000E+000, 3.8034458E-002,-1.3081037E-001, 9.6548412E-006, 4.0000000E+000, 3.6000000E+001, 5.6759067E-001, 4.6506281E-009
 4.9487666E-002, 2.5197141E-001, 0.0000000E+000, 3.8315987E-002,-1.3393971E-001, 5.7611887E-006, 5.0000000E+000, 3.5000000E+001, 5.7334009E-001, 6.4195229E-009
 5.3738601E-002, 2.4371475E-001, 0.0000000E+000, 3.8020669E-002,-2.4555055E-001, 7.3006265E-006, 9.0000000E+000, 3.5000000E+001, 5.7022333E-001, 6.3333032E-009
 5.7989535E-002, 2.3502229E-001, 0.0000000E+000, 3.7658983E-002,-2.5734784E-001, 6.5520987E-006, 6.0000000E+000, 3.5000000E+001, 5.6974175E-001, 5.2529967E-009
 6.2240469E-002, 2.2622273E-001, 0.0000000E+000, 3.7287642E-002,-2.5779990E-001, 9.3128261E-006, 4.0000000E+000, 3.5000000E+001, 5.7265672E-001, 9.7585218E-009
 6.6916496E-002, 2.1632784E-001, 0.0000000E+000, 3.6844926E-002,-2.6160678E-001, 6.4571933E-006, 5.0000000E+000, 3.5000000E+001, 5.7083234E-001, 5.9106623E-009
 7.1592524E-002, 2.0636417E-001, 0.0000000E+000, 3.6390014E-002,-2.6139686E-001, 5.2151224E-006, 5.0000000E+000, 3.5000000E+001, 5.7280909E-001, 5.2130482E-009
 7.6268551E-002, 1.9650927E-001, 0.0000000E+000, 3.5951737E-002,-2.5595110E-001, 7.6578204E-006, 5.0000000E+000, 3.5000000E+001, 5.7299995E-001, 8.1111140E-009
 8.0944579E-002, 1.8648899E-001, 0.0000000E+000, 3.5473006E-002,-2.6017406E-001, 8.1095262E-006, 5.0000000E+000, 3.5000000E+001, 5.7029394E-001, 6.6705259E-009
 8.5620607E-002, 1.7663167E-001, 0.0000000E+000, 3.5011033E-002,-2.5417151E-001, 7.5156807E-006, 5.0000000E+000, 3.5000000E+001, 5.7315056E-001, 7.7615186E-009
 9.0296634E-002, 1.6666086E-001, 0.0000000E+000, 3.4508919E-002,-2.5787443E-001, 8.4630258E-006, 5.0000000E+000, 3.5000000E+001, 5.7027001E-001, 6.9540459E-009
