s,s
Time,"cpu"
 0.0000000E+000, 6.7055778E+000
 1.5811388E-001, 7.6286768E+000
 3.1622777E-001, 8.0562362E+000
 4.7434165E-001, 8.5019788E+000
 6.1208544E-001, 9.1564254E+000
 6.6621721E-001, 9.9236306E+000
 7.2576216E-001, 1.0436562E+001
 7.9126161E-001, 1.1012283E+001
 8.6331101E-001, 1.1476852E+001
 9.1467051E-001, 1.2084579E+001
 9.6603002E-001, 1.2623740E+001
 1.0173895E+000, 1.3020680E+001
 1.0687490E+000, 1.3443157E+001
 1.1201085E+000, 1.3968109E+001
 1.1634432E+000, 1.4674970E+001
 1.2067778E+000, 1.5119544E+001
 1.2444207E+000, 1.5743724E+001
 1.2820637E+000, 1.6334088E+001
 1.3197066E+000, 1.6798945E+001
 1.3573496E+000, 1.7460168E+001
 1.3949925E+000, 1.7965794E+001
 1.4326354E+000, 1.8596875E+001
 1.4645050E+000, 1.9439959E+001
 1.4963746E+000, 1.9922421E+001
 1.5282442E+000, 2.0492394E+001
 1.5601138E+000, 2.1123015E+001
 1.5919834E+000, 2.1649127E+001
 1.6201353E+000, 2.2374221E+001
 1.6482872E+000, 2.2926087E+001
 1.6764391E+000, 2.3371736E+001
 1.7045910E+000, 2.3989989E+001
 1.7327429E+000, 2.4550597E+001
 1.7568026E+000, 2.5180135E+001
 1.7808623E+000, 2.5739877E+001
 1.8049220E+000, 2.6275210E+001
 1.8289817E+000, 2.6843938E+001
 1.8530414E+000, 2.7359263E+001
 1.8771011E+000, 2.8013642E+001
 1.8972752E+000, 2.8809409E+001
 1.9174493E+000, 2.9319379E+001
 1.9376234E+000, 2.9878392E+001
 1.9577975E+000, 3.0379891E+001
 1.9779716E+000, 3.0995938E+001
 1.9981457E+000, 3.1613851E+001
 2.0183198E+000, 3.2233602E+001
 2.0384939E+000, 3.2828465E+001
 2.0563844E+000, 3.3571946E+001
 2.0723559E+000, 3.4308858E+001
 2.0883274E+000, 3.4795548E+001
 2.1042988E+000, 3.5371446E+001
 2.1202703E+000, 3.5920846E+001
 2.1362417E+000, 3.6393994E+001
 2.1522132E+000, 3.6957467E+001
 2.1681847E+000, 3.7415082E+001
 2.1822687E+000, 3.8118012E+001
 2.1963527E+000, 3.8659844E+001
 2.2101013E+000, 3.9313329E+001
 2.2238499E+000, 3.9771012E+001
 2.2375985E+000, 4.0593697E+001
 2.2513470E+000, 4.1064816E+001
 2.2650956E+000, 4.1810231E+001
 2.2788442E+000, 4.2370404E+001
 2.2925928E+000, 4.2817742E+001
 2.3063414E+000, 4.3282086E+001
 2.3200899E+000, 4.3815701E+001
 2.3338385E+000, 4.4460957E+001
 2.3475871E+000, 4.4918218E+001
 2.3613357E+000, 4.5550488E+001
 2.3750843E+000, 4.6078172E+001
 2.3888328E+000, 4.6654862E+001
 2.4004975E+000, 4.7537019E+001
 2.4121622E+000, 4.8031575E+001
 2.4238268E+000, 4.8505776E+001
 2.4366579E+000, 4.9064355E+001
 2.4494890E+000, 4.9557240E+001
 2.4623202E+000, 5.0036076E+001
 2.4751513E+000, 5.0661111E+001
 2.4879824E+000, 5.1133897E+001
 2.5008135E+000, 5.1606893E+001
 2.5136446E+000, 5.2366158E+001
 2.5264758E+000, 5.2857446E+001
 2.5393069E+000, 5.3496720E+001
 2.5521380E+000, 5.4156663E+001
 2.5649691E+000, 5.4702470E+001
 2.5790834E+000, 5.5177957E+001
 2.5931976E+000, 5.5739022E+001
 2.6073118E+000, 5.6546979E+001
 2.6214261E+000, 5.7010888E+001
 2.6496545E+000, 5.7862466E+001
 2.6778830E+000, 5.8852683E+001
 2.7061114E+000, 5.9873572E+001
 2.7328646E+000, 6.0943464E+001
 2.7707813E+000, 6.2279092E+001
 2.7960591E+000, 6.3448903E+001
 2.8308586E+000, 6.4684073E+001
 2.8530192E+000, 6.6069096E+001
 2.8827529E+000, 6.7548446E+001
 2.9124866E+000, 6.9002497E+001
 2.9422203E+000, 7.0259941E+001
 2.9719540E+000, 7.1667918E+001
 3.0016877E+000, 7.3293955E+001
 3.0314214E+000, 7.4847112E+001
 3.0611551E+000, 7.6349050E+001
 3.0918799E+000, 7.7802614E+001
 3.1278577E+000, 7.9284568E+001
 3.1542414E+000, 8.0638658E+001
 3.1806251E+000, 8.1593575E+001
 3.2215198E+000, 8.2855268E+001
 3.2505419E+000, 8.4093835E+001
 3.2795640E+000, 8.5191754E+001
 3.3085861E+000, 8.6153989E+001
 3.3376081E+000, 8.7094087E+001
 3.3666302E+000, 8.8146710E+001
 3.3956523E+000, 8.9067952E+001
 3.4217565E+000, 9.0121816E+001
 3.4609128E+000, 9.1172699E+001
 3.4870171E+000, 9.2334985E+001
 3.5131213E+000, 9.3636704E+001
 3.5522776E+000, 9.4930847E+001
 3.5783818E+000, 9.6340543E+001
 3.6044860E+000, 9.7475133E+001
 3.6305902E+000, 9.8602914E+001
 3.6697466E+000, 1.0001100E+002
 3.6958508E+000, 1.0138914E+002
 3.7245654E+000, 1.0257114E+002
 3.7532801E+000, 1.0366647E+002
 3.7819947E+000, 1.0478898E+002
 3.8107093E+000, 1.0591016E+002
 3.8537813E+000, 1.0729018E+002
 3.8824959E+000, 1.0871282E+002
 3.9071463E+000, 1.0996174E+002
 3.9317966E+000, 1.1112144E+002
 3.9687721E+000, 1.1250928E+002
 3.9936151E+000, 1.1395878E+002
 4.0274712E+000, 1.1558291E+002
 4.0587125E+000, 1.1731224E+002
 4.0806641E+000, 1.1890345E+002
 4.1135914E+000, 1.2048347E+002
 4.1465187E+000, 1.2213371E+002
 4.1794461E+000, 1.2372733E+002
 4.2013976E+000, 1.2511045E+002
 4.2343249E+000, 1.2643199E+002
 4.2659975E+000, 1.2815314E+002
 4.3008374E+000, 1.2969981E+002
 4.3240639E+000, 1.3094217E+002
 4.3589038E+000, 1.3220772E+002
 4.3821303E+000, 1.3347017E+002
 4.4192928E+000, 1.3479875E+002
 4.4448420E+000, 1.3613295E+002
 4.4703912E+000, 1.3720465E+002
 4.5099925E+000, 1.3849470E+002
 4.5380967E+000, 1.3972014E+002
 4.5662008E+000, 1.4078361E+002
 4.5943049E+000, 1.4187205E+002
 4.6224091E+000, 1.4292319E+002
 4.6505132E+000, 1.4400337E+002
 4.6926694E+000, 1.4525028E+002
 4.7207735E+000, 1.4648475E+002
 4.7488777E+000, 1.4749802E+002
 4.7769818E+000, 1.4851920E+002
 4.8018169E+000, 1.4966381E+002
 4.8390696E+000, 1.5099964E+002
 4.8639047E+000, 1.5217796E+002
 4.9011573E+000, 1.5337375E+002
 4.9259924E+000, 1.5460825E+002
 4.9508275E+000, 1.5555631E+002
 4.9880802E+000, 1.5673771E+002
 5.0129153E+000, 1.5792746E+002
 5.0475855E+000, 1.5917456E+002
 5.0709507E+000, 1.6051471E+002
 5.1076675E+000, 1.6199489E+002
 5.1321454E+000, 1.6330017E+002
 5.1688622E+000, 1.6469838E+002
 5.1933401E+000, 1.6606647E+002
 5.2300570E+000, 1.6750100E+002
 5.2545348E+000, 1.6886583E+002
 5.2912517E+000, 1.7023122E+002
 5.3157296E+000, 1.7180889E+002
 5.3402074E+000, 1.7290778E+002
 5.3769243E+000, 1.7430032E+002
 5.4014022E+000, 1.7567307E+002
 5.4381190E+000, 1.7701731E+002
 5.4625969E+000, 1.7837379E+002
 5.4993137E+000, 1.7972556E+002
 5.5237916E+000, 1.8109310E+002
 5.5605084E+000, 1.8247742E+002
 5.5849863E+000, 1.8400020E+002
 5.6217031E+000, 1.8525283E+002
 5.6461810E+000, 1.8648705E+002
 5.6706589E+000, 1.8743634E+002
 5.7073757E+000, 1.8877557E+002
 5.7318536E+000, 1.9028280E+002
 5.7685704E+000, 1.9164608E+002
 5.7930483E+000, 1.9304969E+002
