s,m/s,m/s,Pa,m/s,,,,,m3/s,m3/s
Time,"u-vel","w-vel","pres","error","iter","scarc-iter","scarc-rate","scarc-res","flow_in","flow_out"
 2.3200000E-001, 7.4229742E-002, 8.7639674E-002, 9.4821626E-002, 8.2305124E-004, 1.0000000E+000, 3.4000000E+001, 4.6566321E-001, 4.5796286E-009, 1.9640000E-002, 0.0000000E+000
 2.3400000E-001, 7.4382431E-002, 8.7821095E-002, 9.4836959E-002, 8.9392280E-004, 1.0000000E+000, 3.4000000E+001, 4.6853225E-001, 5.8145846E-009, 1.9680000E-002, 0.0000000E+000
 2.3600000E-001, 7.4535176E-002, 8.8002581E-002, 9.4852316E-002, 9.7112877E-004, 1.0000000E+000, 3.4000000E+001, 4.7081330E-001, 7.0722079E-009, 1.9720000E-002, 0.0000000E+000
 2.3800000E-001, 7.4687976E-002, 8.8184130E-002, 9.4867695E-002, 1.0550141E-003, 1.0000000E+000, 3.4000000E+001, 4.7237552E-001, 8.1706014E-009, 1.9760000E-002, 0.0000000E+000
 2.4000000E-001, 7.4840832E-002, 8.8365741E-002, 9.4883092E-002, 1.1458129E-003, 1.0000000E+000, 3.4000000E+001, 4.7329580E-001, 9.0231698E-009, 1.9800000E-002, 0.0000000E+000
 2.4200000E-001, 7.4993743E-002, 8.8547414E-002, 9.4898503E-002, 1.2436429E-003, 1.0000000E+000, 3.4000000E+001, 4.7372293E-001, 9.6319171E-009, 1.9840000E-002, 0.0000000E+000
 2.4400000E-001, 7.5146710E-002, 8.8729148E-002, 9.4913925E-002, 1.3484790E-003, 1.0000000E+000, 3.5000000E+001, 4.6969353E-001, 3.5085879E-009, 1.9880000E-002, 0.0000000E+000
 2.4600000E-001, 7.5299732E-002, 8.8910940E-002, 9.4929355E-002, 1.4601076E-003, 1.0000000E+000, 3.5000000E+001, 4.6949643E-001, 3.5906538E-009, 1.9920000E-002, 0.0000000E+000
 2.4800000E-001, 7.5452810E-002, 8.9092790E-002, 9.4944788E-002, 1.5780723E-003, 1.0000000E+000, 3.5000000E+001, 4.6930778E-001, 3.6819778E-009, 1.9960000E-002, 0.0000000E+000
 2.5000000E-001, 7.5605943E-002, 8.9274697E-002, 9.4960222E-002, 1.7016190E-003, 1.0000000E+000, 3.5000000E+001, 4.6911383E-001, 3.7780473E-009, 2.0000000E-002, 0.0000000E+000
 2.5200000E-001, 7.5456802E-002, 8.9100043E-002,-8.8348930E-002, 1.3356621E-003, 1.0000000E+000, 3.7000000E+001, 4.9558155E-001, 7.3017129E-009, 1.9960000E-002, 0.0000000E+000
 2.5400000E-001, 7.5307754E-002, 8.8925589E-002,-8.8344998E-002, 1.7027144E-003, 1.0000000E+000, 3.6000000E+001, 4.8587243E-001, 6.5918620E-009, 1.9920000E-002, 0.0000000E+000
 2.5600000E-001, 7.5158762E-002, 8.8751181E-002,-8.8349653E-002, 2.0599077E-003, 1.0000000E+000, 3.5000000E+001, 4.7485989E-001, 6.4580136E-009, 1.9880000E-002, 0.0000000E+000
 2.5800000E-001, 7.5009824E-002, 8.8576783E-002,-8.8355737E-002, 2.2434325E-003, 1.0000000E+000, 3.6000000E+001, 4.7807775E-001, 4.0974747E-009, 1.9840000E-002, 0.0000000E+000
 2.6000000E-001, 7.4860944E-002, 8.8402409E-002,-8.8361586E-002, 2.3258670E-003, 1.0000000E+000, 3.5000000E+001, 4.7371556E-001, 6.4174789E-009, 1.9800000E-002, 0.0000000E+000
 2.6200000E-001, 7.4712124E-002, 8.8228077E-002,-8.8367052E-002, 2.3952778E-003, 1.0000000E+000, 3.5000000E+001, 4.6881042E-001, 4.5861884E-009, 1.9760000E-002, 0.0000000E+000
 2.6400000E-001, 7.4563362E-002, 8.8053789E-002,-8.8372442E-002, 2.4814348E-003, 1.0000000E+000, 3.5000000E+001, 4.6608868E-001, 3.8500807E-009, 1.9720000E-002, 0.0000000E+000
 2.6600000E-001, 7.4414658E-002, 8.7879539E-002,-8.8377978E-002, 2.5750131E-003, 1.0000000E+000, 3.5000000E+001, 4.6795864E-001, 4.5517350E-009, 1.9680000E-002, 0.0000000E+000
 2.6800000E-001, 7.4266011E-002, 8.7705321E-002,-8.8383692E-002, 2.6516610E-003, 1.0000000E+000, 3.5000000E+001, 4.6887343E-001, 4.9882974E-009, 1.9640000E-002, 0.0000000E+000
 2.7000000E-001, 7.4117419E-002, 8.7531131E-002,-8.8389533E-002, 2.7017935E-003, 1.0000000E+000, 3.5000000E+001, 4.6877549E-001, 5.0415333E-009, 1.9600000E-002, 0.0000000E+000
 2.7200000E-001, 7.3968883E-002, 8.7356967E-002,-8.8395452E-002, 2.7229643E-003, 1.0000000E+000, 3.5000000E+001, 4.6853048E-001, 5.0108038E-009, 1.9560000E-002, 0.0000000E+000
 2.7400000E-001, 7.3820401E-002, 8.7182828E-002,-8.8401436E-002, 2.7142967E-003, 1.0000000E+000, 3.5000000E+001, 4.6834701E-001, 4.9731476E-009, 1.9520000E-002, 0.0000000E+000
 2.7600000E-001, 7.3671973E-002, 8.7008711E-002,-8.8407487E-002, 2.6740880E-003, 1.0000000E+000, 3.5000000E+001, 4.6825413E-001, 4.9378651E-009, 1.9480000E-002, 0.0000000E+000
 2.7800000E-001, 7.3523599E-002, 8.6834615E-002,-8.8413603E-002, 2.6002911E-003, 1.0000000E+000, 3.5000000E+001, 4.6823366E-001, 4.8970931E-009, 1.9440000E-002, 0.0000000E+000
 2.8000000E-001, 7.3375277E-002, 8.6660538E-002,-8.8419777E-002, 2.4916223E-003, 1.0000000E+000, 3.5000000E+001, 4.6827634E-001, 4.8477926E-009, 1.9400000E-002, 0.0000000E+000
 2.8200000E-001, 7.3227007E-002, 8.6486477E-002,-8.8425998E-002, 2.3481100E-003, 1.0000000E+000, 3.5000000E+001, 4.6838058E-001, 4.7918482E-009, 1.9360000E-002, 0.0000000E+000
 2.8400000E-001, 7.3078788E-002, 8.6312434E-002,-8.8432256E-002, 2.1710994E-003, 1.0000000E+000, 3.5000000E+001, 4.6853576E-001, 4.7304801E-009, 1.9320000E-002, 0.0000000E+000
 2.8600000E-001, 7.2930620E-002, 8.6138407E-002,-8.8438538E-002, 1.9630732E-003, 1.0000000E+000, 3.5000000E+001, 4.6871924E-001, 4.6637886E-009, 1.9280000E-002, 0.0000000E+000
 2.8800000E-001, 7.2782501E-002, 8.5964396E-002,-8.8444836E-002, 1.7274867E-003, 1.0000000E+000, 3.5000000E+001, 4.6889703E-001, 4.5914270E-009, 1.9240000E-002, 0.0000000E+000
 2.9000000E-001, 7.2634431E-002, 8.5790401E-002,-8.8451138E-002, 1.4686237E-003, 1.0000000E+000, 3.5000000E+001, 4.6902407E-001, 4.5125342E-009, 1.9200000E-002, 0.0000000E+000
 2.9200000E-001, 7.2486408E-002, 8.5616423E-002,-8.8457433E-002, 1.1914277E-003, 1.0000000E+000, 3.5000000E+001, 4.6904657E-001, 4.4252684E-009, 1.9160000E-002, 0.0000000E+000
 2.9400000E-001, 7.2338433E-002, 8.5442463E-002,-8.8463712E-002, 9.0128887E-004, 1.0000000E+000, 3.5000000E+001, 4.6890737E-001, 4.3260149E-009, 1.9120000E-002, 0.0000000E+000
 2.9600000E-001, 7.2190502E-002, 8.5268523E-002,-8.8469966E-002, 6.0380484E-004, 1.0000000E+000, 3.5000000E+001, 4.6855514E-001, 4.2091106E-009, 1.9080000E-002, 0.0000000E+000
 2.9800000E-001, 7.2042617E-002, 8.5094604E-002,-8.8476185E-002, 3.0454329E-004, 1.0000000E+000, 3.5000000E+001, 4.6795167E-001, 4.0667826E-009, 1.9040000E-002, 0.0000000E+000
 3.0000000E-001, 7.1894774E-002, 8.4920707E-002,-8.8482363E-002, 9.2398218E-005, 1.0000000E+000, 3.5000000E+001, 4.6706754E-001, 3.8881105E-009, 1.9000000E-002, 0.0000000E+000
 3.0200000E-001, 7.1474874E-002, 8.4425880E-002,-2.5348366E-001, 8.1777206E-004, 1.0000000E+000, 3.7000000E+001, 4.9094644E-001, 5.9983634E-009, 1.8888000E-002, 0.0000000E+000
 3.0400000E-001, 7.1055043E-002, 8.3931208E-002,-2.5350008E-001, 8.7754326E-004, 1.0000000E+000, 3.6000000E+001, 4.8019944E-001, 5.3004424E-009, 1.8776000E-002, 0.0000000E+000
 3.0600000E-001, 7.0635245E-002, 8.3436555E-002,-2.5352405E-001, 9.1871858E-004, 1.0000000E+000, 3.5000000E+001, 4.7214375E-001, 6.2158829E-009, 1.8664000E-002, 0.0000000E+000
 3.0800000E-001, 7.0215479E-002, 8.2941895E-002,-2.5354912E-001, 1.0908019E-003, 1.0000000E+000, 3.5000000E+001, 4.7776668E-001, 9.6957407E-009, 1.8552000E-002, 0.0000000E+000
 3.1000000E-001, 6.9795746E-002, 8.2447246E-002,-2.5357379E-001, 1.3273272E-003, 1.0000000E+000, 3.5000000E+001, 4.6934476E-001, 5.3773766E-009, 1.8440000E-002, 0.0000000E+000
 3.1200000E-001, 6.9376045E-002, 8.1952625E-002,-2.5359791E-001, 1.5453741E-003, 1.0000000E+000, 3.4000000E+001, 4.5788756E-001, 5.0914200E-009, 1.8328000E-002, 0.0000000E+000
 3.1400000E-001, 6.8956375E-002, 8.1458041E-002,-2.5362178E-001, 1.7151679E-003, 1.0000000E+000, 3.4000000E+001, 4.5780018E-001, 5.1735249E-009, 1.8216000E-002, 0.0000000E+000
 3.1600000E-001, 6.8536733E-002, 8.0963493E-002,-2.5364557E-001, 1.8447577E-003, 1.0000000E+000, 3.3000000E+001, 4.5413345E-001, 8.8071777E-009, 1.8104000E-002, 0.0000000E+000
 3.1800000E-001, 6.8117116E-002, 8.0468979E-002,-2.5366934E-001, 1.9481743E-003, 1.0000000E+000, 3.2000000E+001, 4.4225552E-001, 8.3956219E-009, 1.7992000E-002, 0.0000000E+000
 3.2000000E-001, 6.7697522E-002, 7.9974502E-002,-2.5369302E-001, 2.0352245E-003, 1.0000000E+000, 3.3000000E+001, 4.5220152E-001, 7.7849512E-009, 1.7880000E-002, 0.0000000E+000
 3.2200000E-001, 6.7277950E-002, 7.9480062E-002,-2.5371658E-001, 2.1065098E-003, 1.0000000E+000, 3.4000000E+001, 4.5771928E-001, 5.3290387E-009, 1.7768000E-002, 0.0000000E+000
 3.2400000E-001, 6.6858396E-002, 7.8985663E-002,-2.5374003E-001, 2.1558178E-003, 1.0000000E+000, 3.4000000E+001, 4.6211674E-001, 7.3637212E-009, 1.7656000E-002, 0.0000000E+000
 3.2600000E-001, 6.6438860E-002, 7.8491305E-002,-2.5376335E-001, 2.1835321E-003, 1.0000000E+000, 3.4000000E+001, 4.6410443E-001, 8.4757485E-009, 1.7544000E-002, 0.0000000E+000
 3.2800000E-001, 6.6019338E-002, 7.7996992E-002,-2.5378657E-001, 2.1911433E-003, 1.0000000E+000, 3.4000000E+001, 4.6532937E-001, 9.1923666E-009, 1.7432000E-002, 0.0000000E+000
 3.3000000E-001, 6.5599829E-002, 7.7502724E-002,-2.5380968E-001, 2.1803567E-003, 1.0000000E+000, 3.4000000E+001, 4.6632623E-001, 9.7757663E-009, 1.7320000E-002, 0.0000000E+000
 3.3200000E-001, 6.5180332E-002, 7.7008502E-002,-2.5383269E-001, 2.1526449E-003, 1.0000000E+000, 3.5000000E+001, 4.5977898E-001, 2.7414931E-009, 1.7208000E-002, 0.0000000E+000
 3.3400000E-001, 6.4760843E-002, 7.6514329E-002,-2.5385559E-001, 2.1092395E-003, 1.0000000E+000, 3.5000000E+001, 4.6037005E-001, 2.8227474E-009, 1.7096000E-002, 0.0000000E+000
 3.3600000E-001, 6.4341362E-002, 7.6020206E-002,-2.5387839E-001, 2.0512429E-003, 1.0000000E+000, 3.5000000E+001, 4.6099787E-001, 2.9092020E-009, 1.6984000E-002, 0.0000000E+000
 3.3800000E-001, 6.3921886E-002, 7.5526133E-002,-2.5390110E-001, 1.9796804E-003, 1.0000000E+000, 3.5000000E+001, 4.6164920E-001, 2.9993689E-009, 1.6872000E-002, 0.0000000E+000
 3.4000000E-001, 6.3502414E-002, 7.5032112E-002,-2.5392371E-001, 1.8954884E-003, 1.0000000E+000, 3.5000000E+001, 4.6231071E-001, 3.0919169E-009, 1.6760000E-002, 0.0000000E+000
 3.4200000E-001, 6.3082944E-002, 7.4538145E-002,-2.5394624E-001, 1.7994895E-003, 1.0000000E+000, 3.5000000E+001, 4.6296539E-001, 3.1849984E-009, 1.6648000E-002, 0.0000000E+000
 3.4400000E-001, 6.2663474E-002, 7.4044231E-002,-2.5396867E-001, 1.6923844E-003, 1.0000000E+000, 3.5000000E+001, 4.6359142E-001, 3.2759595E-009, 1.6536000E-002, 0.0000000E+000
 3.4600000E-001, 6.2244004E-002, 7.3550371E-002,-2.5399103E-001, 1.5747611E-003, 1.0000000E+000, 3.5000000E+001, 4.6416463E-001, 3.3618850E-009, 1.6424000E-002, 0.0000000E+000
 3.4800000E-001, 6.1824530E-002, 7.3056567E-002,-2.5401331E-001, 1.4471135E-003, 1.0000000E+000, 3.5000000E+001, 4.6466083E-001, 3.4400129E-009, 1.6312000E-002, 0.0000000E+000
 3.5000000E-001, 6.1405053E-002, 7.2562817E-002,-2.5403551E-001, 1.3098607E-003, 1.0000000E+000, 3.5000000E+001, 4.6505836E-001, 3.5081430E-009, 1.6200000E-002, 0.0000000E+000
 3.5200000E-001, 6.0743702E-002, 7.1783827E-002,-4.0072730E-001, 1.5464181E-003, 1.0000000E+000, 3.7000000E+001, 4.9331371E-001, 7.1829237E-009, 1.6024000E-002, 0.0000000E+000
 3.5400000E-001, 6.0082364E-002, 7.1005001E-002,-4.0075733E-001, 1.1964389E-003, 1.0000000E+000, 3.6000000E+001, 4.8156429E-001, 5.7555372E-009, 1.5848000E-002, 0.0000000E+000
 3.5600000E-001, 5.9421010E-002, 7.0226217E-002,-4.0079399E-001, 8.5377564E-004, 1.0000000E+000, 3.4000000E+001, 4.5840024E-001, 4.6368535E-009, 1.5672000E-002, 0.0000000E+000
 3.5800000E-001, 5.8759636E-002, 6.9447446E-002,-4.0083154E-001, 6.3676174E-004, 1.0000000E+000, 3.5000000E+001, 4.7105403E-001, 5.5721541E-009, 1.5496000E-002, 0.0000000E+000
 3.6000000E-001, 5.8098246E-002, 6.8668703E-002,-4.0086864E-001, 4.8627458E-004, 1.0000000E+000, 3.4000000E+001, 4.6456540E-001, 7.5125759E-009, 1.5320000E-002, 0.0000000E+000
 3.6200000E-001, 5.7436838E-002, 6.7890001E-002,-4.0090518E-001, 3.3301282E-004, 1.0000000E+000, 3.5000000E+001, 4.6681894E-001, 4.2262310E-009, 1.5144000E-002, 0.0000000E+000
 3.6400000E-001, 5.6775413E-002, 6.7111341E-002,-4.0094141E-001, 1.9931677E-004, 1.0000000E+000, 3.5000000E+001, 4.6788240E-001, 4.6948106E-009, 1.4968000E-002, 0.0000000E+000
 3.6600000E-001, 5.6113968E-002, 6.6332720E-002,-4.0097751E-001, 1.4669123E-004, 1.0000000E+000, 3.5000000E+001, 4.6656901E-001, 4.3774137E-009, 1.4792000E-002, 0.0000000E+000
 3.6800000E-001, 5.5452503E-002, 6.5554133E-002,-4.0101353E-001, 3.4755417E-004, 1.0000000E+000, 3.5000000E+001, 4.6508084E-001, 4.0353266E-009, 1.4616000E-002, 0.0000000E+000
 3.7000000E-001, 5.4791016E-002, 6.4775575E-002,-4.0104942E-001, 5.4680112E-004, 1.0000000E+000, 3.5000000E+001, 4.6418879E-001, 3.8944406E-009, 1.4440000E-002, 0.0000000E+000
 3.7200000E-001, 5.4129506E-002, 6.3997045E-002,-4.0108515E-001, 7.4324234E-004, 1.0000000E+000, 3.5000000E+001, 4.6370311E-001, 3.8774935E-009, 1.4264000E-002, 0.0000000E+000
 3.7400000E-001, 5.3467974E-002, 6.3218538E-002,-4.0112073E-001, 9.3704646E-004, 1.0000000E+000, 3.5000000E+001, 4.6318035E-001, 3.8503838E-009, 1.4088000E-002, 0.0000000E+000
 3.7600000E-001, 5.2806417E-002, 6.2440051E-002,-4.0115616E-001, 1.1268820E-003, 1.0000000E+000, 3.5000000E+001, 4.6246376E-001, 3.7667354E-009, 1.3912000E-002, 0.0000000E+000
 3.7800000E-001, 5.2144837E-002, 6.1661581E-002,-4.0119146E-001, 1.3102024E-003, 1.0000000E+000, 3.5000000E+001, 4.6167779E-001, 3.6626963E-009, 1.3736000E-002, 0.0000000E+000
 3.8000000E-001, 5.1483232E-002, 6.0883123E-002,-4.0122662E-001, 1.4841027E-003, 1.0000000E+000, 3.5000000E+001, 4.6109900E-001, 3.6132322E-009, 1.3560000E-002, 0.0000000E+000
 3.8200000E-001, 5.0821602E-002, 6.0104672E-002,-4.0126166E-001, 1.6457503E-003, 1.0000000E+000, 3.5000000E+001, 4.6088891E-001, 3.6590234E-009, 1.3384000E-002, 0.0000000E+000
 3.8400000E-001, 5.0159948E-002, 5.9326224E-002,-4.0129657E-001, 1.7924141E-003, 1.0000000E+000, 3.5000000E+001, 4.6086565E-001, 3.7494906E-009, 1.3208000E-002, 0.0000000E+000
 3.8600000E-001, 4.9498268E-002, 5.8547775E-002,-4.0133136E-001, 1.9214113E-003, 1.0000000E+000, 3.4000000E+001, 4.6324393E-001, 9.9193903E-009, 1.3032000E-002, 0.0000000E+000
 3.8800000E-001, 4.8836564E-002, 5.7769320E-002,-4.0136602E-001, 2.0301384E-003, 1.0000000E+000, 3.4000000E+001, 4.6231748E-001, 9.4502432E-009, 1.2856000E-002, 0.0000000E+000
 3.9000000E-001, 4.8174836E-002, 5.6990854E-002,-4.0140056E-001, 2.1310920E-003, 1.0000000E+000, 3.4000000E+001, 4.6100367E-001, 8.7117337E-009, 1.2680000E-002, 0.0000000E+000
 3.9200000E-001, 4.7513083E-002, 5.6212372E-002,-4.0143497E-001, 2.2109104E-003, 1.0000000E+000, 3.4000000E+001, 4.5911087E-001, 7.6550178E-009, 1.2504000E-002, 0.0000000E+000
 3.9400000E-001, 4.6851306E-002, 5.5433870E-002,-4.0146925E-001, 2.2645632E-003, 1.0000000E+000, 3.4000000E+001, 4.5627304E-001, 6.2325323E-009, 1.2328000E-002, 0.0000000E+000
 3.9600000E-001, 4.6189506E-002, 5.4655343E-002,-4.0150339E-001, 2.2904869E-003, 1.0000000E+000, 3.4000000E+001, 4.5218918E-001, 4.5884067E-009, 1.2152000E-002, 0.0000000E+000
 3.9800000E-001, 4.5527681E-002, 5.3876786E-002,-4.0153740E-001, 2.2877102E-003, 1.0000000E+000, 3.4000000E+001, 4.4824875E-001, 3.3846000E-009, 1.1976000E-002, 0.0000000E+000
 4.0000000E-001, 4.4865834E-002, 5.3098196E-002,-4.0157125E-001, 2.2559290E-003, 1.0000000E+000, 3.3000000E+001, 4.5106648E-001, 9.1643733E-009, 1.1800000E-002, 0.0000000E+000
 4.0200000E-001, 4.4022560E-002, 5.2105595E-002,-5.1161567E-001, 1.9051953E-003, 1.0000000E+000, 3.7000000E+001, 4.8489368E-001, 5.4520265E-009, 1.1576000E-002, 0.0000000E+000
 4.0400000E-001, 4.3179275E-002, 5.1113031E-002,-5.1165339E-001, 1.9578979E-003, 1.0000000E+000, 3.6000000E+001, 4.7459177E-001, 4.9644506E-009, 1.1352000E-002, 0.0000000E+000
 4.0600000E-001, 4.2335958E-002, 5.0120409E-002,-5.1169590E-001, 1.9742779E-003, 1.0000000E+000, 3.5000000E+001, 4.6725777E-001, 5.8995970E-009, 1.1128000E-002, 0.0000000E+000
 4.0800000E-001, 4.1492608E-002, 4.9127707E-002,-5.1173885E-001, 1.8690544E-003, 1.0000000E+000, 3.5000000E+001, 4.7379466E-001, 9.2549060E-009, 1.0904000E-002, 0.0000000E+000
 4.1000000E-001, 4.0649227E-002, 4.8134932E-002,-5.1178123E-001, 1.6894381E-003, 1.0000000E+000, 3.4000000E+001, 4.5871149E-001, 6.2223258E-009, 1.0680000E-002, 0.0000000E+000
 4.1200000E-001, 3.9805817E-002, 4.7142094E-002,-5.1182295E-001, 1.4907811E-003, 1.0000000E+000, 3.4000000E+001, 4.6461100E-001, 9.1638038E-009, 1.0456000E-002, 0.0000000E+000
 4.1400000E-001, 3.8962376E-002, 4.6149193E-002,-5.1186417E-001, 1.2949710E-003, 1.0000000E+000, 3.4000000E+001, 4.5814078E-001, 5.4251181E-009, 1.0232000E-002, 0.0000000E+000
 4.1600000E-001, 3.8118905E-002, 4.5156226E-002,-5.1190502E-001, 1.1004374E-003, 1.0000000E+000, 3.4000000E+001, 4.6433016E-001, 8.1823402E-009, 1.0008000E-002, 0.0000000E+000
 4.1800000E-001, 3.7275402E-002, 4.4163190E-002,-5.1194551E-001, 9.0224428E-004, 1.0000000E+000, 3.5000000E+001, 4.6641709E-001, 4.2664908E-009, 9.7840000E-003, 0.0000000E+000
 4.2000000E-001, 3.6431868E-002, 4.3170082E-002,-5.1198559E-001, 7.0074785E-004, 1.0000000E+000, 3.5000000E+001, 4.6722407E-001, 4.3810170E-009, 9.5600000E-003, 0.0000000E+000
 4.2200000E-001, 3.5588301E-002, 4.2176903E-002,-5.1202524E-001, 5.0017850E-004, 1.0000000E+000, 3.5000000E+001, 4.6712563E-001, 4.2430004E-009, 9.3360000E-003, 0.0000000E+000
 4.2400000E-001, 3.4744700E-002, 4.1183651E-002,-5.1206444E-001, 3.0508108E-004, 1.0000000E+000, 3.5000000E+001, 4.6673954E-001, 4.0653972E-009, 9.1120000E-003, 0.0000000E+000
 4.2600000E-001, 3.3901066E-002, 4.0190325E-002,-5.1210319E-001, 2.6343976E-004, 1.0000000E+000, 3.4000000E+001, 4.6865173E-001, 9.9797815E-009, 8.8880000E-003, 0.0000000E+000
 4.2800000E-001, 3.3057396E-002, 3.9196927E-002,-5.1214148E-001, 2.4092465E-004, 1.0000000E+000, 3.4000000E+001, 4.6841655E-001, 9.8767969E-009, 8.6640000E-003, 0.0000000E+000
 4.3000000E-001, 3.2213690E-002, 3.8203455E-002,-5.1217932E-001, 3.0622401E-004, 1.0000000E+000, 3.4000000E+001, 4.6807057E-001, 9.7696490E-009, 8.4400000E-003, 0.0000000E+000
 4.3200000E-001, 3.1369947E-002, 3.7209910E-002,-5.1221669E-001, 4.4374373E-004, 1.0000000E+000, 3.4000000E+001, 4.6757329E-001, 9.6062463E-009, 8.2160000E-003, 0.0000000E+000
 4.3400000E-001, 3.0526165E-002, 3.6216290E-002,-5.1225360E-001, 5.6749465E-004, 1.0000000E+000, 3.4000000E+001, 4.6699499E-001, 9.4149951E-009, 7.9920000E-003, 0.0000000E+000
 4.3600000E-001, 2.9682345E-002, 3.5222597E-002,-5.1229004E-001, 6.7730628E-004, 1.0000000E+000, 3.4000000E+001, 4.6643319E-001, 9.2446592E-009, 7.7680000E-003, 0.0000000E+000
 4.3800000E-001, 2.8838484E-002, 3.4228831E-002,-5.1232600E-001, 7.7334359E-004, 1.0000000E+000, 3.4000000E+001, 4.6595122E-001, 9.1225585E-009, 7.5440000E-003, 0.0000000E+000
 4.4000000E-001, 2.7994582E-002, 3.3234991E-002,-5.1236149E-001, 8.5604922E-004, 1.0000000E+000, 3.4000000E+001, 4.6558026E-001, 9.0581074E-009, 7.3200000E-003, 0.0000000E+000
 4.4200000E-001, 2.7150638E-002, 3.2241078E-002,-5.1239651E-001, 9.2607236E-004, 1.0000000E+000, 3.4000000E+001, 4.6532868E-001, 9.0498040E-009, 7.0960000E-003, 0.0000000E+000
 4.4400000E-001, 2.6306650E-002, 3.1247092E-002,-5.1243106E-001, 9.8420858E-004, 1.0000000E+000, 3.4000000E+001, 4.6520104E-001, 9.0973812E-009, 6.8720000E-003, 0.0000000E+000
 4.4600000E-001, 2.5462617E-002, 3.0253032E-002,-5.1246513E-001, 1.0313526E-003, 1.0000000E+000, 3.4000000E+001, 4.6519077E-001, 9.1960631E-009, 6.6480000E-003, 0.0000000E+000
 4.4800000E-001, 2.4618538E-002, 2.9258900E-002,-5.1249872E-001, 1.0715368E-003, 1.0000000E+000, 3.4000000E+001, 4.6528419E-001, 9.3382561E-009, 6.4240000E-003, 0.0000000E+000
 4.5000000E-001, 2.3774413E-002, 2.8264694E-002,-5.1253184E-001, 1.1049842E-003, 1.0000000E+000, 3.4000000E+001, 4.6546389E-001, 9.5147657E-009, 6.2000000E-003, 0.0000000E+000
 4.5200000E-001, 2.2839537E-002, 2.7163428E-002,-5.6757522E-001, 1.2759444E-003, 1.0000000E+000, 3.6000000E+001, 4.7602000E-001, 4.6859378E-009, 5.9520000E-003, 0.0000000E+000
 4.5400000E-001, 2.1904615E-002, 2.6062126E-002,-5.6760828E-001, 1.2199655E-003, 1.0000000E+000, 3.5000000E+001, 4.7474032E-001, 8.9141784E-009, 5.7040000E-003, 0.0000000E+000
 4.5600000E-001, 2.0969637E-002, 2.4960742E-002,-5.6764332E-001, 1.1613407E-003, 1.0000000E+000, 3.4000000E+001, 4.6097387E-001, 6.8715381E-009, 5.4560000E-003, 0.0000000E+000
 4.5800000E-001, 2.0034601E-002, 2.3859267E-002,-5.6767819E-001, 1.1465136E-003, 1.0000000E+000, 3.5000000E+001, 4.7036343E-001, 6.3784524E-009, 5.2080000E-003, 0.0000000E+000
 4.6000000E-001, 1.9099506E-002, 2.2757705E-002,-5.6771237E-001, 1.1541189E-003, 1.0000000E+000, 3.5000000E+001, 4.6723809E-001, 5.0206477E-009, 4.9600000E-003, 0.0000000E+000
 4.6200000E-001, 1.8164353E-002, 2.1656063E-002,-5.6774583E-001, 1.1586933E-003, 1.0000000E+000, 3.5000000E+001, 4.6557632E-001, 4.3991517E-009, 4.7120000E-003, 0.0000000E+000
 4.6400000E-001, 1.7229141E-002, 2.0554341E-002,-5.6777867E-001, 1.1517735E-003, 1.0000000E+000, 3.4000000E+001, 4.6524028E-001, 9.1320736E-009, 4.4640000E-003, 0.0000000E+000
 4.6600000E-001, 1.6293867E-002, 1.9452538E-002,-5.6781093E-001, 1.1367722E-003, 1.0000000E+000, 3.5000000E+001, 4.6544760E-001, 4.2661663E-009, 4.2160000E-003, 0.0000000E+000
 4.6800000E-001, 1.5358532E-002, 1.8350653E-002,-5.6784264E-001, 1.1187386E-003, 1.0000000E+000, 3.5000000E+001, 4.6663525E-001, 4.6040793E-009, 3.9680000E-003, 0.0000000E+000
 4.7000000E-001, 1.4423134E-002, 1.7248685E-002,-5.6787378E-001, 1.0998864E-003, 1.0000000E+000, 3.5000000E+001, 4.6707375E-001, 4.6908600E-009, 3.7200000E-003, 0.0000000E+000
 4.7200000E-001, 1.3487672E-002, 1.6146633E-002,-5.6790433E-001, 1.0802472E-003, 1.0000000E+000, 3.5000000E+001, 4.6723415E-001, 4.6753313E-009, 3.4720000E-003, 0.0000000E+000
 4.7400000E-001, 1.2552146E-002, 1.5044498E-002,-5.6793430E-001, 1.0594410E-003, 1.0000000E+000, 3.5000000E+001, 4.6738780E-001, 4.6525706E-009, 3.2240000E-003, 0.0000000E+000
 4.7600000E-001, 1.1616554E-002, 1.3942279E-002,-5.6796368E-001, 1.0374822E-003, 1.0000000E+000, 3.5000000E+001, 4.6762491E-001, 4.6545477E-009, 2.9760000E-003, 0.0000000E+000
 4.7800000E-001, 1.0680896E-002, 1.2839976E-002,-5.6799247E-001, 1.0146944E-003, 1.0000000E+000, 3.5000000E+001, 4.6790694E-001, 4.6685417E-009, 2.7280000E-003, 0.0000000E+000
 4.8000000E-001, 9.7451701E-003, 1.1737588E-002,-5.6802069E-001, 9.9142226E-004, 1.0000000E+000, 3.5000000E+001, 4.6817588E-001, 4.6752058E-009, 2.4800000E-003, 0.0000000E+000
 4.8200000E-001, 8.8093762E-003, 1.0635114E-002,-5.6804831E-001, 9.6789845E-004, 1.0000000E+000, 3.5000000E+001, 4.6840678E-001, 4.6667702E-009, 2.2320000E-003, 0.0000000E+000
