s,s
Time,"cpu"
 0.0000000E+000, 3.3228407E+001
 1.5811388E-001, 3.6347837E+001
 3.1622777E-001, 4.0313898E+001
 4.7434165E-001, 4.9926420E+001
 5.3823403E-001, 6.5230383E+001
 6.0851565E-001, 7.9504988E+001
 6.8582543E-001, 9.6780668E+001
 7.7086619E-001, 1.1230355E+002
 8.4602762E-001, 1.3550371E+002
 9.2118905E-001, 1.4554265E+002
 9.6750107E-001, 1.6050081E+002
 1.0184443E+000, 1.7429210E+002
 1.0744818E+000, 1.8646289E+002
 1.1305194E+000, 2.0489847E+002
 1.1767848E+000, 2.2976141E+002
 1.2176777E+000, 2.5465759E+002
 1.2585706E+000, 2.6847980E+002
 1.2994635E+000, 2.8395770E+002
 1.3359245E+000, 3.1693417E+002
 1.3723856E+000, 3.3700439E+002
 1.4044833E+000, 3.6845431E+002
 1.4365809E+000, 3.8448984E+002
 1.4686786E+000, 4.0167938E+002
 1.5007763E+000, 4.2200223E+002
 1.5328739E+000, 4.4252414E+002
 1.5649716E+000, 4.6414526E+002
 1.5970693E+000, 4.8449270E+002
 1.6291669E+000, 5.0320981E+002
 1.6612646E+000, 5.2197278E+002
 1.6933622E+000, 5.4257477E+002
 1.7214813E+000, 5.7338708E+002
 1.7496003E+000, 5.9415393E+002
 1.7777194E+000, 6.1182611E+002
 1.8058384E+000, 6.3099945E+002
 1.8339574E+000, 6.5606000E+002
 1.8556583E+000, 6.8740613E+002
 1.8773592E+000, 7.0377460E+002
 1.9012302E+000, 7.2153741E+002
 1.9251012E+000, 7.4381714E+002
 1.9489722E+000, 7.6496863E+002
 1.9728432E+000, 7.8890277E+002
 1.9967142E+000, 8.1127862E+002
 2.0205852E+000, 8.3350714E+002
 2.0444562E+000, 8.5327575E+002
 2.0683272E+000, 8.7259021E+002
 2.0862224E+000, 9.1027997E+002
 2.1041177E+000, 9.3646051E+002
 2.1220129E+000, 9.5621802E+002
 2.1416977E+000, 9.7847516E+002
 2.1613824E+000, 1.0044300E+003
 2.1810672E+000, 1.0288423E+003
 2.2007520E+000, 1.0500587E+003
 2.2204367E+000, 1.0746692E+003
 2.2401215E+000, 1.1009708E+003
 2.2598063E+000, 1.1257954E+003
 2.2794911E+000, 1.1506935E+003
 2.2991758E+000, 1.1753101E+003
 2.3188606E+000, 1.1981846E+003
 2.3385454E+000, 1.2196091E+003
 2.3582301E+000, 1.2379159E+003
 2.3745622E+000, 1.2603547E+003
 2.3908944E+000, 1.2817157E+003
 2.4072265E+000, 1.3047098E+003
 2.4216004E+000, 1.3398918E+003
 2.4359744E+000, 1.3611822E+003
 2.4503484E+000, 1.3825914E+003
 2.4647223E+000, 1.4026138E+003
 2.4790963E+000, 1.4275701E+003
 2.4934703E+000, 1.4488301E+003
 2.5054994E+000, 1.4804097E+003
 2.5175285E+000, 1.5001293E+003
 2.5295577E+000, 1.5201738E+003
 2.5415868E+000, 1.5467509E+003
 2.5536159E+000, 1.5746428E+003
 2.5656451E+000, 1.6025304E+003
 2.5776742E+000, 1.6307812E+003
 2.5909062E+000, 1.6590555E+003
 2.6041383E+000, 1.6857144E+003
 2.6173703E+000, 1.7122487E+003
 2.6306024E+000, 1.7406129E+003
 2.6438344E+000, 1.7673734E+003
 2.6570665E+000, 1.7925521E+003
 2.6702985E+000, 1.8177559E+003
 2.6835305E+000, 1.8427936E+003
 2.6967626E+000, 1.8644902E+003
 2.7099946E+000, 1.8860461E+003
 2.7232267E+000, 1.9109490E+003
 2.7364587E+000, 1.9372471E+003
 2.7496908E+000, 1.9641348E+003
 2.7629228E+000, 1.9907473E+003
 2.7761549E+000, 2.0137605E+003
 2.7893869E+000, 2.0371624E+003
 2.8026189E+000, 2.0621699E+003
 2.8158510E+000, 2.0852612E+003
 2.8290830E+000, 2.1085654E+003
 2.8555471E+000, 2.1420273E+003
 2.8820112E+000, 2.1847848E+003
 2.9217073E+000, 2.2437978E+003
 2.9481714E+000, 2.2958676E+003
 2.9746355E+000, 2.3392043E+003
 3.0010996E+000, 2.3804802E+003
 3.0380967E+000, 2.4310681E+003
 3.0618618E+000, 2.4929465E+003
 3.0975094E+000, 2.5404255E+003
 3.1212745E+000, 2.5902205E+003
 3.1569221E+000, 2.6441643E+003
 3.1806872E+000, 2.7065210E+003
 3.2163348E+000, 2.7586878E+003
 3.2400999E+000, 2.8156128E+003
 3.2757475E+000, 2.8811567E+003
 3.3113951E+000, 2.9627170E+003
 3.3351602E+000, 3.0303162E+003
 3.3708078E+000, 3.0991166E+003
 3.3945728E+000, 3.1685950E+003
 3.4207144E+000, 3.2184207E+003
 3.4599268E+000, 3.2786587E+003
 3.4860684E+000, 3.3397611E+003
 3.5122100E+000, 3.3877220E+003
 3.5514223E+000, 3.4399416E+003
