s,s
Time,"cpu"
 0.0000000E+000, 9.0283160E+000
 1.5811388E-001, 1.0091959E+001
 3.1622777E-001, 1.0863423E+001
 4.7434165E-001, 1.2256642E+001
 5.3823403E-001, 1.4420841E+001
 6.0851565E-001, 1.6273707E+001
 6.8582543E-001, 1.8464667E+001
 7.7086619E-001, 2.0609700E+001
 8.4602762E-001, 2.3604260E+001
 9.2118905E-001, 2.5028220E+001
 9.6750107E-001, 2.7227972E+001
 1.0184443E+000, 2.9070994E+001
 1.0744818E+000, 3.0783825E+001
 1.1305194E+000, 3.3327948E+001
 1.1767848E+000, 3.6478327E+001
 1.2176777E+000, 3.9626513E+001
 1.2585706E+000, 4.1543944E+001
 1.2994635E+000, 4.3543383E+001
 1.3359245E+000, 4.7590346E+001
 1.3723856E+000, 5.0134089E+001
 1.4044833E+000, 5.3898344E+001
 1.4365809E+000, 5.5873805E+001
 1.4686786E+000, 5.8107836E+001
 1.5007763E+000, 6.0545485E+001
 1.5328739E+000, 6.2976553E+001
 1.5649716E+000, 6.5639235E+001
 1.5970693E+000, 6.8066695E+001
 1.6291669E+000, 7.0345641E+001
 1.6612646E+000, 7.2730948E+001
 1.6933622E+000, 7.5171835E+001
 1.7214813E+000, 7.8767508E+001
 1.7496003E+000, 8.1290343E+001
 1.7777194E+000, 8.3429060E+001
 1.8058384E+000, 8.5716803E+001
 1.8339574E+000, 8.8705328E+001
 1.8556583E+000, 9.2283904E+001
 1.8773592E+000, 9.4233923E+001
 1.9012302E+000, 9.6461600E+001
 1.9251012E+000, 9.9034224E+001
 1.9489722E+000, 1.0146155E+002
 1.9728432E+000, 1.0426778E+002
 1.9967142E+000, 1.0685744E+002
 2.0205852E+000, 1.0944050E+002
 2.0444562E+000, 1.1184755E+002
 2.0683272E+000, 1.1412817E+002
 2.0862224E+000, 1.1827869E+002
 2.1041177E+000, 1.2139986E+002
 2.1220129E+000, 1.2369031E+002
 2.1416977E+000, 1.2624227E+002
 2.1613824E+000, 1.2939908E+002
 2.1810672E+000, 1.3214658E+002
 2.2007520E+000, 1.3455689E+002
 2.2204367E+000, 1.3737670E+002
 2.2401215E+000, 1.4026826E+002
 2.2598063E+000, 1.4298105E+002
 2.2794911E+000, 1.4579484E+002
 2.2991758E+000, 1.4850590E+002
 2.3188606E+000, 1.5108146E+002
 2.3385454E+000, 1.5361538E+002
 2.3582301E+000, 1.5572010E+002
 2.3745622E+000, 1.5839915E+002
 2.3908944E+000, 1.6092779E+002
 2.4072265E+000, 1.6349634E+002
 2.4216004E+000, 1.6752347E+002
 2.4359744E+000, 1.7003153E+002
 2.4503484E+000, 1.7245855E+002
 2.4647223E+000, 1.7473357E+002
 2.4790963E+000, 1.7757993E+002
 2.4934703E+000, 1.7999398E+002
 2.5054994E+000, 1.8382252E+002
 2.5175285E+000, 1.8617615E+002
 2.5295577E+000, 1.8844100E+002
 2.5415868E+000, 1.9132572E+002
 2.5536159E+000, 1.9442548E+002
 2.5656451E+000, 1.9748691E+002
 2.5776742E+000, 2.0050820E+002
 2.5909062E+000, 2.0361094E+002
 2.6041383E+000, 2.0649422E+002
 2.6173703E+000, 2.0935787E+002
 2.6306024E+000, 2.1249392E+002
 2.6438344E+000, 2.1534894E+002
 2.6570665E+000, 2.1809269E+002
 2.6702985E+000, 2.2089101E+002
 2.6835305E+000, 2.2364075E+002
 2.6967626E+000, 2.2604885E+002
 2.7099946E+000, 2.2855765E+002
 2.7232267E+000, 2.3128445E+002
 2.7364587E+000, 2.3415169E+002
 2.7496908E+000, 2.3714898E+002
 2.7629228E+000, 2.4001176E+002
 2.7761549E+000, 2.4258626E+002
 2.7893869E+000, 2.4523704E+002
 2.8026189E+000, 2.4794346E+002
 2.8158510E+000, 2.5055964E+002
 2.8290830E+000, 2.5321053E+002
 2.8555471E+000, 2.5694437E+002
 2.8820112E+000, 2.6180901E+002
 2.9217073E+000, 2.6841336E+002
 2.9481714E+000, 2.7432200E+002
 2.9746355E+000, 2.7924424E+002
 3.0010996E+000, 2.8403432E+002
 3.0380967E+000, 2.8988709E+002
 3.0618618E+000, 2.9680858E+002
 3.0975094E+000, 3.0241743E+002
 3.1212745E+000, 3.0812459E+002
 3.1569221E+000, 3.1437017E+002
 3.1806872E+000, 3.2136075E+002
 3.2163348E+000, 3.2741568E+002
 3.2400999E+000, 3.3387919E+002
 3.2757475E+000, 3.4124689E+002
 3.3113951E+000, 3.5015574E+002
 3.3351602E+000, 3.5758271E+002
 3.3708078E+000, 3.6521034E+002
 3.3945729E+000, 3.7284290E+002
 3.4207144E+000, 3.7842675E+002
 3.4599268E+000, 3.8516393E+002
 3.4860684E+000, 3.9191411E+002
 3.5122100E+000, 3.9741674E+002
 3.5514224E+000, 4.0350786E+002
 3.5775639E+000, 4.0932628E+002
 3.6037055E+000, 4.1422974E+002
 3.6429179E+000, 4.2114171E+002
 3.6690595E+000, 4.2742882E+002
 3.6965081E+000, 4.3232552E+002
 3.7252639E+000, 4.3746424E+002
 3.7540196E+000, 4.4315291E+002
 3.7827754E+000, 4.4850536E+002
