s,s
Time,"cpu"
 1.2092835E+001, 8.8038742E+003
 1.2129538E+001, 8.8255799E+003
 1.2156453E+001, 8.8491574E+003
 1.2183368E+001, 8.8686188E+003
 1.2210284E+001, 8.8878293E+003
 1.2246743E+001, 8.9118153E+003
 1.2281246E+001, 8.9431746E+003
 1.2304248E+001, 8.9667448E+003
 1.2338751E+001, 8.9944045E+003
 1.2361753E+001, 9.0178005E+003
 1.2396256E+001, 9.0443315E+003
 1.2430758E+001, 9.0789224E+003
 1.2453760E+001, 9.1038576E+003
 1.2488263E+001, 9.1282450E+003
 1.2511265E+001, 9.1568688E+003
 1.2549218E+001, 9.1844093E+003
 1.2577051E+001, 9.2108263E+003
 1.2604883E+001, 9.2309596E+003
 1.2632715E+001, 9.2511227E+003
 1.2668956E+001, 9.2814080E+003
 1.2695532E+001, 9.3089596E+003
 1.2723438E+001, 9.3298401E+003
 1.2752672E+001, 9.3521779E+003
 1.2781906E+001, 9.3710876E+003
 1.2818616E+001, 9.4009966E+003
 1.2844133E+001, 9.4312568E+003
 1.2873539E+001, 9.4512419E+003
 1.2902944E+001, 9.4674967E+003
 1.2932350E+001, 9.4874987E+003
 1.2961756E+001, 9.5078102E+003
 1.2991161E+001, 9.5282087E+003
 1.3020567E+001, 9.5480817E+003
 1.3064675E+001, 9.5703182E+003
 1.3094081E+001, 9.5899103E+003
 1.3123487E+001, 9.6079640E+003
 1.3150986E+001, 9.6307256E+003
 1.3172945E+001, 9.6625549E+003
 1.3207452E+001, 9.6912215E+003
 1.3230457E+001, 9.7195094E+003
 1.3264964E+001, 9.7435161E+003
 1.3299471E+001, 9.7725220E+003
 1.3322476E+001, 9.7968986E+003
 1.3356983E+001, 9.8187375E+003
 1.3391490E+001, 9.8446213E+003
 1.3414495E+001, 9.8694367E+003
 1.3449002E+001, 9.8943537E+003
 1.3472007E+001, 9.9212975E+003
 1.3506514E+001, 9.9427596E+003
 1.3541021E+001, 9.9726369E+003
 1.3565176E+001, 9.9937759E+003
 1.3590481E+001, 1.0007582E+004
 1.3628439E+001, 1.0029197E+004
 1.3653744E+001, 1.0052131E+004
 1.3692968E+001, 1.0072310E+004
 1.3720803E+001, 1.0093149E+004
 1.3748639E+001, 1.0111337E+004
 1.3776475E+001, 1.0130338E+004
 1.3804310E+001, 1.0144649E+004
 1.3832146E+001, 1.0164291E+004
 1.3873900E+001, 1.0187307E+004
 1.3901736E+001, 1.0215117E+004
 1.3929571E+001, 1.0238407E+004
 1.3957407E+001, 1.0259693E+004
 1.3985243E+001, 1.0281819E+004
 1.4013079E+001, 1.0302789E+004
 1.4040914E+001, 1.0320680E+004
 1.4082668E+001, 1.0345606E+004
 1.4108556E+001, 1.0374093E+004
 1.4132498E+001, 1.0399290E+004
 1.4170804E+001, 1.0426347E+004
 1.4197139E+001, 1.0453067E+004
 1.4223474E+001, 1.0475750E+004
 1.4258476E+001, 1.0505639E+004
 1.4281810E+001, 1.0531147E+004
 1.4319146E+001, 1.0556948E+004
 1.4344814E+001, 1.0580487E+004
 1.4370482E+001, 1.0600749E+004
 1.4410267E+001, 1.0618951E+004
 1.4438502E+001, 1.0639650E+004
 1.4466736E+001, 1.0660551E+004
 1.4494971E+001, 1.0680827E+004
 1.4523206E+001, 1.0701559E+004
 1.4551441E+001, 1.0721320E+004
 1.4593793E+001, 1.0744158E+004
 1.4622028E+001, 1.0768144E+004
 1.4650262E+001, 1.0786590E+004
 1.4678497E+001, 1.0807382E+004
 1.4706732E+001, 1.0824318E+004
 1.4734967E+001, 1.0841760E+004
 1.4763201E+001, 1.0864247E+004
 1.4791436E+001, 1.0886507E+004
 1.4832053E+001, 1.0915335E+004
 1.4856817E+001, 1.0946324E+004
 1.4881582E+001, 1.0967044E+004
 1.4918728E+001, 1.0992900E+004
 1.4943492E+001, 1.1015680E+004
 1.4980639E+001, 1.1038863E+004
 1.5005403E+001, 1.1062417E+004
 1.5030168E+001, 1.1082172E+004
 1.5067314E+001, 1.1105992E+004
 1.5093317E+001, 1.1131896E+004
 1.5120557E+001, 1.1151804E+004
 1.5161419E+001, 1.1177890E+004
 1.5188659E+001, 1.1204633E+004
 1.5215900E+001, 1.1224271E+004
 1.5243141E+001, 1.1238950E+004
 1.5270382E+001, 1.1256644E+004
 1.5311243E+001, 1.1279372E+004
 1.5338484E+001, 1.1306510E+004
 1.5365724E+001, 1.1326512E+004
 1.5392965E+001, 1.1340555E+004
 1.5420206E+001, 1.1357597E+004
 1.5457560E+001, 1.1380611E+004
 1.5481294E+001, 1.1408970E+004
 1.5519269E+001, 1.1432309E+004
 1.5545376E+001, 1.1455675E+004
 1.5571483E+001, 1.1475724E+004
 1.5610645E+001, 1.1496198E+004
 1.5636752E+001, 1.1522008E+004
 1.5662859E+001, 1.1542641E+004
 1.5702021E+001, 1.1567751E+004
 1.5728128E+001, 1.1588714E+004
 1.5752325E+001, 1.1608892E+004
 1.5785754E+001, 1.1634545E+004
 1.5819184E+001, 1.1662660E+004
 1.5841470E+001, 1.1687764E+004
 1.5874899E+001, 1.1713520E+004
 1.5908329E+001, 1.1739960E+004
 1.5930615E+001, 1.1765071E+004
 1.5966273E+001, 1.1790964E+004
 1.5990788E+001, 1.1819129E+004
 1.6027560E+001, 1.1847470E+004
 1.6052075E+001, 1.1875582E+004
 1.6088848E+001, 1.1903323E+004
 1.6113363E+001, 1.1931373E+004
 1.6150135E+001, 1.1956860E+004
 1.6174650E+001, 1.1982148E+004
 1.6212648E+001, 1.2003304E+004
 1.6239614E+001, 1.2029081E+004
 1.6266581E+001, 1.2046925E+004
 1.6293547E+001, 1.2066263E+004
 1.6320514E+001, 1.2086446E+004
 1.6356765E+001, 1.2113331E+004
 1.6380932E+001, 1.2136087E+004
 1.6417183E+001, 1.2158642E+004
 1.6441351E+001, 1.2178928E+004
 1.6481227E+001, 1.2201415E+004
 1.6507811E+001, 1.2222688E+004
 1.6532922E+001, 1.2245205E+004
 1.6568379E+001, 1.2271896E+004
 1.6592017E+001, 1.2292987E+004
 1.6628656E+001, 1.2319184E+004
 1.6654658E+001, 1.2344186E+004
 1.6681960E+001, 1.2363944E+004
 1.6710561E+001, 1.2379156E+004
 1.6753464E+001, 1.2402097E+004
 1.6782066E+001, 1.2426029E+004
 1.6810668E+001, 1.2445841E+004
 1.6839270E+001, 1.2465143E+004
 1.6867872E+001, 1.2485634E+004
 1.6894716E+001, 1.2508645E+004
 1.6932345E+001, 1.2536352E+004
 1.6957431E+001, 1.2560548E+004
 1.6982516E+001, 1.2578090E+004
 1.7020145E+001, 1.2602785E+004
 1.7045231E+001, 1.2628571E+004
 1.7070317E+001, 1.2647478E+004
 1.7107946E+001, 1.2670769E+004
 1.7134286E+001, 1.2687336E+004
 1.7161880E+001, 1.2707647E+004
 1.7203272E+001, 1.2734126E+004
 1.7230867E+001, 1.2755711E+004
 1.7258461E+001, 1.2773282E+004
 1.7281120E+001, 1.2797444E+004
 1.7317784E+001, 1.2826421E+004
 1.7340046E+001, 1.2856315E+004
 1.7374329E+001, 1.2891167E+004
 1.7409658E+001, 1.2936593E+004
 1.7430188E+001, 1.2973742E+004
 1.7466539E+001, 1.2995756E+004
 1.7490257E+001, 1.3026632E+004
 1.7527693E+001, 1.3059388E+004
 1.7553857E+001, 1.3090977E+004
 1.7580021E+001, 1.3110873E+004
 1.7619267E+001, 1.3133403E+004
 1.7645431E+001, 1.3156472E+004
 1.7671595E+001, 1.3178705E+004
 1.7710841E+001, 1.3205474E+004
 1.7737005E+001, 1.3226527E+004
 1.7771319E+001, 1.3253833E+004
 1.7794194E+001, 1.3281132E+004
 1.7826165E+001, 1.3311549E+004
 1.7856966E+001, 1.3345866E+004
 1.7887767E+001, 1.3379658E+004
 1.7918567E+001, 1.3412756E+004
 1.7949368E+001, 1.3441343E+004
 1.7980169E+001, 1.3467769E+004
 1.8000703E+001, 1.3495557E+004
 1.8034583E+001, 1.3521508E+004
 1.8068464E+001, 1.3551966E+004
 1.8091051E+001, 1.3578597E+004
 1.8124932E+001, 1.3603451E+004
 1.8158813E+001, 1.3632417E+004
 1.8181400E+001, 1.3654685E+004
 1.8210083E+001, 1.3685980E+004
 1.8241635E+001, 1.3714767E+004
 1.8273186E+001, 1.3748484E+004
 1.8304737E+001, 1.3782402E+004
 1.8339444E+001, 1.3815690E+004
 1.8362582E+001, 1.3842786E+004
 1.8397288E+001, 1.3869950E+004
 1.8420426E+001, 1.3896340E+004
 1.8456009E+001, 1.3922841E+004
 1.8491439E+001, 1.3951087E+004
 1.8516583E+001, 1.3975155E+004
 1.8541727E+001, 1.3992219E+004
 1.8581957E+001, 1.4012850E+004
 1.8609615E+001, 1.4033444E+004
 1.8637273E+001, 1.4051695E+004
 1.8664931E+001, 1.4071381E+004
 1.8692589E+001, 1.4090985E+004
 1.8720247E+001, 1.4110313E+004
