,,s,s,s
Time Step,Wall Time,Step Size,Simulation Time,CPU Time
      1,2020-07-01T11:52:23.312+02:00,   0.158E+00,   0.15811,  34.47807
      2,2020-07-01T11:52:24.419+02:00,   0.158E+00,   0.31623,  36.67706
      3,2020-07-01T11:52:26.648+02:00,   0.158E+00,   0.47434,  41.12909
      4,2020-07-01T11:52:30.325+02:00,   0.639E-01,   0.53823,  48.47102
      5,2020-07-01T11:52:33.732+02:00,   0.703E-01,   0.60852,  55.19927
      6,2020-07-01T11:52:37.584+02:00,   0.773E-01,   0.68583,  62.90189
      7,2020-07-01T11:52:41.141+02:00,   0.850E-01,   0.77087,  70.00441
      8,2020-07-01T11:52:46.381+02:00,   0.752E-01,   0.84603,  80.47237
      9,2020-07-01T11:52:48.699+02:00,   0.752E-01,   0.92119,  85.09758
     10,2020-07-01T11:52:52.171+02:00,   0.463E-01,   0.96750,  92.03898
     20,2020-07-01T11:53:36.572+02:00,   0.321E-01,   1.40448, 180.69724
     30,2020-07-01T11:54:20.940+02:00,   0.281E-01,   1.72148, 269.33111
     40,2020-07-01T11:55:08.687+02:00,   0.239E-01,   1.97284, 364.66547
     50,2020-07-01T11:56:01.712+02:00,   0.197E-01,   2.18107, 470.63084
     60,2020-07-01T11:56:52.030+02:00,   0.163E-01,   2.37456, 571.12727
     70,2020-07-01T11:57:43.952+02:00,   0.120E-01,   2.51753, 674.88539
     80,2020-07-01T11:58:39.820+02:00,   0.132E-01,   2.64383, 786.49656
     90,2020-07-01T11:59:32.870+02:00,   0.132E-01,   2.77615, 892.49628
    100,2020-07-01T12:00:23.219+02:00,   0.132E-01,   2.90848, 993.07885
    200,2020-07-01T12:09:10.628+02:00,   0.113E-01,   4.18672,2046.53400
    300,2020-07-01T12:18:32.349+02:00,   0.122E-01,   5.40894,3168.68158
    400,2020-07-01T12:27:05.836+02:00,   0.123E-01,   6.61635,4194.43065
    500,2020-07-01T12:35:45.171+02:00,   0.124E-01,   7.84023,5231.85251
    600,2020-07-01T12:44:02.595+02:00,   0.130E-01,   9.02945,6225.54278
    700,2020-07-01T12:53:26.354+02:00,   0.123E-01,  10.21471,7351.62101
    800,2020-07-01T13:01:45.436+02:00,   0.143E-01,  11.49421,8348.63257
    900,2020-07-01T13:10:14.791+02:00,   0.146E-01,  12.76729,9366.25145
   1000,2020-07-01T13:18:24.951+02:00,   0.139E-01,  14.06875,**********
   1100,2020-07-01T13:26:44.644+02:00,   0.136E-01,  15.39297,**********
   1200,2020-07-01T13:34:58.041+02:00,   0.130E-01,  16.62866,**********
   1300,2020-07-01T13:43:49.374+02:00,   0.103E-01,  17.88777,**********
