s,s
Time,"cpu"
 0.0000000E+000, 3.2468965E+001
 1.5811388E-001, 3.4698152E+001
 3.1622777E-001, 3.7443887E+001
 4.7434165E-001, 4.3815248E+001
 5.3823403E-001, 5.4004503E+001
 6.0851565E-001, 6.3351240E+001
 6.8582543E-001, 7.4802145E+001
 7.7086619E-001, 8.5070486E+001
 8.4602762E-001, 1.0050622E+002
 9.2118905E-001, 1.0705900E+002
 9.6750107E-001, 1.1703372E+002
 1.0184443E+000, 1.2625490E+002
 1.0744818E+000, 1.3428869E+002
 1.1305194E+000, 1.4669207E+002
 1.1767848E+000, 1.6325214E+002
 1.2176777E+000, 1.7971230E+002
 1.2585706E+000, 1.8886323E+002
 1.2994635E+000, 1.9905243E+002
 1.3359245E+000, 2.2080079E+002
 1.3723856E+000, 2.3398734E+002
 1.4044833E+000, 2.5484623E+002
 1.4365809E+000, 2.6552265E+002
 1.4686786E+000, 2.7690729E+002
 1.5007763E+000, 2.9035782E+002
 1.5328739E+000, 3.0379795E+002
 1.5649716E+000, 3.1805454E+002
 1.5970693E+000, 3.3151597E+002
 1.6291669E+000, 3.4387540E+002
 1.6612646E+000, 3.5624689E+002
 1.6933622E+000, 3.6970466E+002
 1.7214813E+000, 3.8992566E+002
 1.7496003E+000, 4.0369379E+002
 1.7777194E+000, 4.1541343E+002
 1.8058384E+000, 4.2779310E+002
 1.8339574E+000, 4.4414023E+002
 1.8556583E+000, 4.6474936E+002
 1.8773592E+000, 4.7560029E+002
 1.9012302E+000, 4.8729499E+002
 1.9251012E+000, 5.0188898E+002
 1.9489722E+000, 5.1572153E+002
 1.9728432E+000, 5.3141996E+002
 1.9967142E+000, 5.4582151E+002
 2.0205852E+000, 5.6023935E+002
 2.0444562E+000, 5.7307169E+002
 2.0683272E+000, 5.8563242E+002
 2.0862224E+000, 6.0986484E+002
 2.1041177E+000, 6.2682310E+002
 2.1220129E+000, 6.3949717E+002
 2.1416977E+000, 6.5380350E+002
 2.1613824E+000, 6.7073820E+002
 2.1810672E+000, 6.8636838E+002
 2.2007520E+000, 7.0010599E+002
 2.2204367E+000, 7.1592350E+002
 2.2401215E+000, 7.3280869E+002
 2.2598063E+000, 7.4879831E+002
 2.2794911E+000, 7.6475821E+002
 2.2991758E+000, 7.8068198E+002
 2.3188606E+000, 7.9517808E+002
 2.3385454E+000, 8.0889048E+002
 2.3582301E+000, 8.2052390E+002
 2.3745622E+000, 8.3459012E+002
 2.3908944E+000, 8.4815592E+002
 2.4072265E+000, 8.6271781E+002
 2.4216004E+000, 8.8480399E+002
 2.4359744E+000, 8.9840812E+002
 2.4503484E+000, 9.1178885E+002
 2.4647223E+000, 9.2416825E+002
 2.4790963E+000, 9.3980875E+002
 2.4934703E+000, 9.5302396E+002
 2.5054994E+000, 9.7264219E+002
 2.5175285E+000, 9.8508011E+002
 2.5295577E+000, 9.9756510E+002
 2.5415868E+000, 1.0140219E+003
 2.5536159E+000, 1.0312432E+003
 2.5656451E+000, 1.0483943E+003
 2.5776742E+000, 1.0657267E+003
 2.5909062E+000, 1.0830375E+003
 2.6041383E+000, 1.0991619E+003
 2.6173703E+000, 1.1152206E+003
 2.6306024E+000, 1.1324147E+003
 2.6438344E+000, 1.1484264E+003
 2.6570665E+000, 1.1636114E+003
 2.6702985E+000, 1.1788409E+003
 2.6835305E+000, 1.1939742E+003
 2.6967626E+000, 1.2069909E+003
 2.7099946E+000, 1.2198383E+003
 2.7232267E+000, 1.2345990E+003
 2.7364587E+000, 1.2502526E+003
 2.7496908E+000, 1.2660834E+003
 2.7629228E+000, 1.2814591E+003
 2.7761549E+000, 1.2948482E+003
 2.7893869E+000, 1.3086166E+003
 2.8026189E+000, 1.3232862E+003
 2.8158510E+000, 1.3367000E+003
 2.8290830E+000, 1.3502209E+003
 2.8555471E+000, 1.3699398E+003
 2.8820112E+000, 1.3950912E+003
 2.9217073E+000, 1.4301563E+003
 2.9481714E+000, 1.4612266E+003
 2.9746355E+000, 1.4871014E+003
 3.0010996E+000, 1.5118833E+003
 3.0380967E+000, 1.5422211E+003
 3.0618618E+000, 1.5796181E+003
 3.0975094E+000, 1.6085839E+003
 3.1212745E+000, 1.6388208E+003
 3.1569221E+000, 1.6716539E+003
 3.1806872E+000, 1.7095278E+003
