s,s
Time,"cpu"
 0.0000000E+000, 3.3177232E+001
 1.5811388E-001, 3.6336034E+001
 3.1622777E-001, 4.0088147E+001
 4.7434165E-001, 4.8003419E+001
 5.3823403E-001, 6.1578870E+001
 6.0851565E-001, 7.4346234E+001
 6.8582543E-001, 8.9198483E+001
 7.7086619E-001, 1.0291237E+002
 8.4602762E-001, 1.2311277E+002
 9.2118905E-001, 1.3191288E+002
 9.6750107E-001, 1.4517038E+002
 1.0184443E+000, 1.5671435E+002
 1.0744818E+000, 1.6680401E+002
 1.1305194E+000, 1.8259279E+002
 1.1767848E+000, 2.0164677E+002
 1.2176777E+000, 2.2171586E+002
 1.2585706E+000, 2.3303242E+002
 1.2994635E+000, 2.4607055E+002
 1.3359245E+000, 2.7390530E+002
 1.3723856E+000, 2.9028058E+002
 1.4044833E+000, 3.1588980E+002
 1.4365809E+000, 3.2888632E+002
 1.4686786E+000, 3.4271100E+002
 1.5007763E+000, 3.5872073E+002
 1.5328739E+000, 3.7524096E+002
 1.5649716E+000, 3.9325348E+002
 1.5970693E+000, 4.1043557E+002
 1.6291669E+000, 4.2637924E+002
 1.6612646E+000, 4.4273239E+002
 1.6933622E+000, 4.6044983E+002
 1.7214813E+000, 4.8663418E+002
 1.7496003E+000, 5.0440466E+002
 1.7777194E+000, 5.1935891E+002
 1.8058384E+000, 5.3624301E+002
 1.8339574E+000, 5.5773373E+002
 1.8556583E+000, 5.8466092E+002
 1.8773592E+000, 5.9874954E+002
 1.9012302E+000, 6.1423849E+002
 1.9251012E+000, 6.3328842E+002
 1.9489722E+000, 6.5153140E+002
 1.9728432E+000, 6.7169449E+002
 1.9967142E+000, 6.9074716E+002
 2.0205852E+000, 7.0982467E+002
 2.0444562E+000, 7.2672116E+002
 2.0683272E+000, 7.4419027E+002
 2.0862224E+000, 7.7631381E+002
 2.1041177E+000, 7.9816183E+002
 2.1220129E+000, 8.1496902E+002
 2.1416977E+000, 8.3425497E+002
 2.1613824E+000, 8.5604379E+002
 2.1810672E+000, 8.7687014E+002
 2.2007520E+000, 8.9500906E+002
 2.2204367E+000, 9.1578012E+002
 2.2401215E+000, 9.3797964E+002
 2.2598063E+000, 9.5881546E+002
 2.2794911E+000, 9.7967703E+002
 2.2991758E+000, 1.0002212E+003
 2.3188606E+000, 1.0190566E+003
 2.3385454E+000, 1.0369246E+003
 2.3582301E+000, 1.0526165E+003
 2.3745622E+000, 1.0717927E+003
 2.3908944E+000, 1.0895749E+003
 2.4072265E+000, 1.1087575E+003
 2.4216004E+000, 1.1379978E+003
 2.4359744E+000, 1.1560328E+003
 2.4503484E+000, 1.1743465E+003
 2.4647223E+000, 1.1910927E+003
 2.4790963E+000, 1.2119848E+003
 2.4934703E+000, 1.2298983E+003
