,,s,s,s
Time Step,Wall Time,Step Size,Simulation Time,CPU Time
      1,2020-07-01T13:51:14.151+02:00,   0.158E+00,   0.15811,   7.03584
      2,2020-07-01T13:51:14.403+02:00,   0.158E+00,   0.31623,   7.52957
      3,2020-07-01T13:51:14.618+02:00,   0.158E+00,   0.47434,   7.95880
      4,2020-07-01T13:51:15.009+02:00,   0.676E-01,   0.54189,   8.72669
      5,2020-07-01T13:51:15.231+02:00,   0.743E-01,   0.61620,   9.17007
      6,2020-07-01T13:51:15.453+02:00,   0.817E-01,   0.69794,   9.61423
      7,2020-07-01T13:51:15.710+02:00,   0.817E-01,   0.77968,  10.11307
      8,2020-07-01T13:51:15.967+02:00,   0.733E-01,   0.85293,  10.62216
      9,2020-07-01T13:51:16.154+02:00,   0.733E-01,   0.92619,  10.98627
     10,2020-07-01T13:51:16.408+02:00,   0.733E-01,   0.99945,  11.49362
     20,2020-07-01T13:51:18.942+02:00,   0.332E-01,   1.42076,  16.51870
     30,2020-07-01T13:51:21.657+02:00,   0.280E-01,   1.73227,  21.86261
     40,2020-07-01T13:51:24.401+02:00,   0.249E-01,   1.98397,  27.29905
     50,2020-07-01T13:51:27.428+02:00,   0.191E-01,   2.19804,  33.31156
     60,2020-07-01T13:51:30.421+02:00,   0.170E-01,   2.38662,  39.18089
     70,2020-07-01T13:51:33.428+02:00,   0.129E-01,   2.52963,  45.01183
     80,2020-07-01T13:51:36.130+02:00,   0.142E-01,   2.66106,  50.38653
     90,2020-07-01T13:51:39.117+02:00,   0.142E-01,   2.80280,  56.29079
    100,2020-07-01T13:51:41.806+02:00,   0.126E-01,   2.94300,  61.64136
    200,2020-07-01T13:52:14.256+02:00,   0.111E-01,   4.22935, 119.04606
    300,2020-07-01T13:52:43.290+02:00,   0.130E-01,   5.44690, 176.71758
    400,2020-07-01T13:53:12.467+02:00,   0.141E-01,   6.69625, 234.71025
    500,2020-07-01T13:53:40.631+02:00,   0.127E-01,   7.91722, 290.77297
    600,2020-07-01T13:54:09.625+02:00,   0.116E-01,   9.16159, 348.52389
    700,2020-07-01T13:54:37.682+02:00,   0.114E-01,  10.33263, 404.40486
    800,2020-07-01T13:55:04.663+02:00,   0.133E-01,  11.57797, 458.05562
    900,2020-07-01T13:55:30.465+02:00,   0.138E-01,  12.81572, 509.32194
   1000,2020-07-01T13:55:59.685+02:00,   0.136E-01,  14.13590, 567.47236
   1100,2020-07-01T13:56:30.977+02:00,   0.140E-01,  15.42475, 627.58511
   1200,2020-07-01T13:57:00.045+02:00,   0.140E-01,  16.76039, 685.36723
   1300,2020-07-01T13:57:32.643+02:00,   0.177E-01,  18.30986, 746.84600
   1400,2020-07-01T13:58:04.173+02:00,   0.152E-01,  19.80448, 807.51429
   1500,2020-07-01T13:58:33.144+02:00,   0.141E-01,  21.25056, 865.17818
   1600,2020-07-01T13:59:01.888+02:00,   0.125E-01,  22.60314, 922.30589
   1700,2020-07-01T13:59:32.252+02:00,   0.132E-01,  23.96556, 982.75719
   1800,2020-07-01T14:00:02.507+02:00,   0.119E-01,  25.33443,1042.90051
   1900,2020-07-01T14:00:32.574+02:00,   0.116E-01,  26.63577,1102.75291
   2000,2020-07-01T14:01:02.406+02:00,   0.139E-01,  28.00283,1162.16400
   2100,2020-07-01T14:01:31.909+02:00,   0.153E-01,  29.51142,1220.94689
   2134,2020-07-01T14:01:41.909+02:00,   0.313E-02,  30.00000,1240.76738
