Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 9.988E+00, 1.317E+00, 4.885E-01, 2.133E+00, 7.185E+01, 8.955E-01, 3.473E+01, 0.000E+00, 6.219E-01, 0.000E+00, 5.361E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.274E+02
    1, 1.479E+01, 1.330E+00, 5.434E-01, 2.207E+00, 7.183E+01, 1.025E+00, 2.985E+01, 0.000E+00, 6.170E-01, 0.000E+00, 5.194E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.274E+02
    2, 1.136E+01, 2.369E+00, 1.454E+00, 3.752E+00, 7.195E+01, 1.150E+00, 3.330E+01, 0.000E+00, 1.160E+00, 0.000E+00, 8.966E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.274E+02
    3, 1.568E+01, 1.322E+00, 5.474E-01, 2.197E+00, 7.184E+01, 1.036E+00, 2.897E+01, 0.000E+00, 6.150E-01, 0.000E+00, 5.191E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.274E+02
