Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 5.407E-02, 5.260E-02, 1.946E-02, 8.432E-02, 1.126E+00, 2.474E-02, 5.192E-01, 0.000E+00, 4.199E-02, 0.000E+00, 8.041E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.727E+00
    1, 7.972E-02, 5.213E-02, 1.970E-02, 8.474E-02, 1.127E+00, 2.489E-02, 4.920E-01, 0.000E+00, 4.570E-02, 0.000E+00, 8.019E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.728E+00
    2, 7.121E-02, 5.161E-02, 1.934E-02, 8.352E-02, 1.127E+00, 2.409E-02, 5.000E-01, 0.000E+00, 4.484E-02, 0.000E+00, 8.062E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.728E+00
    3, 3.893E-02, 3.525E-01, 8.733E-02, 2.161E-01, 1.244E+00, 3.213E-02, 5.423E-01, 0.000E+00, 1.719E-01, 0.000E+00, 4.282E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.728E+00
