s,m/s,Pa,kg/m/s,,,
 1.2264436E+000, 1.5660892E+000,-4.1482848E-001, 1.0000000E-001, 3.8000000E+001, 3.7882910E-001, 5.9085836E-015
 1.2494831E+000, 1.5332743E+000,-4.0102546E-001, 1.0000000E-001, 3.8000000E+001, 3.7870170E-001, 5.7834050E-015
 1.2748265E+000, 1.4966254E+000,-3.8843320E-001, 1.0000000E-001, 3.7000000E+001, 3.7258802E-001, 8.2880211E-015
 1.2979952E+000, 1.4626972E+000,-3.8053956E-001, 1.0000000E-001, 3.7000000E+001, 3.7101626E-001, 7.0291980E-015
 1.3234807E+000, 1.4249910E+000,-3.7413049E-001, 1.0000000E-001, 3.7000000E+001, 3.6839119E-001, 5.3583163E-015
 1.3467365E+000, 1.3903154E+000,-3.7197637E-001, 1.0000000E-001, 3.7000000E+001, 3.6773195E-001, 4.9743029E-015
 1.3723178E+000, 1.3519601E+000,-3.7159247E-001, 1.0000000E-001, 3.7000000E+001, 3.6686388E-001, 4.5192542E-015
 1.3956685E+000, 1.3168396E+000,-3.7490843E-001, 1.0000000E-001, 3.7000000E+001, 3.6592327E-001, 4.0772617E-015
 1.4213542E+000, 1.2781699E+000,-3.8029672E-001, 1.0000000E-001, 3.7000000E+001, 3.6681817E-001, 4.4258336E-015
 1.4448168E+000, 1.2428970E+000,-3.8879247E-001, 1.0000000E-001, 3.7000000E+001, 3.6819280E-001, 5.0432051E-015
 1.4706258E+000, 1.2042354E+000,-3.9964733E-001, 1.0000000E-001, 3.7000000E+001, 3.6832100E-001, 5.0668532E-015
 1.4942178E+000, 1.1691050E+000,-4.1301537E-001, 1.0000000E-001, 3.7000000E+001, 3.6946954E-001, 5.6420550E-015
 1.5201690E+000, 1.1307758E+000,-4.2898568E-001, 1.0000000E-001, 3.7000000E+001, 3.6990249E-001, 5.8449103E-015
 1.5438548E+000, 1.0961616E+000,-4.4687463E-001, 1.0000000E-001, 3.7000000E+001, 3.6866663E-001, 5.1258634E-015
 1.5699093E+000, 1.0585729E+000,-4.6751480E-001, 1.0000000E-001, 3.7000000E+001, 3.6813004E-001, 4.8196270E-015
 1.5936902E+000, 1.0247884E+000,-4.8953430E-001, 1.0000000E-001, 3.7000000E+001, 3.6875909E-001, 5.0974143E-015
 1.6198493E+000, 9.8828051E-001,-5.1437121E-001, 1.0000000E-001, 3.7000000E+001, 3.6957727E-001, 5.4926583E-015
 1.6437430E+000, 9.5560959E-001,-5.4013699E-001, 1.0000000E-001, 3.7000000E+001, 3.7003507E-001, 5.7113158E-015
 1.6700261E+000, 9.2048986E-001,-5.6868516E-001, 1.0000000E-001, 3.7000000E+001, 3.7048798E-001, 5.9345831E-015
 1.6940505E+000, 8.8920996E-001,-5.9781333E-001, 1.0000000E-001, 3.7000000E+001, 3.7170912E-001, 6.6600762E-015
 1.7204773E+000, 8.5577781E-001,-6.2957074E-001, 1.0000000E-001, 3.7000000E+001, 3.7338454E-001, 7.8142813E-015
 1.7445984E+000, 8.2622209E-001,-6.6162825E-001, 1.0000000E-001, 3.7000000E+001, 3.7508730E-001, 9.1899774E-015
 1.7711316E+000, 7.9483236E-001,-6.9600586E-001, 1.0000000E-001, 3.7000000E+001, 3.7578663E-001, 9.7826482E-015
 1.7953491E+000, 7.6726920E-001,-7.3055443E-001, 1.0000000E-001, 3.8000000E+001, 3.8231829E-001, 7.0321909E-015
 1.8219884E+000, 7.3820611E-001,-7.6699665E-001, 1.0000000E-001, 3.8000000E+001, 3.8112515E-001, 6.2036383E-015
 1.8463207E+000, 7.1286548E-001,-8.0362522E-001, 1.0000000E-001, 3.8000000E+001, 3.8343407E-001, 7.7533644E-015
 1.8730862E+000, 6.8637167E-001,-8.4160904E-001, 1.0000000E-001, 3.7000000E+001, 3.7612372E-001, 9.8487195E-015
 1.8975516E+000, 6.6346873E-001,-8.7991924E-001, 1.0000000E-001, 3.8000000E+001, 3.8239805E-001, 6.8960793E-015
 1.9244636E+000, 6.3976979E-001,-9.1893611E-001, 1.0000000E-001, 3.8000000E+001, 3.8331982E-001, 7.4959537E-015
 1.9490246E+000, 6.1954873E-001,-9.5849513E-001, 1.0000000E-001, 3.8000000E+001, 3.8310240E-001, 7.2760002E-015
 1.9760418E+000, 5.9889398E-001,-9.9796773E-001, 1.0000000E-001, 3.8000000E+001, 3.8239423E-001, 6.7193406E-015
 2.0007020E+000, 5.8152719E-001,-1.0383325E+000, 1.0000000E-001, 3.8000000E+001, 3.8156272E-001, 6.1281331E-015
 2.0278282E+000, 5.6409052E-001,-1.0777730E+000, 1.0000000E-001, 3.8000000E+001, 3.8117932E-001, 5.8365691E-015
 2.0526062E+000, 5.4971435E-001,-1.1185443E+000, 1.0000000E-001, 3.8000000E+001, 3.8084816E-001, 5.5882502E-015
 2.0798621E+000, 5.3563131E-001,-1.1575205E+000, 1.0000000E-001, 3.8000000E+001, 3.8091691E-001, 5.5622028E-015
 2.1047771E+000, 5.2436061E-001,-1.1983194E+000, 1.0000000E-001, 3.8000000E+001, 3.7920221E-001, 4.6342929E-015
 2.1321836E+000, 5.1374252E-001,-1.2364329E+000, 1.0000000E-001, 3.8000000E+001, 3.7820399E-001, 4.1434571E-015
 2.1571893E+000, 5.0568879E-001,-1.2768807E+000, 1.0000000E-001, 3.7000000E+001, 3.7670574E-001, 9.3579776E-015
 2.1846956E+000, 4.9863322E-001,-1.3136773E+000, 1.0000000E-001, 3.8000000E+001, 3.7580746E-001, 3.1849924E-015
 2.2098044E+000, 4.9384076E-001,-1.3533291E+000, 1.0000000E-001, 3.8000000E+001, 3.7476423E-001, 2.8398488E-015
 2.2374241E+000, 4.9037922E-001,-1.3884837E+000, 1.0000000E-001, 3.8000000E+001, 3.7419213E-001, 2.6582662E-015
 2.2626552E+000, 4.8886388E-001,-1.4269786E+000, 1.0000000E-001, 3.8000000E+001, 3.7523919E-001, 2.9393652E-015
 2.2904095E+000, 4.8899733E-001,-1.4602141E+000, 1.0000000E-001, 3.8000000E+001, 3.7718829E-001, 3.5669954E-015
 2.3157761E+000, 4.9074917E-001,-1.4972126E+000, 1.0000000E-001, 3.7000000E+001, 3.7258632E-001, 6.0013750E-015
 2.3436793E+000, 4.9444912E-001,-1.5282791E+000, 1.0000000E-001, 3.7000000E+001, 3.7502906E-001, 7.6659944E-015
 2.3691346E+000, 4.9941572E-001,-1.5634706E+000, 1.0000000E-001, 4.1000000E+001, 4.1163161E-001, 6.9426562E-015
 2.3971354E+000, 5.0659874E-001,-1.5920901E+000, 1.0000000E-001, 4.1000000E+001, 4.1368530E-001, 8.6012884E-015
 2.4226990E+000, 5.1469223E-001,-1.6250477E+000, 1.0000000E-001, 4.1000000E+001, 4.1421620E-001, 9.1773133E-015
 2.4508189E+000, 5.2524568E-001,-1.6510602E+000, 1.0000000E-001, 4.1000000E+001, 4.1352038E-001, 8.7121285E-015
 2.4765107E+000, 5.3635348E-001,-1.6814879E+000, 1.0000000E-001, 4.1000000E+001, 4.1099673E-001, 6.8998532E-015
 2.5047717E+000, 5.5013776E-001,-1.7047606E+000, 1.0000000E-001, 4.1000000E+001, 4.0857473E-001, 5.5359411E-015
 2.5305869E+000, 5.6410843E-001,-1.7323946E+000, 1.0000000E-001, 4.1000000E+001, 4.1022065E-001, 6.6696725E-015
 2.5589837E+000, 5.8093866E-001,-1.7527987E+000, 1.0000000E-001, 4.1000000E+001, 4.1339328E-001, 9.3788640E-015
 2.5848937E+000, 5.9757013E-001,-1.7773694E+000, 1.0000000E-001, 4.2000000E+001, 4.1197212E-001, 3.4330810E-015
 2.6133948E+000, 6.1720443E-001,-1.7947899E+000, 1.0000000E-001, 4.2000000E+001, 4.1227465E-001, 3.6322156E-015
 2.6394197E+000, 6.3629040E-001,-1.8159857E+000, 1.0000000E-001, 4.2000000E+001, 4.1252480E-001, 3.8106291E-015
 2.6680472E+000, 6.5848897E-001,-1.8303708E+000, 1.0000000E-001, 4.2000000E+001, 4.1266027E-001, 3.9575477E-015
 2.6942077E+000, 6.7980277E-001,-1.8479907E+000, 1.0000000E-001, 4.2000000E+001, 4.1283367E-001, 4.1105392E-015
 2.7229842E+000, 7.0430409E-001,-1.8593015E+000, 1.0000000E-001, 4.2000000E+001, 4.1284955E-001, 4.2041941E-015
 2.7492526E+000, 7.2755572E-001,-1.8731975E+000, 1.0000000E-001, 4.2000000E+001, 4.1290721E-001, 4.3005427E-015
 2.7781478E+000, 7.5402618E-001,-1.8813887E+000, 1.0000000E-001, 4.2000000E+001, 4.1281018E-001, 4.3294652E-015
 2.8045185E+000, 7.7891645E-001,-1.8913782E+000, 1.0000000E-001, 4.2000000E+001, 4.1276427E-001, 4.3630752E-015
 2.8335262E+000, 8.0701651E-001,-1.8964390E+000, 1.0000000E-001, 4.2000000E+001, 4.1271899E-001, 4.3928707E-015
 2.8600200E+000, 8.3325290E-001,-1.9024061E+000, 1.0000000E-001, 4.2000000E+001, 4.1266971E-001, 4.4034542E-015
 2.8891631E+000, 8.6265359E-001,-1.9043476E+000, 1.0000000E-001, 4.2000000E+001, 4.1261386E-001, 4.4035904E-015
 2.9157997E+000, 8.8993028E-001,-1.9062436E+000, 1.0000000E-001, 4.2000000E+001, 4.1259554E-001, 4.4043543E-015
 2.9451000E+000, 9.2028907E-001,-1.9050838E+000, 1.0000000E-001, 4.2000000E+001, 4.1256280E-001, 4.3882015E-015
 2.9718269E+000, 9.4821303E-001,-1.9029053E+000, 1.0000000E-001, 4.2000000E+001, 4.1257015E-001, 4.3757030E-015
 3.0012265E+000, 9.7909205E-001,-1.8986785E+000, 1.0000000E-001, 4.2000000E+001, 4.1259611E-001, 4.3584139E-015
 3.0280646E+000, 1.0073370E+000,-1.8924583E+000, 1.0000000E-001, 4.2000000E+001, 4.1263257E-001, 4.3339142E-015
 3.0575866E+000, 1.0383764E+000,-1.8852246E+000, 1.0000000E-001, 4.2000000E+001, 4.1269824E-001, 4.3068689E-015
 3.0845574E+000, 1.0666141E+000,-1.8750679E+000, 1.0000000E-001, 4.2000000E+001, 4.1274056E-001, 4.2605141E-015
 3.1142253E+000, 1.0974529E+000,-1.8648984E+000, 1.0000000E-001, 4.2000000E+001, 4.1284424E-001, 4.2235074E-015
 3.1413168E+000, 1.1253199E+000,-1.8509448E+000, 1.0000000E-001, 4.2000000E+001, 4.1303498E-001, 4.2175024E-015
 3.1711175E+000, 1.1555612E+000,-1.8379394E+000, 1.0000000E-001, 4.2000000E+001, 4.1294189E-001, 4.0728334E-015
 3.1983093E+000, 1.1826910E+000,-1.8203940E+000, 1.0000000E-001, 4.2000000E+001, 4.1234527E-001, 3.7334978E-015
 3.2282201E+000, 1.2119378E+000,-1.8046892E+000, 1.0000000E-001, 4.1000000E+001, 4.1263652E-001, 9.0336651E-015
 3.2555336E+000, 1.2380166E+000,-1.7838445E+000, 1.0000000E-001, 4.2000000E+001, 4.1279813E-001, 3.6726873E-015
 3.2855785E+000, 1.2659307E+000,-1.7655855E+000, 1.0000000E-001, 4.2000000E+001, 4.1389278E-001, 3.9579019E-015
 3.3130357E+000, 1.2906549E+000,-1.7417435E+000, 1.0000000E-001, 4.2000000E+001, 4.1431963E-001, 3.9883318E-015
 3.3432385E+000, 1.3169105E+000,-1.7210980E+000, 1.0000000E-001, 4.2000000E+001, 4.1470045E-001, 3.9799129E-015
 3.3707912E+000, 1.3399308E+000,-1.6945632E+000, 1.0000000E-001, 4.2000000E+001, 4.1496763E-001, 3.9333885E-015
 3.4010992E+000, 1.3641590E+000,-1.6717837E+000, 1.0000000E-001, 4.2000000E+001, 4.1534875E-001, 3.9143105E-015
 3.4287635E+000, 1.3852090E+000,-1.6430348E+000, 1.0000000E-001, 4.2000000E+001, 4.1556637E-001, 3.8429447E-015
 3.4591942E+000, 1.4071303E+000,-1.6183638E+000, 1.0000000E-001, 4.2000000E+001, 4.1583343E-001, 3.7776478E-015
 3.4869923E+000, 1.4259693E+000,-1.5878255E+000, 1.0000000E-001, 4.2000000E+001, 4.1603282E-001, 3.7036446E-015
 3.5175702E+000, 1.4453331E+000,-1.5615280E+000, 1.0000000E-001, 4.2000000E+001, 4.1598743E-001, 3.5339599E-015
 3.5454896E+000, 1.4617222E+000,-1.5296210E+000, 1.0000000E-001, 4.1000000E+001, 4.1736037E-001, 9.3711260E-015
 3.5762009E+000, 1.4782844E+000,-1.5020249E+000, 1.0000000E-001, 4.1000000E+001, 4.1560138E-001, 7.5888318E-015
 3.6042224E+000, 1.4920185E+000,-1.4692425E+000, 1.0000000E-001, 3.8000000E+001, 3.8947512E-001, 8.6870971E-015
 3.6350460E+000, 1.5055753E+000,-1.4407149E+000, 1.0000000E-001, 3.8000000E+001, 3.8754843E-001, 6.9751221E-015
 3.6631921E+000, 1.5165077E+000,-1.4075814E+000, 1.0000000E-001, 3.8000000E+001, 3.8709517E-001, 6.5072621E-015
 3.6941528E+000, 1.5269161E+000,-1.3784707E+000, 1.0000000E-001, 3.8000000E+001, 3.8592837E-001, 5.6683303E-015
 3.7224430E+000, 1.5349279E+000,-1.3454392E+000, 1.0000000E-001, 3.7000000E+001, 3.8042319E-001, 8.4772576E-015
 3.7535623E+000, 1.5420764E+000,-1.3161147E+000, 1.0000000E-001, 3.7000000E+001, 3.7938024E-001, 7.5360896E-015
 3.7819459E+000, 1.5470694E+000,-1.2836291E+000, 1.0000000E-001, 3.7000000E+001, 3.7656247E-001, 5.6503662E-015
 3.8131679E+000, 1.5508786E+000,-1.2545492E+000, 1.0000000E-001, 3.7000000E+001, 3.8119415E-001, 8.7882994E-015
 3.8416676E+000, 1.5528205E+000,-1.2231273E+000, 1.0000000E-001, 3.7000000E+001, 3.8132946E-001, 8.8317339E-015
 3.8730172E+000, 1.5532751E+000,-1.1946741E+000, 1.0000000E-001, 3.7000000E+001, 3.7742879E-001, 5.9927216E-015
 3.9016560E+000, 1.5521658E+000,-1.1647035E+000, 1.0000000E-001, 3.7000000E+001, 3.7642912E-001, 5.3986805E-015
 3.9331586E+000, 1.5492859E+000,-1.1372560E+000, 1.0000000E-001, 3.7000000E+001, 3.7601154E-001, 5.1495683E-015
 3.9619077E+000, 1.5451665E+000,-1.1091028E+000, 1.0000000E-001, 3.7000000E+001, 3.7680123E-001, 5.5323892E-015
 3.9935317E+000, 1.5390235E+000,-1.0830790E+000, 1.0000000E-001, 3.8000000E+001, 3.8166877E-001, 3.3733676E-015
 4.0223892E+000, 1.5319812E+000,-1.0571040E+000, 1.0000000E-001, 3.7000000E+001, 3.7512460E-001, 4.6303383E-015
 4.0541324E+000, 1.5226937E+000,-1.0328682E+000, 1.0000000E-001, 3.7000000E+001, 3.8061276E-001, 7.8663766E-015
 4.0831214E+000, 1.5128482E+000,-1.0093447E+000, 1.0000000E-001, 3.7000000E+001, 3.8131202E-001, 8.3550230E-015
 4.1150094E+000, 1.5005666E+000,-9.8720739E-001, 1.0000000E-001, 3.7000000E+001, 3.7866240E-001, 6.3994593E-015
 4.1441262E+000, 1.4880802E+000,-9.6635144E-001, 1.0000000E-001, 3.7000000E+001, 3.7885132E-001, 6.4622297E-015
 4.1761547E+000, 1.4730039E+000,-9.4660716E-001, 1.0000000E-001, 3.7000000E+001, 3.7879310E-001, 6.3637705E-015
 4.2053729E+000, 1.4580896E+000,-9.2860158E-001, 1.0000000E-001, 3.7000000E+001, 3.7674872E-001, 5.1601495E-015
 4.2375128E+000, 1.4404740E+000,-9.1150674E-001, 1.0000000E-001, 3.7000000E+001, 3.7915391E-001, 6.4635100E-015
 4.2668558E+000, 1.4233570E+000,-8.9645590E-001, 1.0000000E-001, 3.7000000E+001, 3.7725601E-001, 5.3162337E-015
 4.2991331E+000, 1.4034647E+000,-8.8217740E-001, 1.0000000E-001, 3.7000000E+001, 3.7414546E-001, 3.8730244E-015
 4.3286186E+000, 1.3843983E+000,-8.7012160E-001, 1.0000000E-001, 3.7000000E+001, 3.7747394E-001, 5.3231556E-015
 4.3610526E+000, 1.3625218E+000,-8.5877756E-001, 1.0000000E-001, 3.7000000E+001, 3.7779739E-001, 5.4388922E-015
 4.3906333E+000, 1.3418295E+000,-8.4972979E-001, 1.0000000E-001, 3.7000000E+001, 3.7556853E-001, 4.3287851E-015
 4.4231720E+000, 1.3183401E+000,-8.4139726E-001, 1.0000000E-001, 3.7000000E+001, 3.7390477E-001, 3.6372900E-015
 4.4528714E+000, 1.2963241E+000,-8.3529185E-001, 1.0000000E-001, 3.7000000E+001, 3.7326255E-001, 3.3826884E-015
 4.4855408E+000, 1.2715624E+000,-8.2995526E-001, 1.0000000E-001, 3.7000000E+001, 3.7203187E-001, 2.9656942E-015
 4.5153829E+000, 1.2485383E+000,-8.2668463E-001, 1.0000000E-001, 3.6000000E+001, 3.7362918E-001, 9.2211023E-015
 4.5482092E+000, 1.2228587E+000,-8.2427585E-001, 1.0000000E-001, 3.6000000E+001, 3.7257117E-001, 8.2511152E-015
 4.5781530E+000, 1.1992057E+000,-8.2370582E-001, 1.0000000E-001, 3.6000000E+001, 3.7162450E-001, 7.4660706E-015
 4.6110911E+000, 1.1730306E+000,-8.2410166E-001, 1.0000000E-001, 3.6000000E+001, 3.7062573E-001, 6.7169084E-015
 4.6411485E+000, 1.1490960E+000,-8.2604752E-001, 1.0000000E-001, 3.6000000E+001, 3.6991521E-001, 6.2171124E-015
 4.6742116E+000, 1.1228083E+000,-8.2906482E-001, 1.0000000E-001, 3.6000000E+001, 3.6959356E-001, 5.9731525E-015
 4.7044066E+000, 1.0989315E+000,-8.3332262E-001, 1.0000000E-001, 3.6000000E+001, 3.6975935E-001, 6.0213357E-015
 4.7376211E+000, 1.0729032E+000,-8.3873893E-001, 1.0000000E-001, 3.6000000E+001, 3.6815150E-001, 5.1032578E-015
 4.7679278E+000, 1.0494606E+000,-8.4508453E-001, 1.0000000E-001, 3.6000000E+001, 3.7044218E-001, 6.3297955E-015
 4.8012652E+000, 1.0241011E+000,-8.5263082E-001, 1.0000000E-001, 3.6000000E+001, 3.6857519E-001, 5.2335687E-015
 4.8316810E+000, 1.0014416E+000,-8.6082022E-001, 1.0000000E-001, 3.6000000E+001, 3.6782206E-001, 4.8251011E-015
 4.8651384E+000, 9.7712658E-001,-8.7020012E-001, 1.0000000E-001, 3.6000000E+001, 3.7089725E-001, 6.4600187E-015
 4.8956877E+000, 9.5556541E-001,-8.7998898E-001, 1.0000000E-001, 3.6000000E+001, 3.7311854E-001, 7.9509127E-015
 4.9292918E+000, 9.3263227E-001,-8.9089722E-001, 1.0000000E-001, 3.6000000E+001, 3.7409420E-001, 8.6685814E-015
 4.9599604E+000, 9.1249472E-001,-9.0203430E-001, 1.0000000E-001, 3.6000000E+001, 3.7463454E-001, 9.0666280E-015
 4.9936958E+000, 8.9128749E-001,-9.1414397E-001, 1.0000000E-001, 3.6000000E+001, 3.7527457E-001, 9.5698679E-015
 5.0244698E+000, 8.7287184E-001,-9.2637386E-001, 1.0000000E-001, 3.7000000E+001, 3.7408045E-001, 3.1694047E-015
 5.0583213E+000, 8.5370179E-001,-9.3935621E-001, 1.0000000E-001, 3.7000000E+001, 3.7634806E-001, 3.9336157E-015
 5.0892252E+000, 8.3725386E-001,-9.5243600E-001, 1.0000000E-001, 3.7000000E+001, 3.7674427E-001, 4.0596147E-015
 5.1232195E+000, 8.2037494E-001,-9.6598685E-001, 1.0000000E-001, 3.7000000E+001, 3.7469814E-001, 3.2917466E-015
 5.1542482E+000, 8.0612723E-001,-9.7967966E-001, 1.0000000E-001, 3.7000000E+001, 3.7489782E-001, 3.3301604E-015
 5.1883798E+000, 7.9177472E-001,-9.9349883E-001, 1.0000000E-001, 3.7000000E+001, 3.7794751E-001, 4.4535191E-015
 5.2195110E+000, 7.7992771E-001,-1.0075684E+000, 1.0000000E-001, 3.7000000E+001, 3.7623743E-001, 3.7317479E-015
 5.2537554E+000, 7.6829823E-001,-1.0213703E+000, 1.0000000E-001, 3.7000000E+001, 3.7289950E-001, 2.6566133E-015
 5.2850139E+000, 7.5899199E-001,-1.0355916E+000, 1.0000000E-001, 3.7000000E+001, 3.7659877E-001, 3.7903084E-015
