,,s,s,s
Time Step,Wall Time,Step Size,Simulation Time,CPU Time
      1,2020-07-15T16:45:55.867+02:00,   0.203E-01,   0.02030,   0.54932
      2,2020-07-15T16:45:55.879+02:00,   0.223E-01,   0.04264,   0.59382
      3,2020-07-15T16:45:55.891+02:00,   0.203E-01,   0.06296,   0.64257
      4,2020-07-15T16:45:55.901+02:00,   0.223E-01,   0.08530,   0.68153
      5,2020-07-15T16:45:55.913+02:00,   0.203E-01,   0.10564,   0.72519
      6,2020-07-15T16:45:55.922+02:00,   0.224E-01,   0.12800,   0.75968
      7,2020-07-15T16:45:55.932+02:00,   0.203E-01,   0.14831,   0.79990
      8,2020-07-15T16:45:55.940+02:00,   0.223E-01,   0.17065,   0.83167
      9,2020-07-15T16:45:55.950+02:00,   0.203E-01,   0.19095,   0.87021
     10,2020-07-15T16:45:55.958+02:00,   0.223E-01,   0.21328,   0.90102
     20,2020-07-15T16:45:56.055+02:00,   0.223E-01,   0.42656,   1.26216
     30,2020-07-15T16:45:56.130+02:00,   0.223E-01,   0.63985,   1.55234
     40,2020-07-15T16:45:56.206+02:00,   0.223E-01,   0.85314,   1.84576
     50,2020-07-15T16:45:56.294+02:00,   0.223E-01,   1.06643,   2.17780
     60,2020-07-15T16:45:56.368+02:00,   0.223E-01,   1.27972,   2.46831
     70,2020-07-15T16:45:56.439+02:00,   0.223E-01,   1.49302,   2.74477
     80,2020-07-15T16:45:56.512+02:00,   0.224E-01,   1.70632,   3.02970
     90,2020-07-15T16:45:56.588+02:00,   0.224E-01,   1.91962,   3.32553
    100,2020-07-15T16:45:56.738+02:00,   0.224E-01,   2.13293,   3.87713
    200,2020-07-15T16:45:58.226+02:00,   0.223E-01,   4.26579,   9.71490
    295,2020-07-15T16:45:59.191+02:00,   0.125E-01,   6.28318,  13.45539
