Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 6.177E+00, 3.775E+00, 1.732E+00, 7.666E+00, 1.262E+03, 2.639E+00, 8.046E+00, 0.000E+00, 6.215E-03, 0.000E+00, 4.000E+00, 0.000E+00, 1.623E-01, 0.000E+00, 0.000E+00, 1.296E+03
    1, 5.712E+00, 3.427E+00, 1.652E+00, 7.929E+00, 1.262E+03, 2.434E+00, 8.189E+00, 0.000E+00, 7.244E-03, 0.000E+00, 4.529E+00, 0.000E+00, 1.325E-01, 0.000E+00, 0.000E+00, 1.296E+03
    2, 6.602E+00, 3.909E+00, 1.774E+00, 8.073E+00, 1.262E+03, 2.832E+00, 7.349E+00, 0.000E+00, 6.443E-03, 0.000E+00, 3.240E+00, 0.000E+00, 1.496E-01, 0.000E+00, 0.000E+00, 1.296E+03
    3, 6.490E+00, 3.443E+00, 1.636E+00, 7.857E+00, 1.262E+03, 2.361E+00, 7.426E+00, 0.000E+00, 6.701E-03, 0.000E+00, 4.656E+00, 0.000E+00, 1.312E-01, 0.000E+00, 0.000E+00, 1.296E+03
    4, 7.222E+00, 3.689E+00, 1.689E+00, 7.420E+00, 1.262E+03, 2.483E+00, 7.047E+00, 0.000E+00, 6.724E-03, 0.000E+00, 4.407E+00, 0.000E+00, 1.369E-01, 0.000E+00, 0.000E+00, 1.296E+03
    5, 5.965E+00, 3.543E+00, 1.662E+00, 8.009E+00, 1.262E+03, 2.381E+00, 8.015E+00, 0.000E+00, 5.694E-03, 0.000E+00, 4.056E+00, 0.000E+00, 1.280E-01, 0.000E+00, 0.000E+00, 1.296E+03
    6, 5.799E+00, 4.014E+00, 1.834E+00, 8.187E+00, 1.262E+03, 2.878E+00, 8.131E+00, 0.000E+00, 6.781E-03, 0.000E+00, 2.876E+00, 0.000E+00, 1.573E-01, 0.000E+00, 0.000E+00, 1.296E+03
    7, 6.573E+00, 3.815E+00, 1.716E+00, 7.931E+00, 1.262E+03, 2.703E+00, 7.362E+00, 0.000E+00, 6.506E-03, 0.000E+00, 3.590E+00, 0.000E+00, 1.400E-01, 0.000E+00, 0.000E+00, 1.296E+03
