s,m3/s,m3/s,m/s,,s
Time,"flow_in","flow_out","error","iter","cpu"
 0.0000000E+000, 2.0896396E-003, 2.1388555E-003, 0.0000000E+000, 0.0000000E+000, 2.5104193E+002
 1.2500000E-001, 0.0000000E+000, 2.1294228E-003, 4.3368087E-019, 1.0000000E+000, 2.5191410E+002
 2.5000000E-001, 1.2938078E-001, 2.1173197E-003, 4.3368087E-019, 1.0000000E+000, 2.5275206E+002
 3.7500000E-001, 2.7104859E-001, 2.1529192E-003, 1.3877788E-017, 1.0000000E+000, 2.5358936E+002
 5.0000000E-001, 4.1995254E-001, 2.1963285E-003, 8.6736174E-019, 1.0000000E+000, 2.5452819E+002
 6.2500000E-001, 5.5743763E-001, 2.2556334E-003, 2.7755576E-017, 1.0000000E+000, 2.5538216E+002
 7.5000000E-001, 6.4709878E-001, 2.3391797E-003, 6.9388939E-018, 1.0000000E+000, 2.5622336E+002
 8.2085395E-001, 5.6371563E-001, 2.4648831E-003, 1.3877788E-017, 1.0000000E+000, 2.5748517E+002
 8.8245200E-001, 5.3398331E-001, 2.6127602E-003, 5.5511151E-017, 1.0000000E+000, 2.5874164E+002
 9.4405005E-001, 6.6615296E-001, 2.7924357E-003, 5.5511151E-017, 1.0000000E+000, 2.5958384E+002
 9.8658468E-001, 6.6875075E-001, 2.9512401E-003, 2.7755576E-017, 1.0000000E+000, 2.6126493E+002
 1.0291193E+000, 7.3007694E-001, 3.0725482E-003, 2.7755576E-017, 2.0000000E+000, 2.6251386E+002
 1.0716539E+000, 7.7084735E-001, 3.1789269E-003, 2.7755576E-017, 4.0000000E+000, 2.6457041E+002
 1.1141886E+000, 8.0057747E-001, 3.3052891E-003, 2.7755576E-017, 2.0000000E+000, 2.6622837E+002
 1.1567232E+000, 8.2605809E-001, 3.6996262E-003, 2.7755576E-017, 2.0000000E+000, 2.6788080E+002
 1.1948767E+000, 8.2677101E-001, 4.0543999E-003, 5.5511151E-017, 1.0000000E+000, 2.6999829E+002
 1.2330301E+000, 8.5372979E-001, 4.3207382E-003, 2.7755576E-017, 1.0000000E+000, 2.7123484E+002
 1.2711836E+000, 8.6201273E-001, 4.5901179E-003, 5.5511151E-017, 1.0000000E+000, 2.7248056E+002
 1.3038253E+000, 8.5322626E-001, 4.9157583E-003, 5.5511151E-017, 1.0000000E+000, 2.7454834E+002
 1.3364671E+000, 8.6886129E-001, 5.3237015E-003, 5.5511151E-017, 2.0000000E+000, 2.7619242E+002
 1.3691088E+000, 8.7551455E-001, 5.8191969E-003, 1.1102230E-016, 2.0000000E+000, 2.7784159E+002
 1.4017506E+000, 8.8200715E-001, 6.4548911E-003, 1.1102230E-016, 2.0000000E+000, 2.7948774E+002
 1.4343923E+000, 8.8844524E-001, 7.2991406E-003, 2.2204460E-016, 2.0000000E+000, 2.8113880E+002
 1.4670341E+000, 8.9494873E-001, 8.2951245E-003, 4.4408921E-016, 4.0000000E+000, 2.8359146E+002
 1.4996758E+000, 9.0176168E-001, 9.4166683E-003, 8.8817842E-016, 2.0000000E+000, 2.8524491E+002
 1.5323176E+000, 9.0739012E-001, 1.0844167E-002, 4.4408921E-016, 4.0000000E+000, 2.8769907E+002
 1.5649593E+000, 9.1303843E-001, 1.2640192E-002, 1.1102230E-016, 2.0000000E+000, 2.8936625E+002
 1.6302428E+000, 9.1988184E-001, 1.6540942E-002, 4.4408921E-016, 3.0000000E+000, 2.9255031E+002
 1.6955263E+000, 9.2858608E-001, 2.5136818E-002, 6.6613381E-016, 3.0000000E+000, 2.9666228E+002
 1.7608098E+000, 9.3791608E-001, 4.0836684E-002, 8.3266727E-017, 2.5000000E+000, 3.0056783E+002
 1.8260933E+000, 9.4527597E-001, 6.3812926E-002, 4.4408921E-016, 1.5000000E+000, 3.0345035E+002
 1.8913769E+000, 9.5325271E-001, 8.9751080E-002, 2.7755576E-016, 2.0000000E+000, 3.0654747E+002
 1.9240186E+000, 9.6162743E-001, 1.0739979E-001, 4.4408921E-016, 2.0000000E+000, 3.0901752E+002
 1.9893021E+000, 9.6738835E-001, 1.2608602E-001, 3.3306691E-016, 2.0000000E+000, 3.1149501E+002
 2.0545856E+000, 9.7255043E-001, 1.5068799E-001, 4.4408921E-016, 2.0000000E+000, 3.1483541E+002
 2.1263975E+000, 9.7485676E-001, 1.7508074E-001, 4.4408921E-016, 1.5000000E+000, 3.1772622E+002
 2.1623034E+000, 9.7399641E-001, 1.9237759E-001, 4.4408921E-016, 1.0000000E+000, 3.1979847E+002
 2.2377058E+000, 9.7097518E-001, 2.0578654E-001, 4.4408921E-016, 1.0000000E+000, 3.2169245E+002
 2.3206485E+000, 9.7182241E-001, 2.1743825E-001, 4.4408921E-016, 1.0000000E+000, 3.2417883E+002
 2.3640947E+000, 9.7625552E-001, 2.0701987E-001, 4.4408921E-016, 1.0000000E+000, 3.2601578E+002
 2.4075409E+000, 9.8065242E-001, 2.0381822E-001, 4.4408921E-016, 1.0000000E+000, 3.2726300E+002
 2.4944332E+000, 9.8871187E-001, 1.9305020E-001, 4.4408921E-016, 1.0000000E+000, 3.2913042E+002
 2.5378794E+000, 9.9411160E-001, 1.7722324E-001, 4.4408921E-016, 1.0000000E+000, 3.3100614E+002
 2.5813256E+000, 9.9615751E-001, 1.6658426E-001, 4.4408921E-016, 1.0000000E+000, 3.3225663E+002
 2.6682179E+000, 9.9874467E-001, 1.7889259E-001, 4.4408921E-016, 1.0000000E+000, 3.3411589E+002
 2.7116641E+000, 9.9941094E-001, 1.9580702E-001, 4.4408921E-016, 1.0000000E+000, 3.3598160E+002
 2.7985564E+000, 9.9462469E-001, 1.9915209E-001, 4.4408921E-016, 1.0000000E+000, 3.3784310E+002
 2.8420026E+000, 9.8905604E-001, 1.9654415E-001, 4.4408921E-016, 1.0000000E+000, 3.3975980E+002
 2.8854488E+000, 9.8443476E-001, 1.9646523E-001, 2.2204460E-016, 1.0000000E+000, 3.4103638E+002
 2.9723411E+000, 9.8279286E-001, 2.0233669E-001, 4.4408921E-016, 1.0000000E+000, 3.4290772E+002
 3.0157873E+000, 9.8681643E-001, 2.0216426E-001, 4.4408921E-016, 1.0000000E+000, 3.4477817E+002
 3.1070243E+000, 9.9463180E-001, 1.8688314E-001, 4.4408921E-016, 1.0000000E+000, 3.4667683E+002
 3.1548151E+000, 1.0038158E+000, 1.7491546E-001, 2.2204460E-016, 1.0000000E+000, 3.4851581E+002
 3.2026058E+000, 1.0065611E+000, 1.7014151E-001, 4.4408921E-016, 1.0000000E+000, 3.4976868E+002
 3.2503966E+000, 1.0069077E+000, 1.6530292E-001, 4.4408921E-016, 1.0000000E+000, 3.5102005E+002
 3.3459782E+000, 1.0038413E+000, 1.5972952E-001, 3.3306691E-016, 1.0000000E+000, 3.5289412E+002
 3.3937690E+000, 9.9920803E-001, 1.5459708E-001, 4.4408921E-016, 1.0000000E+000, 3.5477814E+002
 3.4415598E+000, 9.9624771E-001, 1.5001664E-001, 2.2204460E-016, 1.0000000E+000, 3.5603095E+002
 3.4893506E+000, 9.9394624E-001, 1.4428671E-001, 4.4408921E-016, 1.0000000E+000, 3.5728006E+002
 3.5849322E+000, 9.9286957E-001, 1.3732431E-001, 3.3306691E-016, 1.0000000E+000, 3.5915259E+002
 3.6327230E+000, 9.9364687E-001, 1.3273285E-001, 4.4408921E-016, 1.0000000E+000, 3.6101728E+002
 3.6805137E+000, 9.9472032E-001, 1.2868872E-001, 4.4408921E-016, 1.0000000E+000, 3.6226407E+002
 3.7283045E+000, 9.9615867E-001, 1.2272220E-001, 4.4408921E-016, 1.0000000E+000, 3.6357163E+002
 3.8238861E+000, 9.9888923E-001, 1.1659624E-001, 4.4408921E-016, 1.0000000E+000, 3.6548017E+002
 3.8716769E+000, 1.0008761E+000, 1.1635614E-001, 4.4408921E-016, 1.0000000E+000, 3.6735263E+002
 3.9194677E+000, 1.0015453E+000, 1.1572268E-001, 4.4408921E-016, 1.0000000E+000, 3.6860144E+002
 3.9672585E+000, 1.0020382E+000, 1.1667446E-001, 2.2204460E-016, 1.0000000E+000, 3.6984964E+002
 4.0628401E+000, 1.0019488E+000, 1.1559945E-001, 4.4408921E-016, 1.0000000E+000, 3.7171904E+002
 4.1106309E+000, 1.0014836E+000, 1.0983922E-001, 4.4408921E-016, 1.0000000E+000, 3.7358750E+002
 4.1584216E+000, 1.0012415E+000, 1.0522500E-001, 4.4408921E-016, 1.0000000E+000, 3.7484262E+002
 4.2062124E+000, 1.0010467E+000, 1.0575451E-001, 4.4408921E-016, 1.0000000E+000, 3.7609104E+002
 4.3017940E+000, 1.0029314E+000, 1.1106554E-001, 4.4408921E-016, 2.0000000E+000, 3.7856957E+002
 4.3495848E+000, 1.0057381E+000, 1.1190181E-001, 4.4408921E-016, 2.0000000E+000, 3.8105124E+002
 4.3973756E+000, 1.0054802E+000, 1.1248335E-001, 4.4408921E-016, 2.0000000E+000, 3.8270258E+002
 4.4451664E+000, 1.0041757E+000, 1.1350655E-001, 2.2204460E-016, 2.0000000E+000, 3.8435950E+002
 4.5407480E+000, 1.0009353E+000, 1.1680066E-001, 4.4408921E-016, 2.0000000E+000, 3.8683559E+002
 4.5885388E+000, 9.9737986E-001, 1.1970968E-001, 2.2204460E-016, 2.0000000E+000, 3.8933976E+002
 4.6363295E+000, 9.9500901E-001, 1.1992337E-001, 4.4408921E-016, 1.0000000E+000, 3.9058448E+002
 4.6841203E+000, 9.9040164E-001, 1.2262718E-001, 4.4408921E-016, 1.0000000E+000, 3.9184247E+002
 4.7797019E+000, 9.9090998E-001, 1.2503396E-001, 4.4408921E-016, 1.0000000E+000, 3.9373853E+002
